k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[99, 14, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=2
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[198, 28, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[297, 42, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[396, 56, 4, 32]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       5|[4.062646026271319, 0.0657113091003921, 4.064208716965242, 0.1607484950959244, 0.0182876696152527, 0.1658446999490452, 1.1529642925613477, 0.0293629667923219, 1.16214854191496, 0.2631768492470744, 0.0142393096620085, 0.2682338899760969, 0.3153661818349722, 0.0167357111360032, 0.3101376492296252, 0.0718074021573721, 0.0231392754014399, 0.0737132503486016, 0.235771638286589, 0.0134517743134102, 0.2283392955755185, 1.35880166201624, 0.021202090179658, 1.3665018325288893, 0.2462286914530639, 0.0206665827493613, 0.2599804592027244, 1.1625567137876858, 0.0188972648527086, 1.1559146399404228, 0.0474742463658232, 0.0216340478758051, 0.0480963093154177, 0.1272327694765134, 0.0135519712545916, 0.1159546038110648, 0.2996232073590598, 0.019920645902155, 0.3004646802021692, 0.0865333557510735, 0.019869540525703, 0.0889787504929916, 0.106407909304415, 0.022858419734221, 0.0994165538937266, 0.5389234650393191, 0.0183985067574731, 0.5349358286525393, 0.0034518534597606, 0.019815099384593, 0.0023709308278742, 0.085622156398979, 0.0217202792653084, 0.0892046034551662, 0.1027201241657971, 0.0190561138621098, 0.104395134494723, 0.0328813300827481, 0.0210930638076033, 0.031953372439228, 0.0996997805830697, 0.0209926343201413, 0.0969639026188989, 0.2691251962489962, 0.0226962187362392, 0.2711470630573738, 0.3869785782170209, 0.0208279826527372, 0.3899728735079986, 0.1353212120085115, 0.0208413289967488, 0.1231218354459165, 0.0384841184916562, 0.0216911143557917, 0.0424008388771362, 0.2937077577341291, 0.0261810688469759, 0.2966182586174038, 0.0872021682569409, 0.0154054651747267, 0.0914115917654177, 0.2842430228808508, 0.019056079530724, 0.2778173436435477, 0.0599840184327886, 0.0253797759622483, 0.0574929368287302, 0.1490865665214685, 0.0065203350726922, 0.154219745575455, 0.1854609187732667, 0.0190053447789263, 0.1727951400687014, 0.1392120435388172, 0.0218310142649575, 0.1415285268242032, 0.3873149371606899, 0.0190062277324397, 0.3873252274442856]|45286.4644958607386798|      0.12500000|[495, 70, 5, 40]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       6|[4.064770661604129, 0.1574512996504667, 4.052958031474876, 0.1635425295862751, 0.0286227641741143, 0.1573177059990593, 1.1514562166998115, 0.0222745962306011, 1.172280143223195, 0.272462787476915, 0.0175986221658954, 0.2690172735096635, 0.3048022646690896, 0.0160130348214909, 0.3103099920863904, 0.0639294081621048, 0.0169610427959662, 0.0794820103706175, 0.2302207389093429, 0.0191620376127105, 0.2128601137674553, 1.3513333837249866, 0.0100529128231162, 1.3629739041719937, 0.2430300504294151, 0.0095366473989341, 0.2485882042199642, 1.1647519501914971, 0.0156045751072771, 1.1343927905734252, 0.0445728307576793, 0.0121870286188723, 0.0556592357780004, 0.1338663065825003, 0.0160584683162252, 0.1079588113497071, 0.3037262695101646, 0.0313890113506988, 0.318072273546367, 0.0776359994485225, 0.0124868533624361, 0.1077301773266346, 0.1117078935328837, 0.0253636583960889, 0.1099483972383611, 0.55362840539565, 0.0096030786158985, 0.5278145726526047, 0.0085329604671836, 0.0216309935382099, -0.0102883445616029, 0.0915123674567497, 0.0285023597976292, 0.0970812658824397, 0.1021815655053852, 0.0263327921958031, 0.0990956725239188, 0.0340889605772813, 0.0406649063049572, 0.0384912710645561, 0.1028999621250637, 0.037263484203074, 0.1001991057196607, 0.2528249174764004, 0.0109620920224648, 0.2615515276151335, 0.3925280947152566, 0.0269341482317869, 0.3931190228660881, 0.1410598523641213, 0.0235655027092021, 0.1249927570750775, 0.0323018170627532, 0.0301101821207443, 0.0525067441594288, 0.3001952048875553, 0.0258560694680127, 0.297810453029167, 0.0866987685021128, 0.0116270394781509, 0.0942650638395953, 0.295416795353654, 0.0135692202442692, 0.2855856240613031, 0.0575430352874318, 0.0107135121924975, 0.0547843622616345, 0.1470608963592928, 0.0209146498223006, 0.1679379844630869, 0.2016091680005944, 0.0173197690367455, 0.173889492102193, 0.1445237556111374, 0.0213974313412127, 0.1378504195884518, 0.3995628943962274, 0.01720505354078, 0.3985781524299792]|18538.6965331502215122|      0.25000000|[594, 84, 6, 48]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       7|[4.054441026518133, 0.3349880789084512, 4.055390364458132, 0.1631164714797651, 0.0384710807251401, 0.1119872888459888, 1.1457064641526278, 0.0076550651689886, 1.2179960184181615, 0.2708510681359133, 0.0169740113303825, 0.2750925189419717, 0.3176396148217191, 0.0274058270328778, 0.3179513460573681, 0.0869121123517418, 0.0127472320037861, 0.075336413234752, 0.2153674924158813, 0.0034743369381212, 0.216647556481572, 1.351266612189094, 0.0319867538393427, 1.3584459572392196, 0.2016242220475875, 0.0119819945209529, 0.2476713460110765, 1.1797032235235019, 0.0040664944979939, 1.1225888525958239, 0.0607380585134219, 0.0300899100286308, 0.0502593807760254, 0.137418630315206, -0.012532921020118, 0.1072918522979325, 0.3064975065895986, 0.0292501751098305, 0.3185649842011731, 0.0611956609009366, 0.0215256442908275, 0.1299673558529531, 0.1287591280627621, 0.0267442684293049, 0.1101040422096341, 0.5609532283547634, -0.0102197464589968, 0.5039938758884912, 0.0402310988376395, 0.0169230885002657, -0.0315526305484372, 0.0704559791999913, 0.0388084826577446, 0.0915281044370021, 0.0737824345952231, 0.0260729249221788, 0.102145792433984, 0.0394973004383188, 0.0445271703764735, 0.0293947536343304, 0.0820661600841693, 0.0801461544661496, 0.0971769583892729, 0.2446164447386541, 0.0026847932360559, 0.264164060417038, 0.36092884858559, 0.001942631367922, 0.3801772129000852, 0.1215958327269501, 0.0109336078269524, 0.1265856736471158, 0.023541897532756, 0.0386133169528962, 0.0617387627672775, 0.3146736551861272, 0.0523949161004757, 0.2961830307265357, 0.0799960914890288, 0.0361765992272806, 0.1427677482611439, 0.291490086018723, 0.0212890771531846, 0.2749831732025195, 0.0354495094873253, 0.0435860526545358, 0.0125046946864277, 0.1242335039866828, 0.040462337326195, 0.1576387913262421, 0.1898555761998403, 0.0401310011597953, 0.1679237882886956, 0.1582545873041576, 0.0274225284184701, 0.1437887535837892, 0.4038532042176943, 0.0346149858924802, 0.3689500347090114]|8323.9478329227131326|      0.50000000|[693, 98, 7, 56]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       8|[3.998034031308498, 0.7292412833333021, 4.084767152329458, 0.1483452485068163, 0.0084016529014402, 0.1438975329304313, 1.1875543707565592, -0.0271990836123701, 1.2021428832643346, 0.2182426143242107, 0.0099731895805276, 0.2749440391544058, 0.3156483938352403, 0.0175563949043416, 0.3280447226045031, 0.1192003737249794, -0.0346798573874438, 0.1034138775605635, 0.2589172438965032, 0.0178164638798349, 0.1706220406892446, 1.3422709449739214, -0.0022497768163756, 1.3126317920045447, 0.2763664743968284, -0.025227708702514, 0.2302443018010959, 1.2427773766550836, 0.0055557813415011, 1.0940420576289787, 0.0382452249498491, 0.0718430899698642, 0.0838627353548752, 0.0853212197173465, 0.0065997335574229, 0.096874018679025, 0.3297134555382021, -0.0050867668772707, 0.3618250391302131, 0.0587762562563664, 0.006588221088121, 0.1562871054558479, 0.1246664564008398, 0.0172716855297058, 0.1100692485059432, 0.5385120749184603, -0.0103916220274994, 0.4713294866436776, 0.0309962641529673, 0.0353500617882837, -0.0526421494380295, 0.1020218467172695, 0.0525014470599382, 0.0484894930600102, 0.0990264179075609, -0.0261981699612656, 0.0868807047259629, 0.011393964655641, 0.0450959840370649, -0.0180974769281255, 0.0760160098992346, 0.0875827960034665, 0.1189979843092613, 0.2453855496002836, 0.0330718907008712, 0.2707781997273297, 0.3403927525971905, 0.0076295173492545, 0.4429628073087235, 0.1268599607428424, 0.0192565624422348, 0.1234333063311546, -0.010386618886968, 0.0335964756681481, 0.0544407641453577, 0.2705919682390981, 0.0239150637521577, 0.2902766106284028, 0.0952144210167381, 0.0680250052748017, 0.175922730725077, 0.3431852863505557, -0.0177322277568964, 0.2940005616509184, 0.0943146031891014, -0.0093388640577203, -0.0280247897231716, 0.1315209772805862, 0.0032957838821221, 0.1415009676030304, 0.1768078699734023, 0.0670547129598887, 0.1933443767311101, 0.1126087739530363, 0.0292300947989991, 0.1279950409668705, 0.4324925679259683, 0.019926087989977, 0.4292248563973993]|3373.7555097042904890|      1.00000000|[792, 112, 8, 64]                                                          |  | used linear model with 113 points | iterate success | actual_k=2
       9|[3.9112871925256036, 1.4308529273042863, 4.0293957416574155, 0.0482185581880864, -0.1026115199920592, 0.0710437627191097, 1.2611251074359942, 0.0019646930770051, 1.1533365011957049, 0.0723194268852746, 0.0729916936967313, 0.3200855927072975, 0.2119780496006992, 0.0192470100849394, 0.3428827723423453, -0.002834463445261, -0.0001457265257629, -0.0121275790495549, 0.4050009331087559, 0.0072622555656876, 0.151810127875475, 1.425846632013921, -0.0857564305541113, 1.243883434878619, 0.3017220720110094, -0.1406217918793899, 0.3476041650181067, 1.1938940849487782, 0.0763472267342469, 1.135788911234574, 0.075198415379922, -0.0150673001733609, -0.0703872236107915, 0.0471601225136144, -0.0117689457876007, 0.1492617316330428, 0.3079271830680511, -0.0345492147273767, 0.351351878907987, 0.1233419146504135, -0.1628853675521808, 0.1759525882473844, 0.2477409641856401, -0.0310385494040014, 0.0431712806734017, 0.5357310267901656, -0.0006570598279861, 0.4395032638001258, -0.0276944761532203, -0.0140431296139079, -0.1360438096820282, 0.1111446885385161, 0.0915042892574528, -0.0202161077177448, 0.0472853731530388, 0.05724790955187, -0.0051469187866909, 0.0299142628468002, 0.1192276844730735, 0.0893951610976245, 0.0985457643037151, 0.0002981148029288, 0.1697695510469014, 0.211295887345994, 0.04524987578076, 0.3227013240228785, 0.3041286480446693, -0.0121015868690769, 0.3805546091918096, 0.2020711213951129, -0.0546952030123112, 0.054104827624062, -0.0620172998934306, 0.0930804450308322, 0.1647208641193748, 0.3536972506995345, 0.0729725950236585, 0.255136325962127, 0.2070630124178026, 0.0196571919138631, 0.1476449651584901, 0.3331014991608847, -0.1006615210819906, 0.3329344409521162, 0.2008857333927643, -0.0873594862603394, 0.0203992357275198, 0.1293713662545015, 0.081944898744429, 0.2079885134111774, 0.2343041171875855, 0.0954573414358381, 0.1332446938738063, 0.1194180240680648, 0.0707839857304871, 0.2700423548426872, 0.336618146327446, 0.0639160041035961, 0.3547070397316162]|1386.2063017037373811|      2.00000000|[891, 126, 9, 72]                                                          |  | used linear model with 113 points | iterate success | actual_k=2
      10|[3.079623243557167, 2.485170735881808, 3.8577100508393714, -0.008344607111433, -0.0238660360665508, -0.0895507049463529, 1.234627115333742, 0.2002238317481622, 1.0717824591626872, 0.1451927226248669, 0.1089602695334148, 0.5152215773671676, 0.3735852245363147, -0.1716986978306027, 0.1979876543095729, -0.0491699586303304, -0.1594067911094459, -0.2166825108075921, 0.4587606669143379, -0.2213724676422685, 0.0576790795905142, 1.681241378365228, -0.3423862552588706, 1.1097672726126364, 0.4466869133182634, -0.3951120722323387, 0.2393510887640922, 1.3452515969407812, 0.119961865913332, 1.0249634140901083, -0.0655099210169053, -0.1956363087352445, -0.1406947709926152, 0.1952127917566749, -0.0854037015180669, 0.1020777413176037, 0.1104320312372867, -0.0255235205887605, 0.3739343581468464, 0.2010684406813731, 0.0859743154473141, 0.3008383931506417, -0.1606832617642328, 0.0197820403104887, -0.2881821831735872, 0.4798065278006521, -0.0085462510206452, 0.2426389326878321, 0.0713283740078489, 0.0299774923880537, -0.1009324797150643, 0.0316496755779753, 0.0499628500274887, 0.039573613241186, -0.0915235676248982, 0.1387148407737278, -0.124761540847338, 0.2093601719839815, 0.0337838830290143, 0.2017106850855498, 0.152533478939808, -0.365778070453613, 0.217482782242278, 0.2965891942272748, 0.0979337414466972, 0.4258820498482211, 0.1240153554812963, 0.1133200335790369, 0.2133327269140005, 0.2951729290215452, -0.3430192377796217, 0.0221362544338538, -0.1253410728188653, -0.0044218640984704, 0.1077783801475937, 0.6113407098294148, 0.2004565929512639, 0.3571351990857965, 0.0822689604724262, 0.0785452435027023, 0.1432731549007821, 0.3427649484437055, -0.1788630790419795, 0.1101034616150083, 0.1028800525819967, 0.0096066354139197, -0.0975055886051951, 0.0730014234943664, -0.1118833817549807, -0.050065763228533, 0.2277028245203667, 0.2270025391349889, 0.0875418765703758, 0.3361711429740941, 0.1917563934319911, 0.1150405960264612, 0.3921409239400913, -0.2409193823346663, 0.5472682388436662]|527.7253675697876361|      4.00000000|[990, 140, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=2
      11|[3.079623243557167, 2.485170735881808, 3.8577100508393714, -0.008344607111433, -0.0238660360665508, -0.0895507049463529, 1.234627115333742, 0.2002238317481622, 1.0717824591626872, 0.1451927226248669, 0.1089602695334148, 0.5152215773671676, 0.3735852245363147, -0.1716986978306027, 0.1979876543095729, -0.0491699586303304, -0.1594067911094459, -0.2166825108075921, 0.4587606669143379, -0.2213724676422685, 0.0576790795905142, 1.681241378365228, -0.3423862552588706, 1.1097672726126364, 0.4466869133182634, -0.3951120722323387, 0.2393510887640922, 1.3452515969407812, 0.119961865913332, 1.0249634140901083, -0.0655099210169053, -0.1956363087352445, -0.1406947709926152, 0.1952127917566749, -0.0854037015180669, 0.1020777413176037, 0.1104320312372867, -0.0255235205887605, 0.3739343581468464, 0.2010684406813731, 0.0859743154473141, 0.3008383931506417, -0.1606832617642328, 0.0197820403104887, -0.2881821831735872, 0.4798065278006521, -0.0085462510206452, 0.2426389326878321, 0.0713283740078489, 0.0299774923880537, -0.1009324797150643, 0.0316496755779753, 0.0499628500274887, 0.039573613241186, -0.0915235676248982, 0.1387148407737278, -0.124761540847338, 0.2093601719839815, 0.0337838830290143, 0.2017106850855498, 0.152533478939808, -0.365778070453613, 0.217482782242278, 0.2965891942272748, 0.0979337414466972, 0.4258820498482211, 0.1240153554812963, 0.1133200335790369, 0.2133327269140005, 0.2951729290215452, -0.3430192377796217, 0.0221362544338538, -0.1253410728188653, -0.0044218640984704, 0.1077783801475937, 0.6113407098294148, 0.2004565929512639, 0.3571351990857965, 0.0822689604724262, 0.0785452435027023, 0.1432731549007821, 0.3427649484437055, -0.1788630790419795, 0.1101034616150083, 0.1028800525819967, 0.0096066354139197, -0.0975055886051951, 0.0730014234943664, -0.1118833817549807, -0.050065763228533, 0.2277028245203667, 0.2270025391349889, 0.0875418765703758, 0.3361711429740941, 0.1917563934319911, 0.1150405960264612, 0.3921409239400913, -0.2409193823346663, 0.5472682388436662]|527.7253675697876361|      2.00000000|[1089, 154, 11, 88]                                                        |  | used linear model with 113 points | iterate failure | actual_k=2
