k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[87, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[175, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.034061205376467, -0.0321215667690742, -0.004871291100751, 0.0027858234231196, 0.4176130102921309, 0.0726280821771141, 0.8337484351977854, 0.0124458171533742, 0.2131366549769123, 0.0074228221269072, 2.7339507910340966, 0.0052548963708362, 0.8421432845522551, 0.0104240262503343, 2.300354956509743, -0.0366916016545063, 14.335802716184796, 0.0541511079351393, 12.182620150420487, 0.0506652857145967, 0.2789111028754293, 0.0080653127514335, 0.1957684468915243, 0.0181639010592387, 1.1759316196992227, -0.0280364719011627, 0.1274833742411566, 0.0420046599803239, 0.098150329041649, 0.0114713331102235, 3.748512374201747, 0.03606321595957, 0.7788352906650386, 0.0243820962115043, 0.2212658391119678, 0.0233587151977846, 0.4307188656540737, -0.0050595179389243, 0.9158104915025095, 0.0069011616814109, 0.2542049660689542, 0.0139896399679277, 2.109865796536721, 0.013253085010728, 1.918282642125372, 0.0430917488431861, 1.4960114159944897, -0.0409597217580716, 0.5014635515770898, 0.0005249766316056, 0.5123285126300817, -0.0196267795210833, 0.3222676506165567, 0.0349687330872713, 0.8250498693719259, 0.0671510488793383, 0.4430681580537788, 0.0233820244546605, 0.4517969162792666, -0.0267506413013054, 0.976580826033399, 0.1021343186788871, 0.0141950551200954, 0.0349198982046717, 0.3089688829235203, 0.0244475773409607]|1831687.6250000000000000|      0.50000000|[199, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[1.0182065695541562, -0.0245439715781539, -0.0177381025627553, 0.0467150944781815, 0.3644050052976601, 0.1781138741019592, 0.8946600071025312, -0.030197464925628, 0.1288270059414894, 0.0144739677212226, 2.8129599324266277, -0.0377928271130877, 0.8459725010154238, 0.0827486939942022, 2.2680471134610727, -0.0499301657649146, 14.378206871453814, 0.1389833055359575, 12.158589984540466, 0.1182259734602135, 0.1707793553135744, -0.1035690131942839, 0.1048551547637076, -0.0046082252125212, 1.175012428873801, 0.0151768203491566, 0.0922772805744781, 0.0293510030095599, -0.0049804592706379, -0.0207291766980648, 3.706443775187766, -0.1317506034952206, 0.8029153808645745, 0.0475720737284769, 0.0782443761731166, 0.0074807910535893, 0.2799015477350126, -0.0370255216995487, 0.9257844608178903, -0.0023176515935974, 0.2061917764528909, 0.1256272610267592, 2.1047097052555825, 0.1066700259204632, 2.0114574657427777, 0.0457332605918915, 1.4750932514459192, -0.1069836356893947, 0.516960569198377, -0.0134180163461973, 0.4952433064111615, 0.0358601311146885, 0.2613112488565083, 0.0233515150787392, 0.8483857210511524, 0.1113232752057325, 0.4566126012631324, 0.000686045722748, 0.4935465966990799, -0.0589930020680167, 0.9379826869639443, 0.0559586073393901, 0.1148340888349745, 0.0203666976776922, 0.2468050139331633, 0.0102703790924844]|806974.5625000000000000|      1.00000000|[222, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[1.0182065695541562, -0.0245439715781539, -0.0177381025627553, 0.0467150944781815, 0.3644050052976601, 0.1781138741019592, 0.8946600071025312, -0.030197464925628, 0.1288270059414894, 0.0144739677212226, 2.8129599324266277, -0.0377928271130877, 0.8459725010154238, 0.0827486939942022, 2.2680471134610727, -0.0499301657649146, 14.378206871453814, 0.1389833055359575, 12.158589984540466, 0.1182259734602135, 0.1707793553135744, -0.1035690131942839, 0.1048551547637076, -0.0046082252125212, 1.175012428873801, 0.0151768203491566, 0.0922772805744781, 0.0293510030095599, -0.0049804592706379, -0.0207291766980648, 3.706443775187766, -0.1317506034952206, 0.8029153808645745, 0.0475720737284769, 0.0782443761731166, 0.0074807910535893, 0.2799015477350126, -0.0370255216995487, 0.9257844608178903, -0.0023176515935974, 0.2061917764528909, 0.1256272610267592, 2.1047097052555825, 0.1066700259204632, 2.0114574657427777, 0.0457332605918915, 1.4750932514459192, -0.1069836356893947, 0.516960569198377, -0.0134180163461973, 0.4952433064111615, 0.0358601311146885, 0.2613112488565083, 0.0233515150787392, 0.8483857210511524, 0.1113232752057325, 0.4566126012631324, 0.000686045722748, 0.4935465966990799, -0.0589930020680167, 0.9379826869639443, 0.0559586073393901, 0.1148340888349745, 0.0203666976776922, 0.2468050139331633, 0.0102703790924844]|806974.5625000000000000|      0.50000000|[309, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.9869889506390365, -0.0926364444943033, 0.0917669880930889, -0.0266544392035944, 0.4725687240545426, 0.2539909760914564, 0.9046448433135074, -0.0283941997924232, 0.0269336433268068, -0.0391075717087054, 2.8076148753902204, 0.0645711826025599, 0.8278616687814678, 0.0802167866737264, 2.2167688636349148, -0.0527093256438958, 14.454725348337565, 0.1455803371822469, 12.11909276472384, 0.240793570044436, 0.1060165818824988, -0.0861206145230662, 0.2040897405945956, 0.0789692012153471, 1.3142228307383375, -0.0329749360806506, 0.101676005721617, 0.0176534420304276, 0.0450853270168479, -0.049258382038761, 3.7074979962221364, -0.0984442536724354, 0.7693970336595317, -0.0144486920379096, 0.116767821575511, -0.0392416300369398, 0.2410357513795831, -0.1085885537773218, 0.974638380251304, 0.0173921231352777, 0.2680755758224824, 0.0444492808241934, 2.0222729121547207, 0.1454868066319275, 2.102513423518697, 0.0327764212436261, 1.5026074723805767, -0.1055506607793261, 0.6411882312978046, -0.0457339205098054, 0.5623230090940237, 0.0321662531699829, 0.3346319342859538, 0.1533651420012876, 0.782984245743054, 0.0964514830783287, 0.4852101197375779, -0.0724661239975717, 0.430722320446374, -0.0194450102112839, 0.9745432104821152, 0.0460620853986066, 0.1123924540529133, 0.0297192244346838, 0.2490078178931379, 0.0850408054717392]|638289.1250000000000000|      1.00000000|[332, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[0.9869889506390365, -0.0926364444943033, 0.0917669880930889, -0.0266544392035944, 0.4725687240545426, 0.2539909760914564, 0.9046448433135074, -0.0283941997924232, 0.0269336433268068, -0.0391075717087054, 2.8076148753902204, 0.0645711826025599, 0.8278616687814678, 0.0802167866737264, 2.2167688636349148, -0.0527093256438958, 14.454725348337565, 0.1455803371822469, 12.11909276472384, 0.240793570044436, 0.1060165818824988, -0.0861206145230662, 0.2040897405945956, 0.0789692012153471, 1.3142228307383375, -0.0329749360806506, 0.101676005721617, 0.0176534420304276, 0.0450853270168479, -0.049258382038761, 3.7074979962221364, -0.0984442536724354, 0.7693970336595317, -0.0144486920379096, 0.116767821575511, -0.0392416300369398, 0.2410357513795831, -0.1085885537773218, 0.974638380251304, 0.0173921231352777, 0.2680755758224824, 0.0444492808241934, 2.0222729121547207, 0.1454868066319275, 2.102513423518697, 0.0327764212436261, 1.5026074723805767, -0.1055506607793261, 0.6411882312978046, -0.0457339205098054, 0.5623230090940237, 0.0321662531699829, 0.3346319342859538, 0.1533651420012876, 0.782984245743054, 0.0964514830783287, 0.4852101197375779, -0.0724661239975717, 0.430722320446374, -0.0194450102112839, 0.9745432104821152, 0.0460620853986066, 0.1123924540529133, 0.0297192244346838, 0.2490078178931379, 0.0850408054717392]|638289.1250000000000000|      0.50000000|[415, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.9869889506390365, -0.0926364444943033, 0.0917669880930889, -0.0266544392035944, 0.4725687240545426, 0.2539909760914564, 0.9046448433135074, -0.0283941997924232, 0.0269336433268068, -0.0391075717087054, 2.8076148753902204, 0.0645711826025599, 0.8278616687814678, 0.0802167866737264, 2.2167688636349148, -0.0527093256438958, 14.454725348337565, 0.1455803371822469, 12.11909276472384, 0.240793570044436, 0.1060165818824988, -0.0861206145230662, 0.2040897405945956, 0.0789692012153471, 1.3142228307383375, -0.0329749360806506, 0.101676005721617, 0.0176534420304276, 0.0450853270168479, -0.049258382038761, 3.7074979962221364, -0.0984442536724354, 0.7693970336595317, -0.0144486920379096, 0.116767821575511, -0.0392416300369398, 0.2410357513795831, -0.1085885537773218, 0.974638380251304, 0.0173921231352777, 0.2680755758224824, 0.0444492808241934, 2.0222729121547207, 0.1454868066319275, 2.102513423518697, 0.0327764212436261, 1.5026074723805767, -0.1055506607793261, 0.6411882312978046, -0.0457339205098054, 0.5623230090940237, 0.0321662531699829, 0.3346319342859538, 0.1533651420012876, 0.782984245743054, 0.0964514830783287, 0.4852101197375779, -0.0724661239975717, 0.430722320446374, -0.0194450102112839, 0.9745432104821152, 0.0460620853986066, 0.1123924540529133, 0.0297192244346838, 0.2490078178931379, 0.0850408054717392]|638289.1250000000000000|      0.25000000|[503, 184, 1, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[0.9869889506390365, -0.0926364444943033, 0.0917669880930889, -0.0266544392035944, 0.4725687240545426, 0.2539909760914564, 0.9046448433135074, -0.0283941997924232, 0.0269336433268068, -0.0391075717087054, 2.8076148753902204, 0.0645711826025599, 0.8278616687814678, 0.0802167866737264, 2.2167688636349148, -0.0527093256438958, 14.454725348337565, 0.1455803371822469, 12.11909276472384, 0.240793570044436, 0.1060165818824988, -0.0861206145230662, 0.2040897405945956, 0.0789692012153471, 1.3142228307383375, -0.0329749360806506, 0.101676005721617, 0.0176534420304276, 0.0450853270168479, -0.049258382038761, 3.7074979962221364, -0.0984442536724354, 0.7693970336595317, -0.0144486920379096, 0.116767821575511, -0.0392416300369398, 0.2410357513795831, -0.1085885537773218, 0.974638380251304, 0.0173921231352777, 0.2680755758224824, 0.0444492808241934, 2.0222729121547207, 0.1454868066319275, 2.102513423518697, 0.0327764212436261, 1.5026074723805767, -0.1055506607793261, 0.6411882312978046, -0.0457339205098054, 0.5623230090940237, 0.0321662531699829, 0.3346319342859538, 0.1533651420012876, 0.782984245743054, 0.0964514830783287, 0.4852101197375779, -0.0724661239975717, 0.430722320446374, -0.0194450102112839, 0.9745432104821152, 0.0460620853986066, 0.1123924540529133, 0.0297192244346838, 0.2490078178931379, 0.0850408054717392]|638289.1250000000000000|      0.12500000|[588, 216, 1, 55]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.9869889506390365, -0.0926364444943033, 0.0917669880930889, -0.0266544392035944, 0.4725687240545426, 0.2539909760914564, 0.9046448433135074, -0.0283941997924232, 0.0269336433268068, -0.0391075717087054, 2.8076148753902204, 0.0645711826025599, 0.8278616687814678, 0.0802167866737264, 2.2167688636349148, -0.0527093256438958, 14.454725348337565, 0.1455803371822469, 12.11909276472384, 0.240793570044436, 0.1060165818824988, -0.0861206145230662, 0.2040897405945956, 0.0789692012153471, 1.3142228307383375, -0.0329749360806506, 0.101676005721617, 0.0176534420304276, 0.0450853270168479, -0.049258382038761, 3.7074979962221364, -0.0984442536724354, 0.7693970336595317, -0.0144486920379096, 0.116767821575511, -0.0392416300369398, 0.2410357513795831, -0.1085885537773218, 0.974638380251304, 0.0173921231352777, 0.2680755758224824, 0.0444492808241934, 2.0222729121547207, 0.1454868066319275, 2.102513423518697, 0.0327764212436261, 1.5026074723805767, -0.1055506607793261, 0.6411882312978046, -0.0457339205098054, 0.5623230090940237, 0.0321662531699829, 0.3346319342859538, 0.1533651420012876, 0.782984245743054, 0.0964514830783287, 0.4852101197375779, -0.0724661239975717, 0.430722320446374, -0.0194450102112839, 0.9745432104821152, 0.0460620853986066, 0.1123924540529133, 0.0297192244346838, 0.2490078178931379, 0.0850408054717392]|638289.1250000000000000|      0.06250000|[673, 248, 1, 63]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
