k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[146, 48, 1, 4]                                                            |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[290, 96, 1, 7]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[434, 144, 2, 11]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[579, 192, 2, 14]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[1.0170260039612464, 0.0298092997775006, 1.8839257791144186, 0.0113915744265158, 0.0269619955604678, 1.9940992240419213, 0.4298554509032221, 0.0116327420984071, 2.1213183147666603, 0.800065791404445, 0.0231848065912973, 2.1698455755536754, 0.2222565361675847, 0.014978970801695, 2.2140197819351406, 2.687071813475484, 0.0212291609007113, 2.286047909868738, 0.8158550029019846, 0.0163448701031568, 2.3963397983154526, 2.263257541709425, 0.0120106837351191, 2.482399543637987, 14.363688656682617, 0.0411315546578854, 2.5592034341369434, 12.15754780569677, 0.0423145199460964, 2.7101394593478787, 0.2767179541783908, 0.0231931503894029, 2.940077653696564, 0.2308024000851873, 0.0095333512562575, 2.977673769759588, 1.1762120568162513, 0.0178693240260733, 3.12255450646588, 0.1746887087733671, 0.0156626353550498, 3.226177277731715, 0.1137295055883655, 0.0236092053211116, 3.2552527961485103, 3.745201920811447, 0.0173520546245642, 3.3816205780791746, 0.8276095715345521, 0.0206636347859936, 3.672051294325097, 0.1615364233522393, 0.0120509260736017, 3.7222824670066696, 0.3941142649445059, 0.0180411866062376, 3.82102493155893, 0.9266071289163775, 0.0177202194097254, 3.9625972915166816, 0.2709156443010489, 0.0261966808156447, 4.051274025833034, 2.073551682840001, 0.0151103746635508, 4.176273462507751, 1.9442885175953164, 0.0261526962390359, 4.434873220757865, 1.4936043379687787, 0.0144598217134547, 4.560874646645166, 0.4918091414566012, 0.0138328171701849, 4.5994031517193585, 0.5001359286247655, 0.0266373875653054, 4.710941427353269, 0.3286850379655893, 0.0271823491047614, 4.799124304797971, 0.8416269557644246, 0.0182173034954584, 4.964088213893967, 0.4513906416184625, 0.0220569023275599, 5.399227219808419, 0.4953268537863193, 0.0207286502873962, 5.414567256654514, 0.9802061122469427, 0.0101824371244878, 2.5834883719774857, -0.0144682334530715, 0.0195739203547088, 3.8573965685368106, 0.2708879237753857, 0.0124565467348537, 5.202406213080433]|2628399.5000000000000000|      0.12500000|[675, 224, 2, 16]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       6|[1.0170260039612464, 0.0298092997775006, 1.8839257791144186, 0.0113915744265158, 0.0269619955604678, 1.9940992240419213, 0.4298554509032221, 0.0116327420984071, 2.1213183147666603, 0.800065791404445, 0.0231848065912973, 2.1698455755536754, 0.2222565361675847, 0.014978970801695, 2.2140197819351406, 2.687071813475484, 0.0212291609007113, 2.286047909868738, 0.8158550029019846, 0.0163448701031568, 2.3963397983154526, 2.263257541709425, 0.0120106837351191, 2.482399543637987, 14.363688656682617, 0.0411315546578854, 2.5592034341369434, 12.15754780569677, 0.0423145199460964, 2.7101394593478787, 0.2767179541783908, 0.0231931503894029, 2.940077653696564, 0.2308024000851873, 0.0095333512562575, 2.977673769759588, 1.1762120568162513, 0.0178693240260733, 3.12255450646588, 0.1746887087733671, 0.0156626353550498, 3.226177277731715, 0.1137295055883655, 0.0236092053211116, 3.2552527961485103, 3.745201920811447, 0.0173520546245642, 3.3816205780791746, 0.8276095715345521, 0.0206636347859936, 3.672051294325097, 0.1615364233522393, 0.0120509260736017, 3.7222824670066696, 0.3941142649445059, 0.0180411866062376, 3.82102493155893, 0.9266071289163775, 0.0177202194097254, 3.9625972915166816, 0.2709156443010489, 0.0261966808156447, 4.051274025833034, 2.073551682840001, 0.0151103746635508, 4.176273462507751, 1.9442885175953164, 0.0261526962390359, 4.434873220757865, 1.4936043379687787, 0.0144598217134547, 4.560874646645166, 0.4918091414566012, 0.0138328171701849, 4.5994031517193585, 0.5001359286247655, 0.0266373875653054, 4.710941427353269, 0.3286850379655893, 0.0271823491047614, 4.799124304797971, 0.8416269557644246, 0.0182173034954584, 4.964088213893967, 0.4513906416184625, 0.0220569023275599, 5.399227219808419, 0.4953268537863193, 0.0207286502873962, 5.414567256654514, 0.9802061122469427, 0.0101824371244878, 2.5834883719774857, -0.0144682334530715, 0.0195739203547088, 3.8573965685368106, 0.2708879237753857, 0.0124565467348537, 5.202406213080433]|2628399.5000000000000000|      0.06250000|[819, 272, 2, 19]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       7|[1.0054440882869087, 0.0308064543151982, 1.8957485798932245, 0.0055327426601806, 0.0317618546530733, 2.001416191232428, 0.4277481943786487, 0.000790240551636, 2.1087508655843483, 0.8013531470818216, 0.0262639561746125, 2.172274291443348, 0.2184970177354189, 0.0111566162530013, 2.221130411105799, 2.6883278777864548, 0.0195931260021361, 2.2817338032308685, 0.8133118099408807, 0.0142565725135832, 2.3931290349572416, 2.2628875186060857, 0.019283312014571, 2.4784955157410877, 14.362075005538504, 0.0601191379630381, 2.554473116225882, 12.157395651197307, 0.0442672894065811, 2.7107767135705134, 0.2717749837533971, 0.0168829384670823, 2.941774039643189, 0.2275355238754193, 0.0180240617088752, 2.9855809489993796, 1.1741162035713164, 0.0181864731686108, 3.116897118639422, 0.18161224707076, 0.0072415341860417, 3.226718490353947, 0.1122325299267492, 0.0326742117412089, 3.2628645909476046, 3.7460436912741697, 0.0299993060949017, 3.3821699763317796, 0.831447982229305, 0.0286032972804848, 3.662977874429848, 0.1687416218324136, 0.011986931360907, 3.699705452696582, 0.3921687201362792, 0.019493281175978, 3.817393304291512, 0.926690576924761, 0.018012583383887, 3.9586380510325796, 0.2740846250995421, 0.0200256419094535, 4.051211451728051, 2.07239635619549, 0.0142295870586014, 4.184151813451433, 1.9452538915426527, 0.0238520695805611, 4.442623998821471, 1.4961086998636806, 0.0165735689441319, 4.557852123718894, 0.494866998336159, 0.0232583794727292, 4.595743825539179, 0.5018627133883916, 0.0329133957302633, 4.712185988889379, 0.3266101349866374, 0.0342340895704568, 4.792102810691857, 0.8441348497415493, 0.0266742655754137, 4.972165949046048, 0.4522870646353374, 0.0119354422199157, 5.392001628927436, 0.4883658459977461, 0.0089737407184291, 5.417810227243765, 0.9724317138614609, 0.0154115745228785, 2.5763099158172937, -0.0138316929328192, 0.011710919200003, 3.856984250272683, 0.2725071206277349, 0.0053223405490275, 5.204843219700927]|2285948.7500000000000000|      0.12500000|[915, 304, 2, 21]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       8|[0.979110035213143, 0.0300643263758414, 1.8869536872470654, 0.0268622295184202, 0.0130514114969249, 1.9991946903332667, 0.4145102018618917, 0.0014156085587331, 2.1018957608400344, 0.7870258556213617, 0.0299815085578512, 2.1502144715855342, 0.1940629783444019, 0.0243636658309409, 2.2318161279549646, 2.691973976741795, 0.0243440913279788, 2.264184271270444, 0.8251239613118869, 0.0085954157886267, 2.3905246419467745, 2.2658513000867337, 0.021843023494497, 2.4866465928578623, 14.369770543157005, 0.0854061728628758, 2.5398075541721026, 12.162126970036388, 0.0533268279022795, 2.7275631670152136, 0.2790664940821994, 0.006681720582557, 2.940167874434182, 0.2247108153327987, 0.0210368553917192, 3.0006332259457156, 1.1834685545810288, 0.0045341578365026, 3.1252652209511917, 0.1688250866404827, -0.0116597721915576, 3.2301749438378624, 0.1103784520442677, 0.0246968797404006, 3.2603476219497596, 3.743187813294563, 0.0425319818007911, 3.4041572084048677, 0.814375169109781, 0.0393083162833362, 3.657035440070341, 0.1617008938146837, 0.004893061958518, 3.685689410169685, 0.4134433577372497, 0.0070692133706999, 3.812571475640579, 0.951293224582191, 0.0486570649893051, 3.973329304315854, 0.2849757531610787, 0.0237482733943763, 4.053967888938058, 2.079722513171549, 0.0266345069912917, 4.183789710131635, 1.9289246263532518, 0.0148981058330669, 4.450245392491137, 1.5124968055671801, 0.0042041360451556, 4.556039492726518, 0.495704781868446, 0.0271280817266489, 4.5599228877870255, 0.5123927894489927, 0.0291119402589818, 4.706423585864156, 0.3449711867128679, 0.0289331415187396, 4.793535699288459, 0.8545678411217252, 0.025403674398992, 4.964064863466715, 0.4385758622964394, 0.0297907741675082, 5.38619814691612, 0.4745126544667259, -0.0051031365421671, 5.439163458031793, 0.9730781778824706, 0.0179376848539905, 2.5654012945038285, -0.010754525462532, 0.0073558223280261, 3.849437817878264, 0.2842296540357048, 0.0117188952607338, 5.189314168680041]|2033158.6250000000000000|      0.25000000|[1011, 336, 2, 23]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[0.979110035213143, 0.0300643263758414, 1.8869536872470654, 0.0268622295184202, 0.0130514114969249, 1.9991946903332667, 0.4145102018618917, 0.0014156085587331, 2.1018957608400344, 0.7870258556213617, 0.0299815085578512, 2.1502144715855342, 0.1940629783444019, 0.0243636658309409, 2.2318161279549646, 2.691973976741795, 0.0243440913279788, 2.264184271270444, 0.8251239613118869, 0.0085954157886267, 2.3905246419467745, 2.2658513000867337, 0.021843023494497, 2.4866465928578623, 14.369770543157005, 0.0854061728628758, 2.5398075541721026, 12.162126970036388, 0.0533268279022795, 2.7275631670152136, 0.2790664940821994, 0.006681720582557, 2.940167874434182, 0.2247108153327987, 0.0210368553917192, 3.0006332259457156, 1.1834685545810288, 0.0045341578365026, 3.1252652209511917, 0.1688250866404827, -0.0116597721915576, 3.2301749438378624, 0.1103784520442677, 0.0246968797404006, 3.2603476219497596, 3.743187813294563, 0.0425319818007911, 3.4041572084048677, 0.814375169109781, 0.0393083162833362, 3.657035440070341, 0.1617008938146837, 0.004893061958518, 3.685689410169685, 0.4134433577372497, 0.0070692133706999, 3.812571475640579, 0.951293224582191, 0.0486570649893051, 3.973329304315854, 0.2849757531610787, 0.0237482733943763, 4.053967888938058, 2.079722513171549, 0.0266345069912917, 4.183789710131635, 1.9289246263532518, 0.0148981058330669, 4.450245392491137, 1.5124968055671801, 0.0042041360451556, 4.556039492726518, 0.495704781868446, 0.0271280817266489, 4.5599228877870255, 0.5123927894489927, 0.0291119402589818, 4.706423585864156, 0.3449711867128679, 0.0289331415187396, 4.793535699288459, 0.8545678411217252, 0.025403674398992, 4.964064863466715, 0.4385758622964394, 0.0297907741675082, 5.38619814691612, 0.4745126544667259, -0.0051031365421671, 5.439163458031793, 0.9730781778824706, 0.0179376848539905, 2.5654012945038285, -0.010754525462532, 0.0073558223280261, 3.849437817878264, 0.2842296540357048, 0.0117188952607338, 5.189314168680041]|2033158.6250000000000000|      0.12500000|[1155, 384, 3, 27]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[0.9925665966173775, 0.0292988435774305, 1.875821536834868, 0.0245869578403978, 0.0147122159917014, 2.0165408971517373, 0.4030670701284144, -0.0198453071635213, 2.103603005944854, 0.7811394550298357, 0.0445102428643653, 2.1581059949900094, 0.2178869346632369, 0.0158602572008569, 2.2227491293592316, 2.695150869357422, 0.0375233712988818, 2.268574362155275, 0.8264748581140076, 0.0042284187370885, 2.411913645283554, 2.258230260042269, 0.0257044612389462, 2.4870155760308523, 14.361703735066017, 0.1137903944354418, 2.5449965300638984, 12.171359062141564, 0.0911598632455981, 2.7370354656507425, 0.278376124085083, 0.0276005456771317, 2.950214896822548, 0.2336353269463085, 0.03882567324938, 2.9863115981620463, 1.1917123079557317, 0.0064662114373009, 3.1520056414955375, 0.1699847894938641, -0.007569899094779, 3.2391684006715646, 0.1232016591425711, 0.0309352317720548, 3.264843227704081, 3.744008665873943, 0.0426398117115868, 3.4135930668655603, 0.8050247166080501, 0.0549485410957657, 3.6494714630287115, 0.1541644607451363, 0.0067234938335896, 3.6890269624054275, 0.422920726862311, 0.0259021023633279, 3.7921934515002396, 0.946822251187097, 0.0687332896441692, 3.9601269580040332, 0.2867418871666444, 0.0480745028741834, 4.0560827786231455, 2.07556557901371, 0.0394027099205071, 4.181190665259955, 1.9298144249495612, 0.0209548891048667, 4.462753708322599, 1.5181990225518034, 0.0051232489580612, 4.555222269065229, 0.5262572351743241, 0.0285394111006655, 4.574261665409075, 0.5193826785146062, 0.0422747489938294, 4.711617848124436, 0.3696723205955152, 0.0120166086917168, 4.785657896498645, 0.8461188812131129, 0.0325040963870335, 4.965912989236003, 0.4432640764045711, 0.0308792074796018, 5.371837082703672, 0.4895341003978409, -0.0106844155098231, 5.452731650493893, 0.9898662984887739, 0.0276141031895255, 2.5672303148730626, -0.014231035364478, 0.0117406637656689, 3.8407678866966726, 0.2989067766358646, 0.0381562407329416, 5.207234722204027]|1656557.3518836451694369|      0.25000000|[1301, 432, 5, 32]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
