k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00493528086109, 149.9229012644094, -100.05106328431535, 1.0359601734276815, 1.998818214351111]|84514.3828125000000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[49.00493528086109, 149.9229012644094, -100.05106328431535, 1.0359601734276815, 1.998818214351111]|84514.3828125000000000|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[48.007835427630184, 149.8775199852491, -100.09595526440425, 1.0773868728352853, 1.9978379651129599]|81246.6328125000000000|      2.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[48.007835427630184, 149.8775199852491, -100.09595526440425, 1.0773868728352853, 1.9978379651129599]|81246.6328125000000000|      1.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[47.04165532636787, 149.70147721046862, -100.13306513863813, 1.261733630700684, 1.985834487650636]|78118.9843750000000000|      2.00000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[47.04165532636787, 149.70147721046862, -100.13306513863813, 1.261733630700684, 1.985834487650636]|78118.9843750000000000|      1.00000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[46.04502471383183, 149.6435871838195, -100.19114966893787, 1.2626087391205807, 1.987094843042073]|74978.1953125000000000|      2.00000000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[46.04502471383183, 149.6435871838195, -100.19114966893787, 1.2626087391205807, 1.987094843042073]|74978.1953125000000000|      1.00000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[45.04865898335047, 149.58429898862647, -100.25186717098852, 1.269803648798861, 1.985731298929578]|71903.4999212249967968|      2.00000000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[43.88760658006205, 150.3300859035956, -100.45545421525203, 2.084009688380376, 3.165299031107783]|68530.1413533960585482|      4.00000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
