k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[193, 64, 1, 5]                                                            |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[290, 96, 1, 7]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[119.99549482303225, 0.0312751036924572, 0.855453641376552, 110.01343721082665, 0.188877237186717, 0.8119285059519045, 100.00743805038302, 0.2866762333171823, 0.7104348455823256, 87.97368161082585, 0.2965337457250633, 0.7096051752237055, 85.99114264099458, 0.3457858000001988, 0.6706035298051781, 84.00665414196557, 0.4766508438908631, 0.4979699985753428, 80.02627541548006, 0.6679232866100668, 0.3212403584464652, 76.0055101239772, 0.8768898312723404, 0.1668406915759048, 886.3556675829551, 909.9980913438442, 922.5574246947028, 926.4822936165706, 935.5705201849082, 952.8371304035554, 975.7385200508397]|2105.9345703125000000|      0.25000000|[386, 128, 1, 9]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[119.98384818851258, -0.0765203779407642, 0.8187131571158995, 110.02185728228996, 0.0454370093301628, 0.7859317525902781, 100.02420911559891, 0.2753252625923191, 0.699304351459495, 87.9440576287936, 0.3764813670490089, 0.7049236103705695, 86.00265667675404, 0.3505580399898545, 0.7174333762182121, 84.02905835029549, 0.4449093587762731, 0.4853593079092711, 79.96278317080616, 0.63996386217921, 0.3298216360253807, 76.0359629953793, 0.8508312719867044, 0.1544128152967938, 886.416020795481, 909.9962357280169, 922.4947314399595, 926.4693397687789, 935.564924037941, 952.8191151689416, 975.7000074500183]|1265.0564980204642325|      0.50000000|[482, 160, 2, 12]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
       6|[119.98384818851258, -0.0765203779407642, 0.8187131571158995, 110.02185728228996, 0.0454370093301628, 0.7859317525902781, 100.02420911559891, 0.2753252625923191, 0.699304351459495, 87.9440576287936, 0.3764813670490089, 0.7049236103705695, 86.00265667675404, 0.3505580399898545, 0.7174333762182121, 84.02905835029549, 0.4449093587762731, 0.4853593079092711, 79.96278317080616, 0.63996386217921, 0.3298216360253807, 76.0359629953793, 0.8508312719867044, 0.1544128152967938, 886.416020795481, 909.9962357280169, 922.4947314399595, 926.4693397687789, 935.564924037941, 952.8191151689416, 975.7000074500183]|1265.0564980204642325|      0.25000000|[579, 192, 3, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       7|[119.98384818851258, -0.0765203779407642, 0.8187131571158995, 110.02185728228996, 0.0454370093301628, 0.7859317525902781, 100.02420911559891, 0.2753252625923191, 0.699304351459495, 87.9440576287936, 0.3764813670490089, 0.7049236103705695, 86.00265667675404, 0.3505580399898545, 0.7174333762182121, 84.02905835029549, 0.4449093587762731, 0.4853593079092711, 79.96278317080616, 0.63996386217921, 0.3298216360253807, 76.0359629953793, 0.8508312719867044, 0.1544128152967938, 886.416020795481, 909.9962357280169, 922.4947314399595, 926.4693397687789, 935.564924037941, 952.8191151689416, 975.7000074500183]|1265.0564980204642325|      0.12500000|[676, 224, 4, 18]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[119.99745076009398, -0.0018518861669226, 0.8490705268584294, 110.01611256797385, 0.058337519028757, 0.7799791173843481, 100.02327510546522, 0.2069968178338342, 0.6698021161910566, 87.95405943647067, 0.3991916487753538, 0.7043902212298966, 86.02198197426125, 0.3580084215693284, 0.7186060014664671, 84.04417596750447, 0.4531682760102686, 0.5039665123090306, 79.9645058619663, 0.6263737093583381, 0.3020254153668718, 76.01862022134809, 0.8522072800684489, 0.1633371626564951, 886.4181548515631, 909.9987918778709, 922.4886407926942, 926.469783720646, 935.5624231102242, 952.8207408476547, 975.6911281801054]|599.5449218750000000|      0.25000000|[773, 256, 4, 20]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[119.99745076009398, -0.0018518861669226, 0.8490705268584294, 110.01611256797385, 0.058337519028757, 0.7799791173843481, 100.02327510546522, 0.2069968178338342, 0.6698021161910566, 87.95405943647067, 0.3991916487753538, 0.7043902212298966, 86.02198197426125, 0.3580084215693284, 0.7186060014664671, 84.04417596750447, 0.4531682760102686, 0.5039665123090306, 79.9645058619663, 0.6263737093583381, 0.3020254153668718, 76.01862022134809, 0.8522072800684489, 0.1633371626564951, 886.4181548515631, 909.9987918778709, 922.4886407926942, 926.469783720646, 935.5624231102242, 952.8207408476547, 975.6911281801054]|599.5449218750000000|      0.12500000|[869, 288, 4, 22]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[119.99745076009398, -0.0018518861669226, 0.8490705268584294, 110.01611256797385, 0.058337519028757, 0.7799791173843481, 100.02327510546522, 0.2069968178338342, 0.6698021161910566, 87.95405943647067, 0.3991916487753538, 0.7043902212298966, 86.02198197426125, 0.3580084215693284, 0.7186060014664671, 84.04417596750447, 0.4531682760102686, 0.5039665123090306, 79.9645058619663, 0.6263737093583381, 0.3020254153668718, 76.01862022134809, 0.8522072800684489, 0.1633371626564951, 886.4181548515631, 909.9987918778709, 922.4886407926942, 926.469783720646, 935.5624231102242, 952.8207408476547, 975.6911281801054]|599.5449218750000000|      0.06250000|[965, 320, 5, 25]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      11|[119.99462462523388, -0.0492607325488101, 0.8236146895238161, 110.02257029063573, 0.0799950924503821, 0.7908270190052803, 100.02195801969118, 0.2159529167945832, 0.6687615582071065, 87.94929132692239, 0.4012066797351362, 0.7038327852848006, 86.01967181909805, 0.3636591812684026, 0.7178009393199252, 84.0432960171985, 0.4506937534602757, 0.506743559144598, 79.96528358150431, 0.6205102199817333, 0.3085388926822824, 76.01433797768047, 0.8532400180240245, 0.1626990250168466, 886.4167579218228, 910.0036693919806, 922.4826816083354, 926.4733647458443, 935.5649257693652, 952.8262683681396, 975.6892685716383]|386.5075611054680849|      0.12500000|[1062, 352, 6, 28]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      12|[119.99462462523388, -0.0492607325488101, 0.8236146895238161, 110.02257029063573, 0.0799950924503821, 0.7908270190052803, 100.02195801969118, 0.2159529167945832, 0.6687615582071065, 87.94929132692239, 0.4012066797351362, 0.7038327852848006, 86.01967181909805, 0.3636591812684026, 0.7178009393199252, 84.0432960171985, 0.4506937534602757, 0.506743559144598, 79.96528358150431, 0.6205102199817333, 0.3085388926822824, 76.01433797768047, 0.8532400180240245, 0.1626990250168466, 886.4167579218228, 910.0036693919806, 922.4826816083354, 926.4733647458443, 935.5649257693652, 952.8262683681396, 975.6892685716383]|386.5075611054680849|      0.06250000|[1159, 384, 6, 30]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      13|[119.99462462523388, -0.0492607325488101, 0.8236146895238161, 110.02257029063573, 0.0799950924503821, 0.7908270190052803, 100.02195801969118, 0.2159529167945832, 0.6687615582071065, 87.94929132692239, 0.4012066797351362, 0.7038327852848006, 86.01967181909805, 0.3636591812684026, 0.7178009393199252, 84.0432960171985, 0.4506937534602757, 0.506743559144598, 79.96528358150431, 0.6205102199817333, 0.3085388926822824, 76.01433797768047, 0.8532400180240245, 0.1626990250168466, 886.4167579218228, 910.0036693919806, 922.4826816083354, 926.4733647458443, 935.5649257693652, 952.8262683681396, 975.6892685716383]|386.5075611054680849|      0.03125000|[1255, 416, 6, 32]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      14|[119.99224837463419, -0.0270313256995838, 0.8300254647596598, 110.02166577628617, 0.0624575812547878, 0.7859255905424645, 100.0239862165636, 0.2201196779626805, 0.6710963652914884, 87.9509985643998, 0.3982897666283682, 0.7006049479565543, 86.02087424871583, 0.3660282622493011, 0.7162314733323308, 84.04281911976345, 0.452231665268595, 0.5073187447660763, 79.96608581116845, 0.6180268979129219, 0.3085932189882343, 76.01162082663919, 0.8534323107667091, 0.1627197156640108, 886.4155757696956, 910.00364144948, 922.4835223567778, 926.4730333921508, 935.5645305122578, 952.8281705797075, 975.6939405957257]|142.1146545410156250|      0.06250000|[1351, 448, 6, 34]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      15|[119.99224837463419, -0.0270313256995838, 0.8300254647596598, 110.02166577628617, 0.0624575812547878, 0.7859255905424645, 100.0239862165636, 0.2201196779626805, 0.6710963652914884, 87.9509985643998, 0.3982897666283682, 0.7006049479565543, 86.02087424871583, 0.3660282622493011, 0.7162314733323308, 84.04281911976345, 0.452231665268595, 0.5073187447660763, 79.96608581116845, 0.6180268979129219, 0.3085932189882343, 76.01162082663919, 0.8534323107667091, 0.1627197156640108, 886.4155757696956, 910.00364144948, 922.4835223567778, 926.4730333921508, 935.5645305122578, 952.8281705797075, 975.6939405957257]|142.1146545410156250|      0.03125000|[1447, 480, 6, 36]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      16|[119.99224837463419, -0.0270313256995838, 0.8300254647596598, 110.02166577628617, 0.0624575812547878, 0.7859255905424645, 100.0239862165636, 0.2201196779626805, 0.6710963652914884, 87.9509985643998, 0.3982897666283682, 0.7006049479565543, 86.02087424871583, 0.3660282622493011, 0.7162314733323308, 84.04281911976345, 0.452231665268595, 0.5073187447660763, 79.96608581116845, 0.6180268979129219, 0.3085932189882343, 76.01162082663919, 0.8534323107667091, 0.1627197156640108, 886.4155757696956, 910.00364144948, 922.4835223567778, 926.4730333921508, 935.5645305122578, 952.8281705797075, 975.6939405957257]|142.1146545410156250|      0.01562500|[1543, 512, 7, 39]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      17|[119.99224837463419, -0.0270313256995838, 0.8300254647596598, 110.02166577628617, 0.0624575812547878, 0.7859255905424645, 100.0239862165636, 0.2201196779626805, 0.6710963652914884, 87.9509985643998, 0.3982897666283682, 0.7006049479565543, 86.02087424871583, 0.3660282622493011, 0.7162314733323308, 84.04281911976345, 0.452231665268595, 0.5073187447660763, 79.96608581116845, 0.6180268979129219, 0.3085932189882343, 76.01162082663919, 0.8534323107667091, 0.1627197156640108, 886.4155757696956, 910.00364144948, 922.4835223567778, 926.4730333921508, 935.5645305122578, 952.8281705797075, 975.6939405957257]|142.1146545410156250|      0.00781250|[1640, 544, 7, 41]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      18|[119.992386454029, -0.0325702177207044, 0.8272820646782943, 110.0215892203242, 0.0651422689322713, 0.7878065411516509, 100.02404555338285, 0.2188872314674479, 0.6707568230096467, 87.9509816892567, 0.3977219571825259, 0.7011518529576197, 86.02080681496854, 0.3680866201389877, 0.7169080544559843, 84.04215335140407, 0.453960958021308, 0.5075873495942766, 79.9666298355878, 0.617330132985282, 0.3082790404585462, 76.01104335513398, 0.8533028703008892, 0.1623295176683331, 886.4158534828463, 910.0035549620615, 922.4835385728588, 926.4730898443813, 935.5648165001475, 952.8282718707582, 975.6937620690134]|126.7849731445312500|      0.01562500|[1736, 576, 7, 43]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      19|[119.99181945006903, -0.0314874286441916, 0.8293339725582621, 110.0226941105795, 0.0607722833172947, 0.7884782043083798, 100.02320012114477, 0.2185586495160448, 0.6684299446893521, 87.94961385646181, 0.3922018757120411, 0.7009154079931543, 86.01900041734932, 0.3774623521076732, 0.719591797172782, 84.0410245918523, 0.454631767080439, 0.5085103643913419, 79.96451925454765, 0.6134144630383839, 0.3042857130409414, 76.00877858115443, 0.8547263057608244, 0.1640364391452359, 886.412017598069, 910.0033457712566, 922.4864653242589, 926.4733451416344, 935.5671227073476, 952.8279563110432, 975.6956267033554]|111.0370844092346232|      0.03125000|[1832, 608, 8, 46]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      20|[119.99181945006903, -0.0314874286441916, 0.8293339725582621, 110.0226941105795, 0.0607722833172947, 0.7884782043083798, 100.02320012114477, 0.2185586495160448, 0.6684299446893521, 87.94961385646181, 0.3922018757120411, 0.7009154079931543, 86.01900041734932, 0.3774623521076732, 0.719591797172782, 84.0410245918523, 0.454631767080439, 0.5085103643913419, 79.96451925454765, 0.6134144630383839, 0.3042857130409414, 76.00877858115443, 0.8547263057608244, 0.1640364391452359, 886.412017598069, 910.0033457712566, 922.4864653242589, 926.4733451416344, 935.5671227073476, 952.8279563110432, 975.6956267033554]|111.0370844092346232|      0.01562500|[1929, 640, 8, 48]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
