k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]|-56.4814000545650217|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0719992078516061, -0.0262930765869566, 0.0448853907249991, -0.0092851237443774, 0.0938208289632116, -0.1225042956040997, 0.0692524706572772, 0.1353830235696335, 0.2163728422214815, 0.064992341331126, -0.1060990109579136, 0.1992565586961551, 0.11472498204477, 0.1579658672945396, 0.2189772814548107, 0.2891902498975993, 0.1039407879170015, 0.28828560445279, 0.1467392464187423, 0.1523136305513597, 0.3055668606425723, 0.1954833256038478, 0.1158462331436038, 0.1759126655179341, 0.229149463968586, 0.1929901888812944, 0.4762713240112521, 0.3628256079030888, 0.2379200416674051, 0.2164039349918731, 0.3864846419941062, 0.3137014079404215, 0.3741546633148021, 0.4666769769219642, 0.1709435279655969, 0.1833110036347902, 0.4111130926247841, 0.3938515680157458, 0.3911543480139389, 0.3513285234019607, 0.5615271369879703, 0.493713109731523, 0.3631273400018485, 0.5481547939252835, 0.4387197111946808, 0.3387618425156165, 0.4275275002853657, 0.2606515834358201, 0.444031516745491, 0.4893764902998948, 0.5517741579810392, 0.6126065536325317, 0.4479210658393158, 0.446876231427099, 0.6091079497767179, 0.5365835184245412, 0.4932667783225421, 0.6883942570443538, 0.5520444978654814, 0.6016568283695064, 0.4537167330499242, 0.5853577965094903, 0.6504766114466668, 0.650132251004633, 0.685663439740359, 0.6577078672064072, 0.5608389916026499, 0.6966036663604847, 0.7190356637328422, 0.8760918472172271, 0.5526099534209569, 0.657502238364643, 0.7148417241356093, 0.6549515519735417, 0.692115233559567, 0.735080116979849, 0.785536726064927, 0.7296030649745565, 0.671820724891059, 0.8205950210662482, 0.9554002851743374, 0.8734649602180707, 1.0043151992811972, 0.8426941551165701, 0.8468581141748276, 1.0672851065234772, 0.9844107486902662, 1.0044147404304682, 1.0302052812614109, 1.1032291179921925, 0.969994139614512, 0.9461899110143313, 1.0260797890916518, 0.9559480746991632, 1.0082947091579149, 1.061242281677203, 1.1332748104521988, 0.9638327929086051, 1.338892298951261, 0.9421502265654793]|-98.0840530395507812|      2.00000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[0.1872385577574621, 0.1370966259236628, -0.2167811350982927, -0.2111223216677849, 0.5275589796692656, -0.1439407742067274, 0.0031140406024039, 0.1166450947918997, 0.5168445342457219, 0.139569434209663, 0.1556947285798323, 0.4124275544655541, 0.2002447085295344, 0.2166308985675729, 0.3848288395463939, 0.4652099569137885, 0.0441307939866546, 0.3757968525826904, -0.2239456163045064, -0.1241317419764463, 0.3458091337436901, 0.4211180168724583, -0.1187004997528727, 0.292981365994548, 0.163778851969111, 0.1397575108753645, 0.6146434677243429, 0.4556659831209646, 0.429981291385708, 0.2575127832346754, 0.5104905823348529, 0.327641047360491, 0.2370881263663348, 0.6052046749351335, -0.2577706786387746, 0.5024801427265477, 0.7928017122942392, 0.0740232294535578, 0.4145874803645904, 0.1865794202354183, 0.393251841980356, 0.4633513848013942, 0.6384802959674525, 0.6099466616959013, 0.6152545915900964, 0.3791013933860524, 0.6970741606997257, 0.2943329138263244, 0.3295655331770769, 0.410704573477411, 0.7826227436010124, 0.3149479711637242, 0.7787607811643146, 0.3237589873946863, 0.8342514536748658, 0.6259353995083897, 0.458407989670814, 0.5893457316237202, 0.6993492263397421, 0.4528757699164754, 0.5207098187488252, 0.2685897667134833, 0.5177085022178464, 0.6123194392605829, 0.4071797790567912, 0.8152583145862956, 0.660571870864838, 0.8461128936957761, 0.7238882404436923, 1.2177027406166254, 0.7708208407321276, 0.5916874753843667, 0.5868293174738979, 0.6414138676401925, 0.6019141933599915, 0.4587615040818721, 1.158814858488257, 0.7448235480420562, 0.7566975226329692, 0.6353222909327361, 1.1638443365246376, 1.1260150090439396, 0.7913173315631017, 1.1894674213892653, 1.2333171110701349, 1.2999837565664403, 0.9356079393765881, 0.7868101823409579, 1.335517994076906, 1.1407589268799938, 1.1600637408523464, 1.1307518757973247, 1.1224111446768101, 1.202595536917848, 1.0622173208156596, 0.8990935768770181, 0.8275771853515271, 0.919839280170138, 1.3324162948297327, 1.2250822040226017]|-187.1960906982421875|      4.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[0.1872385577574621, 0.1370966259236628, -0.2167811350982927, -0.2111223216677849, 0.5275589796692656, -0.1439407742067274, 0.0031140406024039, 0.1166450947918997, 0.5168445342457219, 0.139569434209663, 0.1556947285798323, 0.4124275544655541, 0.2002447085295344, 0.2166308985675729, 0.3848288395463939, 0.4652099569137885, 0.0441307939866546, 0.3757968525826904, -0.2239456163045064, -0.1241317419764463, 0.3458091337436901, 0.4211180168724583, -0.1187004997528727, 0.292981365994548, 0.163778851969111, 0.1397575108753645, 0.6146434677243429, 0.4556659831209646, 0.429981291385708, 0.2575127832346754, 0.5104905823348529, 0.327641047360491, 0.2370881263663348, 0.6052046749351335, -0.2577706786387746, 0.5024801427265477, 0.7928017122942392, 0.0740232294535578, 0.4145874803645904, 0.1865794202354183, 0.393251841980356, 0.4633513848013942, 0.6384802959674525, 0.6099466616959013, 0.6152545915900964, 0.3791013933860524, 0.6970741606997257, 0.2943329138263244, 0.3295655331770769, 0.410704573477411, 0.7826227436010124, 0.3149479711637242, 0.7787607811643146, 0.3237589873946863, 0.8342514536748658, 0.6259353995083897, 0.458407989670814, 0.5893457316237202, 0.6993492263397421, 0.4528757699164754, 0.5207098187488252, 0.2685897667134833, 0.5177085022178464, 0.6123194392605829, 0.4071797790567912, 0.8152583145862956, 0.660571870864838, 0.8461128936957761, 0.7238882404436923, 1.2177027406166254, 0.7708208407321276, 0.5916874753843667, 0.5868293174738979, 0.6414138676401925, 0.6019141933599915, 0.4587615040818721, 1.158814858488257, 0.7448235480420562, 0.7566975226329692, 0.6353222909327361, 1.1638443365246376, 1.1260150090439396, 0.7913173315631017, 1.1894674213892653, 1.2333171110701349, 1.2999837565664403, 0.9356079393765881, 0.7868101823409579, 1.335517994076906, 1.1407589268799938, 1.1600637408523464, 1.1307518757973247, 1.1224111446768101, 1.202595536917848, 1.0622173208156596, 0.8990935768770181, 0.8275771853515271, 0.919839280170138, 1.3324162948297327, 1.2250822040226017]|-187.1960906982421875|      2.00000000|[382, 56, 0, 7]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[-0.2697853103737011, 0.2139405348762973, -0.6120238054491164, -0.1588877840841579, 0.4713458016845316, -0.5780332393242826, 0.0447372632458298, 0.6302761648031019, 0.4920083245283909, 0.0727909926005514, 0.4258280176405091, 0.2694228775218647, 0.1739082128142767, 0.2016080374852763, 0.3223057636174347, 0.7181224776146153, 0.1277590556613067, 0.1889649880355799, -0.2010464386717319, -0.2802245474419101, 0.0996641233741885, 0.7061759282162721, 0.1327355657889012, 0.4871681547995931, 0.4444846135434059, -0.0070496355108728, 0.6691059285994071, 0.7553037662376474, 0.5225436793282205, 0.3239969124174598, 0.4816661645194532, 0.0339587145315546, 0.5605520868041128, 0.935797596223175, -0.2837715644681309, 0.4582455594466879, 0.9946542262036722, 0.2648180894939789, 0.5369491164107909, 0.1184715013015351, 0.2783647406963473, 0.4961068408409057, 0.60588134496164, 0.7368632072409134, 0.3838354106245822, 0.5075547556922871, 0.6260485391352697, 0.1887317338003161, 0.1207363661965889, 0.3776769343503628, 0.8304963880778112, 0.30543231074123, 0.8734924372202035, 0.2586375021674178, 0.6502528055858832, 0.8306937093457349, 0.364551959874251, 0.7276012348827299, 0.8332942564031716, 0.7578435366595964, 0.3615490968325147, -0.0003743843824995, 0.4463099294131403, 0.9082648172513927, 0.4458141239247557, 0.666701570945575, 0.3091775807260365, 0.7753522264704378, 0.6740892561072035, 1.407435110664157, 0.7772252929896681, 0.5948654587128496, 0.4006260079944545, 0.7487204168237461, 0.4323810981898536, 0.3267867773111874, 0.9431730509939436, 0.5356020076500125, 0.6528570815803559, 0.8239934748998359, 1.5348047658464017, 1.1456924122082577, 1.083099564270217, 1.5683884584740193, 1.4697918251872866, 1.2530283060693295, 0.8426286533178164, 0.5620417695261855, 1.8014840554955813, 1.3077986193214495, 1.1276319891918964, 1.4982911964100918, 1.472457509022755, 1.0618998349644715, 1.1553316456366107, 1.0064988073446635, 0.8380465935223063, 0.7127537434689881, 1.2215959083390948, 1.2407910456375335]|-326.7958679199218750|      4.00000000|[492, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.3016780821654046, 0.4589227307239122, -0.4206322394449129, -0.3029553440698731, 0.3840145707719187, -0.3481983516483266, 0.0307005053978108, 1.4503025598325232, 0.4062491897116429, 0.1018298891102049, 0.4006592193280016, 0.2730482255355446, 0.1033735261819373, -0.1017071154169625, 0.4922925634876518, 0.577432418209226, -0.6992019570696795, -0.0501308991568321, -0.2357847147900967, -0.6315229438149719, 0.2662382795939181, 0.8689876173207405, 0.6176161532027864, 0.1915245308558408, 0.9342978351438289, -0.4548349930213178, 1.102800366248523, 0.7470859602417359, 0.014475750464377, 0.4805226404381245, 0.7117358325226109, 0.0067728933856389, -0.2411022169726531, 1.0543728594275108, -1.208862066240079, 0.6929343609406877, 1.2689302504360378, 0.0968648095980975, 0.4017881400105662, 0.1331046749130228, -0.553668417659164, -0.0568606626910785, 0.2981471880904771, 0.4024699603388348, 0.6201501043210286, 0.3440446429699046, 0.6091839702809193, 0.3840569837008115, 0.3602898527598345, 0.8501901342334016, 0.8121838787249196, 0.8152971998632601, 0.90909517481675, 0.7963602243602703, 0.5446789637863028, 1.0941349632179274, 0.1152403296774271, 0.8470905216595765, 0.9967813492125093, 1.0113875953716231, 0.007365256299058, -0.4256923508132115, 0.47030088464368, 0.4089610333696647, 0.6917225181547232, 0.6143448659629792, 0.7831446260551205, 0.1453286706514113, 0.5864364688234038, 1.0889019120683154, 0.871429969857406, 0.9763629050156767, 0.3988987676199976, 0.9479775212938859, 0.8383197160731357, 1.1289824991151294, 1.4024573190706096, 1.149466616918112, 0.6033639381951419, 1.2738153158510515, 2.259088790893383, 0.6683921362305101, 1.5295879790649813, 1.069099248131305, 1.9559156570136849, 1.4526103255800635, 0.1860268838425622, 0.54461371378749, 2.5126682021121995, 1.0649561735288764, 1.861216745815623, 1.494012860937314, 1.583877222870365, 1.1830498634323992, 0.8119690716562434, 1.7527202542927784, 1.758170780092573, 0.0408525422030551, 1.0660495282559423, 1.671925099402598]|-562.8701171875000000|      8.00000000|[601, 88, 0, 11]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       6|[0.0729340230382187, 1.3422406795566104, -0.544248583813001, -0.3842516332039334, -0.1040409928196707, -0.6171216805372516, 0.2643593536261927, 1.0659308475136622, 0.5092802217674627, -0.4079954824422185, 0.8609213758723875, 1.1267614147277691, 0.2863079976966784, -0.43791112348582, -0.4085944651533476, -1.1885356177639261, -0.8134754080442256, 1.324531007919506, -1.3643777306513851, 0.4652678618548962, 0.2261727744563278, 1.3616992278087987, 1.9374124028690214, -0.1457807062822137, 2.7879392731404122, -1.8614927685559446, 2.312060683826582, 0.7136774616756003, 0.5925434875841109, 0.639043076238483, 0.8622739835908598, 0.4634027257428796, -0.2386823381441184, 1.3147295419328864, -2.160136859326813, 1.4392352535459076, 2.6445800690649737, 0.2815938577418663, 0.0782284233970363, -0.3018364192153001, -1.215848847239978, 0.7592197935886176, 0.0777860817185953, -0.8232374433404971, 0.9795712981215466, 1.041429897166988, -0.5650670966148602, 0.5842699554678767, -0.2044776489796875, 1.2760421474815982, 2.3988229347379812, 1.9173189097452468, 1.0279373849277766, 1.49996548176245, 1.5063283552271827, 1.8413612237580295, -0.093124253723696, 0.0002784734648321, 0.8167047273129066, 2.027812787588994, 0.6332806626857901, 0.1151654466268606, 0.453826202175975, 0.8275373871497551, -1.1720533852391868, 1.153490152494829, 2.4653093947976483, 1.1774439279687363, 1.1811673322369018, 2.0737826956802095, 0.8615767574586254, -0.0539799745641169, 0.7812427130201234, 0.2350935551211907, 1.3842141244235755, 0.7473441619496676, 0.6365357560715594, 0.4403158677644318, 0.3767319170203624, 1.8160488076443895, 1.991235599700684, 0.8835875289425374, 0.4363814072911711, 0.0718556890154878, 2.404262838505208, 1.9354602457589953, 0.2755228151115943, -0.1241622758574047, 4.93864024236289, 0.4891978669291116, 2.225968979358353, 1.249569327150569, 2.003670983720796, 2.0183142307133943, 1.8072748037475974, 1.4632566656674282, 0.69169538253929, 0.7591891800751454, 1.3395628014382996, 1.2410781082744984]|-935.9687500000000000|     16.00000000|[712, 104, 0, 13]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.0729340230382187, 1.3422406795566104, -0.544248583813001, -0.3842516332039334, -0.1040409928196707, -0.6171216805372516, 0.2643593536261927, 1.0659308475136622, 0.5092802217674627, -0.4079954824422185, 0.8609213758723875, 1.1267614147277691, 0.2863079976966784, -0.43791112348582, -0.4085944651533476, -1.1885356177639261, -0.8134754080442256, 1.324531007919506, -1.3643777306513851, 0.4652678618548962, 0.2261727744563278, 1.3616992278087987, 1.9374124028690214, -0.1457807062822137, 2.7879392731404122, -1.8614927685559446, 2.312060683826582, 0.7136774616756003, 0.5925434875841109, 0.639043076238483, 0.8622739835908598, 0.4634027257428796, -0.2386823381441184, 1.3147295419328864, -2.160136859326813, 1.4392352535459076, 2.6445800690649737, 0.2815938577418663, 0.0782284233970363, -0.3018364192153001, -1.215848847239978, 0.7592197935886176, 0.0777860817185953, -0.8232374433404971, 0.9795712981215466, 1.041429897166988, -0.5650670966148602, 0.5842699554678767, -0.2044776489796875, 1.2760421474815982, 2.3988229347379812, 1.9173189097452468, 1.0279373849277766, 1.49996548176245, 1.5063283552271827, 1.8413612237580295, -0.093124253723696, 0.0002784734648321, 0.8167047273129066, 2.027812787588994, 0.6332806626857901, 0.1151654466268606, 0.453826202175975, 0.8275373871497551, -1.1720533852391868, 1.153490152494829, 2.4653093947976483, 1.1774439279687363, 1.1811673322369018, 2.0737826956802095, 0.8615767574586254, -0.0539799745641169, 0.7812427130201234, 0.2350935551211907, 1.3842141244235755, 0.7473441619496676, 0.6365357560715594, 0.4403158677644318, 0.3767319170203624, 1.8160488076443895, 1.991235599700684, 0.8835875289425374, 0.4363814072911711, 0.0718556890154878, 2.404262838505208, 1.9354602457589953, 0.2755228151115943, -0.1241622758574047, 4.93864024236289, 0.4891978669291116, 2.225968979358353, 1.249569327150569, 2.003670983720796, 2.0183142307133943, 1.8072748037475974, 1.4632566656674282, 0.69169538253929, 0.7591891800751454, 1.3395628014382996, 1.2410781082744984]|-935.9687500000000000|      8.00000000|[874, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[0.0729340230382187, 1.3422406795566104, -0.544248583813001, -0.3842516332039334, -0.1040409928196707, -0.6171216805372516, 0.2643593536261927, 1.0659308475136622, 0.5092802217674627, -0.4079954824422185, 0.8609213758723875, 1.1267614147277691, 0.2863079976966784, -0.43791112348582, -0.4085944651533476, -1.1885356177639261, -0.8134754080442256, 1.324531007919506, -1.3643777306513851, 0.4652678618548962, 0.2261727744563278, 1.3616992278087987, 1.9374124028690214, -0.1457807062822137, 2.7879392731404122, -1.8614927685559446, 2.312060683826582, 0.7136774616756003, 0.5925434875841109, 0.639043076238483, 0.8622739835908598, 0.4634027257428796, -0.2386823381441184, 1.3147295419328864, -2.160136859326813, 1.4392352535459076, 2.6445800690649737, 0.2815938577418663, 0.0782284233970363, -0.3018364192153001, -1.215848847239978, 0.7592197935886176, 0.0777860817185953, -0.8232374433404971, 0.9795712981215466, 1.041429897166988, -0.5650670966148602, 0.5842699554678767, -0.2044776489796875, 1.2760421474815982, 2.3988229347379812, 1.9173189097452468, 1.0279373849277766, 1.49996548176245, 1.5063283552271827, 1.8413612237580295, -0.093124253723696, 0.0002784734648321, 0.8167047273129066, 2.027812787588994, 0.6332806626857901, 0.1151654466268606, 0.453826202175975, 0.8275373871497551, -1.1720533852391868, 1.153490152494829, 2.4653093947976483, 1.1774439279687363, 1.1811673322369018, 2.0737826956802095, 0.8615767574586254, -0.0539799745641169, 0.7812427130201234, 0.2350935551211907, 1.3842141244235755, 0.7473441619496676, 0.6365357560715594, 0.4403158677644318, 0.3767319170203624, 1.8160488076443895, 1.991235599700684, 0.8835875289425374, 0.4363814072911711, 0.0718556890154878, 2.404262838505208, 1.9354602457589953, 0.2755228151115943, -0.1241622758574047, 4.93864024236289, 0.4891978669291116, 2.225968979358353, 1.249569327150569, 2.003670983720796, 2.0183142307133943, 1.8072748037475974, 1.4632566656674282, 0.69169538253929, 0.7591891800751454, 1.3395628014382996, 1.2410781082744984]|-935.9687500000000000|      4.00000000|[1037, 152, 0, 19]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[0.4463717899095739, 1.7304841690250579, -0.6444407851198163, -1.306413767348503, -0.2145193185653305, -1.0969375383256954, -0.1031599420666198, 1.2702388973142165, 0.3065036134048454, -1.3087993350631129, 0.9883669672105431, 1.4196954089988831, 0.6956883989431124, -0.5322674697314586, -1.0027807742165569, -0.7675253787975747, -0.1567483488125747, 1.0064264701534897, -2.1429712528296387, 0.3708235631207769, 0.7629966309876712, 1.6708047294749122, 2.4457092886281036, -0.2236509171896074, 2.377962175220577, -1.5634967234168902, 1.7212989747334553, 0.7478644002772991, 0.8745432701153819, 1.0106191457895664, 1.5662158878541135, 0.277712827484969, 0.0265159422442762, 1.5817391877665232, -2.4403920994841557, 1.1924513649322206, 2.497425792447461, 0.3536669290058331, 0.4481292870020691, -0.1464554575084466, -1.1786779277388788, 2.0383725105212496, 0.545340535444792, -1.6564751322841307, 1.6679003685301685, 1.0236525486943802, -1.0708281888944926, 0.6670561592927843, -0.5208456458366515, 0.8954433206435446, 1.9509486216134422, 1.9400405724442682, 1.4405358192123783, 1.4327928415008857, 1.2044034359788314, 2.139729597768021, 0.0316382338477845, 0.4594636882525767, 1.615173048551953, 2.0131982114769875, 0.6720535942453847, 0.282183289624404, 0.6998833350263494, 0.867304324591168, -0.974429405333437, 1.9705833838308187, 2.8086549541516437, 1.6062283979653078, 1.0581769893231832, 2.5468031069786634, 0.374569610968066, -0.1267899006809517, 0.8359213291651273, 0.6737660581172391, 1.473745172488473, 0.4772349183878928, 1.056725516498042, 0.5728061577846428, 0.034541617041681, 2.372492317962701, 2.6969696250174695, 1.305946024625427, 0.6162947595738438, 0.4579504377214571, 2.1458441757565905, 1.8518932807379314, 0.2773316567692791, -0.099378127642074, 4.7476738161147285, 0.9364598974354481, 2.350303423741843, 1.3653907114934873, 2.0485996978983403, 2.191308222436297, 1.8875840532712571, 1.2790845081442361, 0.4764601362016519, 0.8591715530047573, 0.8032995355796447, 1.5644477069855511]|-1116.3542480468750000|      8.00000000|[1146, 168, 0, 21]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[0.4463717899095739, 1.7304841690250579, -0.6444407851198163, -1.306413767348503, -0.2145193185653305, -1.0969375383256954, -0.1031599420666198, 1.2702388973142165, 0.3065036134048454, -1.3087993350631129, 0.9883669672105431, 1.4196954089988831, 0.6956883989431124, -0.5322674697314586, -1.0027807742165569, -0.7675253787975747, -0.1567483488125747, 1.0064264701534897, -2.1429712528296387, 0.3708235631207769, 0.7629966309876712, 1.6708047294749122, 2.4457092886281036, -0.2236509171896074, 2.377962175220577, -1.5634967234168902, 1.7212989747334553, 0.7478644002772991, 0.8745432701153819, 1.0106191457895664, 1.5662158878541135, 0.277712827484969, 0.0265159422442762, 1.5817391877665232, -2.4403920994841557, 1.1924513649322206, 2.497425792447461, 0.3536669290058331, 0.4481292870020691, -0.1464554575084466, -1.1786779277388788, 2.0383725105212496, 0.545340535444792, -1.6564751322841307, 1.6679003685301685, 1.0236525486943802, -1.0708281888944926, 0.6670561592927843, -0.5208456458366515, 0.8954433206435446, 1.9509486216134422, 1.9400405724442682, 1.4405358192123783, 1.4327928415008857, 1.2044034359788314, 2.139729597768021, 0.0316382338477845, 0.4594636882525767, 1.615173048551953, 2.0131982114769875, 0.6720535942453847, 0.282183289624404, 0.6998833350263494, 0.867304324591168, -0.974429405333437, 1.9705833838308187, 2.8086549541516437, 1.6062283979653078, 1.0581769893231832, 2.5468031069786634, 0.374569610968066, -0.1267899006809517, 0.8359213291651273, 0.6737660581172391, 1.473745172488473, 0.4772349183878928, 1.056725516498042, 0.5728061577846428, 0.034541617041681, 2.372492317962701, 2.6969696250174695, 1.305946024625427, 0.6162947595738438, 0.4579504377214571, 2.1458441757565905, 1.8518932807379314, 0.2773316567692791, -0.099378127642074, 4.7476738161147285, 0.9364598974354481, 2.350303423741843, 1.3653907114934873, 2.0485996978983403, 2.191308222436297, 1.8875840532712571, 1.2790845081442361, 0.4764601362016519, 0.8591715530047573, 0.8032995355796447, 1.5644477069855511]|-1116.3542480468750000|      4.00000000|[1309, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
