k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|27015.8467613624197838|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8837010033658063, 1.1640649918311343, -1.2144940806428968, 0.7504781660048965, -0.7941534937570179, 1.3504510874504103, -1.347576835509396, 0.7726197783896167, -0.6922473534157856, 1.3105064440730816, -1.149557631504449, 0.8119106639949284, -0.872511753896586, 1.2917700157048209, -1.1763757387130442, 0.9347297704215034, -0.9788805235740651, 1.15127168035221, -1.064920708141821, 0.829622405523306, -0.8111698955435676, 1.2137503446398876, -1.1733856949377623, 0.9189629785154331, -0.646810300236244, 1.2955143629097734, -1.3335840750802956, 0.8803940435921414, -0.8331641040404281, 1.1374913449506823, -1.1006959728613337, 0.8503389829595736, -0.8285949909122529, 1.1697336379399523, -1.2209483876534393, 0.8407137569644931, -0.8947237939312214, 1.3625634351831377, -1.1361524044252607, 0.7945448257702087, -0.8716411836325471, 1.1549127611315486, -1.259141068424396, 0.9524780267749419, -0.8141741624021216, 1.226834059708896, -1.393756124525793, 0.9953904773000588, -0.8794839131542264, 1.3201350200806803, -1.2877899207598018, 0.8911801501000474, -0.7272133460273298, 1.2927015469741927, -1.1652883543690113, 0.947048306028139, -0.9644607904061, 1.405134693338719, -1.1433490346480353, 1.0051516583104088, -0.8132084011858141, 1.3154845314211112, -1.1126690562428352, 0.8656269313154237, -0.8592800781299444, 1.216325373043059, -1.1931800303566278, 0.8120963686690646, -0.8850179205020248, 1.2942055841096722, -1.1443412643436437, 1.1116837233091292, -0.8042437396015687, 1.0818015030198693, -1.255119068665301, 0.876938955385544, -0.772900843967632, 1.3204436831328643, -1.324380741992088, 0.8686254407598983, -0.7216592902726514, 1.2008550715646988, -1.1174447671470749, 0.9063028851012854, -0.8358458051855487, 1.3578999636869418, -1.076587295570646, 0.8950448097184059, -0.8545936757875477, 1.3137898899801592, -1.3160626432996856, 0.8009637596065645, -0.7768741173207044, 1.4185539342901565, -1.351831805427647, 0.8307882560665845, -0.9329778628237154, 1.222905289544689, -1.2139564246306975, 0.7654086594278692]|20134.5605468750000000|      2.00000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[-0.7975274410764035, 1.2872879818449168, -1.2313236057869603, 0.7459722534141123, -0.7985214851637596, 1.366889020244661, -1.231553292286384, 1.0060693958246056, -0.7829994252639211, 1.381774694488388, -1.1423559994212045, 0.7381378205652915, -1.1544174687700746, 1.7119149058120167, -1.2253954416802673, 0.7672794514775693, -1.186935720440275, 1.1487357655056991, -1.3472239997247635, 1.0113517569746806, -0.8292890084398549, 1.1009344425875027, -0.9605357582172663, 1.1934332115362238, -0.7646438645120466, 1.080675367734144, -1.4315741302044085, 0.7794107200954942, -1.1623586046185128, 1.0313540039240356, -0.9197405857524397, 0.9346412297875024, -1.0365826174112684, 1.4511035970961272, -1.2433502683295383, 1.055264770730972, -1.1536406196313045, 1.5876943556612637, -1.2043861726318803, 0.6654538683795389, -0.8513196637552977, 1.2196960423371528, -1.3627942374545177, 1.262072684221331, -0.7596442756334273, 1.2221711173238023, -1.3748544879369815, 1.084769565998299, -0.699385333879337, 1.3360882854978753, -1.413982359970833, 1.173002792682869, -0.6193477968485624, 1.7708964627915906, -1.2045261394527493, 0.802779470133528, -0.6448725585414887, 1.3407709696799017, -1.1959939979818663, 1.1436884981409974, -0.8793620019362148, 1.691424590274114, -1.2542297758573646, 1.069941479985917, -1.171389957870286, 1.3209054865201328, -0.9811291233237736, 1.4006322945651495, -1.0705852715710071, 1.525736066281303, -1.182994039473368, 1.2764852390559516, -0.9585146577021386, 1.1961715994162379, -1.316322089774571, 1.0488273981772933, -1.1536240466952035, 1.3475406404343135, -1.2771727884049306, 1.1702880263086226, -0.4708539424895576, 1.2402308841937635, -1.0402584684832359, 1.0695191567460918, -0.7185068700789456, 1.2258373040928994, -1.2459531469532024, 1.2244849762894363, -1.1809954962997629, 1.2486547623119368, -1.8467984540517395, 0.9076073535228572, -0.714752731562916, 1.52948931927908, -1.529182821013416, 0.7087836447050925, -1.237345056899555, 0.9918781428502199, -1.5352018595478234, 0.6601312923178679]|12513.4726562500000000|      4.00000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[-0.7975274410764035, 1.2872879818449168, -1.2313236057869603, 0.7459722534141123, -0.7985214851637596, 1.366889020244661, -1.231553292286384, 1.0060693958246056, -0.7829994252639211, 1.381774694488388, -1.1423559994212045, 0.7381378205652915, -1.1544174687700746, 1.7119149058120167, -1.2253954416802673, 0.7672794514775693, -1.186935720440275, 1.1487357655056991, -1.3472239997247635, 1.0113517569746806, -0.8292890084398549, 1.1009344425875027, -0.9605357582172663, 1.1934332115362238, -0.7646438645120466, 1.080675367734144, -1.4315741302044085, 0.7794107200954942, -1.1623586046185128, 1.0313540039240356, -0.9197405857524397, 0.9346412297875024, -1.0365826174112684, 1.4511035970961272, -1.2433502683295383, 1.055264770730972, -1.1536406196313045, 1.5876943556612637, -1.2043861726318803, 0.6654538683795389, -0.8513196637552977, 1.2196960423371528, -1.3627942374545177, 1.262072684221331, -0.7596442756334273, 1.2221711173238023, -1.3748544879369815, 1.084769565998299, -0.699385333879337, 1.3360882854978753, -1.413982359970833, 1.173002792682869, -0.6193477968485624, 1.7708964627915906, -1.2045261394527493, 0.802779470133528, -0.6448725585414887, 1.3407709696799017, -1.1959939979818663, 1.1436884981409974, -0.8793620019362148, 1.691424590274114, -1.2542297758573646, 1.069941479985917, -1.171389957870286, 1.3209054865201328, -0.9811291233237736, 1.4006322945651495, -1.0705852715710071, 1.525736066281303, -1.182994039473368, 1.2764852390559516, -0.9585146577021386, 1.1961715994162379, -1.316322089774571, 1.0488273981772933, -1.1536240466952035, 1.3475406404343135, -1.2771727884049306, 1.1702880263086226, -0.4708539424895576, 1.2402308841937635, -1.0402584684832359, 1.0695191567460918, -0.7185068700789456, 1.2258373040928994, -1.2459531469532024, 1.2244849762894363, -1.1809954962997629, 1.2486547623119368, -1.8467984540517395, 0.9076073535228572, -0.714752731562916, 1.52948931927908, -1.529182821013416, 0.7087836447050925, -1.237345056899555, 0.9918781428502199, -1.5352018595478234, 0.6601312923178679]|12513.4726562500000000|      2.00000000|[337, 112, 0, 7]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[-0.7975274410764035, 1.2872879818449168, -1.2313236057869603, 0.7459722534141123, -0.7985214851637596, 1.366889020244661, -1.231553292286384, 1.0060693958246056, -0.7829994252639211, 1.381774694488388, -1.1423559994212045, 0.7381378205652915, -1.1544174687700746, 1.7119149058120167, -1.2253954416802673, 0.7672794514775693, -1.186935720440275, 1.1487357655056991, -1.3472239997247635, 1.0113517569746806, -0.8292890084398549, 1.1009344425875027, -0.9605357582172663, 1.1934332115362238, -0.7646438645120466, 1.080675367734144, -1.4315741302044085, 0.7794107200954942, -1.1623586046185128, 1.0313540039240356, -0.9197405857524397, 0.9346412297875024, -1.0365826174112684, 1.4511035970961272, -1.2433502683295383, 1.055264770730972, -1.1536406196313045, 1.5876943556612637, -1.2043861726318803, 0.6654538683795389, -0.8513196637552977, 1.2196960423371528, -1.3627942374545177, 1.262072684221331, -0.7596442756334273, 1.2221711173238023, -1.3748544879369815, 1.084769565998299, -0.699385333879337, 1.3360882854978753, -1.413982359970833, 1.173002792682869, -0.6193477968485624, 1.7708964627915906, -1.2045261394527493, 0.802779470133528, -0.6448725585414887, 1.3407709696799017, -1.1959939979818663, 1.1436884981409974, -0.8793620019362148, 1.691424590274114, -1.2542297758573646, 1.069941479985917, -1.171389957870286, 1.3209054865201328, -0.9811291233237736, 1.4006322945651495, -1.0705852715710071, 1.525736066281303, -1.182994039473368, 1.2764852390559516, -0.9585146577021386, 1.1961715994162379, -1.316322089774571, 1.0488273981772933, -1.1536240466952035, 1.3475406404343135, -1.2771727884049306, 1.1702880263086226, -0.4708539424895576, 1.2402308841937635, -1.0402584684832359, 1.0695191567460918, -0.7185068700789456, 1.2258373040928994, -1.2459531469532024, 1.2244849762894363, -1.1809954962997629, 1.2486547623119368, -1.8467984540517395, 0.9076073535228572, -0.714752731562916, 1.52948931927908, -1.529182821013416, 0.7087836447050925, -1.237345056899555, 0.9918781428502199, -1.5352018595478234, 0.6601312923178679]|12513.4726562500000000|      1.00000000|[481, 160, 1, 11]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[-0.7466933528320676, 1.373285884613585, -1.1926884045861514, 0.781081537933998, -0.6651395563280895, 1.3630555625625467, -1.3674546937169396, 1.0875182325885806, -0.8640383347348031, 1.5532302483407205, -1.132590266996766, 0.7407481904138464, -1.3049896745828498, 1.8688459545137253, -1.2153038707731023, 0.80762932977046, -1.249073355159657, 1.124713395332335, -1.4048919265389936, 1.1191212974763187, -0.8118024928204572, 1.1902106452575476, -1.0260245822777017, 1.253051771952901, -0.8604721322437333, 1.2266551331859932, -1.548686895072426, 0.8507460197442924, -1.2719196481828348, 1.1677265813980167, -1.012972539041253, 0.9996609749043224, -0.8808984159258522, 1.4390607484864137, -1.199483549942482, 1.0808121330627285, -1.108071280587827, 1.601461172959294, -1.2273980316395372, 0.8567204763423912, -0.6896285733983429, 1.1299522152455332, -1.3400848551109563, 1.2931049624138231, -0.8134612497024082, 1.1958075633900855, -1.3428775635378747, 1.1466454855208856, -0.6619804976209286, 1.4175873384410056, -1.2039821440859646, 0.9956603009732891, -0.6193905737864924, 1.8638674699800126, -1.49122941134216, 0.8457227528869535, -0.8547410487469268, 1.2307970855459711, -1.029240394497656, 1.210180148654079, -0.9184380633965535, 1.6713398657724983, -1.297449595312127, 1.165063780160274, -1.139491013214833, 1.3518211814483745, -0.8554320408933047, 1.2612225303533222, -0.9342673783731898, 1.5024874777231148, -1.2834357523664022, 1.3515371704838233, -1.0090501889025165, 1.2998302764619658, -1.4338409152986076, 1.0809386009428372, -1.0517279173763374, 1.28587309864307, -1.4166007076979368, 1.287327758411604, -0.538189501167927, 1.3959688936554322, -1.0274274000013766, 1.1761382518347339, -0.5892843521733324, 1.1779735497287527, -1.022029851483217, 1.2748219396163964, -1.2732096470298118, 1.399169578534958, -1.8507729637863966, 0.9647914448293626, -0.6922907513359778, 1.5034068340357576, -1.4574704743946023, 0.8362490869798902, -1.126528808403599, 0.9683321939684668, -1.5941946384287242, 0.7610750349590549]|10682.2158203125000000|      2.00000000|[626, 208, 1, 14]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | iterate success | actual_k=16
       6|[-0.7466933528320676, 1.373285884613585, -1.1926884045861514, 0.781081537933998, -0.6651395563280895, 1.3630555625625467, -1.3674546937169396, 1.0875182325885806, -0.8640383347348031, 1.5532302483407205, -1.132590266996766, 0.7407481904138464, -1.3049896745828498, 1.8688459545137253, -1.2153038707731023, 0.80762932977046, -1.249073355159657, 1.124713395332335, -1.4048919265389936, 1.1191212974763187, -0.8118024928204572, 1.1902106452575476, -1.0260245822777017, 1.253051771952901, -0.8604721322437333, 1.2266551331859932, -1.548686895072426, 0.8507460197442924, -1.2719196481828348, 1.1677265813980167, -1.012972539041253, 0.9996609749043224, -0.8808984159258522, 1.4390607484864137, -1.199483549942482, 1.0808121330627285, -1.108071280587827, 1.601461172959294, -1.2273980316395372, 0.8567204763423912, -0.6896285733983429, 1.1299522152455332, -1.3400848551109563, 1.2931049624138231, -0.8134612497024082, 1.1958075633900855, -1.3428775635378747, 1.1466454855208856, -0.6619804976209286, 1.4175873384410056, -1.2039821440859646, 0.9956603009732891, -0.6193905737864924, 1.8638674699800126, -1.49122941134216, 0.8457227528869535, -0.8547410487469268, 1.2307970855459711, -1.029240394497656, 1.210180148654079, -0.9184380633965535, 1.6713398657724983, -1.297449595312127, 1.165063780160274, -1.139491013214833, 1.3518211814483745, -0.8554320408933047, 1.2612225303533222, -0.9342673783731898, 1.5024874777231148, -1.2834357523664022, 1.3515371704838233, -1.0090501889025165, 1.2998302764619658, -1.4338409152986076, 1.0809386009428372, -1.0517279173763374, 1.28587309864307, -1.4166007076979368, 1.287327758411604, -0.538189501167927, 1.3959688936554322, -1.0274274000013766, 1.1761382518347339, -0.5892843521733324, 1.1779735497287527, -1.022029851483217, 1.2748219396163964, -1.2732096470298118, 1.399169578534958, -1.8507729637863966, 0.9647914448293626, -0.6922907513359778, 1.5034068340357576, -1.4574704743946023, 0.8362490869798902, -1.126528808403599, 0.9683321939684668, -1.5941946384287242, 0.7610750349590549]|10682.2158203125000000|      1.00000000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       7|[-0.696910624411036, 1.3700037211788123, -1.248269929516837, 0.6989831782410132, -0.7439090300185757, 1.3201255364226834, -1.385265368222929, 1.0969583408266697, -1.0015931498024648, 1.4691816744526944, -1.0816531817331865, 0.6181272658636862, -1.2183811189590925, 1.8706916790410475, -1.3124012252231174, 0.8877876961942661, -1.204212078158504, 1.1149221877251494, -1.4047192793317589, 1.0094488868817664, -0.8642982329955821, 1.3510719805867362, -1.1054765736513046, 1.305945501812489, -0.9633172974475003, 1.2321853388203352, -1.4545721822178797, 0.8780414100850468, -1.1431148636143769, 1.2186511956298522, -1.0579794553556172, 1.0451426540037896, -0.9781137698600177, 1.4969586811824425, -1.1311980510054174, 1.0711447038467155, -1.0428107789292016, 1.607959966579518, -1.37716989334207, 1.0002455302213307, -0.7610252235989761, 1.041901357153777, -1.388431949351974, 1.1640821686618097, -0.9115487248024965, 1.1114734420421226, -1.3592603207209542, 1.0652449849341454, -0.8852413856940347, 1.4709186064577577, -1.339460560479242, 0.9799006200041604, -0.658775097776237, 1.8676478224610562, -1.559376902826142, 0.9724780482375933, -0.9137026395391622, 1.3184030376073261, -1.2232913903816842, 1.293132811468566, -1.0220600458402591, 1.653778347136781, -1.3073637338461293, 0.8918863572190652, -1.001093983521319, 1.3867025611419388, -0.795735188415949, 1.3011978396057622, -0.8860573588188305, 1.531552672873718, -0.9941949299450842, 1.5362938014427758, -1.038061968419748, 1.3632571499463397, -1.4076011426941388, 1.0882749126391444, -1.085657350748939, 1.1983165782877487, -1.435155427846266, 1.3312581858046668, -0.8338740602106496, 1.3961457608654262, -0.8261000511077812, 1.2330638299626895, -0.6108888877705362, 1.0826575946063164, -0.9995100014077135, 1.205006032408983, -1.1551672401783035, 1.3832486857766626, -1.7969229516111436, 0.8781763215514048, -0.748263383511117, 1.5322500405351773, -1.6589214189566057, 0.9068432890237578, -1.288042113965694, 1.0156143323548674, -1.8160447586795758, 0.7837489886158057]|7813.7631835937500000|      2.00000000|[914, 304, 1, 20]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | iterate success | actual_k=16
       8|[-0.696910624411036, 1.3700037211788123, -1.248269929516837, 0.6989831782410132, -0.7439090300185757, 1.3201255364226834, -1.385265368222929, 1.0969583408266697, -1.0015931498024648, 1.4691816744526944, -1.0816531817331865, 0.6181272658636862, -1.2183811189590925, 1.8706916790410475, -1.3124012252231174, 0.8877876961942661, -1.204212078158504, 1.1149221877251494, -1.4047192793317589, 1.0094488868817664, -0.8642982329955821, 1.3510719805867362, -1.1054765736513046, 1.305945501812489, -0.9633172974475003, 1.2321853388203352, -1.4545721822178797, 0.8780414100850468, -1.1431148636143769, 1.2186511956298522, -1.0579794553556172, 1.0451426540037896, -0.9781137698600177, 1.4969586811824425, -1.1311980510054174, 1.0711447038467155, -1.0428107789292016, 1.607959966579518, -1.37716989334207, 1.0002455302213307, -0.7610252235989761, 1.041901357153777, -1.388431949351974, 1.1640821686618097, -0.9115487248024965, 1.1114734420421226, -1.3592603207209542, 1.0652449849341454, -0.8852413856940347, 1.4709186064577577, -1.339460560479242, 0.9799006200041604, -0.658775097776237, 1.8676478224610562, -1.559376902826142, 0.9724780482375933, -0.9137026395391622, 1.3184030376073261, -1.2232913903816842, 1.293132811468566, -1.0220600458402591, 1.653778347136781, -1.3073637338461293, 0.8918863572190652, -1.001093983521319, 1.3867025611419388, -0.795735188415949, 1.3011978396057622, -0.8860573588188305, 1.531552672873718, -0.9941949299450842, 1.5362938014427758, -1.038061968419748, 1.3632571499463397, -1.4076011426941388, 1.0882749126391444, -1.085657350748939, 1.1983165782877487, -1.435155427846266, 1.3312581858046668, -0.8338740602106496, 1.3961457608654262, -0.8261000511077812, 1.2330638299626895, -0.6108888877705362, 1.0826575946063164, -0.9995100014077135, 1.205006032408983, -1.1551672401783035, 1.3832486857766626, -1.7969229516111436, 0.8781763215514048, -0.748263383511117, 1.5322500405351773, -1.6589214189566057, 0.9068432890237578, -1.288042113965694, 1.0156143323548674, -1.8160447586795758, 0.7837489886158057]|7813.7631835937500000|      1.00000000|[1058, 352, 1, 23]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[-0.696910624411036, 1.3700037211788123, -1.248269929516837, 0.6989831782410132, -0.7439090300185757, 1.3201255364226834, -1.385265368222929, 1.0969583408266697, -1.0015931498024648, 1.4691816744526944, -1.0816531817331865, 0.6181272658636862, -1.2183811189590925, 1.8706916790410475, -1.3124012252231174, 0.8877876961942661, -1.204212078158504, 1.1149221877251494, -1.4047192793317589, 1.0094488868817664, -0.8642982329955821, 1.3510719805867362, -1.1054765736513046, 1.305945501812489, -0.9633172974475003, 1.2321853388203352, -1.4545721822178797, 0.8780414100850468, -1.1431148636143769, 1.2186511956298522, -1.0579794553556172, 1.0451426540037896, -0.9781137698600177, 1.4969586811824425, -1.1311980510054174, 1.0711447038467155, -1.0428107789292016, 1.607959966579518, -1.37716989334207, 1.0002455302213307, -0.7610252235989761, 1.041901357153777, -1.388431949351974, 1.1640821686618097, -0.9115487248024965, 1.1114734420421226, -1.3592603207209542, 1.0652449849341454, -0.8852413856940347, 1.4709186064577577, -1.339460560479242, 0.9799006200041604, -0.658775097776237, 1.8676478224610562, -1.559376902826142, 0.9724780482375933, -0.9137026395391622, 1.3184030376073261, -1.2232913903816842, 1.293132811468566, -1.0220600458402591, 1.653778347136781, -1.3073637338461293, 0.8918863572190652, -1.001093983521319, 1.3867025611419388, -0.795735188415949, 1.3011978396057622, -0.8860573588188305, 1.531552672873718, -0.9941949299450842, 1.5362938014427758, -1.038061968419748, 1.3632571499463397, -1.4076011426941388, 1.0882749126391444, -1.085657350748939, 1.1983165782877487, -1.435155427846266, 1.3312581858046668, -0.8338740602106496, 1.3961457608654262, -0.8261000511077812, 1.2330638299626895, -0.6108888877705362, 1.0826575946063164, -0.9995100014077135, 1.205006032408983, -1.1551672401783035, 1.3832486857766626, -1.7969229516111436, 0.8781763215514048, -0.748263383511117, 1.5322500405351773, -1.6589214189566057, 0.9068432890237578, -1.288042113965694, 1.0156143323548674, -1.8160447586795758, 0.7837489886158057]|7813.7631835937500000|      0.50000000|[1202, 400, 1, 26]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[-0.6690534475048687, 1.3808916194815704, -1.262431841660167, 0.6627497960682824, -0.8027579649202293, 1.3293944277834808, -1.3773553301605597, 1.0155438246015562, -1.0223840824101704, 1.4956450552632816, -1.1750493528101587, 0.5958724549290646, -1.1203477186916244, 1.8630360824094674, -1.3107745414222542, 0.8874281978316866, -1.2131916624761323, 1.0700318073249946, -1.3996089253832662, 0.9985577498145952, -0.8497722090152675, 1.2679836329315504, -1.1512450404667929, 1.3078784587357486, -0.9870885051192861, 1.321354375679138, -1.418701389696273, 0.9517035940080053, -1.164504065480983, 1.2715472862225607, -1.0493803748005273, 1.1194535690353826, -0.989693209727527, 1.5865408990143728, -1.160640669496176, 1.1120090289962188, -1.0957411842351354, 1.5844074484871906, -1.43126038360219, 1.0063615811735498, -0.8288841966139753, 1.0186999826431669, -1.4218513668163981, 1.1758378510301593, -0.9155323667250433, 1.0907065104703357, -1.3870630082302184, 1.0797023714320368, -0.950709428453912, 1.4970780340953977, -1.3427931560107957, 1.043624205529755, -0.6862076478752195, 1.8867124135649542, -1.5703460552798694, 1.028119353298846, -0.9832137025634002, 1.344642675049527, -1.2638395803299771, 1.1705061511249777, -0.881394820207836, 1.6918173751932366, -1.3421202084343882, 0.9846150503284539, -0.9827330723014562, 1.4093531372155241, -0.7921557312252907, 1.3435123724498417, -0.8519959577597693, 1.5313799270451114, -0.9623248891445052, 1.4897799820489075, -1.1584650305852722, 1.2890165172267436, -1.4598882612922397, 0.9842056051737214, -1.1416064225579574, 1.1741435812525773, -1.393122196033872, 1.2766225180549162, -0.8369686769451278, 1.3029233211644173, -0.9111129777955584, 1.2809923267072196, -0.6075032967631843, 1.1278197996763137, -0.9696775662110321, 1.198474735092326, -1.1614436166846223, 1.4371193990347557, -1.8124384854916382, 0.8981085381089066, -0.7938403502286597, 1.494883325002825, -1.6798823483668905, 0.9301066448030871, -1.2533198035929343, 1.0634726817859848, -1.7874655641629187, 0.87177813025865]|6336.9365234375000000|      1.00000000|[1298, 432, 1, 28]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
