k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0392670742096176, 0.3774747651629814]                                        |  0.0613543464655887|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[0.0392670742096176, 0.3774747651629814]                                        |  0.0613543464655887|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.0392670742096176, 0.3774747651629814]                                        |  0.0613543464655887|      0.50000000|[15, 0, 2, 5]                                                              |  | used linear model with 5 points | actual_k=0
       4|[0.0392670742096176, 0.3774747651629814]                                        |  0.0613543464655887|      0.25000000|[19, 0, 2, 6]                                                              |  | used linear model with 5 points | actual_k=0
       5|[0.0050479148974323, 0.129827739871]                                            |  0.0008531585776639|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       6|[0.0050479148974323, 0.129827739871]                                            |  0.0008531585776639|      0.25000000|[28, 0, 3, 9]                                                              |  | used linear model with 5 points | actual_k=0
       7|[0.0050479148974323, 0.129827739871]                                            |  0.0008531585776639|      0.12500000|[32, 0, 3, 10]                                                             |  | used linear model with 5 points | actual_k=0
       8|[0.0050479148974323, 0.129827739871]                                            |  0.0008531585776639|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0050479148974323, 0.129827739871]                                            |  0.0008531585776639|      0.03125000|[41, 0, 4, 13]                                                             |  | used linear model with 5 points | actual_k=0
      10|[0.0088326732952308, 0.0988077768814944]                                        |  0.0002874887735944|      0.06250000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      11|[0.0088326732952308, 0.0988077768814944]                                        |  0.0002874887735944|      0.03125000|[50, 0, 5, 16]                                                             |  | used linear model with 5 points | actual_k=0
      12|[0.0088326732952308, 0.0988077768814944]                                        |  0.0002874887735944|      0.01562500|[54, 0, 5, 17]                                                             |  | used linear model with 5 points | actual_k=0
      13|[0.0080229629641665, 0.0832037711720694]                                        |  0.0001446819502587|      0.03125000|[58, 0, 6, 19]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      14|[0.0080229629641665, 0.0832037711720694]                                        |  0.0001446819502587|      0.01562500|[63, 0, 6, 20]                                                             |  | used linear model with 5 points | actual_k=0
