k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0659283662117882, 0.9507473120229442, -0.0217539450405568, 0.674787331283291, 0.7699849061472044, 1.8644946806471179, 0.7311926085034418, 0.879684999910439]|120.3764572143554688|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.0659283662117882, 0.9507473120229442, -0.0217539450405568, 0.674787331283291, 0.7699849061472044, 1.8644946806471179, 0.7311926085034418, 0.879684999910439]|120.3764572143554688|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.0659283662117882, 0.9507473120229442, -0.0217539450405568, 0.674787331283291, 0.7699849061472044, 1.8644946806471179, 0.7311926085034418, 0.879684999910439]|120.3764572143554688|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.0923451677355222, 0.7542643718764734, 0.0830297505509958, 0.87186911552526, 0.7072566711664512, 1.6372098933179209, 0.803370973776369, 1.1960279022463092]| 72.0439529418945312|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[0.0923451677355222, 0.7542643718764734, 0.0830297505509958, 0.87186911552526, 0.7072566711664512, 1.6372098933179209, 0.803370973776369, 1.1960279022463092]| 72.0439529418945312|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.0923451677355222, 0.7542643718764734, 0.0830297505509958, 0.87186911552526, 0.7072566711664512, 1.6372098933179209, 0.803370973776369, 1.1960279022463092]| 72.0439529418945312|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.1316409731477214, 0.8578499570537087, 0.0589244537704482, 0.9168628189782358, 0.7098837627739357, 1.853198435237517, 0.8315343845392715, 1.1830187523687632]| 45.4168319702148438|      0.50000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.1316409731477214, 0.8578499570537087, 0.0589244537704482, 0.9168628189782358, 0.7098837627739357, 1.853198435237517, 0.8315343845392715, 1.1830187523687632]| 45.4168319702148438|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.1316409731477214, 0.8578499570537087, 0.0589244537704482, 0.9168628189782358, 0.7098837627739357, 1.853198435237517, 0.8315343845392715, 1.1830187523687632]| 45.4168319702148438|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.1316409731477214, 0.8578499570537087, 0.0589244537704482, 0.9168628189782358, 0.7098837627739357, 1.853198435237517, 0.8315343845392715, 1.1830187523687632]| 45.4168319702148438|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[0.1139156080265309, 0.838237998997988, 0.0419877161861895, 0.9225300514265153, 0.7097176208544923, 1.895427126730734, 0.8371837713853847, 1.2157793440730735]| 43.8001251220703125|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[0.1139156080265309, 0.838237998997988, 0.0419877161861895, 0.9225300514265153, 0.7097176208544923, 1.895427126730734, 0.8371837713853847, 1.2157793440730735]| 43.8001251220703125|      0.06250000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[0.0828580080739788, 0.8012801271895219, 0.0473411046329485, 0.8922762892077412, 0.7234205317370973, 1.908245799983286, 0.8509056833818779, 1.2062157003703624]| 42.0624008178710938|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[0.0120818012932103, 0.7793622706389269, -0.0011717712432286, 0.8739361654408059, 0.7398320051495122, 1.9418201542876559, 0.8118073570062181, 1.2734483115087838]| 40.0075912475585938|      0.25000000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[0.0120818012932103, 0.7793622706389269, -0.0011717712432286, 0.8739361654408059, 0.7398320051495122, 1.9418201542876559, 0.8118073570062181, 1.2734483115087838]| 40.0075912475585938|      0.12500000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[0.0120818012932103, 0.7793622706389269, -0.0011717712432286, 0.8739361654408059, 0.7398320051495122, 1.9418201542876559, 0.8118073570062181, 1.2734483115087838]| 40.0075912475585938|      0.06250000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[-0.0090397426564013, 0.7723220571296673, -0.0195390272769722, 0.8366218748789347, 0.7432430069780238, 1.962891628771362, 0.8130607115272851, 1.2384677378623044]| 38.3915328979492188|      0.12500000|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[-0.0090397426564013, 0.7723220571296673, -0.0195390272769722, 0.8366218748789347, 0.7432430069780238, 1.962891628771362, 0.8130607115272851, 1.2384677378623044]| 38.3915328979492188|      0.06250000|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[-0.0126178740543796, 0.7376401898415293, -0.0057556198776451, 0.8474405619495974, 0.7291988440066198, 1.9762231633862262, 0.7807204922895564, 1.269495638831255]| 37.6825599670410156|      0.12500000|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[-0.0126178740543796, 0.7376401898415293, -0.0057556198776451, 0.8474405619495974, 0.7291988440066198, 1.9762231633862262, 0.7807204922895564, 1.269495638831255]| 37.6825599670410156|      0.06250000|[530, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[-0.0311289429922345, 0.697126849202055, -0.0064238119286352, 0.818220653228904, 0.7381597756208117, 1.9970705752569655, 0.781783436686321, 1.246001654859775]| 35.9955368041992188|      0.12500000|[557, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      22|[-0.0311289429922345, 0.697126849202055, -0.0064238119286352, 0.818220653228904, 0.7381597756208117, 1.9970705752569655, 0.781783436686321, 1.246001654859775]| 35.9955368041992188|      0.06250000|[583, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[-0.0359543217636211, 0.6905586946501557, -0.0441624974155193, 0.8026091364170219, 0.7476154778005665, 2.034746464354343, 0.7560498759908327, 1.2451082585362545]| 35.1850090026855469|      0.12500000|[610, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      24|[-0.0359543217636211, 0.6905586946501557, -0.0441624974155193, 0.8026091364170219, 0.7476154778005665, 2.034746464354343, 0.7560498759908327, 1.2451082585362545]| 35.1850090026855469|      0.06250000|[636, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
