k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       9|[107.46970147279546, 0.0940501188811465, 0.9094457517216794, 102.4001906898209, 0.1830154143414683, 0.8184545237525118, 97.43930363677558, 0.2834036201261181, 0.7153868186659648, 96.30016329159766, 0.3046706524995903, 0.6962607492771782, 93.99022351081427, 0.3572445092317351, 0.6429054061150208, 89.71952487260975, 0.4674437520147885, 0.5318165123436788, 83.70981584486603, 0.6575980822475663, 0.3412219008379768, 78.3098728098551, 0.8764613842962027, 0.1239313953885152, 886.3694692091261, 910.0094275791693, 922.5196615055584, 926.4608867429743, 935.5594042938492, 952.8297635252845, 975.729651578542]|  0.4587122686210897|      0.00781250|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
      10|[107.46970147279546, 0.0940501188811465, 0.9094457517216794, 102.4001906898209, 0.1830154143414683, 0.8184545237525118, 97.43930363677558, 0.2834036201261181, 0.7153868186659648, 96.30016329159766, 0.3046706524995903, 0.6962607492771782, 93.99022351081427, 0.3572445092317351, 0.6429054061150208, 89.71952487260975, 0.4674437520147885, 0.5318165123436788, 83.70981584486603, 0.6575980822475663, 0.3412219008379768, 78.3098728098551, 0.8764613842962027, 0.1239313953885152, 886.3694692091261, 910.0094275791693, 922.5196615055584, 926.4608867429743, 935.5594042938492, 952.8297635252845, 975.729651578542]|  0.4587122686210897|      0.00390625|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[107.46970147279546, 0.0940501188811465, 0.9094457517216794, 102.4001906898209, 0.1830154143414683, 0.8184545237525118, 97.43930363677558, 0.2834036201261181, 0.7153868186659648, 96.30016329159766, 0.3046706524995903, 0.6962607492771782, 93.99022351081427, 0.3572445092317351, 0.6429054061150208, 89.71952487260975, 0.4674437520147885, 0.5318165123436788, 83.70981584486603, 0.6575980822475663, 0.3412219008379768, 78.3098728098551, 0.8764613842962027, 0.1239313953885152, 886.3694692091261, 910.0094275791693, 922.5196615055584, 926.4608867429743, 935.5594042938492, 952.8297635252845, 975.729651578542]|  0.4587122686210897|      0.00195312|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
