k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[1.022329362338366, 0.0195986419957796, 0.0099841521599578, 0.0195423190935593, 0.4299533421446888, 0.021005629149087, 0.8000119418890227, 0.0190338548460702, 0.221127245087597, 0.020857434109623, 2.6924670635413257, 0.0190611666299534, 0.8080256494598431, 0.018556586961602, 2.268538056170277, 0.0192322503861157, 14.354885145367835, 0.041982138374147, 12.160629406306205, 0.0389310623931545, 0.276531931060654, 0.0215670422300013, 0.2441523948027859, 0.0198518836018333, 1.1648586263708367, 0.0179402186071755, 0.1787329244411743, 0.0210701139786214, 0.1174043904063043, 0.0187460521290168, 3.7489425534245617, 0.0204691520183281, 0.8358568909210158, 0.0195622188627978, 0.1585378415331941, 0.0207655264411813, 0.3868497503910142, 0.0210676560762608, 0.922792488447762, 0.0212182930878375, 0.2607046855753485, 0.0193465226534422, 2.068899149033005, 0.021089975378716, 1.9444672496056132, 0.017965286574181, 1.4853785505705963, 0.0212429891589199, 0.4818367565135752, 0.0224674858362961, 0.4934188903090321, 0.0191431323722708, 0.3313198366803298, 0.0157516831007381, 0.84223502300562, 0.0230521607347664, 0.4582397555043657, 0.0196811614963332, 0.4903016391956638, 0.0206235994985139, 0.987060592788605, 0.0217799335161066, -0.0190509277635404, 0.020648142098036, 0.2677490381958822, 0.0176394828529586]|2220438.1013058968819678|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[1.022329362338366, 0.0195986419957796, 0.0099841521599578, 0.0195423190935593, 0.4299533421446888, 0.021005629149087, 0.8000119418890227, 0.0190338548460702, 0.221127245087597, 0.020857434109623, 2.6924670635413257, 0.0190611666299534, 0.8080256494598431, 0.018556586961602, 2.268538056170277, 0.0192322503861157, 14.354885145367835, 0.041982138374147, 12.160629406306205, 0.0389310623931545, 0.276531931060654, 0.0215670422300013, 0.2441523948027859, 0.0198518836018333, 1.1648586263708367, 0.0179402186071755, 0.1787329244411743, 0.0210701139786214, 0.1174043904063043, 0.0187460521290168, 3.7489425534245617, 0.0204691520183281, 0.8358568909210158, 0.0195622188627978, 0.1585378415331941, 0.0207655264411813, 0.3868497503910142, 0.0210676560762608, 0.922792488447762, 0.0212182930878375, 0.2607046855753485, 0.0193465226534422, 2.068899149033005, 0.021089975378716, 1.9444672496056132, 0.017965286574181, 1.4853785505705963, 0.0212429891589199, 0.4818367565135752, 0.0224674858362961, 0.4934188903090321, 0.0191431323722708, 0.3313198366803298, 0.0157516831007381, 0.84223502300562, 0.0230521607347664, 0.4582397555043657, 0.0196811614963332, 0.4903016391956638, 0.0206235994985139, 0.987060592788605, 0.0217799335161066, -0.0190509277635404, 0.020648142098036, 0.2677490381958822, 0.0176394828529586]|2220438.1013058968819678|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[1.022684826971685, 0.019739379913109, 0.0120836740081925, 0.0168540031439148, 0.4317735937342335, 0.0210884587514013, 0.8017085445280996, 0.0195440296087077, 0.2231150543027852, 0.0199425214501991, 2.690596977253104, 0.0187764616367674, 0.8068382351824749, 0.0193794843619933, 2.2690146427780977, 0.020728005673638, 14.353730749467829, 0.062626905914758, 12.163965933467958, 0.0567487106879983, 0.2750336115179582, 0.0242308505677311, 0.2451743961525104, 0.0228330471380339, 1.167215049426499, 0.0191464596386454, 0.1760329844106159, 0.0225880261428516, 0.1157721155939174, 0.016491528538458, 3.7478502896186856, 0.0270385411532761, 0.8350671938194686, 0.0165904855125559, 0.1594295872605433, 0.0187263420587994, 0.3862321283802551, 0.0188925849001085, 0.9218179405583404, 0.0203268089674206, 0.2581555072292129, 0.0195745736730918, 2.066446778370327, 0.0227783700481717, 1.9442810439415052, 0.020431471108073, 1.483649270054039, 0.022263103242985, 0.4853755660315514, 0.0243101183229044, 0.4929544067620364, 0.0210376091262457, 0.3288577268460945, 0.0180997065577438, 0.8426761100747192, 0.0210552761649469, 0.4570959203788875, 0.0210115465216437, 0.4883277291933094, 0.0206175016545641, 0.9859709305360865, 0.0213818351698593, -0.0165796417274595, 0.0227251854822458, 0.2672600932562916, 0.0175824315273646]|1835006.0867261462844908|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[1.0312957548553154, 0.030887889003965, 0.0040314674767827, 0.0191665044823127, 0.4278822693611996, 0.0221201757640887, 0.7963711582765705, 0.0143062468756516, 0.2304415673828122, 0.0136879492003754, 2.6883988039194833, 0.0337643275472988, 0.8110583212847203, 0.0305145012244342, 2.2636518415715905, 0.0384996887310402, 14.346687717995474, 0.0838411116715102, 12.166242922033781, 0.0663071337658619, 0.2733445554004262, 0.0183707029622362, 0.2454077154887365, 0.0346001822090376, 1.1571503857520855, 0.0254922294336726, 0.1786807442692513, 0.0264125908539666, 0.1145940688659695, 0.0191942589587275, 3.748115904123762, 0.0324618582933578, 0.8349207334401918, 0.0155695962864931, 0.1618877014288704, 0.0258818862477598, 0.3836751555244144, 0.01671214565329, 0.927094977338076, 0.0381084929851704, 0.2634566662720197, 0.0054400984339442, 2.071850366100457, 0.0290834786124377, 1.9498484179726434, 0.0297228322227273, 1.4872109079484, 0.0247109504482023, 0.4943603427670125, 0.0242699929238197, 0.4940468319181776, 0.0159630982417324, 0.3362733331519884, 0.0058835174574451, 0.8385793109480641, 0.0266350842724367, 0.4594553939068018, 0.0234928542140345, 0.4788750123194354, 0.0343696282779245, 0.9899509153021334, 0.0163655748317766, -0.0151948051110863, 0.0089515427515631, 0.2743064121975931, 0.0153968055541323]|1628055.2378173603210598|      0.12500000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[1.0312957548553154, 0.030887889003965, 0.0040314674767827, 0.0191665044823127, 0.4278822693611996, 0.0221201757640887, 0.7963711582765705, 0.0143062468756516, 0.2304415673828122, 0.0136879492003754, 2.6883988039194833, 0.0337643275472988, 0.8110583212847203, 0.0305145012244342, 2.2636518415715905, 0.0384996887310402, 14.346687717995474, 0.0838411116715102, 12.166242922033781, 0.0663071337658619, 0.2733445554004262, 0.0183707029622362, 0.2454077154887365, 0.0346001822090376, 1.1571503857520855, 0.0254922294336726, 0.1786807442692513, 0.0264125908539666, 0.1145940688659695, 0.0191942589587275, 3.748115904123762, 0.0324618582933578, 0.8349207334401918, 0.0155695962864931, 0.1618877014288704, 0.0258818862477598, 0.3836751555244144, 0.01671214565329, 0.927094977338076, 0.0381084929851704, 0.2634566662720197, 0.0054400984339442, 2.071850366100457, 0.0290834786124377, 1.9498484179726434, 0.0297228322227273, 1.4872109079484, 0.0247109504482023, 0.4943603427670125, 0.0242699929238197, 0.4940468319181776, 0.0159630982417324, 0.3362733331519884, 0.0058835174574451, 0.8385793109480641, 0.0266350842724367, 0.4594553939068018, 0.0234928542140345, 0.4788750123194354, 0.0343696282779245, 0.9899509153021334, 0.0163655748317766, -0.0151948051110863, 0.0089515427515631, 0.2743064121975931, 0.0153968055541323]|1628055.2378173603210598|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[1.0312957548553154, 0.030887889003965, 0.0040314674767827, 0.0191665044823127, 0.4278822693611996, 0.0221201757640887, 0.7963711582765705, 0.0143062468756516, 0.2304415673828122, 0.0136879492003754, 2.6883988039194833, 0.0337643275472988, 0.8110583212847203, 0.0305145012244342, 2.2636518415715905, 0.0384996887310402, 14.346687717995474, 0.0838411116715102, 12.166242922033781, 0.0663071337658619, 0.2733445554004262, 0.0183707029622362, 0.2454077154887365, 0.0346001822090376, 1.1571503857520855, 0.0254922294336726, 0.1786807442692513, 0.0264125908539666, 0.1145940688659695, 0.0191942589587275, 3.748115904123762, 0.0324618582933578, 0.8349207334401918, 0.0155695962864931, 0.1618877014288704, 0.0258818862477598, 0.3836751555244144, 0.01671214565329, 0.927094977338076, 0.0381084929851704, 0.2634566662720197, 0.0054400984339442, 2.071850366100457, 0.0290834786124377, 1.9498484179726434, 0.0297228322227273, 1.4872109079484, 0.0247109504482023, 0.4943603427670125, 0.0242699929238197, 0.4940468319181776, 0.0159630982417324, 0.3362733331519884, 0.0058835174574451, 0.8385793109480641, 0.0266350842724367, 0.4594553939068018, 0.0234928542140345, 0.4788750123194354, 0.0343696282779245, 0.9899509153021334, 0.0163655748317766, -0.0151948051110863, 0.0089515427515631, 0.2743064121975931, 0.0153968055541323]|1628055.2378173603210598|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
