k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[9.236303870752796, 9.354424115867982]                                          | 14.2111311020628293|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[9.351595743981921, 9.306125213527253]                                          | 14.1919067375801227|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[9.351595743981921, 9.306125213527253]                                          | 14.1919067375801227|      0.12500000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[9.351595743981921, 9.306125213527253]                                          | 14.1919067375801227|      0.06250000|[32, 8, 7, 15]                                                             |  | used linear model with 5 points | actual_k=1
       9|[9.408337526090289, 9.279921775524452]                                          | 14.1894008333706463|      0.12500000|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[9.408337526090289, 9.279921775524452]                                          | 14.1894008333706463|      0.06250000|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[9.408337526090289, 9.279921775524452]                                          | 14.1894008333706463|      0.03125000|[43, 11, 10, 21]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
