k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[123, 9, 0, 9]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.00925459674183, 0.1400834738586371, 0.3753374245849084, 0.1531250923517218, 99.98523297419827, -0.0938528200307829, 0.2635547449839102, 0.8135256083538671, 100.01373903087503, -0.0161913733371256, 0.2897210903031489, 0.8526650048610781, 100.06429418174893, 0.0782864191970604, 0.3518757391818311, 0.8611037352925702, 100.04681200927541, 0.1407063121311916, 0.4556980032018688, 0.8079137937985232, 99.92903875316465, 0.0843889013799498, 0.425422201542837, 0.8397348921863608, 99.99735159461684, -0.0066475231096807, 0.4920174904159039, 0.5996880321439786, 99.94452004491738, 0.1802899509204261, 0.3943792010226324, 0.7468259851494676, 100.00261529712002, 0.1470462267876938, 0.4938510528387901, 0.6932515257760457, 99.9619913498897, 0.1773177401917536, 0.5527545951577147, 0.5737689181390714, 99.98820108069185, 0.1928235886002903, 0.4929938380462483, 0.4813622658488802, 100.0457323196612, 0.3037316562371738, 0.6149887335756183, 0.4938854379441119, 100.01008302275113, 0.4252157141816423, 0.5470872182117572, 0.5055408735228463, 100.03548966757465, 0.3714464280160991, 0.6024479675404398, 0.3686931428788627, 99.99823551816432, 0.3534203055193505, 0.7096966121111618, 0.3739998924737101, 100.06022977140283, 0.3411062143882118, 0.7951540589086952, 0.3183233500952887, 100.0226004796652, 0.3882047522234707, 0.749712061444605, 0.2971574741058868, 99.9312772215202, 0.4738104266403947, 0.7369152474436292, 0.2214358589352954, 99.97950079836517, 0.4545504634564476, 0.8614721282849358, 0.0553721773918086, 99.90518296273234, 0.5350911209630236, 0.8180486931742483, 0.0210284558624057, 300.0498084001052, 299.9909235684346, 299.99664543110333, 299.96487037035695, 299.9609127694053, 299.963780225571, 299.97912167180493, 299.9947329893139, 299.9503587386853, 299.99812311079086, 300.0839673429412, 300.00992443215796, 299.95373899743237, 299.9607926688899, 300.0115324790626, 299.9511264984841, 300.0531150223105, 300.0326846647093, 299.9564879749588]|970.0412597656250000|      1.00000000|[204, 15, 0, 15]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | iterate success | actual_k=1
       3|[100.00925459674183, 0.1400834738586371, 0.3753374245849084, 0.1531250923517218, 99.98523297419827, -0.0938528200307829, 0.2635547449839102, 0.8135256083538671, 100.01373903087503, -0.0161913733371256, 0.2897210903031489, 0.8526650048610781, 100.06429418174893, 0.0782864191970604, 0.3518757391818311, 0.8611037352925702, 100.04681200927541, 0.1407063121311916, 0.4556980032018688, 0.8079137937985232, 99.92903875316465, 0.0843889013799498, 0.425422201542837, 0.8397348921863608, 99.99735159461684, -0.0066475231096807, 0.4920174904159039, 0.5996880321439786, 99.94452004491738, 0.1802899509204261, 0.3943792010226324, 0.7468259851494676, 100.00261529712002, 0.1470462267876938, 0.4938510528387901, 0.6932515257760457, 99.9619913498897, 0.1773177401917536, 0.5527545951577147, 0.5737689181390714, 99.98820108069185, 0.1928235886002903, 0.4929938380462483, 0.4813622658488802, 100.0457323196612, 0.3037316562371738, 0.6149887335756183, 0.4938854379441119, 100.01008302275113, 0.4252157141816423, 0.5470872182117572, 0.5055408735228463, 100.03548966757465, 0.3714464280160991, 0.6024479675404398, 0.3686931428788627, 99.99823551816432, 0.3534203055193505, 0.7096966121111618, 0.3739998924737101, 100.06022977140283, 0.3411062143882118, 0.7951540589086952, 0.3183233500952887, 100.0226004796652, 0.3882047522234707, 0.749712061444605, 0.2971574741058868, 99.9312772215202, 0.4738104266403947, 0.7369152474436292, 0.2214358589352954, 99.97950079836517, 0.4545504634564476, 0.8614721282849358, 0.0553721773918086, 99.90518296273234, 0.5350911209630236, 0.8180486931742483, 0.0210284558624057, 300.0498084001052, 299.9909235684346, 299.99664543110333, 299.96487037035695, 299.9609127694053, 299.963780225571, 299.97912167180493, 299.9947329893139, 299.9503587386853, 299.99812311079086, 300.0839673429412, 300.00992443215796, 299.95373899743237, 299.9607926688899, 300.0115324790626, 299.9511264984841, 300.0531150223105, 300.0326846647093, 299.9564879749588]|970.0412597656250000|      0.50000000|[326, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[100.00925459674183, 0.1400834738586371, 0.3753374245849084, 0.1531250923517218, 99.98523297419827, -0.0938528200307829, 0.2635547449839102, 0.8135256083538671, 100.01373903087503, -0.0161913733371256, 0.2897210903031489, 0.8526650048610781, 100.06429418174893, 0.0782864191970604, 0.3518757391818311, 0.8611037352925702, 100.04681200927541, 0.1407063121311916, 0.4556980032018688, 0.8079137937985232, 99.92903875316465, 0.0843889013799498, 0.425422201542837, 0.8397348921863608, 99.99735159461684, -0.0066475231096807, 0.4920174904159039, 0.5996880321439786, 99.94452004491738, 0.1802899509204261, 0.3943792010226324, 0.7468259851494676, 100.00261529712002, 0.1470462267876938, 0.4938510528387901, 0.6932515257760457, 99.9619913498897, 0.1773177401917536, 0.5527545951577147, 0.5737689181390714, 99.98820108069185, 0.1928235886002903, 0.4929938380462483, 0.4813622658488802, 100.0457323196612, 0.3037316562371738, 0.6149887335756183, 0.4938854379441119, 100.01008302275113, 0.4252157141816423, 0.5470872182117572, 0.5055408735228463, 100.03548966757465, 0.3714464280160991, 0.6024479675404398, 0.3686931428788627, 99.99823551816432, 0.3534203055193505, 0.7096966121111618, 0.3739998924737101, 100.06022977140283, 0.3411062143882118, 0.7951540589086952, 0.3183233500952887, 100.0226004796652, 0.3882047522234707, 0.749712061444605, 0.2971574741058868, 99.9312772215202, 0.4738104266403947, 0.7369152474436292, 0.2214358589352954, 99.97950079836517, 0.4545504634564476, 0.8614721282849358, 0.0553721773918086, 99.90518296273234, 0.5350911209630236, 0.8180486931742483, 0.0210284558624057, 300.0498084001052, 299.9909235684346, 299.99664543110333, 299.96487037035695, 299.9609127694053, 299.963780225571, 299.97912167180493, 299.9947329893139, 299.9503587386853, 299.99812311079086, 300.0839673429412, 300.00992443215796, 299.95373899743237, 299.9607926688899, 300.0115324790626, 299.9511264984841, 300.0531150223105, 300.0326846647093, 299.9564879749588]|970.0412597656250000|      0.25000000|[446, 33, 0, 33]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[100.0054449188763, 0.1439459270108036, 0.4109251869290536, 0.1149684253191462, 99.97352364795336, -0.0748876431505721, 0.2080067637082189, 0.8385382814337797, 100.02933286961185, -0.0317805847414191, 0.2916208500961611, 0.7815235893337475, 100.04612579350835, 0.0909821724114899, 0.3624726227842472, 0.8907343866630041, 100.03134861475156, 0.0923294260752033, 0.4653801121940415, 0.8555481791257327, 99.90843760639969, 0.0595522310250209, 0.4550193559680751, 0.8140139864405883, 100.00329880054548, 0.0260916062498595, 0.496900044327379, 0.6300157778541075, 99.91928284946071, 0.1709999021416759, 0.3803548832739758, 0.6927479847226925, 99.99107444475644, 0.1720069138812785, 0.5327471373988625, 0.672115382191195, 99.96409103235848, 0.137638215933801, 0.5099206132854003, 0.5635042699058215, 99.96947785872635, 0.2298217451404606, 0.5044325405936992, 0.4662399429406354, 100.02150493959073, 0.2845321460055684, 0.6147847944086711, 0.4774119518936137, 99.9813051705574, 0.3809935316423432, 0.5691635627363343, 0.5086390085754213, 100.07272021816286, 0.4008290759186436, 0.601922579509188, 0.3489887899532439, 99.95588372757842, 0.3428178114699761, 0.7172052081733321, 0.3711375505393343, 100.09077094632995, 0.3240516111823494, 0.7487875230545782, 0.3251377889481368, 100.04496853123658, 0.3835437728865793, 0.7377379247255866, 0.2940791712328484, 99.94847864205033, 0.4834115253346233, 0.746327605725819, 0.1877031754883337, 99.94790588073664, 0.4313095626732917, 0.8889431900377929, 0.0347459379762044, 99.90850814662953, 0.5829128621227119, 0.8221472407410801, 0.0047630858447515, 300.07770268815773, 299.97639326379254, 300.0170283035205, 299.9730260776004, 299.9412825331276, 299.9833085418283, 299.97083500585984, 299.98985625106667, 299.9896468430209, 300.0179633569498, 300.0757855609463, 300.0464487245792, 299.93893212406647, 299.9678492624138, 300.0272991871659, 299.94886019644065, 300.0746239812763, 300.03299679854115, 299.95681701233565]|727.2780761718750000|      0.50000000|[474, 35, 0, 35]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[100.0054449188763, 0.1439459270108036, 0.4109251869290536, 0.1149684253191462, 99.97352364795336, -0.0748876431505721, 0.2080067637082189, 0.8385382814337797, 100.02933286961185, -0.0317805847414191, 0.2916208500961611, 0.7815235893337475, 100.04612579350835, 0.0909821724114899, 0.3624726227842472, 0.8907343866630041, 100.03134861475156, 0.0923294260752033, 0.4653801121940415, 0.8555481791257327, 99.90843760639969, 0.0595522310250209, 0.4550193559680751, 0.8140139864405883, 100.00329880054548, 0.0260916062498595, 0.496900044327379, 0.6300157778541075, 99.91928284946071, 0.1709999021416759, 0.3803548832739758, 0.6927479847226925, 99.99107444475644, 0.1720069138812785, 0.5327471373988625, 0.672115382191195, 99.96409103235848, 0.137638215933801, 0.5099206132854003, 0.5635042699058215, 99.96947785872635, 0.2298217451404606, 0.5044325405936992, 0.4662399429406354, 100.02150493959073, 0.2845321460055684, 0.6147847944086711, 0.4774119518936137, 99.9813051705574, 0.3809935316423432, 0.5691635627363343, 0.5086390085754213, 100.07272021816286, 0.4008290759186436, 0.601922579509188, 0.3489887899532439, 99.95588372757842, 0.3428178114699761, 0.7172052081733321, 0.3711375505393343, 100.09077094632995, 0.3240516111823494, 0.7487875230545782, 0.3251377889481368, 100.04496853123658, 0.3835437728865793, 0.7377379247255866, 0.2940791712328484, 99.94847864205033, 0.4834115253346233, 0.746327605725819, 0.1877031754883337, 99.94790588073664, 0.4313095626732917, 0.8889431900377929, 0.0347459379762044, 99.90850814662953, 0.5829128621227119, 0.8221472407410801, 0.0047630858447515, 300.07770268815773, 299.97639326379254, 300.0170283035205, 299.9730260776004, 299.9412825331276, 299.9833085418283, 299.97083500585984, 299.98985625106667, 299.9896468430209, 300.0179633569498, 300.0757855609463, 300.0464487245792, 299.93893212406647, 299.9678492624138, 300.0272991871659, 299.94886019644065, 300.0746239812763, 300.03299679854115, 299.95681701233565]|727.2780761718750000|      0.25000000|[596, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[99.99309011893172, 0.1882855754709132, 0.4256258208276903, 0.1188612348948664, 99.93142087447363, -0.0602080431083565, 0.2379493188800742, 0.801585738940609, 100.01071796048068, -0.04699499414328, 0.2649246828893129, 0.7768468445499844, 100.02313045884189, 0.0846478044854625, 0.3406625397573402, 0.9071810600243501, 99.99113929351482, 0.0790030446741137, 0.4512864030334793, 0.8561067878146591, 99.90391188113269, 0.0642667045852405, 0.5336398744802398, 0.8195528558856182, 99.97605528367703, 0.0433954615284804, 0.4785589131733052, 0.6957809569364389, 99.95264998382261, 0.1815694051914052, 0.4036155742217433, 0.6986270975822643, 99.9748317491952, 0.1673587584911254, 0.525292536633596, 0.646413342537591, 99.9366262549525, 0.173188119944188, 0.5065892655257532, 0.5818001502088226, 99.97214367377306, 0.1994491793843589, 0.5191022444131835, 0.4516432869674271, 100.01674508187716, 0.277512010365269, 0.5836801781636093, 0.5351715359335485, 99.96683619685408, 0.3673501355657502, 0.59435351814044, 0.5310095995164255, 100.06181231769992, 0.3535150402655234, 0.6283974953930633, 0.3778682207612851, 99.93597556528594, 0.3327116390417736, 0.7543649464429493, 0.3695544312428515, 100.07694657593098, 0.3387154406083872, 0.7619922505102327, 0.3586581342116482, 100.03502803967193, 0.3657785461901671, 0.7660635891240634, 0.2752099998351131, 99.96440691947085, 0.4758416643182102, 0.7313186130550039, 0.1900635647282589, 100.00667198900196, 0.4226692690184877, 0.8924574306898045, 0.0406910295746582, 99.93255599439094, 0.6438511569243999, 0.8298460395466148, 0.0129367665917524, 300.0713578581463, 299.9979863709304, 300.0014740287789, 299.9737434591722, 299.96363283528143, 299.9939512595272, 300.00117974181956, 299.9821186460611, 299.9497293186914, 300.0480617956898, 300.1272306967317, 300.0516378490769, 299.9343349137985, 299.9446840023779, 300.04492593141, 299.9723759592198, 300.0636937953919, 300.02801548319763, 299.9717589539196]|691.3999023437500000|      0.50000000|[625, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[99.99309011893172, 0.1882855754709132, 0.4256258208276903, 0.1188612348948664, 99.93142087447363, -0.0602080431083565, 0.2379493188800742, 0.801585738940609, 100.01071796048068, -0.04699499414328, 0.2649246828893129, 0.7768468445499844, 100.02313045884189, 0.0846478044854625, 0.3406625397573402, 0.9071810600243501, 99.99113929351482, 0.0790030446741137, 0.4512864030334793, 0.8561067878146591, 99.90391188113269, 0.0642667045852405, 0.5336398744802398, 0.8195528558856182, 99.97605528367703, 0.0433954615284804, 0.4785589131733052, 0.6957809569364389, 99.95264998382261, 0.1815694051914052, 0.4036155742217433, 0.6986270975822643, 99.9748317491952, 0.1673587584911254, 0.525292536633596, 0.646413342537591, 99.9366262549525, 0.173188119944188, 0.5065892655257532, 0.5818001502088226, 99.97214367377306, 0.1994491793843589, 0.5191022444131835, 0.4516432869674271, 100.01674508187716, 0.277512010365269, 0.5836801781636093, 0.5351715359335485, 99.96683619685408, 0.3673501355657502, 0.59435351814044, 0.5310095995164255, 100.06181231769992, 0.3535150402655234, 0.6283974953930633, 0.3778682207612851, 99.93597556528594, 0.3327116390417736, 0.7543649464429493, 0.3695544312428515, 100.07694657593098, 0.3387154406083872, 0.7619922505102327, 0.3586581342116482, 100.03502803967193, 0.3657785461901671, 0.7660635891240634, 0.2752099998351131, 99.96440691947085, 0.4758416643182102, 0.7313186130550039, 0.1900635647282589, 100.00667198900196, 0.4226692690184877, 0.8924574306898045, 0.0406910295746582, 99.93255599439094, 0.6438511569243999, 0.8298460395466148, 0.0129367665917524, 300.0713578581463, 299.9979863709304, 300.0014740287789, 299.9737434591722, 299.96363283528143, 299.9939512595272, 300.00117974181956, 299.9821186460611, 299.9497293186914, 300.0480617956898, 300.1272306967317, 300.0516378490769, 299.9343349137985, 299.9446840023779, 300.04492593141, 299.9723759592198, 300.0636937953919, 300.02801548319763, 299.9717589539196]|691.3999023437500000|      0.25000000|[744, 55, 0, 55]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[99.97830099455014, 0.196076176379147, 0.4151846930203828, 0.1662169472066749, 99.93936871618097, -0.044274038150075, 0.1980997352488553, 0.7439157216447568, 100.02973968208241, -0.0149102996767053, 0.2776441468366113, 0.7862847890402677, 99.98645276932237, 0.0323820240734138, 0.3215290028763362, 0.8584894628850117, 100.00380846498314, 0.03300458017458, 0.4668324926755627, 0.8506937804341873, 99.89651694878512, 0.0302521522234966, 0.5477359366124945, 0.8115066659810826, 99.9676732710494, 0.0785910178598708, 0.4879609173361725, 0.7356708192190926, 99.92767845950566, 0.1582216083220991, 0.4174160906117951, 0.6547677226730342, 100.01109676856419, 0.1422765862018467, 0.5207217432508012, 0.6425223844673713, 99.9807909373202, 0.1994958862923066, 0.503625829865449, 0.5911781708482322, 99.95932293325615, 0.2252591894240045, 0.5422186809995874, 0.4605540380746757, 100.01361081820643, 0.2386080869537885, 0.5568202419062347, 0.5061134897787966, 99.98032837484675, 0.345544128665446, 0.5496657401884882, 0.5305730413293166, 100.00318071578586, 0.3899192218662361, 0.655932445761098, 0.3765024816220762, 99.93507531491314, 0.354258695402982, 0.7448761937052732, 0.3762497775371036, 100.05897327482211, 0.3432296954113195, 0.7498445249418131, 0.3603398217138958, 100.05957272193629, 0.365656279562442, 0.7342552833359437, 0.2641678364918907, 99.94551231229181, 0.4517727964464561, 0.7646891882322405, 0.1959065737033802, 100.00874280041725, 0.4295895210191661, 0.8809667705324264, 0.0823520294049268, 99.94445202177562, 0.5999113991355156, 0.8390072327448728, 0.0107632830190398, 300.0163355693936, 299.98994057037777, 300.0100190061466, 300.0139446888128, 299.9721470467209, 300.02283005533985, 300.0081271661098, 299.9816934197117, 299.95314361918633, 300.06324621589954, 300.1360029884079, 300.0132235118654, 299.9660223761126, 299.9476289513246, 300.05093912250373, 299.9467691352313, 300.05655023296305, 300.03995855741374, 299.9775326021478]|528.4583740234375000|      0.50000000|[799, 59, 0, 59]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | iterate success | actual_k=1
      10|[99.97830099455014, 0.196076176379147, 0.4151846930203828, 0.1662169472066749, 99.93936871618097, -0.044274038150075, 0.1980997352488553, 0.7439157216447568, 100.02973968208241, -0.0149102996767053, 0.2776441468366113, 0.7862847890402677, 99.98645276932237, 0.0323820240734138, 0.3215290028763362, 0.8584894628850117, 100.00380846498314, 0.03300458017458, 0.4668324926755627, 0.8506937804341873, 99.89651694878512, 0.0302521522234966, 0.5477359366124945, 0.8115066659810826, 99.9676732710494, 0.0785910178598708, 0.4879609173361725, 0.7356708192190926, 99.92767845950566, 0.1582216083220991, 0.4174160906117951, 0.6547677226730342, 100.01109676856419, 0.1422765862018467, 0.5207217432508012, 0.6425223844673713, 99.9807909373202, 0.1994958862923066, 0.503625829865449, 0.5911781708482322, 99.95932293325615, 0.2252591894240045, 0.5422186809995874, 0.4605540380746757, 100.01361081820643, 0.2386080869537885, 0.5568202419062347, 0.5061134897787966, 99.98032837484675, 0.345544128665446, 0.5496657401884882, 0.5305730413293166, 100.00318071578586, 0.3899192218662361, 0.655932445761098, 0.3765024816220762, 99.93507531491314, 0.354258695402982, 0.7448761937052732, 0.3762497775371036, 100.05897327482211, 0.3432296954113195, 0.7498445249418131, 0.3603398217138958, 100.05957272193629, 0.365656279562442, 0.7342552833359437, 0.2641678364918907, 99.94551231229181, 0.4517727964464561, 0.7646891882322405, 0.1959065737033802, 100.00874280041725, 0.4295895210191661, 0.8809667705324264, 0.0823520294049268, 99.94445202177562, 0.5999113991355156, 0.8390072327448728, 0.0107632830190398, 300.0163355693936, 299.98994057037777, 300.0100190061466, 300.0139446888128, 299.9721470467209, 300.02283005533985, 300.0081271661098, 299.9816934197117, 299.95314361918633, 300.06324621589954, 300.1360029884079, 300.0132235118654, 299.9660223761126, 299.9476289513246, 300.05093912250373, 299.9467691352313, 300.05655023296305, 300.03995855741374, 299.9775326021478]|528.4583740234375000|      0.25000000|[919, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
