k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3861851095080144, 0.5040993235917224, 5.232072648976511, 5.550389588527924, 6.1042749747085185, 7.56074636045154]|169.5732987864039956|      2.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=0
       2|[-0.8669269398953372, 0.5975119175148293, 4.1973838935173164, 5.976797081207868, 5.023269648960486, 7.563502109675782]| 60.4449053594327879|      4.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       3|[-0.2150424639367948, 2.721493981674576, 3.1920682535637357, 5.005386283203531, 2.707368751423275, 9.498973984827575]| 15.8929531937143835|      8.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       4|[-0.2150424639367948, 2.721493981674576, 3.1920682535637357, 5.005386283203531, 2.707368751423275, 9.498973984827575]| 15.8929531937143835|      4.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[-0.2150424639367948, 2.721493981674576, 3.1920682535637357, 5.005386283203531, 2.707368751423275, 9.498973984827575]| 15.8929531937143835|      2.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[-0.2150424639367948, 2.721493981674576, 3.1920682535637357, 5.005386283203531, 2.707368751423275, 9.498973984827575]| 15.8929531937143835|      1.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[-0.9684462491957684, 2.6650175690813316, 2.675141183556534, 4.889684835632796, 2.3821830273401723, 9.705969094321501]|  4.8200829545430528|      2.00000000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       8|[-0.9684462491957684, 2.6650175690813316, 2.675141183556534, 4.889684835632796, 2.3821830273401723, 9.705969094321501]|  4.8200829545430528|      1.00000000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[-0.9684462491957684, 2.6650175690813316, 2.675141183556534, 4.889684835632796, 2.3821830273401723, 9.705969094321501]|  4.8200829545430528|      0.50000000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[-1.0460293515622112, 2.760112736860049, 2.3857967539580534, 4.740052127128834, 2.0233638788865704, 9.71471229747974]|  3.3007351453731451|      1.00000000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate success | actual_k=0
      11|[-1.0460293515622112, 2.760112736860049, 2.3857967539580534, 4.740052127128834, 2.0233638788865704, 9.71471229747974]|  3.3007351453731451|      0.50000000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[-1.0460293515622112, 2.760112736860049, 2.3857967539580534, 4.740052127128834, 2.0233638788865704, 9.71471229747974]|  3.3007351453731451|      0.25000000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[-0.8997625185387379, 2.872409120451487, 2.3906232069385536, 4.649815373491972, 1.8809108996801187, 9.708652747209179]|  2.5762947481757044|      0.50000000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      14|[-0.6814483459160927, 2.9126060961297813, 2.464904332039975, 4.295675345662056, 1.6212691696722739, 9.757401617547226]|  1.6721294758175953|      1.00000000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      15|[-0.6814483459160927, 2.9126060961297813, 2.464904332039975, 4.295675345662056, 1.6212691696722739, 9.757401617547226]|  1.6721294758175953|      0.50000000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[-0.6814483459160927, 2.9126060961297813, 2.464904332039975, 4.295675345662056, 1.6212691696722739, 9.757401617547226]|  1.6721294758175953|      0.25000000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[-0.7186530822382422, 3.005651007605565, 2.3791238369421372, 4.2382816785723, 1.4168839060498475, 9.763127846359831]|  1.2408826877285370|      0.50000000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      18|[-0.6753375065448675, 3.37863102304623, 2.2907122434977625, 4.211480597119941, 1.1175032245459435, 9.65898386571716]|  0.9201646858613601|      1.00000000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[-0.6753375065448675, 3.37863102304623, 2.2907122434977625, 4.211480597119941, 1.1175032245459435, 9.65898386571716]|  0.9201646858613601|      0.50000000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[-0.4706364227672595, 3.709516483003212, 2.5456818032827737, 4.305614771470232, 0.9884195393447962, 9.569100821116706]|  0.6417394736744221|      1.00000000|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
