k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5833154884241896, 0.0909488365263327]                                        |  0.5794726610183716|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.5833154884241896, 0.0909488365263327]                                        |  0.5794726610183716|      1.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.5833154884241896, 0.0909488365263327]                                        |  0.5794726610183716|      0.50000000|[19, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.1496123996909163, -0.1578515469605472]                                       |  0.0218917690217495|      1.00000000|[25, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[0.1496123996909163, -0.1578515469605472]                                       |  0.0218917690217495|      0.50000000|[31, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.1496123996909163, -0.1578515469605472]                                       |  0.0218917690217495|      0.25000000|[37, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.1496123996909163, -0.1578515469605472]                                       |  0.0218917690217495|      0.12500000|[43, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.1081604385131152, -0.0399247267943353]                                       |  0.0063247731886804|      0.25000000|[49, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       9|[0.1081604385131152, -0.0399247267943353]                                       |  0.0063247731886804|      0.12500000|[55, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.016749402541411, -0.0351779797242085]                                       |  0.0038913695607334|      0.25000000|[61, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
