k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=8
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       3|[99.97405490967901, 0.1019091684245165, 0.2734525740526402, 0.9345249693032578, 99.98654091652604, 0.0610478745725945, 0.1519789571677629, 0.7878137624052427, 99.98685454268197, -0.0302908395870834, 0.2735869246106422, 0.7969870709754708, 99.95402597854766, 0.200995975013335, 0.3147850356067948, 0.5896442834163048, 99.98252020387326, 0.1799610668324552, 0.4778144294096748, 0.2982849440876433, 100.02277664331646, 0.6040445483313265, 0.6224147895016213, 0.0440237750536505, 299.98971749722847, 300.0016812637024, 300.01515047608046, 300.00090448042494, 300.0011081590863]|426.3193873273567078|      0.50000000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       4|[99.97405490967901, 0.1019091684245165, 0.2734525740526402, 0.9345249693032578, 99.98654091652604, 0.0610478745725945, 0.1519789571677629, 0.7878137624052427, 99.98685454268197, -0.0302908395870834, 0.2735869246106422, 0.7969870709754708, 99.95402597854766, 0.200995975013335, 0.3147850356067948, 0.5896442834163048, 99.98252020387326, 0.1799610668324552, 0.4778144294096748, 0.2982849440876433, 100.02277664331646, 0.6040445483313265, 0.6224147895016213, 0.0440237750536505, 299.98971749722847, 300.0016812637024, 300.01515047608046, 300.00090448042494, 300.0011081590863]|426.3193873273567078|      0.25000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       5|[99.97405490967901, 0.1019091684245165, 0.2734525740526402, 0.9345249693032578, 99.98654091652604, 0.0610478745725945, 0.1519789571677629, 0.7878137624052427, 99.98685454268197, -0.0302908395870834, 0.2735869246106422, 0.7969870709754708, 99.95402597854766, 0.200995975013335, 0.3147850356067948, 0.5896442834163048, 99.98252020387326, 0.1799610668324552, 0.4778144294096748, 0.2982849440876433, 100.02277664331646, 0.6040445483313265, 0.6224147895016213, 0.0440237750536505, 299.98971749722847, 300.0016812637024, 300.01515047608046, 300.00090448042494, 300.0011081590863]|426.3193873273567078|      0.12500000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[99.96940519982627, 0.12262392257694, 0.2784217005899258, 0.9469749051569917, 99.98640180776289, 0.0746714940219636, 0.1549030806935416, 0.7780038468062259, 99.98827335808868, 0.0388086462358264, 0.3039630848962602, 0.8018814320932569, 99.93741142275205, 0.127120302502368, 0.2730429911892312, 0.5801830890710005, 99.98292580686369, 0.2053293813362994, 0.4904944397279892, 0.2990509331853682, 100.03253925841787, 0.6006842614776114, 0.6182639257736531, 0.0511353805028368, 299.989757470156, 299.9899762775141, 300.0176603922777, 300.00614485749634, 300.0173848399841]|291.6353213482839806|      0.25000000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       7|[99.96940519982627, 0.12262392257694, 0.2784217005899258, 0.9469749051569917, 99.98640180776289, 0.0746714940219636, 0.1549030806935416, 0.7780038468062259, 99.98827335808868, 0.0388086462358264, 0.3039630848962602, 0.8018814320932569, 99.93741142275205, 0.127120302502368, 0.2730429911892312, 0.5801830890710005, 99.98292580686369, 0.2053293813362994, 0.4904944397279892, 0.2990509331853682, 100.03253925841787, 0.6006842614776114, 0.6182639257736531, 0.0511353805028368, 299.989757470156, 299.9899762775141, 300.0176603922777, 300.00614485749634, 300.0173848399841]|291.6353213482839806|      0.12500000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       8|[99.96940519982627, 0.12262392257694, 0.2784217005899258, 0.9469749051569917, 99.98640180776289, 0.0746714940219636, 0.1549030806935416, 0.7780038468062259, 99.98827335808868, 0.0388086462358264, 0.3039630848962602, 0.8018814320932569, 99.93741142275205, 0.127120302502368, 0.2730429911892312, 0.5801830890710005, 99.98292580686369, 0.2053293813362994, 0.4904944397279892, 0.2990509331853682, 100.03253925841787, 0.6006842614776114, 0.6182639257736531, 0.0511353805028368, 299.989757470156, 299.9899762775141, 300.0176603922777, 300.00614485749634, 300.0173848399841]|291.6353213482839806|      0.06250000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       9|[99.96612710694848, 0.1229918738030565, 0.2766803054203601, 0.9490519959198388, 99.98401980096534, 0.1209074980860324, 0.1731745931856795, 0.7889928168145502, 99.99512492771417, 0.0236383509331439, 0.2886476030709201, 0.7857011052877213, 99.93325074326621, 0.1288390642387278, 0.2809287019463687, 0.5792844056270108, 99.9835813679451, 0.1948604303558783, 0.4781343524330089, 0.2941712375510812, 100.03077646515709, 0.6102812980933386, 0.6162129616356703, 0.0538875310145175, 299.9876147247262, 299.98689254330355, 300.0152590626455, 300.0101098358363, 300.01940389366547]|200.2364293997562754|      0.12500000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
      10|[99.97149923410781, 0.1557442440969814, 0.3042385222224545, 0.9901570496115719, 99.99114659907362, 0.1543820667762665, 0.1944207103086154, 0.7719172904477999, 99.98848007091601, 0.0497953302029486, 0.2922322433451235, 0.7547117593920784, 99.95158796823418, 0.1271640955069847, 0.3158600858127201, 0.5510579013933263, 99.98613199718906, 0.1593369719215602, 0.4698699907052909, 0.2757505359352662, 100.08648894466542, 0.5988895078007004, 0.5998576907741081, 0.0555467548014188, 300.0007179200722, 300.0055290794881, 300.02723674304883, 300.0077240071657, 300.0353534760456]|136.8089620820800008|      0.25000000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate success | actual_k=8
      11|[99.97149923410781, 0.1557442440969814, 0.3042385222224545, 0.9901570496115719, 99.99114659907362, 0.1543820667762665, 0.1944207103086154, 0.7719172904477999, 99.98848007091601, 0.0497953302029486, 0.2922322433451235, 0.7547117593920784, 99.95158796823418, 0.1271640955069847, 0.3158600858127201, 0.5510579013933263, 99.98613199718906, 0.1593369719215602, 0.4698699907052909, 0.2757505359352662, 100.08648894466542, 0.5988895078007004, 0.5998576907741081, 0.0555467548014188, 300.0007179200722, 300.0055290794881, 300.02723674304883, 300.0077240071657, 300.0353534760456]|136.8089620820800008|      0.12500000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      12|[99.97149923410781, 0.1557442440969814, 0.3042385222224545, 0.9901570496115719, 99.99114659907362, 0.1543820667762665, 0.1944207103086154, 0.7719172904477999, 99.98848007091601, 0.0497953302029486, 0.2922322433451235, 0.7547117593920784, 99.95158796823418, 0.1271640955069847, 0.3158600858127201, 0.5510579013933263, 99.98613199718906, 0.1593369719215602, 0.4698699907052909, 0.2757505359352662, 100.08648894466542, 0.5988895078007004, 0.5998576907741081, 0.0555467548014188, 300.0007179200722, 300.0055290794881, 300.02723674304883, 300.0077240071657, 300.0353534760456]|136.8089620820800008|      0.06250000|[684, 96, 12, 24]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      13|[99.97793961782698, 0.1744249555063231, 0.314920510809733, 1.0034954917551566, 99.99491596796389, 0.1799481259348978, 0.1988171820620424, 0.7818935895496192, 99.99141444542089, 0.0658312390895676, 0.305335268714836, 0.7444961841918862, 99.95811730565833, 0.095744559679687, 0.3000369385112336, 0.5424671733259998, 99.99668979903939, 0.1717412133369855, 0.4691793149557598, 0.2826666187961256, 100.08289172755367, 0.6021689644060916, 0.5924372751093451, 0.0540189654246544, 300.0048371214765, 300.00579376992494, 300.02158359112116, 300.01541277282894, 300.04155428342784]|110.1338901226157958|      0.12500000|[741, 104, 13, 26]                                                         |  | used linear model with 65 points | iterate success | actual_k=8
