k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3188650192115041, 0.4813551567827295, 5.317478659399192, 5.706139397470872, 6.283073997321925, 7.746091762316528]|171.5051926751141593|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[-1.2285849803166375, 0.7089816159610102, 4.4105266644458565, 5.781376970439988, 5.48582505074295, 8.045685149568165]| 68.0966267041963391|      4.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[-3.4145057868573083, 3.2795559650551698, 2.9430121853022646, 5.913212295097835, 5.2782547905088215, 6.496545701017993]| 11.9778902249354307|      8.00000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[-3.4145057868573083, 3.2795559650551698, 2.9430121853022646, 5.913212295097835, 5.2782547905088215, 6.496545701017993]| 11.9778902249354307|      4.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[-3.4145057868573083, 3.2795559650551698, 2.9430121853022646, 5.913212295097835, 5.2782547905088215, 6.496545701017993]| 11.9778902249354307|      2.00000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[-3.8214679908589435, 4.817358335744206, 2.202646230357896, 6.6196907919836026, 5.178811916178187, 5.854359486466863]|  3.0500903521757308|      4.00000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[-3.8214679908589435, 4.817358335744206, 2.202646230357896, 6.6196907919836026, 5.178811916178187, 5.854359486466863]|  3.0500903521757308|      2.00000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-3.6203942996828893, 5.502748129713728, 2.8242341465701, 6.45263077268447, 3.4415566299913882, 5.614622789179989]|  1.6002960247363809|      4.00000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[-3.6203942996828893, 5.502748129713728, 2.8242341465701, 6.45263077268447, 3.4415566299913882, 5.614622789179989]|  1.6002960247363809|      2.00000000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-3.6203942996828893, 5.502748129713728, 2.8242341465701, 6.45263077268447, 3.4415566299913882, 5.614622789179989]|  1.6002960247363809|      1.00000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-3.6203942996828893, 5.502748129713728, 2.8242341465701, 6.45263077268447, 3.4415566299913882, 5.614622789179989]|  1.6002960247363809|      0.50000000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
