k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.134020512720905, 1.643003740475534, 2.7063864924025873, 2.193084167812254, 0.7642063455394532]|6050.3657226562500000|      2.00000000|[7, 3, 0, 3]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | iterate success | actual_k=1
       2|[20.134020512720905, 1.643003740475534, 2.7063864924025873, 2.193084167812254, 0.7642063455394532]|6050.3657226562500000|      1.00000000|[15, 7, 0, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[20.134020512720905, 1.643003740475534, 2.7063864924025873, 2.193084167812254, 0.7642063455394532]|6050.3657226562500000|      0.50000000|[23, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[20.310299857961844, 1.7433601101579512, 3.0337067567108154, 2.492284393664507, 0.6537760013004527]|4583.1728515625000000|      1.00000000|[28, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[20.310299857961844, 1.7433601101579512, 3.0337067567108154, 2.492284393664507, 0.6537760013004527]|4583.1728515625000000|      0.50000000|[36, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[20.310299857961844, 1.7433601101579512, 3.0337067567108154, 2.492284393664507, 0.6537760013004527]|4583.1728515625000000|      0.25000000|[45, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[20.310299857961844, 1.7433601101579512, 3.0337067567108154, 2.492284393664507, 0.6537760013004527]|4583.1728515625000000|      0.12500000|[54, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[20.38588808506602, 1.7173577190604137, 2.97623827998206, 2.5280662115782233, 0.5855680012584912]|4531.9340820312500000|      0.25000000|[61, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
       9|[20.38588808506602, 1.7173577190604137, 2.97623827998206, 2.5280662115782233, 0.5855680012584912]|4531.9340820312500000|      0.12500000|[69, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[20.383141270930874, 1.820795124730055, 3.0360211111292554, 2.563949467875427, 0.5930888481507082]|4104.9619140625000000|      0.25000000|[74, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[20.383141270930874, 1.820795124730055, 3.0360211111292554, 2.563949467875427, 0.5930888481507082]|4104.9619140625000000|      0.12500000|[82, 38, 0, 38]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[20.383141270930874, 1.820795124730055, 3.0360211111292554, 2.563949467875427, 0.5930888481507082]|4104.9619140625000000|      0.06250000|[91, 42, 0, 42]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[20.395364372634482, 1.8673996593313669, 3.045715494171204, 2.557520007223396, 0.631161727113276]|4057.1450195312500000|      0.12500000|[95, 44, 0, 44]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[20.422743519011792, 1.9615902794930302, 3.0792172789909524, 2.556482773892643, 0.5613042724064244]|3614.0231933593750000|      0.25000000|[100, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[20.554658380137628, 2.1693347226770023, 3.0937956541513185, 2.5371901167658275, 0.5244806373468115]|3037.3769531250000000|      0.50000000|[105, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[20.554658380137628, 2.1693347226770023, 3.0937956541513185, 2.5371901167658275, 0.5244806373468115]|3037.3769531250000000|      0.25000000|[113, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
