k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.03125000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.01562500|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00781250|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00390625|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00195312|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00097656|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00048828|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00024414|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00012207|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00006104|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[2.29852814999e-05, 5.39208275219e-05, 1.000002743584409, 0.0500086804033271, 17.067946789176467, 8.000009375255178, 13642.30000852329]| 33.8253446506333049|      0.00012207|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[2.29852814999e-05, 5.39208275219e-05, 1.000002743584409, 0.0500086804033271, 17.067946789176467, 8.000009375255178, 13642.30000852329]| 33.8253446506333049|      0.00006104|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[2.29852814999e-05, 5.39208275219e-05, 1.000002743584409, 0.0500086804033271, 17.067946789176467, 8.000009375255178, 13642.30000852329]| 33.8253446506333049|      0.00003052|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[1.34175230592e-05, 3.18201504231e-05, 0.9999877777843719, 0.050003851526181, 17.067947348388913, 8.00001750280531, 13642.30000238508]| 27.5395279390210810|      0.00006104|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      19|[1.34175230592e-05, 3.18201504231e-05, 0.9999877777843719, 0.050003851526181, 17.067947348388913, 8.00001750280531, 13642.30000238508]| 27.5395279390210810|      0.00003052|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[1.34175230592e-05, 3.18201504231e-05, 0.9999877777843719, 0.050003851526181, 17.067947348388913, 8.00001750280531, 13642.30000238508]| 27.5395279390210810|      0.00001526|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[1.34175230592e-05, 3.18201504231e-05, 0.9999877777843719, 0.050003851526181, 17.067947348388913, 8.00001750280531, 13642.30000238508]| 27.5395279390210810|      0.00000763|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[1.34175230592e-05, 3.18201504231e-05, 0.9999877777843719, 0.050003851526181, 17.067947348388913, 8.00001750280531, 13642.30000238508]| 27.5395279390210810|      0.00000381|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[1.47633521524e-05, 2.97284313118e-05, 0.9999892242255863, 0.0500048691176064, 17.067947334204945, 8.000015285411454, 13642.300001818821]| 27.4944437989809956|      0.00000763|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
