k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[13, 4, 1, 5]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.25000000|[26, 8, 2, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.12500000|[39, 12, 3, 15]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.06250000|[52, 16, 4, 20]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.03125000|[65, 20, 5, 25]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.01562500|[78, 24, 6, 30]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00781250|[91, 28, 7, 35]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.00390625|[104, 32, 8, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[-0.0033706518138772, 0.0010504032333912, -0.0004837287298676, 8.8316689258e-06, 0.0002550055339393, -0.0001736514846094, 8.2718643043e-05, 0.0002265465046633, -0.0008674748607523, 0.0002201533939672, -0.0003777823786741, 5.53324722628e-05, 0.0005032866777938, 8.93551542012e-05, 0.9989051550606955]|2121.1468800777961405|      0.00781250|[117, 36, 9, 45]                                                           |  | used linear model with 17 points | iterate success | actual_k=1
      10|[-0.0033706518138772, 0.0010504032333912, -0.0004837287298676, 8.8316689258e-06, 0.0002550055339393, -0.0001736514846094, 8.2718643043e-05, 0.0002265465046633, -0.0008674748607523, 0.0002201533939672, -0.0003777823786741, 5.53324722628e-05, 0.0005032866777938, 8.93551542012e-05, 0.9989051550606955]|2121.1468800777961405|      0.00390625|[130, 40, 10, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-0.0033706518138772, 0.0010504032333912, -0.0004837287298676, 8.8316689258e-06, 0.0002550055339393, -0.0001736514846094, 8.2718643043e-05, 0.0002265465046633, -0.0008674748607523, 0.0002201533939672, -0.0003777823786741, 5.53324722628e-05, 0.0005032866777938, 8.93551542012e-05, 0.9989051550606955]|2121.1468800777961405|      0.00195312|[143, 44, 11, 55]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[-0.0020193998769138, 0.0016294100404916, -0.0006242006987647, -0.0004346007122367, 0.0005802365497044, 0.0003527340565158, -5.66992837401e-05, -0.0001379734029204, -0.00084070213692, -9.26407297241e-05, -0.000313223575789, 0.0007330512041264, 0.0001356444243056, -0.0002138903062737, 0.9985691688031031]|2119.1918738803474298|      0.00390625|[156, 48, 12, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      13|[-0.0020193998769138, 0.0016294100404916, -0.0006242006987647, -0.0004346007122367, 0.0005802365497044, 0.0003527340565158, -5.66992837401e-05, -0.0001379734029204, -0.00084070213692, -9.26407297241e-05, -0.000313223575789, 0.0007330512041264, 0.0001356444243056, -0.0002138903062737, 0.9985691688031031]|2119.1918738803474298|      0.00195312|[169, 52, 13, 65]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-0.0020193998769138, 0.0016294100404916, -0.0006242006987647, -0.0004346007122367, 0.0005802365497044, 0.0003527340565158, -5.66992837401e-05, -0.0001379734029204, -0.00084070213692, -9.26407297241e-05, -0.000313223575789, 0.0007330512041264, 0.0001356444243056, -0.0002138903062737, 0.9985691688031031]|2119.1918738803474298|      0.00097656|[182, 56, 14, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-0.002695138132632, 0.001464543759647, -0.0007843678820868, -0.0004068540706098, 0.0006638910089155, 0.0007047252474619, 0.0002969811467309, 0.0001331273584091, -0.0007334845053293, -1.23419178425e-05, -0.0002117747133185, 0.000697659517921, 1.96591821665e-05, -5.713219017e-06, 0.998735566691354]|2116.5754186196109004|      0.00195312|[195, 60, 15, 75]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-0.002695138132632, 0.001464543759647, -0.0007843678820868, -0.0004068540706098, 0.0006638910089155, 0.0007047252474619, 0.0002969811467309, 0.0001331273584091, -0.0007334845053293, -1.23419178425e-05, -0.0002117747133185, 0.000697659517921, 1.96591821665e-05, -5.713219017e-06, 0.998735566691354]|2116.5754186196109004|      0.00097656|[208, 64, 16, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-0.002695138132632, 0.001464543759647, -0.0007843678820868, -0.0004068540706098, 0.0006638910089155, 0.0007047252474619, 0.0002969811467309, 0.0001331273584091, -0.0007334845053293, -1.23419178425e-05, -0.0002117747133185, 0.000697659517921, 1.96591821665e-05, -5.713219017e-06, 0.998735566691354]|2116.5754186196109004|      0.00048828|[221, 68, 17, 85]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-0.0025747026591617, 0.0012583124478772, -0.0007728870591897, -0.0004298051155917, 0.0007924453569468, 0.0008513874916222, 0.00013751711713, -2.33875764828e-05, -0.0006757768262531, 0.0001250542015436, -0.0004575652812779, 0.0007472358130777, -3.3932902204e-05, 2.4898631599e-06, 0.998804444423794]|2116.1672340341583549|      0.00097656|[234, 72, 18, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[-0.0025747026591617, 0.0012583124478772, -0.0007728870591897, -0.0004298051155917, 0.0007924453569468, 0.0008513874916222, 0.00013751711713, -2.33875764828e-05, -0.0006757768262531, 0.0001250542015436, -0.0004575652812779, 0.0007472358130777, -3.3932902204e-05, 2.4898631599e-06, 0.998804444423794]|2116.1672340341583549|      0.00048828|[247, 76, 19, 95]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-0.0024602531638572, 0.0011270261616171, -0.0008142684304476, -0.0005469324080252, 0.0008721781376273, 0.0011658183647693, 0.0002409371778528, -9.90308888556e-05, -0.0005868733101836, 0.0001233531745511, -0.000408551940143, 0.0007954543041423, 8.32168421628e-05, -0.0001373485749812, 0.9986460210601847]|2115.7891358358815523|      0.00097656|[260, 80, 20, 100]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-0.0024602531638572, 0.0011270261616171, -0.0008142684304476, -0.0005469324080252, 0.0008721781376273, 0.0011658183647693, 0.0002409371778528, -9.90308888556e-05, -0.0005868733101836, 0.0001233531745511, -0.000408551940143, 0.0007954543041423, 8.32168421628e-05, -0.0001373485749812, 0.9986460210601847]|2115.7891358358815523|      0.00048828|[273, 84, 21, 105]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-0.0026809569576453, 0.0011168333593478, -0.0008893360528529, -0.0004909946669112, 0.0009664188899894, 0.0013744861450608, 0.0001765709072659, -2.77626959534e-05, -0.0004121805796441, 0.000194819716123, -0.0006013221820278, 0.0007587786861078, 0.0002201473211591, -1.25858124489e-05, 0.9985423464651522]|2115.7008688846667610|      0.00097656|[286, 88, 22, 110]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      23|[-0.0026809569576453, 0.0011168333593478, -0.0008893360528529, -0.0004909946669112, 0.0009664188899894, 0.0013744861450608, 0.0001765709072659, -2.77626959534e-05, -0.0004121805796441, 0.000194819716123, -0.0006013221820278, 0.0007587786861078, 0.0002201473211591, -1.25858124489e-05, 0.9985423464651522]|2115.7008688846667610|      0.00048828|[299, 92, 23, 115]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-0.0026809569576453, 0.0011168333593478, -0.0008893360528529, -0.0004909946669112, 0.0009664188899894, 0.0013744861450608, 0.0001765709072659, -2.77626959534e-05, -0.0004121805796441, 0.000194819716123, -0.0006013221820278, 0.0007587786861078, 0.0002201473211591, -1.25858124489e-05, 0.9985423464651522]|2115.7008688846667610|      0.00024414|[312, 96, 24, 120]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-0.0025278835603618, 0.0010151199990741, -0.000861742337517, -0.0004042887631828, 0.0008740135183967, 0.0014061995541965, 0.0001589252197418, -3.44230116494e-05, -0.000438847424279, 0.0002268331788511, -0.0006499311065129, 0.0007859833762146, 0.0002159988488356, 3.34890898053e-05, 0.9985164812251575]|2115.5813720248802383|      0.00048828|[325, 100, 25, 125]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
      26|[-0.002553161690775, 0.0008214452901308, -0.0007094054942174, -0.0003714242951072, 0.0005876114921484, 0.001612461058761, 3.21539031173e-05, -9.5251738252e-06, -0.0005711427845204, 0.0003127884567585, -0.0006039875862207, 0.0007275420963182, 0.0001722004981108, -1.33319259499e-05, 0.9985025079698667]|2115.4475671716568286|      0.00097656|[338, 104, 26, 130]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-0.002553161690775, 0.0008214452901308, -0.0007094054942174, -0.0003714242951072, 0.0005876114921484, 0.001612461058761, 3.21539031173e-05, -9.5251738252e-06, -0.0005711427845204, 0.0003127884567585, -0.0006039875862207, 0.0007275420963182, 0.0001722004981108, -1.33319259499e-05, 0.9985025079698667]|2115.4475671716568286|      0.00048828|[351, 108, 27, 135]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-0.002553161690775, 0.0008214452901308, -0.0007094054942174, -0.0003714242951072, 0.0005876114921484, 0.001612461058761, 3.21539031173e-05, -9.5251738252e-06, -0.0005711427845204, 0.0003127884567585, -0.0006039875862207, 0.0007275420963182, 0.0001722004981108, -1.33319259499e-05, 0.9985025079698667]|2115.4475671716568286|      0.00024414|[364, 112, 28, 140]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-0.002553161690775, 0.0008214452901308, -0.0007094054942174, -0.0003714242951072, 0.0005876114921484, 0.001612461058761, 3.21539031173e-05, -9.5251738252e-06, -0.0005711427845204, 0.0003127884567585, -0.0006039875862207, 0.0007275420963182, 0.0001722004981108, -1.33319259499e-05, 0.9985025079698667]|2115.4475671716568286|      0.00012207|[377, 116, 29, 145]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-0.0025142563478049, 0.0007650611027669, -0.0007394040159714, -0.0003613046601384, 0.0005603318387826, 0.0015912224294055, 2.82057903014e-05, -4.99034265705e-05, -0.0005862419622067, 0.0003129157247979, -0.000636472449171, 0.0006958048586232, 0.0001414358424934, -6.91074364274e-05, 0.9984983970966812]|2115.4000002193656655|      0.00024414|[390, 120, 30, 150]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
