k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0, 2.0, 2.0]                                                            |2648.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      1.00000000|[13, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      0.50000000|[21, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      0.25000000|[29, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      0.12500000|[38, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      0.06250000|[47, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      0.03125000|[56, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.026132159268514, 2.739248546225296, 2.4413535979553544, 1.492027856346812]   | 11.3736495971679688|      0.01562500|[64, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.021894641775337, 2.7456006409966847, 2.428268975393821, 1.4958524628536987]  | 10.9556760787963867|      0.03125000|[70, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | iterate success | actual_k=1
      10|[2.021894641775337, 2.7456006409966847, 2.428268975393821, 1.4958524628536987]  | 10.9556760787963867|      0.01562500|[78, 38, 0, 38]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[2.021894641775337, 2.7456006409966847, 2.428268975393821, 1.4958524628536987]  | 10.9556760787963867|      0.00781250|[87, 42, 0, 42]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
