k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[87, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.9700418051896696, 0.0373870222984244, 0.0127738997151776, -0.0091827055760691, 0.3205888127362668, 0.1486929587443542, 0.7904575499924695, -0.0160068084551124, 0.2017358179350864, -0.0313532010116969, 2.772710289660465, -0.0306650287189527, 0.8075814056304578, -0.1200730053554745, 2.255365448258377, -0.0441443611306035, 14.346119472446988, 0.0424816717806579, 12.151148006942528, 0.044368210688342, 0.4207714131601094, -0.0703012677098779, 0.2581353666562728, 0.0899572180664913, 1.1886723429551753, 0.0336004187025629, 0.1532540063499176, -0.0032823736255838, 0.1415069353418074, 0.0704533106171953, 3.749750629332406, -0.0391964768675311, 0.8727075624970462, 0.0748308722571954, 0.1883585672592027, 0.0473284348436719, 0.3600422619316321, 0.10018531052574, 0.9492684267961912, -0.0376944924742825, 0.1200259051438415, -0.0090253929339446, 2.073125115869997, 0.0301372881931645, 1.9240894501055799, -0.0291286116687729, 1.382469137172022, 0.1718711793090933, 0.5339742298834096, -0.0366938995426148, 0.4601197029685974, -0.0075152729917869, 0.4323930170009255, -0.0550156096292822, 0.7379687330590541, 0.0280671232490103, 0.4453994267673675, 0.062348253494851, 0.4732365374537225, -0.0328809768170392, 1.0526597692309634, 0.0415657563354209, -0.0992703980175216, 0.0696482820417214, 0.1756081139643831, -0.006164729416934]|1586309.2500000000000000|      1.00000000|[117, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.9700418051896696, 0.0373870222984244, 0.0127738997151776, -0.0091827055760691, 0.3205888127362668, 0.1486929587443542, 0.7904575499924695, -0.0160068084551124, 0.2017358179350864, -0.0313532010116969, 2.772710289660465, -0.0306650287189527, 0.8075814056304578, -0.1200730053554745, 2.255365448258377, -0.0441443611306035, 14.346119472446988, 0.0424816717806579, 12.151148006942528, 0.044368210688342, 0.4207714131601094, -0.0703012677098779, 0.2581353666562728, 0.0899572180664913, 1.1886723429551753, 0.0336004187025629, 0.1532540063499176, -0.0032823736255838, 0.1415069353418074, 0.0704533106171953, 3.749750629332406, -0.0391964768675311, 0.8727075624970462, 0.0748308722571954, 0.1883585672592027, 0.0473284348436719, 0.3600422619316321, 0.10018531052574, 0.9492684267961912, -0.0376944924742825, 0.1200259051438415, -0.0090253929339446, 2.073125115869997, 0.0301372881931645, 1.9240894501055799, -0.0291286116687729, 1.382469137172022, 0.1718711793090933, 0.5339742298834096, -0.0366938995426148, 0.4601197029685974, -0.0075152729917869, 0.4323930170009255, -0.0550156096292822, 0.7379687330590541, 0.0280671232490103, 0.4453994267673675, 0.062348253494851, 0.4732365374537225, -0.0328809768170392, 1.0526597692309634, 0.0415657563354209, -0.0992703980175216, 0.0696482820417214, 0.1756081139643831, -0.006164729416934]|1586309.2500000000000000|      0.50000000|[203, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.9700418051896696, 0.0373870222984244, 0.0127738997151776, -0.0091827055760691, 0.3205888127362668, 0.1486929587443542, 0.7904575499924695, -0.0160068084551124, 0.2017358179350864, -0.0313532010116969, 2.772710289660465, -0.0306650287189527, 0.8075814056304578, -0.1200730053554745, 2.255365448258377, -0.0441443611306035, 14.346119472446988, 0.0424816717806579, 12.151148006942528, 0.044368210688342, 0.4207714131601094, -0.0703012677098779, 0.2581353666562728, 0.0899572180664913, 1.1886723429551753, 0.0336004187025629, 0.1532540063499176, -0.0032823736255838, 0.1415069353418074, 0.0704533106171953, 3.749750629332406, -0.0391964768675311, 0.8727075624970462, 0.0748308722571954, 0.1883585672592027, 0.0473284348436719, 0.3600422619316321, 0.10018531052574, 0.9492684267961912, -0.0376944924742825, 0.1200259051438415, -0.0090253929339446, 2.073125115869997, 0.0301372881931645, 1.9240894501055799, -0.0291286116687729, 1.382469137172022, 0.1718711793090933, 0.5339742298834096, -0.0366938995426148, 0.4601197029685974, -0.0075152729917869, 0.4323930170009255, -0.0550156096292822, 0.7379687330590541, 0.0280671232490103, 0.4453994267673675, 0.062348253494851, 0.4732365374537225, -0.0328809768170392, 1.0526597692309634, 0.0415657563354209, -0.0992703980175216, 0.0696482820417214, 0.1756081139643831, -0.006164729416934]|1586309.2500000000000000|      0.25000000|[289, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.9700418051896696, 0.0373870222984244, 0.0127738997151776, -0.0091827055760691, 0.3205888127362668, 0.1486929587443542, 0.7904575499924695, -0.0160068084551124, 0.2017358179350864, -0.0313532010116969, 2.772710289660465, -0.0306650287189527, 0.8075814056304578, -0.1200730053554745, 2.255365448258377, -0.0441443611306035, 14.346119472446988, 0.0424816717806579, 12.151148006942528, 0.044368210688342, 0.4207714131601094, -0.0703012677098779, 0.2581353666562728, 0.0899572180664913, 1.1886723429551753, 0.0336004187025629, 0.1532540063499176, -0.0032823736255838, 0.1415069353418074, 0.0704533106171953, 3.749750629332406, -0.0391964768675311, 0.8727075624970462, 0.0748308722571954, 0.1883585672592027, 0.0473284348436719, 0.3600422619316321, 0.10018531052574, 0.9492684267961912, -0.0376944924742825, 0.1200259051438415, -0.0090253929339446, 2.073125115869997, 0.0301372881931645, 1.9240894501055799, -0.0291286116687729, 1.382469137172022, 0.1718711793090933, 0.5339742298834096, -0.0366938995426148, 0.4601197029685974, -0.0075152729917869, 0.4323930170009255, -0.0550156096292822, 0.7379687330590541, 0.0280671232490103, 0.4453994267673675, 0.062348253494851, 0.4732365374537225, -0.0328809768170392, 1.0526597692309634, 0.0415657563354209, -0.0992703980175216, 0.0696482820417214, 0.1756081139643831, -0.006164729416934]|1586309.2500000000000000|      0.12500000|[375, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.9859726944449408, 0.0456066182154502, 0.0377372006960386, 0.0084418323078302, 0.3198485812484265, 0.1554758867528793, 0.799076714856536, -0.0237687171574116, 0.1835698614589534, -0.0302485501203961, 2.761475772170251, -0.0045496291901737, 0.7969728172252644, -0.1230326009441023, 2.2646136585201204, -0.0578708392278158, 14.32936193851828, 0.0989805695788978, 12.11949931108246, 0.0740817315158124, 0.4110204320900591, -0.0718187921322222, 0.2746152980729157, 0.0738902950543155, 1.184636446551089, 0.0404763047009907, 0.1538553127773524, -0.023868092344834, 0.1324743307087703, 0.0704507242004602, 3.7430439645410334, -0.0455055207834484, 0.8812224405422465, 0.0829373885106572, 0.1996358583874989, 0.0455997803532825, 0.3504402796056962, 0.1162682197719515, 0.9525149213362675, -0.0595028449186832, 0.1058010189906484, -0.0037971752437311, 2.107485378707025, 0.0244396036471148, 1.930975171184331, -0.0485357043941857, 1.376431816813286, 0.1570207299238353, 0.5507334536426678, -0.044546297321602, 0.4657921733039034, -0.012966616807, 0.4424082848389851, -0.0237889732625512, 0.7288319883223054, 0.0341202995876071, 0.4469450423996697, 0.0695616703620957, 0.466076876258574, -0.0448681202800858, 1.0712429115738047, 0.0391810678165073, -0.0899720285643244, 0.0769786777916165, 0.1870557029185738, -0.0239021420206295]|1240705.2500000000000000|      0.25000000|[447, 0, 0, 31]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | iterate success | actual_k=0
       7|[0.9965913978206489, 0.0567319441257742, 0.0355013558687471, 0.0259921734807047, 0.3082600547250542, 0.2098547008315503, 0.8411191191769254, 0.0120004346276879, 0.1863504617477121, 0.0049636186481694, 2.7569659301392564, 0.0230188646390972, 0.8111245369462555, -0.0992383800404884, 2.268016718698629, -0.0436280137569929, 14.341551740518096, 0.1488926246691789, 12.104196340550828, 0.1721783555462652, 0.3928273930956042, -0.1150767227869656, 0.289167844366679, 0.0724552878625655, 1.209836652382942, 0.0798323871569777, 0.145109773089883, 0.0371880521824141, 0.1543875132137128, 0.0681751301367369, 3.755827402646048, -0.0226403173465865, 0.8775150903409425, 0.0894656275139013, 0.2123113834866385, 0.0908561735057574, 0.3261059320320017, 0.1318746375898579, 0.9679567916858942, -0.0156146271785672, 0.0050504343034919, -0.0208374078099151, 2.064452715690643, 0.0345353736604881, 1.9406237902520693, -0.0469970290439319, 1.388664007208093, 0.1868112817382662, 0.5484000315385513, -0.0768365105709564, 0.4690995538868049, 0.0118326097519552, 0.4487285107972972, -0.0109509807151897, 0.7182754269875893, 0.0085589215449577, 0.4871953282507658, 0.1115187326179053, 0.4684320802327714, -0.052683314435705, 1.026827958526374, 0.0564905462175338, -0.0706007995569206, 0.0415255890384202, 0.2181445418150743, -0.0551393439691324]|851234.9375000000000000|      0.50000000|[477, 0, 0, 33]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[0.9965913978206489, 0.0567319441257742, 0.0355013558687471, 0.0259921734807047, 0.3082600547250542, 0.2098547008315503, 0.8411191191769254, 0.0120004346276879, 0.1863504617477121, 0.0049636186481694, 2.7569659301392564, 0.0230188646390972, 0.8111245369462555, -0.0992383800404884, 2.268016718698629, -0.0436280137569929, 14.341551740518096, 0.1488926246691789, 12.104196340550828, 0.1721783555462652, 0.3928273930956042, -0.1150767227869656, 0.289167844366679, 0.0724552878625655, 1.209836652382942, 0.0798323871569777, 0.145109773089883, 0.0371880521824141, 0.1543875132137128, 0.0681751301367369, 3.755827402646048, -0.0226403173465865, 0.8775150903409425, 0.0894656275139013, 0.2123113834866385, 0.0908561735057574, 0.3261059320320017, 0.1318746375898579, 0.9679567916858942, -0.0156146271785672, 0.0050504343034919, -0.0208374078099151, 2.064452715690643, 0.0345353736604881, 1.9406237902520693, -0.0469970290439319, 1.388664007208093, 0.1868112817382662, 0.5484000315385513, -0.0768365105709564, 0.4690995538868049, 0.0118326097519552, 0.4487285107972972, -0.0109509807151897, 0.7182754269875893, 0.0085589215449577, 0.4871953282507658, 0.1115187326179053, 0.4684320802327714, -0.052683314435705, 1.026827958526374, 0.0564905462175338, -0.0706007995569206, 0.0415255890384202, 0.2181445418150743, -0.0551393439691324]|851234.9375000000000000|      0.25000000|[563, 0, 0, 39]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.9965913978206489, 0.0567319441257742, 0.0355013558687471, 0.0259921734807047, 0.3082600547250542, 0.2098547008315503, 0.8411191191769254, 0.0120004346276879, 0.1863504617477121, 0.0049636186481694, 2.7569659301392564, 0.0230188646390972, 0.8111245369462555, -0.0992383800404884, 2.268016718698629, -0.0436280137569929, 14.341551740518096, 0.1488926246691789, 12.104196340550828, 0.1721783555462652, 0.3928273930956042, -0.1150767227869656, 0.289167844366679, 0.0724552878625655, 1.209836652382942, 0.0798323871569777, 0.145109773089883, 0.0371880521824141, 0.1543875132137128, 0.0681751301367369, 3.755827402646048, -0.0226403173465865, 0.8775150903409425, 0.0894656275139013, 0.2123113834866385, 0.0908561735057574, 0.3261059320320017, 0.1318746375898579, 0.9679567916858942, -0.0156146271785672, 0.0050504343034919, -0.0208374078099151, 2.064452715690643, 0.0345353736604881, 1.9406237902520693, -0.0469970290439319, 1.388664007208093, 0.1868112817382662, 0.5484000315385513, -0.0768365105709564, 0.4690995538868049, 0.0118326097519552, 0.4487285107972972, -0.0109509807151897, 0.7182754269875893, 0.0085589215449577, 0.4871953282507658, 0.1115187326179053, 0.4684320802327714, -0.052683314435705, 1.026827958526374, 0.0564905462175338, -0.0706007995569206, 0.0415255890384202, 0.2181445418150743, -0.0551393439691324]|851234.9375000000000000|      0.12500000|[649, 0, 0, 45]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.9965913978206489, 0.0567319441257742, 0.0355013558687471, 0.0259921734807047, 0.3082600547250542, 0.2098547008315503, 0.8411191191769254, 0.0120004346276879, 0.1863504617477121, 0.0049636186481694, 2.7569659301392564, 0.0230188646390972, 0.8111245369462555, -0.0992383800404884, 2.268016718698629, -0.0436280137569929, 14.341551740518096, 0.1488926246691789, 12.104196340550828, 0.1721783555462652, 0.3928273930956042, -0.1150767227869656, 0.289167844366679, 0.0724552878625655, 1.209836652382942, 0.0798323871569777, 0.145109773089883, 0.0371880521824141, 0.1543875132137128, 0.0681751301367369, 3.755827402646048, -0.0226403173465865, 0.8775150903409425, 0.0894656275139013, 0.2123113834866385, 0.0908561735057574, 0.3261059320320017, 0.1318746375898579, 0.9679567916858942, -0.0156146271785672, 0.0050504343034919, -0.0208374078099151, 2.064452715690643, 0.0345353736604881, 1.9406237902520693, -0.0469970290439319, 1.388664007208093, 0.1868112817382662, 0.5484000315385513, -0.0768365105709564, 0.4690995538868049, 0.0118326097519552, 0.4487285107972972, -0.0109509807151897, 0.7182754269875893, 0.0085589215449577, 0.4871953282507658, 0.1115187326179053, 0.4684320802327714, -0.052683314435705, 1.026827958526374, 0.0564905462175338, -0.0706007995569206, 0.0415255890384202, 0.2181445418150743, -0.0551393439691324]|851234.9375000000000000|      0.06250000|[735, 0, 0, 51]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
