k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]                              |  2.9665404653292509|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.1302399226670609, 0.1757605725170938, 0.1527249100841425, 0.0686697385322282, 0.0070527912221944, 0.0137626879104443, 0.173421490291632, -0.0068883818062971, -0.0141322674363689, 0.0214741583046938]|  1.4281754803727535|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[0.1302399226670609, 0.1757605725170938, 0.1527249100841425, 0.0686697385322282, 0.0070527912221944, 0.0137626879104443, 0.173421490291632, -0.0068883818062971, -0.0141322674363689, 0.0214741583046938]|  1.4281754803727535|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.1302399226670609, 0.1757605725170938, 0.1527249100841425, 0.0686697385322282, 0.0070527912221944, 0.0137626879104443, 0.173421490291632, -0.0068883818062971, -0.0141322674363689, 0.0214741583046938]|  1.4281754803727535|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.1302399226670609, 0.1757605725170938, 0.1527249100841425, 0.0686697385322282, 0.0070527912221944, 0.0137626879104443, 0.173421490291632, -0.0068883818062971, -0.0141322674363689, 0.0214741583046938]|  1.4281754803727535|      0.06250000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.1322266310940881, 0.1679951152640185, 0.1338147947876819, 0.0690439879645788, 0.0066965119997531, 0.0094634508159377, 0.1216578770325286, -0.0138381742173647, -0.0062331476631155, -0.0045160398524443]|  0.8496759016132248|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[0.1322266310940881, 0.1679951152640185, 0.1338147947876819, 0.0690439879645788, 0.0066965119997531, 0.0094634508159377, 0.1216578770325286, -0.0138381742173647, -0.0062331476631155, -0.0045160398524443]|  0.8496759016132248|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.1322266310940881, 0.1679951152640185, 0.1338147947876819, 0.0690439879645788, 0.0066965119997531, 0.0094634508159377, 0.1216578770325286, -0.0138381742173647, -0.0062331476631155, -0.0045160398524443]|  0.8496759016132248|      0.03125000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.1291877329646718, 0.163242899536481, 0.1320209959459412, 0.0613266497023718, 0.0103489953652549, 0.0009313465898772, 0.0942695033104047, -0.0110904326714563, -0.0025867923299912, 0.0004701988581624]|  0.5971330617197205|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[0.1291877329646718, 0.163242899536481, 0.1320209959459412, 0.0613266497023718, 0.0103489953652549, 0.0009313465898772, 0.0942695033104047, -0.0110904326714563, -0.0025867923299912, 0.0004701988581624]|  0.5971330617197205|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
