k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[107.46987963399535, 0.0942782954860439, 0.9101303014051613, 102.39995283640125, 0.1819701369943514, 0.8172283627899214, 97.43965926644509, 0.283450252622347, 0.7163878090097657, 96.3001620776683, 0.3057398947112134, 0.6944282912569167, 93.99039228257584, 0.3564346488746039, 0.6433794426469108, 89.71894886838885, 0.4681538089550699, 0.5323677405693077, 83.71002035351023, 0.6576735266602542, 0.3423635854057105, 78.30975379029529, 0.8761742511828616, 0.1229353195205083, 886.3698265170829, 910.0106285733987, 922.5199940396919, 926.4594830549555, 935.5595928154479, 952.8293287797533, 975.730347644825]|  0.6767519227700964|      0.00781250|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
      10|[107.46987963399535, 0.0942782954860439, 0.9101303014051613, 102.39995283640125, 0.1819701369943514, 0.8172283627899214, 97.43965926644509, 0.283450252622347, 0.7163878090097657, 96.3001620776683, 0.3057398947112134, 0.6944282912569167, 93.99039228257584, 0.3564346488746039, 0.6433794426469108, 89.71894886838885, 0.4681538089550699, 0.5323677405693077, 83.71002035351023, 0.6576735266602542, 0.3423635854057105, 78.30975379029529, 0.8761742511828616, 0.1229353195205083, 886.3698265170829, 910.0106285733987, 922.5199940396919, 926.4594830549555, 935.5595928154479, 952.8293287797533, 975.730347644825]|  0.6767519227700964|      0.00390625|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[107.46987963399535, 0.0942782954860439, 0.9101303014051613, 102.39995283640125, 0.1819701369943514, 0.8172283627899214, 97.43965926644509, 0.283450252622347, 0.7163878090097657, 96.3001620776683, 0.3057398947112134, 0.6944282912569167, 93.99039228257584, 0.3564346488746039, 0.6433794426469108, 89.71894886838885, 0.4681538089550699, 0.5323677405693077, 83.71002035351023, 0.6576735266602542, 0.3423635854057105, 78.30975379029529, 0.8761742511828616, 0.1229353195205083, 886.3698265170829, 910.0106285733987, 922.5199940396919, 926.4594830549555, 935.5595928154479, 952.8293287797533, 975.730347644825]|  0.6767519227700964|      0.00195312|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
