k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       3|[0.0371301860592524, 0.0747882805162968, -0.0142987548039017, -0.0120174753041227, -0.0165837635160302, -0.0028404215771094, 0.0020892732721566, -0.0098712819756526, -0.0134472628710675, -0.0120304529294399, 0.0008625178577664, -0.0042452745465427, -0.0143680667660246, -0.0083776379311905, -0.0002438438616772, -0.0115168588866486, -0.0068543735129562, -0.0023434207710906, -0.0050457775161009, -0.0112776544706508, -0.0193879116652109, -0.0168626525310435, -0.0108892022969548, -0.0120102804779096, -0.0146615197613478, -0.0147868726317547, -0.0073992432489115, -0.0205828895128453, -0.001999409877708, -0.0142327656962235, 0.0955288039244264, 0.0167325178430041, -0.0728581812253571, -0.0141127456247763, 0.0900461322546045, -0.008974541131313, -0.0174393032145019, -0.0078377567838095, -0.0152229952067641, 0.07285675442116, 0.0153962513872491, -0.054439601923873, -0.0100987251734658, 0.0665103282311858, -0.0049810546494124, -0.0158700718476926, -0.0256604695903098, -0.0216806113161219, 0.0758542969409644, 0.0132667601088026, -0.0543177983721002, -0.0167511193718892, 0.061172681480845, -0.0160152795028337, -0.0129361341954453, -0.0095050532560353, -0.0154183363863113]|30302.8756992214293859|      0.50000000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate success | actual_k=0
       4|[0.0371301860592524, 0.0747882805162968, -0.0142987548039017, -0.0120174753041227, -0.0165837635160302, -0.0028404215771094, 0.0020892732721566, -0.0098712819756526, -0.0134472628710675, -0.0120304529294399, 0.0008625178577664, -0.0042452745465427, -0.0143680667660246, -0.0083776379311905, -0.0002438438616772, -0.0115168588866486, -0.0068543735129562, -0.0023434207710906, -0.0050457775161009, -0.0112776544706508, -0.0193879116652109, -0.0168626525310435, -0.0108892022969548, -0.0120102804779096, -0.0146615197613478, -0.0147868726317547, -0.0073992432489115, -0.0205828895128453, -0.001999409877708, -0.0142327656962235, 0.0955288039244264, 0.0167325178430041, -0.0728581812253571, -0.0141127456247763, 0.0900461322546045, -0.008974541131313, -0.0174393032145019, -0.0078377567838095, -0.0152229952067641, 0.07285675442116, 0.0153962513872491, -0.054439601923873, -0.0100987251734658, 0.0665103282311858, -0.0049810546494124, -0.0158700718476926, -0.0256604695903098, -0.0216806113161219, 0.0758542969409644, 0.0132667601088026, -0.0543177983721002, -0.0167511193718892, 0.061172681480845, -0.0160152795028337, -0.0129361341954453, -0.0095050532560353, -0.0154183363863113]|30302.8756992214293859|      0.25000000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       5|[0.0371301860592524, 0.0747882805162968, -0.0142987548039017, -0.0120174753041227, -0.0165837635160302, -0.0028404215771094, 0.0020892732721566, -0.0098712819756526, -0.0134472628710675, -0.0120304529294399, 0.0008625178577664, -0.0042452745465427, -0.0143680667660246, -0.0083776379311905, -0.0002438438616772, -0.0115168588866486, -0.0068543735129562, -0.0023434207710906, -0.0050457775161009, -0.0112776544706508, -0.0193879116652109, -0.0168626525310435, -0.0108892022969548, -0.0120102804779096, -0.0146615197613478, -0.0147868726317547, -0.0073992432489115, -0.0205828895128453, -0.001999409877708, -0.0142327656962235, 0.0955288039244264, 0.0167325178430041, -0.0728581812253571, -0.0141127456247763, 0.0900461322546045, -0.008974541131313, -0.0174393032145019, -0.0078377567838095, -0.0152229952067641, 0.07285675442116, 0.0153962513872491, -0.054439601923873, -0.0100987251734658, 0.0665103282311858, -0.0049810546494124, -0.0158700718476926, -0.0256604695903098, -0.0216806113161219, 0.0758542969409644, 0.0132667601088026, -0.0543177983721002, -0.0167511193718892, 0.061172681480845, -0.0160152795028337, -0.0129361341954453, -0.0095050532560353, -0.0154183363863113]|30302.8756992214293859|      0.12500000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       6|[0.014163363203009, 0.0891324141068882, 8.78368888601e-05, -0.0173809100021817, 0.0156385397742047, 0.0098877137230106, -0.0150522500655553, -0.0184173534209793, -0.0050461313784887, -0.0052163038883591, 0.0087527062685599, -0.0074050519352218, -0.0210106537999541, -0.0037681263279577, 0.0023193984130384, -0.0178298095263985, -0.0115327737495489, -0.0046574620478536, -0.0080556764925302, -0.0115733503677917, -0.021152233611315, -0.0200112487398457, 0.0062378078732245, -0.0088309207844028, -0.029567162313138, -0.0218110955221585, -0.0045143686279316, -0.0203001039543929, -0.0029436797916818, -0.0159934483531111, 0.1236874179558955, 0.02294283253428, -0.0870456196595212, -0.0115729296250525, 0.1166647304494674, -0.0025441070482742, -0.0154980310051884, -0.0053194706860186, -0.0132099839428128, 0.1150948484004012, 0.040983106826754, -0.0628818980878168, -0.0063636769385391, 0.1090135271913274, 0.0048581267910809, -0.0047363914934078, -0.0168269044512832, -0.0138542332236193, 0.119341313120489, 0.0398857661399889, -0.0574919755401899, -0.0048937429445923, 0.1062693002032429, -0.0019373452194611, 0.0041010262692787, 0.0036277972683445, -0.0008493131670428]|8145.4577182193679619|      0.25000000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       7|[0.014163363203009, 0.0891324141068882, 8.78368888601e-05, -0.0173809100021817, 0.0156385397742047, 0.0098877137230106, -0.0150522500655553, -0.0184173534209793, -0.0050461313784887, -0.0052163038883591, 0.0087527062685599, -0.0074050519352218, -0.0210106537999541, -0.0037681263279577, 0.0023193984130384, -0.0178298095263985, -0.0115327737495489, -0.0046574620478536, -0.0080556764925302, -0.0115733503677917, -0.021152233611315, -0.0200112487398457, 0.0062378078732245, -0.0088309207844028, -0.029567162313138, -0.0218110955221585, -0.0045143686279316, -0.0203001039543929, -0.0029436797916818, -0.0159934483531111, 0.1236874179558955, 0.02294283253428, -0.0870456196595212, -0.0115729296250525, 0.1166647304494674, -0.0025441070482742, -0.0154980310051884, -0.0053194706860186, -0.0132099839428128, 0.1150948484004012, 0.040983106826754, -0.0628818980878168, -0.0063636769385391, 0.1090135271913274, 0.0048581267910809, -0.0047363914934078, -0.0168269044512832, -0.0138542332236193, 0.119341313120489, 0.0398857661399889, -0.0574919755401899, -0.0048937429445923, 0.1062693002032429, -0.0019373452194611, 0.0041010262692787, 0.0036277972683445, -0.0008493131670428]|8145.4577182193679619|      0.12500000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       8|[0.014163363203009, 0.0891324141068882, 8.78368888601e-05, -0.0173809100021817, 0.0156385397742047, 0.0098877137230106, -0.0150522500655553, -0.0184173534209793, -0.0050461313784887, -0.0052163038883591, 0.0087527062685599, -0.0074050519352218, -0.0210106537999541, -0.0037681263279577, 0.0023193984130384, -0.0178298095263985, -0.0115327737495489, -0.0046574620478536, -0.0080556764925302, -0.0115733503677917, -0.021152233611315, -0.0200112487398457, 0.0062378078732245, -0.0088309207844028, -0.029567162313138, -0.0218110955221585, -0.0045143686279316, -0.0203001039543929, -0.0029436797916818, -0.0159934483531111, 0.1236874179558955, 0.02294283253428, -0.0870456196595212, -0.0115729296250525, 0.1166647304494674, -0.0025441070482742, -0.0154980310051884, -0.0053194706860186, -0.0132099839428128, 0.1150948484004012, 0.040983106826754, -0.0628818980878168, -0.0063636769385391, 0.1090135271913274, 0.0048581267910809, -0.0047363914934078, -0.0168269044512832, -0.0138542332236193, 0.119341313120489, 0.0398857661399889, -0.0574919755401899, -0.0048937429445923, 0.1062693002032429, -0.0019373452194611, 0.0041010262692787, 0.0036277972683445, -0.0008493131670428]|8145.4577182193679619|      0.06250000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate failure | actual_k=0
       9|[0.014163363203009, 0.0891324141068882, 8.78368888601e-05, -0.0173809100021817, 0.0156385397742047, 0.0098877137230106, -0.0150522500655553, -0.0184173534209793, -0.0050461313784887, -0.0052163038883591, 0.0087527062685599, -0.0074050519352218, -0.0210106537999541, -0.0037681263279577, 0.0023193984130384, -0.0178298095263985, -0.0115327737495489, -0.0046574620478536, -0.0080556764925302, -0.0115733503677917, -0.021152233611315, -0.0200112487398457, 0.0062378078732245, -0.0088309207844028, -0.029567162313138, -0.0218110955221585, -0.0045143686279316, -0.0203001039543929, -0.0029436797916818, -0.0159934483531111, 0.1236874179558955, 0.02294283253428, -0.0870456196595212, -0.0115729296250525, 0.1166647304494674, -0.0025441070482742, -0.0154980310051884, -0.0053194706860186, -0.0132099839428128, 0.1150948484004012, 0.040983106826754, -0.0628818980878168, -0.0063636769385391, 0.1090135271913274, 0.0048581267910809, -0.0047363914934078, -0.0168269044512832, -0.0138542332236193, 0.119341313120489, 0.0398857661399889, -0.0574919755401899, -0.0048937429445923, 0.1062693002032429, -0.0019373452194611, 0.0041010262692787, 0.0036277972683445, -0.0008493131670428]|8145.4577182193679619|      0.03125000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate failure | actual_k=0
      10|[0.0242973259261489, 0.0819021722003592, -0.013252578830461, -0.0280103780052167, 0.0055452158815243, 0.0098111461009854, -0.0119893814002756, -0.0226846338860503, -0.0110549125914725, -0.0104940421234871, 0.0025040332787371, -0.0078095801103371, -0.0238359065520163, -0.003602322602387, 0.0029578176008422, -0.0185429657819129, -0.0131349806999205, -0.0053364627988498, -0.008563129762588, -0.0119791894290212, -0.0214524841371064, -0.0238182718631932, 0.0038405771151979, -0.0086071704899155, -0.0291075486615783, -0.02361824927867, -0.0061344645561204, -0.0214463506868839, -0.0037470553829241, -0.0162413675376343, 0.116628819450649, 0.0166209332994495, -0.086739191525992, -0.0097544266927882, 0.1105309118418317, -0.0042172254064685, -0.0169019399060298, -0.0068092941669683, -0.0146593536028175, 0.1142923029882786, 0.0337098631567769, -0.0666565506955775, -0.0047939374045708, 0.1082163788060642, 0.0050841935243448, -0.0056752378394021, -0.0181135143902822, -0.0152445764082479, 0.1210709144631066, 0.0354040108717985, -0.0612574336140596, -0.0040239223305388, 0.1078441699670579, -0.0012668942528328, 0.0040107629911124, 0.0032506976885528, -0.0016891470475055]|2444.1057778615286225|      0.06250000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[0.0242973259261489, 0.0819021722003592, -0.013252578830461, -0.0280103780052167, 0.0055452158815243, 0.0098111461009854, -0.0119893814002756, -0.0226846338860503, -0.0110549125914725, -0.0104940421234871, 0.0025040332787371, -0.0078095801103371, -0.0238359065520163, -0.003602322602387, 0.0029578176008422, -0.0185429657819129, -0.0131349806999205, -0.0053364627988498, -0.008563129762588, -0.0119791894290212, -0.0214524841371064, -0.0238182718631932, 0.0038405771151979, -0.0086071704899155, -0.0291075486615783, -0.02361824927867, -0.0061344645561204, -0.0214463506868839, -0.0037470553829241, -0.0162413675376343, 0.116628819450649, 0.0166209332994495, -0.086739191525992, -0.0097544266927882, 0.1105309118418317, -0.0042172254064685, -0.0169019399060298, -0.0068092941669683, -0.0146593536028175, 0.1142923029882786, 0.0337098631567769, -0.0666565506955775, -0.0047939374045708, 0.1082163788060642, 0.0050841935243448, -0.0056752378394021, -0.0181135143902822, -0.0152445764082479, 0.1210709144631066, 0.0354040108717985, -0.0612574336140596, -0.0040239223305388, 0.1078441699670579, -0.0012668942528328, 0.0040107629911124, 0.0032506976885528, -0.0016891470475055]|2444.1057778615286225|      0.03125000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate failure | actual_k=0
