k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.50000000|[129, 0, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.25000000|[258, 0, 2, 6]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       3|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.12500000|[387, 0, 3, 9]                                                             |  | used linear model with 129 points | iterate failure | actual_k=0
       4|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.06250000|[516, 0, 4, 12]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       5|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.03125000|[645, 0, 5, 15]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       6|[0.5993838867374174, 0.018851884043354, 1.8877915355485426, 0.6571308145397949, 0.0218273569121035, 2.000571039425946, 1.2965166255108842, 0.0208318165350008, 2.1155047947274226, -0.0262127049182227, 0.0199259659415737, 2.1608383324582863, 1.2309254740046431, 0.0234112282477946, 2.221994223292663, 0.2195297492524759, 0.0203699557705669, 2.2812803806519235, 1.3332024006836094, 0.0160881467839741, 2.3908144788796335, 4.504227479896765, 0.0375184863833967, 2.4889014454336706, 0.6608487294799492, 0.0203904338667983, 2.5595351155577375, 4.3860742250695, 0.0375030592158377, 2.7070427849539898, 0.2292763548180995, 0.0183176505316494, 2.938443916660643, 0.2364011371000113, 0.0222176486340592, 2.9674184261750143, 0.7104256487223136, 0.0227049697521559, 3.1305601730423427, 0.2051938888452831, 0.0197657025647652, 3.2319469302757615, -0.0719540455810235, 0.0219816306714235, 3.255933986618684, 1.3791284732723956, 0.0219170621976943, 3.378548685821134, 0.2423675942995888, 0.0179513593670895, 3.6718634099754595, 0.0590905014504266, 0.0175156561847336, 3.722936108099892, 0.01900224546291, 0.0158545909008956, 3.8335138607669865, 0.4176216536815978, 0.0192868945822109, 3.958857830981088, 0.2640241393863573, 0.017743854943713, 4.051410579530077, 0.8195768393617646, 0.0220504902949098, 4.174144672346249, 0.9652586504428193, 0.0230765381178521, 4.430921969811772, 0.7449734607110551, 0.0196286905805273, 4.559942948889511, 0.2106171994850552, 0.0165485224496032, 4.602717211385707, 0.5023841106676151, 0.0191923460650779, 4.707904138511754, 0.0445924832652694, 0.0187911867270201, 4.801158786557495, 0.3676288623916458, 0.0203920854382666, 4.969121846102977, 0.1627839141279612, 0.0222056314031562, 5.3956410927638006, 0.2909518777841228, 0.0189178724670077, 5.418244684549452, 0.0990369800426853, 0.0215422020481643, 2.5883190025839307, 0.0008442586066704, 0.0167159371908157, 3.8610065332257006, 0.1553094463743677, 0.0172995752680575, 5.197603101540832]|348510.6158462507301010|      0.06250000|[774, 0, 6, 18]                                                            |  | used linear model with 129 points | iterate success | actual_k=0
       7|[0.5993838867374174, 0.018851884043354, 1.8877915355485426, 0.6571308145397949, 0.0218273569121035, 2.000571039425946, 1.2965166255108842, 0.0208318165350008, 2.1155047947274226, -0.0262127049182227, 0.0199259659415737, 2.1608383324582863, 1.2309254740046431, 0.0234112282477946, 2.221994223292663, 0.2195297492524759, 0.0203699557705669, 2.2812803806519235, 1.3332024006836094, 0.0160881467839741, 2.3908144788796335, 4.504227479896765, 0.0375184863833967, 2.4889014454336706, 0.6608487294799492, 0.0203904338667983, 2.5595351155577375, 4.3860742250695, 0.0375030592158377, 2.7070427849539898, 0.2292763548180995, 0.0183176505316494, 2.938443916660643, 0.2364011371000113, 0.0222176486340592, 2.9674184261750143, 0.7104256487223136, 0.0227049697521559, 3.1305601730423427, 0.2051938888452831, 0.0197657025647652, 3.2319469302757615, -0.0719540455810235, 0.0219816306714235, 3.255933986618684, 1.3791284732723956, 0.0219170621976943, 3.378548685821134, 0.2423675942995888, 0.0179513593670895, 3.6718634099754595, 0.0590905014504266, 0.0175156561847336, 3.722936108099892, 0.01900224546291, 0.0158545909008956, 3.8335138607669865, 0.4176216536815978, 0.0192868945822109, 3.958857830981088, 0.2640241393863573, 0.017743854943713, 4.051410579530077, 0.8195768393617646, 0.0220504902949098, 4.174144672346249, 0.9652586504428193, 0.0230765381178521, 4.430921969811772, 0.7449734607110551, 0.0196286905805273, 4.559942948889511, 0.2106171994850552, 0.0165485224496032, 4.602717211385707, 0.5023841106676151, 0.0191923460650779, 4.707904138511754, 0.0445924832652694, 0.0187911867270201, 4.801158786557495, 0.3676288623916458, 0.0203920854382666, 4.969121846102977, 0.1627839141279612, 0.0222056314031562, 5.3956410927638006, 0.2909518777841228, 0.0189178724670077, 5.418244684549452, 0.0990369800426853, 0.0215422020481643, 2.5883190025839307, 0.0008442586066704, 0.0167159371908157, 3.8610065332257006, 0.1553094463743677, 0.0172995752680575, 5.197603101540832]|348510.6158462507301010|      0.03125000|[903, 0, 7, 21]                                                            |  | used linear model with 129 points | iterate failure | actual_k=0
       8|[0.5997030947538339, 0.0217951315527503, 1.8851021286824217, 0.6564957009158734, 0.0244274967925268, 1.9983439667835836, 1.29628240736759, 0.0259634246379835, 2.115512016646814, -0.0274260552154919, 0.0222447739184309, 2.1622504195812575, 1.231478043853122, 0.0281720526137713, 2.221807105071982, 0.222506994573309, 0.0240202590604018, 2.280890497451155, 1.3345319602332795, 0.0269748735494578, 2.3885200533434663, 4.505680197941942, 0.053740036395683, 2.487319386288396, 0.6638483984014737, 0.0209707472926449, 2.563142673410739, 4.3827546365521775, 0.049500465143883, 2.708675446553706, 0.2325224686108568, 0.0166096059717755, 2.938432309111318, 0.2348454084431868, 0.0235606888329142, 2.963827570980676, 0.7084524116366828, 0.0235072728802603, 3.1322916535318504, 0.2042225642991141, 0.0206618911248459, 3.2311216064756203, -0.0717509996800482, 0.0193335082733059, 3.2534399236745664, 1.3810062094584703, 0.0284652932377484, 3.3786357132851945, 0.2415686697296645, 0.0165175154425068, 3.674418864331825, 0.0564965693488284, 0.0167114126111379, 3.7256491865989347, 0.0195007108410462, 0.016843154350978, 3.8336508630882054, 0.420710191103174, 0.0151366591514188, 3.9607072837235946, 0.2667057598444455, 0.0194033814160611, 4.049489513038033, 0.8172176021296907, 0.0222438648770553, 4.1743533651062465, 0.9661635284426325, 0.0284006083345712, 4.430866724823579, 0.7437173283112699, 0.0207111362778687, 4.56132144851684, 0.2090654542619796, 0.0167384121012369, 4.602425229462749, 0.4996560394272882, 0.0165967201792725, 4.707904346782767, 0.0425029464910076, 0.0190427067438414, 4.799154070850505, 0.3701233519904449, 0.0202062760821605, 4.9691850422204995, 0.165105688322582, 0.0229061956828884, 5.3957835314304115, 0.2859081475132314, 0.0193239817141707, 5.418951294360731, 0.0986480946860675, 0.0219804678080248, 2.5872914201607333, -0.0027605605240554, 0.018535044332249, 3.861126640706378, 0.1553330146071385, 0.015159696500649, 5.1979945266660454]|300250.6673914319835603|      0.06250000|[1032, 0, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=0
       9|[0.5997030947538339, 0.0217951315527503, 1.8851021286824217, 0.6564957009158734, 0.0244274967925268, 1.9983439667835836, 1.29628240736759, 0.0259634246379835, 2.115512016646814, -0.0274260552154919, 0.0222447739184309, 2.1622504195812575, 1.231478043853122, 0.0281720526137713, 2.221807105071982, 0.222506994573309, 0.0240202590604018, 2.280890497451155, 1.3345319602332795, 0.0269748735494578, 2.3885200533434663, 4.505680197941942, 0.053740036395683, 2.487319386288396, 0.6638483984014737, 0.0209707472926449, 2.563142673410739, 4.3827546365521775, 0.049500465143883, 2.708675446553706, 0.2325224686108568, 0.0166096059717755, 2.938432309111318, 0.2348454084431868, 0.0235606888329142, 2.963827570980676, 0.7084524116366828, 0.0235072728802603, 3.1322916535318504, 0.2042225642991141, 0.0206618911248459, 3.2311216064756203, -0.0717509996800482, 0.0193335082733059, 3.2534399236745664, 1.3810062094584703, 0.0284652932377484, 3.3786357132851945, 0.2415686697296645, 0.0165175154425068, 3.674418864331825, 0.0564965693488284, 0.0167114126111379, 3.7256491865989347, 0.0195007108410462, 0.016843154350978, 3.8336508630882054, 0.420710191103174, 0.0151366591514188, 3.9607072837235946, 0.2667057598444455, 0.0194033814160611, 4.049489513038033, 0.8172176021296907, 0.0222438648770553, 4.1743533651062465, 0.9661635284426325, 0.0284006083345712, 4.430866724823579, 0.7437173283112699, 0.0207111362778687, 4.56132144851684, 0.2090654542619796, 0.0167384121012369, 4.602425229462749, 0.4996560394272882, 0.0165967201792725, 4.707904346782767, 0.0425029464910076, 0.0190427067438414, 4.799154070850505, 0.3701233519904449, 0.0202062760821605, 4.9691850422204995, 0.165105688322582, 0.0229061956828884, 5.3957835314304115, 0.2859081475132314, 0.0193239817141707, 5.418951294360731, 0.0986480946860675, 0.0219804678080248, 2.5872914201607333, -0.0027605605240554, 0.018535044332249, 3.861126640706378, 0.1553330146071385, 0.015159696500649, 5.1979945266660454]|300250.6673914319835603|      0.03125000|[1161, 0, 9, 27]                                                           |  | used linear model with 129 points | iterate failure | actual_k=0
      10|[0.5976722412319355, 0.0224590392885024, 1.8850048863086524, 0.6548519716801644, 0.0241189405856578, 1.9955788032202841, 1.2981084485852257, 0.0319631849070418, 2.1163615115240497, -0.0271125258528752, 0.0254193225830022, 2.160465923883995, 1.235728006789955, 0.031469184477596, 2.2182032927180404, 0.223737876215914, 0.0250637806446535, 2.280234791230172, 1.3320660554782202, 0.0309128865760397, 2.3878514405175104, 4.501276081899929, 0.0619458209295825, 2.4835047723592805, 0.6625384031077837, 0.0237000713297642, 2.5651464064654474, 4.384439751991942, 0.0646625331921694, 2.711923579266344, 0.2292113139120738, 0.0163806167847204, 2.9392900851321304, 0.2354251946020349, 0.0239636280493389, 2.9582466561207488, 0.7057544005439542, 0.0263261885238327, 3.1329754069201368, 0.2024887977735343, 0.0181639537000026, 3.232694687284465, -0.0763464666139108, 0.0152399008148685, 3.2523645949750017, 1.383360790000021, 0.0368125158410755, 3.3759573968633707, 0.240374204163763, 0.0181561856811682, 3.6735614007768134, 0.0579324945362804, 0.0184453122430789, 3.7251326228167754, 0.01848569005377, 0.0210712031978537, 3.8346520083755635, 0.4208733464393755, 0.0165099859712879, 3.9633496640689683, 0.267743639054064, 0.0189838935616911, 4.050678050407267, 0.8186615566734046, 0.0285399141395208, 4.168554627116464, 0.9643322249253706, 0.0312139424777234, 4.4294212626429275, 0.740808152136735, 0.0201629387201134, 4.556981990504223, 0.2100791219220084, 0.0170318953095897, 4.60331204072109, 0.4999990452353395, 0.0156992715080131, 4.71111719655623, 0.0389090071759509, 0.0189617662414056, 4.801097840313021, 0.3728820352755247, 0.022170470198938, 4.971151183706338, 0.1660278329348317, 0.0281301125945808, 5.3939006184345315, 0.2848258833956184, 0.0200182642448293, 5.41881701245734, 0.0986397731349128, 0.0202275533242896, 2.5923962834722736, -0.0002162142980217, 0.0193961019574171, 3.860349837080465, 0.1529668100549453, 0.0164262676278813, 5.201237535486736]|276308.1538111153640784|      0.06250000|[1290, 0, 10, 30]                                                          |  | used linear model with 129 points | iterate success | actual_k=0
      11|[0.5976722412319355, 0.0224590392885024, 1.8850048863086524, 0.6548519716801644, 0.0241189405856578, 1.9955788032202841, 1.2981084485852257, 0.0319631849070418, 2.1163615115240497, -0.0271125258528752, 0.0254193225830022, 2.160465923883995, 1.235728006789955, 0.031469184477596, 2.2182032927180404, 0.223737876215914, 0.0250637806446535, 2.280234791230172, 1.3320660554782202, 0.0309128865760397, 2.3878514405175104, 4.501276081899929, 0.0619458209295825, 2.4835047723592805, 0.6625384031077837, 0.0237000713297642, 2.5651464064654474, 4.384439751991942, 0.0646625331921694, 2.711923579266344, 0.2292113139120738, 0.0163806167847204, 2.9392900851321304, 0.2354251946020349, 0.0239636280493389, 2.9582466561207488, 0.7057544005439542, 0.0263261885238327, 3.1329754069201368, 0.2024887977735343, 0.0181639537000026, 3.232694687284465, -0.0763464666139108, 0.0152399008148685, 3.2523645949750017, 1.383360790000021, 0.0368125158410755, 3.3759573968633707, 0.240374204163763, 0.0181561856811682, 3.6735614007768134, 0.0579324945362804, 0.0184453122430789, 3.7251326228167754, 0.01848569005377, 0.0210712031978537, 3.8346520083755635, 0.4208733464393755, 0.0165099859712879, 3.9633496640689683, 0.267743639054064, 0.0189838935616911, 4.050678050407267, 0.8186615566734046, 0.0285399141395208, 4.168554627116464, 0.9643322249253706, 0.0312139424777234, 4.4294212626429275, 0.740808152136735, 0.0201629387201134, 4.556981990504223, 0.2100791219220084, 0.0170318953095897, 4.60331204072109, 0.4999990452353395, 0.0156992715080131, 4.71111719655623, 0.0389090071759509, 0.0189617662414056, 4.801097840313021, 0.3728820352755247, 0.022170470198938, 4.971151183706338, 0.1660278329348317, 0.0281301125945808, 5.3939006184345315, 0.2848258833956184, 0.0200182642448293, 5.41881701245734, 0.0986397731349128, 0.0202275533242896, 2.5923962834722736, -0.0002162142980217, 0.0193961019574171, 3.860349837080465, 0.1529668100549453, 0.0164262676278813, 5.201237535486736]|276308.1538111153640784|      0.03125000|[1419, 0, 11, 33]                                                          |  | used linear model with 129 points | iterate failure | actual_k=0
