k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00347614066104, 149.9403504698215, -100.05813799628801, 100.0012383212942, 199.9992441788122]|84511.8046875000000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[47.010652289959786, 149.82561335145337, -100.18247324149092, 100.00344478277621, 199.99430737084995]|78035.8750000000000000|      4.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[43.02348433466088, 149.5370809979295, -100.31463715535504, 99.96255038008657, 199.98425128273058]|65882.4921875000000000|      8.00000000|[71, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[35.0597661636491, 148.98125791802227, -100.82648751207786, 99.94675031340063, 199.8947349894948]|44732.4335937500000000|     16.00000000|[94, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[19.2302698559696, 148.73160042544012, -100.65841040879545, 102.13437940863969, 199.15261181200046]|15496.1650390625000000|     32.00000000|[117, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[-12.30299978210359, 143.474627418179, -101.72535835991077, 102.9373574380769, 199.63633599720467]|6166.6313476562500000|     64.00000000|[140, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[-12.30299978210359, 143.474627418179, -101.72535835991077, 102.9373574380769, 199.63633599720467]|6166.6313476562500000|     32.00000000|[164, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-12.30299978210359, 143.474627418179, -101.72535835991077, 102.9373574380769, 199.63633599720467]|6166.6313476562500000|     16.00000000|[186, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[3.6561731751663213, 143.72655623687683, -102.10154549418613, 102.16152818464093, 200.34195813388476]|2269.9782714843750000|     32.00000000|[210, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[3.6561731751663213, 143.72655623687683, -102.10154549418613, 102.16152818464093, 200.34195813388476]|2269.9782714843750000|     16.00000000|[234, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[3.6561731751663213, 143.72655623687683, -102.10154549418613, 102.16152818464093, 200.34195813388476]|2269.9782714843750000|      8.00000000|[257, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
