k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.50000000|[99, 14, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=2
       2|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.25000000|[198, 28, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       3|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.12500000|[297, 42, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       4|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.06250000|[396, 56, 4, 32]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       5|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|13068.4841978150143404|      0.03125000|[495, 70, 5, 40]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       6|[-0.7982463397163799, 1.2015506953831518, -1.2031964789292466, 0.7975155776661833, -0.8014844887329122, 1.1991865511432156, -1.2011910638913097, 0.7981862761869055, -0.7995155487776188, 1.1954050270294285, -1.201054581754528, 0.7949117475931938, -0.8034502066554231, 1.194557919671804, -1.204161706831995, 0.7988956841921417, -0.8022276308859846, 1.1961014076322998, -1.1982337184349283, 0.7996039834344442, -0.8023480884639584, 1.198489062674203, -1.2013287396092835, 0.7933384269662433, -0.801073422524185, 1.1945480868188325, -1.1983931874279585, 0.796985141190731, -0.8022594223108273, 1.1982497964377787, -1.195946529504413, 0.8002527363232533, -0.8000682184427123, 1.1956816375611585, -1.201134090154407, 0.8016528471166949, -0.8035059852925682, 1.194732299121899, -1.1996755275691422, 0.8005810163795154, -0.8033121298968381, 1.194887929519322, -1.1993786231001053, 0.7974934558410907, -0.8050462230016959, 1.1923173975396406, -1.2000095760004288, 0.7982655802744795, -0.8030877510267714, 1.1977377919873917, -1.199444318441747, 0.7997872093141679, -0.8040710914532464, 1.1980689330588608, -1.1987306990856095, 0.8024367897770938, -0.8009896328316328, 1.1950773792606528, -1.2018973163302074, 0.8010778613982426, -0.80079547089194, 1.1983333255538469, -1.2008035686559635, 0.8030283900427236, -0.8024394759220996, 1.1955609440049724, -1.1969211275217952, 0.7981053680133009, -0.808124219784842, 1.1936390362894411, -1.203171968687044, 0.7997412973162425, -0.8011510828901746, 1.1945921648495053, -1.1997922258445022, 0.7989379384696418, -0.8010394526333534, 1.1973481514598072, -1.1982982479396016, 0.7983751495209597, -0.8031420841175501, 1.195123454115011, -1.2045379899479371, 0.7995440748884299, -0.8036155660516441, 1.1973948149579878, -1.2016061028148413, 0.798962697633374, -0.8019694650329989, 1.195517009462181, -1.2016470272108355, 0.7959851877309777, -0.8022937882097604, 1.1945290083565643, -1.2008040007252423, 0.8033830861166213, -0.8011456787095591, 1.1946972860041563, -1.1968355999703535, 0.8023297515805634]|12393.3718338712806144|      0.06250000|[594, 84, 6, 48]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       7|[-0.797507116879425, 1.2049010952236068, -1.1976538518058337, 0.8047673337643522, -0.80731634635411, 1.195146902674566, -1.2034777500551104, 0.7968370188321857, -0.8130996890993164, 1.188932697407579, -1.1965081262343937, 0.7960405277251876, -0.8093841075786578, 1.1853173880947712, -1.2018118244564688, 0.7995415828054312, -0.8092243426975199, 1.1865589035670727, -1.1961931707569435, 0.7988209241444078, -0.8071484937334036, 1.188861106142327, -1.2086256339227617, 0.794050500402443, -0.8060744255821616, 1.188319457824658, -1.20382076139917, 0.795742987606137, -0.8068546551963918, 1.1943249067514117, -1.189736268468256, 0.798534268636726, -0.8115985896710393, 1.1861778795319555, -1.2002324664839843, 0.8020084417068567, -0.8069569264207802, 1.1873915050117374, -1.204514527672683, 0.7992884310029355, -0.8028635669826598, 1.1906831143032466, -1.2001281004942188, 0.7950508159137373, -0.8065356426490722, 1.1906381068383538, -1.2029309216009618, 0.7963819314301639, -0.8027514936965964, 1.1967506790808071, -1.2031610127924266, 0.7922947478565381, -0.8056895341550467, 1.1995653677218994, -1.2015899273680728, 0.7980247120527318, -0.8088221477586054, 1.1883201879011849, -1.2066293131166936, 0.8024341981254075, -0.79983447191811, 1.1943812855580067, -1.1979489401590597, 0.7982327680966942, -0.8071799913104342, 1.1847980814518082, -1.204094290133839, 0.7929891138664852, -0.8186003590189764, 1.1851743814172044, -1.2066659040950727, 0.7953262138271786, -0.7987329538229637, 1.1817134572805892, -1.2099005411964867, 0.810422707000029, -0.8151921671337148, 1.192846630368999, -1.1923582139757951, 0.786561032421277, -0.8082766833615668, 1.1940044022384906, -1.196137374455065, 0.7975050682044418, -0.817158156891472, 1.1897432250913886, -1.2025647427219028, 0.8016626717321758, -0.8094120002187425, 1.1851439179463013, -1.2051605846586007, 0.7865365912576417, -0.7999386803570242, 1.189122044069583, -1.2042125648003363, 0.8117766509199271, -0.8068863061943325, 1.1864428208529694, -1.1878360480493786, 0.7920163406531858]|11360.0097188058261963|      0.12500000|[693, 98, 7, 56]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       8|[-0.797507116879425, 1.2049010952236068, -1.1976538518058337, 0.8047673337643522, -0.80731634635411, 1.195146902674566, -1.2034777500551104, 0.7968370188321857, -0.8130996890993164, 1.188932697407579, -1.1965081262343937, 0.7960405277251876, -0.8093841075786578, 1.1853173880947712, -1.2018118244564688, 0.7995415828054312, -0.8092243426975199, 1.1865589035670727, -1.1961931707569435, 0.7988209241444078, -0.8071484937334036, 1.188861106142327, -1.2086256339227617, 0.794050500402443, -0.8060744255821616, 1.188319457824658, -1.20382076139917, 0.795742987606137, -0.8068546551963918, 1.1943249067514117, -1.189736268468256, 0.798534268636726, -0.8115985896710393, 1.1861778795319555, -1.2002324664839843, 0.8020084417068567, -0.8069569264207802, 1.1873915050117374, -1.204514527672683, 0.7992884310029355, -0.8028635669826598, 1.1906831143032466, -1.2001281004942188, 0.7950508159137373, -0.8065356426490722, 1.1906381068383538, -1.2029309216009618, 0.7963819314301639, -0.8027514936965964, 1.1967506790808071, -1.2031610127924266, 0.7922947478565381, -0.8056895341550467, 1.1995653677218994, -1.2015899273680728, 0.7980247120527318, -0.8088221477586054, 1.1883201879011849, -1.2066293131166936, 0.8024341981254075, -0.79983447191811, 1.1943812855580067, -1.1979489401590597, 0.7982327680966942, -0.8071799913104342, 1.1847980814518082, -1.204094290133839, 0.7929891138664852, -0.8186003590189764, 1.1851743814172044, -1.2066659040950727, 0.7953262138271786, -0.7987329538229637, 1.1817134572805892, -1.2099005411964867, 0.810422707000029, -0.8151921671337148, 1.192846630368999, -1.1923582139757951, 0.786561032421277, -0.8082766833615668, 1.1940044022384906, -1.196137374455065, 0.7975050682044418, -0.817158156891472, 1.1897432250913886, -1.2025647427219028, 0.8016626717321758, -0.8094120002187425, 1.1851439179463013, -1.2051605846586007, 0.7865365912576417, -0.7999386803570242, 1.189122044069583, -1.2042125648003363, 0.8117766509199271, -0.8068863061943325, 1.1864428208529694, -1.1878360480493786, 0.7920163406531858]|11360.0097188058261963|      0.06250000|[792, 112, 8, 64]                                                          |  | used linear model with 113 points | iterate failure | actual_k=2
       9|[-0.8022349062251007, 1.20771832710756, -1.201923050479233, 0.8016276025270437, -0.8091378681356431, 1.176101120528251, -1.2056925752665126, 0.8066009460890066, -0.8181807459444198, 1.1819718867839795, -1.1854890438166472, 0.8022228267514774, -0.8182781203104623, 1.1893610555215826, -1.206870340603035, 0.798027307433026, -0.8182493050788465, 1.185513632281264, -1.1859572419311724, 0.7965614936239183, -0.8057810505014014, 1.1882556182795745, -1.213839701004435, 0.7934126400841565, -0.8111213609883379, 1.1880695949658913, -1.2049687310825556, 0.793866816917622, -0.8154087592968069, 1.183799003854879, -1.1759003734086895, 0.8003632720944108, -0.8211383564688803, 1.1850285162528824, -1.2047448854027225, 0.7936153955801128, -0.8088631987244422, 1.1803267649675917, -1.2111107813265816, 0.798183757698479, -0.8095791239401465, 1.1878533987755826, -1.1942264589450158, 0.7946740245766183, -0.8080508648233363, 1.1876004890274507, -1.2000400677586562, 0.7949792278150721, -0.8017377547454256, 1.2014389213082404, -1.2030388965906424, 0.7949290896568697, -0.798853573927061, 1.1894290106547305, -1.2078693579765611, 0.7995299628329726, -0.8115559145109553, 1.1827943889862074, -1.2103780944449867, 0.8021153816715244, -0.8056538161838278, 1.1915443936839358, -1.1970154769568542, 0.7998401169724478, -0.8143203746638067, 1.186006191038127, -1.2077673534383564, 0.7939898462578636, -0.8319659458928983, 1.17926758136165, -1.2045811517418576, 0.800896200217278, -0.8133935698863722, 1.1698772732125717, -1.2126601210051935, 0.8026586963629301, -0.8198609444381589, 1.179729623936902, -1.1972619661702204, 0.7981423176099816, -0.8011734787149039, 1.1956789640686525, -1.1984095956713408, 0.78748715330706, -0.8219600647477896, 1.1866010888319123, -1.2108467091644055, 0.8042411415474306, -0.8062513848539451, 1.1918927632456253, -1.2086165521292234, 0.7875214268333732, -0.8112944090086562, 1.1846715810987445, -1.2096709899154667, 0.808649746187056, -0.8000558714976386, 1.1857148223629934, -1.1924454242335956, 0.7921197837776321]|10793.9807658498684759|      0.12500000|[891, 126, 9, 72]                                                          |  | used linear model with 113 points | iterate success | actual_k=2
      10|[-0.8022349062251007, 1.20771832710756, -1.201923050479233, 0.8016276025270437, -0.8091378681356431, 1.176101120528251, -1.2056925752665126, 0.8066009460890066, -0.8181807459444198, 1.1819718867839795, -1.1854890438166472, 0.8022228267514774, -0.8182781203104623, 1.1893610555215826, -1.206870340603035, 0.798027307433026, -0.8182493050788465, 1.185513632281264, -1.1859572419311724, 0.7965614936239183, -0.8057810505014014, 1.1882556182795745, -1.213839701004435, 0.7934126400841565, -0.8111213609883379, 1.1880695949658913, -1.2049687310825556, 0.793866816917622, -0.8154087592968069, 1.183799003854879, -1.1759003734086895, 0.8003632720944108, -0.8211383564688803, 1.1850285162528824, -1.2047448854027225, 0.7936153955801128, -0.8088631987244422, 1.1803267649675917, -1.2111107813265816, 0.798183757698479, -0.8095791239401465, 1.1878533987755826, -1.1942264589450158, 0.7946740245766183, -0.8080508648233363, 1.1876004890274507, -1.2000400677586562, 0.7949792278150721, -0.8017377547454256, 1.2014389213082404, -1.2030388965906424, 0.7949290896568697, -0.798853573927061, 1.1894290106547305, -1.2078693579765611, 0.7995299628329726, -0.8115559145109553, 1.1827943889862074, -1.2103780944449867, 0.8021153816715244, -0.8056538161838278, 1.1915443936839358, -1.1970154769568542, 0.7998401169724478, -0.8143203746638067, 1.186006191038127, -1.2077673534383564, 0.7939898462578636, -0.8319659458928983, 1.17926758136165, -1.2045811517418576, 0.800896200217278, -0.8133935698863722, 1.1698772732125717, -1.2126601210051935, 0.8026586963629301, -0.8198609444381589, 1.179729623936902, -1.1972619661702204, 0.7981423176099816, -0.8011734787149039, 1.1956789640686525, -1.1984095956713408, 0.78748715330706, -0.8219600647477896, 1.1866010888319123, -1.2108467091644055, 0.8042411415474306, -0.8062513848539451, 1.1918927632456253, -1.2086165521292234, 0.7875214268333732, -0.8112944090086562, 1.1846715810987445, -1.2096709899154667, 0.808649746187056, -0.8000558714976386, 1.1857148223629934, -1.1924454242335956, 0.7921197837776321]|10793.9807658498684759|      0.06250000|[990, 140, 10, 80]                                                         |  | used linear model with 113 points | iterate failure | actual_k=2
      11|[-0.8005428462286825, 1.20799221020738, -1.2063865740530608, 0.8048370671902652, -0.8157063948015684, 1.1797595633542228, -1.2007405989783306, 0.8196945020031637, -0.823471192299297, 1.1724525622855364, -1.1828372546738095, 0.7967213165212909, -0.8181587892451929, 1.186473174093895, -1.213619411703123, 0.7973986565413526, -0.8193360782146467, 1.178802956319812, -1.1861385721867204, 0.8000822543712373, -0.8071458413002548, 1.1790029908871622, -1.2202732808315115, 0.7999107299228717, -0.8179517973335081, 1.1770683329078413, -1.1951357629933157, 0.7900951938711648, -0.8166340380654236, 1.1747981577502, -1.1766343489357187, 0.8021494844789087, -0.8255917096922988, 1.180868645560122, -1.2025663991689497, 0.7898345040047428, -0.8074873302307051, 1.179582207243535, -1.2080084311457355, 0.7920268035047485, -0.8220015291549173, 1.1810508118299206, -1.1866476908265948, 0.7874482192803984, -0.8161267779278555, 1.176852711098273, -1.2005722772003675, 0.7877614651522098, -0.8124601913689428, 1.1917334302668594, -1.205312314872216, 0.8024223929112233, -0.8017217035789347, 1.192018584555248, -1.2023113724112922, 0.7880809969838419, -0.821723226621367, 1.1785284786485655, -1.2082011513480992, 0.804441666185625, -0.8122293557357462, 1.1861613090172578, -1.1925346290022552, 0.794862661929128, -0.811858626330283, 1.1723885339263804, -1.214631166622002, 0.7995158190404715, -0.8357120095487097, 1.170932765972268, -1.209666892371321, 0.7976574273771389, -0.8189575606133382, 1.1681991345596048, -1.2073390020134354, 0.8070417257050619, -0.8270400635639671, 1.1710186031056167, -1.202910810569348, 0.788187872692871, -0.7988847335251402, 1.1863052509481031, -1.1981520889717874, 0.7881119872212935, -0.8285175735140471, 1.179553968376003, -1.2088550155528008, 0.8019826257206946, -0.8116872083994106, 1.188762601336832, -1.2019562425821804, 0.793998559003292, -0.8226289401016406, 1.1770414969018157, -1.2173786817131, 0.8090981926469261, -0.8035180882559325, 1.174182455380561, -1.1921297157575494, 0.7975110101279357]|9971.5036082779861317|      0.12500000|[1089, 154, 11, 88]                                                        |  | used linear model with 113 points | iterate success | actual_k=2
