k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.06250000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.03125000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.01562500|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00781250|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00390625|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00195312|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00097656|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00048828|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[-1.1067090997e-06, 1.3654436638e-06, 0.0100001590633007, 0.0003721943360845, 99999.99999976333, 0.0979802890663909, 0.0001645664932178, 100000.00000063649]|3356.2688820979751654|      0.00000763|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[-1.1067090997e-06, 1.3654436638e-06, 0.0100001590633007, 0.0003721943360845, 99999.99999976333, 0.0979802890663909, 0.0001645664932178, 100000.00000063649]|3356.2688820979751654|      0.00000381|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[-1.1067090997e-06, 1.3654436638e-06, 0.0100001590633007, 0.0003721943360845, 99999.99999976333, 0.0979802890663909, 0.0001645664932178, 100000.00000063649]|3356.2688820979751654|      0.00000191|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
