k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[46, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[68, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-3.995961406149091, -0.0124565440835206, 3.988291475868507, 0.0423763215507389, -1.997377206161922, -0.0330643877817783]|  5.7537765502929688|      0.25000000|[90, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[-3.995961406149091, -0.0124565440835206, 3.988291475868507, 0.0423763215507389, -1.997377206161922, -0.0330643877817783]|  5.7537765502929688|      0.12500000|[113, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-4.064277064225387, -0.0227253474625926, 3.994067983797577, 0.1264846505399871, -2.015519590106781, -0.0915092112851787]|  3.9768941402435303|      0.25000000|[136, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[-4.064277064225387, -0.0227253474625926, 3.994067983797577, 0.1264846505399871, -2.015519590106781, -0.0915092112851787]|  3.9768941402435303|      0.12500000|[158, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-4.064277064225387, -0.0227253474625926, 3.994067983797577, 0.1264846505399871, -2.015519590106781, -0.0915092112851787]|  3.9768941402435303|      0.06250000|[180, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-4.064277064225387, -0.0227253474625926, 3.994067983797577, 0.1264846505399871, -2.015519590106781, -0.0915092112851787]|  3.9768941402435303|      0.03125000|[202, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-4.065010785141401, -0.0097908828290963, 3.990885919920014, 0.0990400437168839, -2.0155279775275385, -0.0847718725139873]|  2.4008469581604004|      0.06250000|[225, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[-4.065010785141401, -0.0097908828290963, 3.990885919920014, 0.0990400437168839, -2.0155279775275385, -0.0847718725139873]|  2.4008469581604004|      0.03125000|[249, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[-4.066244477554742, -0.0378997973596838, 3.984745086392169, 0.0876425341478238, -2.0189011258952556, -0.0872087221682005]|  1.7102053165435791|      0.06250000|[272, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[-4.066244477554742, -0.0378997973596838, 3.984745086392169, 0.0876425341478238, -2.0189011258952556, -0.0872087221682005]|  1.7102053165435791|      0.03125000|[294, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[-4.066244477554742, -0.0378997973596838, 3.984745086392169, 0.0876425341478238, -2.0189011258952556, -0.0872087221682005]|  1.7102053165435791|      0.01562500|[317, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[-4.066692713852134, -0.0327195583608856, 3.9853476817386255, 0.0732512865431311, -2.0194867783391586, -0.0841606546524065]|  1.2175937891006470|      0.03125000|[340, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[-4.066692713852134, -0.0327195583608856, 3.9853476817386255, 0.0732512865431311, -2.0194867783391586, -0.0841606546524065]|  1.2175937891006470|      0.01562500|[364, 128, 1, 33]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[-4.065687483279721, -0.0437352405781628, 3.9854605552165547, 0.0623403071072315, -2.0194894316470084, -0.0858107037642701]|  0.8714350461959839|      0.03125000|[387, 136, 1, 35]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[-4.064117530980358, -0.0532801273001841, 3.9843552412627057, 0.032717869984382, -2.0183254226247995, -0.0840997186082913]|  0.5835009217262268|      0.06250000|[411, 144, 1, 37]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[-4.064117530980358, -0.0532801273001841, 3.9843552412627057, 0.032717869984382, -2.0183254226247995, -0.0840997186082913]|  0.5835009217262268|      0.03125000|[434, 152, 1, 39]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[-4.064117530980358, -0.0532801273001841, 3.9843552412627057, 0.032717869984382, -2.0183254226247995, -0.0840997186082913]|  0.5835009217262268|      0.01562500|[456, 160, 1, 41]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[-4.06160052441233, -0.0659952341030723, 3.9863858495126476, 0.0346110387366825, -2.016098663169193, -0.092066238956919]|  0.4853605329990387|      0.03125000|[479, 168, 1, 43]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[-4.06160052441233, -0.0659952341030723, 3.9863858495126476, 0.0346110387366825, -2.016098663169193, -0.092066238956919]|  0.4853605329990387|      0.01562500|[503, 176, 1, 45]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[-4.06160052441233, -0.0659952341030723, 3.9863858495126476, 0.0346110387366825, -2.016098663169193, -0.092066238956919]|  0.4853605329990387|      0.00781250|[526, 184, 1, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[-4.061387020260038, -0.0625789177700234, 3.990700559150775, 0.031317918536397, -2.0116738131795486, -0.0915392687549478]|  0.4241125583648682|      0.01562500|[548, 192, 1, 49]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[-4.061387020260038, -0.0625789177700234, 3.990700559150775, 0.031317918536397, -2.0116738131795486, -0.0915392687549478]|  0.4241125583648682|      0.00781250|[571, 200, 1, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[-4.061387020260038, -0.0625789177700234, 3.990700559150775, 0.031317918536397, -2.0116738131795486, -0.0915392687549478]|  0.4241125583648682|      0.00390625|[593, 208, 1, 53]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      27|[-4.061387020260038, -0.0625789177700234, 3.990700559150775, 0.031317918536397, -2.0116738131795486, -0.0915392687549478]|  0.4241125583648682|      0.00195312|[615, 216, 1, 55]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      28|[-4.0611102168906505, -0.0632163096109096, 3.9905113509591006, 0.0295710930026556, -2.0112883242561286, -0.0912294173288012]|  0.4147928655147552|      0.00390625|[637, 224, 1, 57]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      29|[-4.0611102168906505, -0.0632163096109096, 3.9905113509591006, 0.0295710930026556, -2.0112883242561286, -0.0912294173288012]|  0.4147928655147552|      0.00195312|[659, 232, 1, 59]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      30|[-4.0612042861971505, -0.0641188766028319, 3.9904189824845564, 0.0278551531028131, -2.0110931582879292, -0.0912416495071629]|  0.4072276949882507|      0.00390625|[682, 240, 1, 61]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
