k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.04715319050951, -0.2034517385743486]                                         | 16.3087222268993948|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.0491749734266183, -0.2933574895709855]                                       |  0.9242816972819461|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.0491749734266183, -0.2933574895709855]                                       |  0.9242816972819461|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0491749734266183, -0.2933574895709855]                                       |  0.9242816972819461|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0491749734266183, -0.2933574895709855]                                       |  0.9242816972819461|      0.50000000|[20, 5, 4, 9]                                                              |  | used linear model with 5 points | actual_k=1
       6|[0.0491749734266183, -0.2933574895709855]                                       |  0.9242816972819461|      0.25000000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.071330881143546, -0.5123970727844185]                                       |  0.8572475801383612|      0.50000000|[27, 7, 6, 13]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[-0.071330881143546, -0.5123970727844185]                                       |  0.8572475801383612|      0.25000000|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.071330881143546, -0.5123970727844185]                                       |  0.8572475801383612|      0.12500000|[35, 9, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0485287428923115, -0.4769193258719818]                                       |  0.8343408945679340|      0.25000000|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.2093965571298628, -0.6682868945518203]                                       |  0.7821156025349500|      0.50000000|[43, 11, 10, 21]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
