k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[61, 4, 1, 5]                                                              |  | used linear model with 65 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[122, 8, 2, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=1
       3|[0.0477960746482659, 0.0238934596369171, -0.00540582787434, 0.0399703003533112, -0.0282841670799576, -0.027119651052063, 0.0058783952621573, 0.0267502875284813, -0.0206644852726552, 0.0113548707023718, -0.0146516811615666, -0.011434257877762, 0.0069477357273855, -0.0356131319819852, 0.0502311606505357, -0.0100001558825833, -0.0058129520758381, -0.0322396779904318, -0.0390754025888666, -0.0301609472221345, 0.0302327949766163, -0.031740236890217, -0.041760120569127, -0.0516168888225286, 0.0043220955364003, 0.0005433741566658, -0.0458411781058953, -0.0028266685825657, 0.0014234879812947, -0.0078434693488254, 0.0787654999608192, -0.0093238630611245, -0.0036628510618414, -0.0088497106622105, 0.0707821390565236, 0.0046371211425949, 0.0117278100121647, -0.0256941813038733, -0.0171607400709408, 0.061986737554212, -0.0090648404633372, -0.0172728315928111, -0.0107792670560033, 0.0276835273169342, -0.0225408128942291, -0.0147369276482703, -0.0735152401273333, -0.0251397859732995, 0.0525081554891102, 0.0558938080955483, -0.0652125466117533, -0.0145596100335464, 0.0422292042116991, -0.0154562260633944, -0.0214663679112738, 0.0001770989383891, -0.0407072449950953]|72140.7800446763721993|      0.50000000|[183, 12, 3, 15]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       4|[0.0477960746482659, 0.0238934596369171, -0.00540582787434, 0.0399703003533112, -0.0282841670799576, -0.027119651052063, 0.0058783952621573, 0.0267502875284813, -0.0206644852726552, 0.0113548707023718, -0.0146516811615666, -0.011434257877762, 0.0069477357273855, -0.0356131319819852, 0.0502311606505357, -0.0100001558825833, -0.0058129520758381, -0.0322396779904318, -0.0390754025888666, -0.0301609472221345, 0.0302327949766163, -0.031740236890217, -0.041760120569127, -0.0516168888225286, 0.0043220955364003, 0.0005433741566658, -0.0458411781058953, -0.0028266685825657, 0.0014234879812947, -0.0078434693488254, 0.0787654999608192, -0.0093238630611245, -0.0036628510618414, -0.0088497106622105, 0.0707821390565236, 0.0046371211425949, 0.0117278100121647, -0.0256941813038733, -0.0171607400709408, 0.061986737554212, -0.0090648404633372, -0.0172728315928111, -0.0107792670560033, 0.0276835273169342, -0.0225408128942291, -0.0147369276482703, -0.0735152401273333, -0.0251397859732995, 0.0525081554891102, 0.0558938080955483, -0.0652125466117533, -0.0145596100335464, 0.0422292042116991, -0.0154562260633944, -0.0214663679112738, 0.0001770989383891, -0.0407072449950953]|72140.7800446763721993|      0.25000000|[244, 16, 4, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       5|[0.0261158253865544, 0.0477403499898937, 0.0145789247967022, 0.002975106976817, -0.0035537208335201, 0.0036157225775515, -0.0113095304236409, -0.0078967961102235, -0.0475959391580156, -0.0111020191877142, -0.0096072684429809, -0.0446127083651748, 0.0002917888962721, 0.0259226008855786, 0.052525664436468, -0.0540184772421106, -0.0089597582827452, -0.0135365973015273, -0.1096017713629067, -0.0848442484041752, -0.0205427048785499, 0.0231538179097953, 0.0212254240664346, -0.0272278425711844, -0.0402776335922289, -0.0321792841942924, -0.0587779642350051, -0.0266632653080853, -0.0154736001881144, -0.0121554723137704, 0.0867017645167749, 0.0188201807182492, -0.0014526836212411, -0.0013850348306217, 0.0674149443227966, -0.0210024438135612, 0.0483278079742856, -0.0353384188464641, -0.0152391180493966, 0.1245124392937359, 0.0497572712475285, -0.0631999483036542, -0.0449375327843896, 0.050965603860339, -0.0646416578977311, 0.0393998763312979, -0.082383904327825, -0.0083760911400423, 0.0703833518018651, 0.0226452519629157, -0.1039993597491882, -0.0272305239089105, 0.0432455777534505, 0.0246901312757934, -0.0432338942363896, 0.006210794262918, -0.07878918629799]|44013.2607248644271749|      0.50000000|[305, 20, 5, 25]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       6|[0.0261158253865544, 0.0477403499898937, 0.0145789247967022, 0.002975106976817, -0.0035537208335201, 0.0036157225775515, -0.0113095304236409, -0.0078967961102235, -0.0475959391580156, -0.0111020191877142, -0.0096072684429809, -0.0446127083651748, 0.0002917888962721, 0.0259226008855786, 0.052525664436468, -0.0540184772421106, -0.0089597582827452, -0.0135365973015273, -0.1096017713629067, -0.0848442484041752, -0.0205427048785499, 0.0231538179097953, 0.0212254240664346, -0.0272278425711844, -0.0402776335922289, -0.0321792841942924, -0.0587779642350051, -0.0266632653080853, -0.0154736001881144, -0.0121554723137704, 0.0867017645167749, 0.0188201807182492, -0.0014526836212411, -0.0013850348306217, 0.0674149443227966, -0.0210024438135612, 0.0483278079742856, -0.0353384188464641, -0.0152391180493966, 0.1245124392937359, 0.0497572712475285, -0.0631999483036542, -0.0449375327843896, 0.050965603860339, -0.0646416578977311, 0.0393998763312979, -0.082383904327825, -0.0083760911400423, 0.0703833518018651, 0.0226452519629157, -0.1039993597491882, -0.0272305239089105, 0.0432455777534505, 0.0246901312757934, -0.0432338942363896, 0.006210794262918, -0.07878918629799]|44013.2607248644271749|      0.25000000|[366, 24, 6, 30]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       7|[0.0441131606195858, 0.0675679359324597, 0.0034845739047392, 0.0094740654012236, 0.0340710937801092, 0.0307843984085108, -0.0001321084766503, -0.0220197797535837, -0.0363551448954672, -0.0154734082329862, -0.0149614766019301, -0.0364024523097987, -0.0233553177055723, 0.0317403578929224, 0.0350546507495246, -0.0723826145181674, 0.0447225498654401, 0.0085850833651423, -0.1380285643538814, -0.1149689983695621, -0.0038036492231439, -0.0225634202570796, 0.0518327366308346, 0.0242618988378828, -0.0599882638974288, -0.0063170197530821, -0.0566437911012504, -0.0337625089109258, 0.0275902258042478, -0.00119164626784, 0.2064569139002867, 0.0278951011307996, -0.0507430270213805, 0.0034359587543503, 0.1145704488079174, -0.0125494124209456, 0.0063504051445088, 0.011433979647676, -0.000712279077224, 0.1298213865019552, 0.0512598718093321, -0.0975356359875282, -0.0090169996188093, 0.1013438412364861, -0.0428076114637712, 0.0590289237629343, -0.1259406240195191, -0.0312855961865133, 0.1440170263685865, 0.0465318607009198, -0.1017541532791528, -0.0001744867155271, 0.1056079785542856, 0.0073744248282497, -0.0427098504942909, 0.0244709761136893, -0.0538044801270374]|14785.7581318623815605|      0.50000000|[427, 28, 7, 35]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       8|[0.0441131606195858, 0.0675679359324597, 0.0034845739047392, 0.0094740654012236, 0.0340710937801092, 0.0307843984085108, -0.0001321084766503, -0.0220197797535837, -0.0363551448954672, -0.0154734082329862, -0.0149614766019301, -0.0364024523097987, -0.0233553177055723, 0.0317403578929224, 0.0350546507495246, -0.0723826145181674, 0.0447225498654401, 0.0085850833651423, -0.1380285643538814, -0.1149689983695621, -0.0038036492231439, -0.0225634202570796, 0.0518327366308346, 0.0242618988378828, -0.0599882638974288, -0.0063170197530821, -0.0566437911012504, -0.0337625089109258, 0.0275902258042478, -0.00119164626784, 0.2064569139002867, 0.0278951011307996, -0.0507430270213805, 0.0034359587543503, 0.1145704488079174, -0.0125494124209456, 0.0063504051445088, 0.011433979647676, -0.000712279077224, 0.1298213865019552, 0.0512598718093321, -0.0975356359875282, -0.0090169996188093, 0.1013438412364861, -0.0428076114637712, 0.0590289237629343, -0.1259406240195191, -0.0312855961865133, 0.1440170263685865, 0.0465318607009198, -0.1017541532791528, -0.0001744867155271, 0.1056079785542856, 0.0073744248282497, -0.0427098504942909, 0.0244709761136893, -0.0538044801270374]|14785.7581318623815605|      0.25000000|[488, 32, 8, 40]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       9|[0.0441131606195858, 0.0675679359324597, 0.0034845739047392, 0.0094740654012236, 0.0340710937801092, 0.0307843984085108, -0.0001321084766503, -0.0220197797535837, -0.0363551448954672, -0.0154734082329862, -0.0149614766019301, -0.0364024523097987, -0.0233553177055723, 0.0317403578929224, 0.0350546507495246, -0.0723826145181674, 0.0447225498654401, 0.0085850833651423, -0.1380285643538814, -0.1149689983695621, -0.0038036492231439, -0.0225634202570796, 0.0518327366308346, 0.0242618988378828, -0.0599882638974288, -0.0063170197530821, -0.0566437911012504, -0.0337625089109258, 0.0275902258042478, -0.00119164626784, 0.2064569139002867, 0.0278951011307996, -0.0507430270213805, 0.0034359587543503, 0.1145704488079174, -0.0125494124209456, 0.0063504051445088, 0.011433979647676, -0.000712279077224, 0.1298213865019552, 0.0512598718093321, -0.0975356359875282, -0.0090169996188093, 0.1013438412364861, -0.0428076114637712, 0.0590289237629343, -0.1259406240195191, -0.0312855961865133, 0.1440170263685865, 0.0465318607009198, -0.1017541532791528, -0.0001744867155271, 0.1056079785542856, 0.0073744248282497, -0.0427098504942909, 0.0244709761136893, -0.0538044801270374]|14785.7581318623815605|      0.12500000|[549, 36, 9, 45]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
      10|[0.0441131606195858, 0.0675679359324597, 0.0034845739047392, 0.0094740654012236, 0.0340710937801092, 0.0307843984085108, -0.0001321084766503, -0.0220197797535837, -0.0363551448954672, -0.0154734082329862, -0.0149614766019301, -0.0364024523097987, -0.0233553177055723, 0.0317403578929224, 0.0350546507495246, -0.0723826145181674, 0.0447225498654401, 0.0085850833651423, -0.1380285643538814, -0.1149689983695621, -0.0038036492231439, -0.0225634202570796, 0.0518327366308346, 0.0242618988378828, -0.0599882638974288, -0.0063170197530821, -0.0566437911012504, -0.0337625089109258, 0.0275902258042478, -0.00119164626784, 0.2064569139002867, 0.0278951011307996, -0.0507430270213805, 0.0034359587543503, 0.1145704488079174, -0.0125494124209456, 0.0063504051445088, 0.011433979647676, -0.000712279077224, 0.1298213865019552, 0.0512598718093321, -0.0975356359875282, -0.0090169996188093, 0.1013438412364861, -0.0428076114637712, 0.0590289237629343, -0.1259406240195191, -0.0312855961865133, 0.1440170263685865, 0.0465318607009198, -0.1017541532791528, -0.0001744867155271, 0.1056079785542856, 0.0073744248282497, -0.0427098504942909, 0.0244709761136893, -0.0538044801270374]|14785.7581318623815605|      0.06250000|[610, 40, 10, 50]                                                          |  | used linear model with 65 points | iterate failure | actual_k=1
      11|[0.0621285190713916, 0.0603936730491205, -0.0110741444898617, -0.0001225290953115, 0.0337096153692354, 0.0258816027715679, 0.0145483783565687, -0.0228077381507063, -0.0423501252617705, -0.0241522224874082, -0.0275979741166377, -0.0529139114073378, -0.0360172969204796, 0.0307111424376843, 0.0319809467069894, -0.0735261369974535, 0.0348136056688979, -0.0014126720303695, -0.1352136707897793, -0.1117443994245961, -0.0087166332912795, -0.0198410320853725, 0.0390474259818789, 0.0323781897812698, -0.0576977856135922, -0.0098191931590283, -0.05938043785564, -0.0365019608027132, 0.0216101681266822, -0.0031098551970901, 0.1882696574508971, 0.0087776527926855, -0.0610899270311691, 0.0037342302381356, 0.0956666032824051, -0.0159541165389223, 0.0093506834530885, 0.0083882050770945, -0.0002648557081693, 0.125982496833113, 0.0495340743673642, -0.1010937566143908, -0.0056806310160211, 0.0962583938031645, -0.0498470038628458, 0.0597904619883663, -0.1237542120190199, -0.0337183933824067, 0.1399526546543836, 0.0441471136703266, -0.1154291236232774, -0.0100589051799683, 0.1101207331757599, 0.0003504148139769, -0.0476806999570348, 0.0239665865135934, -0.0543111590328788]|6077.0404823604631019|      0.12500000|[671, 44, 11, 55]                                                          |  | used linear model with 65 points | iterate success | actual_k=1
