k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.12259188032894, 0.0999753678534079, -0.1139082757111031, -0.1673391873449767, 0.3769423782398264, -0.082206458785672, -0.0606242593442639, -0.0905820694791462, 0.1525607658996721]|207471.6406250000000000|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.12259188032894, 0.0999753678534079, -0.1139082757111031, -0.1673391873449767, 0.3769423782398264, -0.082206458785672, -0.0606242593442639, -0.0905820694791462, 0.1525607658996721]|207471.6406250000000000|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.12259188032894, 0.0999753678534079, -0.1139082757111031, -0.1673391873449767, 0.3769423782398264, -0.082206458785672, -0.0606242593442639, -0.0905820694791462, 0.1525607658996721]|207471.6406250000000000|      0.25000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.1828872228492752, 0.0684164069902035, -0.1789017792919672, -0.0471890726128618, 0.5667340617052998, -0.0335818707115518, -0.0863577772434834, -0.0891914792548419, 0.1399545484235094]|38892.2617187500000000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.1828872228492752, 0.0684164069902035, -0.1789017792919672, -0.0471890726128618, 0.5667340617052998, -0.0335818707115518, -0.0863577772434834, -0.0891914792548419, 0.1399545484235094]|38892.2617187500000000|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1898106296873506, 0.0778548748231891, -0.2175065919816839, 0.087717651794036, 0.7445020362847542, 0.0320048289782258, -0.1178164540841279, -0.0659313510602587, 0.2123360103819574]|15868.0917968750000000|      0.50000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[0.1898106296873506, 0.0778548748231891, -0.2175065919816839, 0.087717651794036, 0.7445020362847542, 0.0320048289782258, -0.1178164540841279, -0.0659313510602587, 0.2123360103819574]|15868.0917968750000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1898106296873506, 0.0778548748231891, -0.2175065919816839, 0.087717651794036, 0.7445020362847542, 0.0320048289782258, -0.1178164540841279, -0.0659313510602587, 0.2123360103819574]|15868.0917968750000000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1961809245741596, 0.0640517781423289, -0.1989619281024397, -0.0122200827406888, 0.7789245366528096, -0.0290478724883167, -0.1229142713577495, -0.0594253243631621, 0.2213793234063173]|4071.2165527343750000|      0.25000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[0.1961809245741596, 0.0640517781423289, -0.1989619281024397, -0.0122200827406888, 0.7789245366528096, -0.0290478724883167, -0.1229142713577495, -0.0594253243631621, 0.2213793234063173]|4071.2165527343750000|      0.12500000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.1961809245741596, 0.0640517781423289, -0.1989619281024397, -0.0122200827406888, 0.7789245366528096, -0.0290478724883167, -0.1229142713577495, -0.0594253243631621, 0.2213793234063173]|4071.2165527343750000|      0.06250000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.1881394817501066, 0.0620634348690156, -0.2053235343505463, 0.0158709572302409, 0.8124078208215242, 0.013995584802834, -0.1254937601933301, -0.0596913017657232, 0.2161389907163946]|1884.6424560546875000|      0.12500000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
