k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.941572281720976, 0.0217731266954168, -0.015330889415688, 0.1165741604471724, 0.4813782569942348, -0.0412945386382049, 0.912508694435255, 0.1079697423732998, 0.2789670791786191, -0.0429157949425589, 2.5296025736784262, -0.2224893543492095, 0.6155317005190855, 0.0359930992609995, 2.304358032240376, 0.1286844476230311, 14.292270748123265, 0.0732341833879152, 12.161624602275547, 0.0192397389838826, 0.2394053409710959, 0.269933739252772, 0.502165015837256, 0.0556513094625901, 1.3462285509592558, 0.0215045576494215, -0.0067321191852512, 0.2204719569250063, 0.0463830903527018, 0.1093836557966885, 3.8794533084138725, -0.1223763969628958, 0.8553375041674767, 0.0209361589140911, 0.3042717952055176, 0.2072439620060415, 0.5396682768967952, 0.2329384396384098, 0.8684404033898786, 0.1118703245352947, 0.2850335398547145, -0.0939607807007, 1.941900463285699, 0.0952734372790612, 1.911890720836982, -0.1117690826942184, 1.3811588338420435, -0.0410180007488894, 0.4033902912132458, 0.090318696699341, 0.3380821045737299, -0.0181373607336317, 0.3067045799056948, -0.1546493730725172, 0.9277837636560559, -0.2168092651726108, 0.5229603635082058, 0.0155120978553593, 0.7060256523548922, -0.0487669976411923, 1.1091734687011652, 0.0849809869443729, -0.190434461724227, -0.2213635883149791, 0.2997897676220677, -0.1140985255536405]|2086128.7500000000000000|      2.00000000|[37, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | iterate success | actual_k=4
       2|[1.0635239341538059, 0.1086367765516977, -0.3219771514220046, -0.0369456606406291, 0.944697499551282, -0.2913786437487515, 1.358773421682026, 0.0243173219837251, 0.2260890552929092, 0.0050097519102419, 2.788233576947926, -0.6397542373839713, 0.5050044408553951, 0.2506349680897936, 2.4961215090203956, 0.3366627414747802, 14.222702149731077, 0.225254491995784, 12.327194517795885, 0.2331060396301155, 0.5596839388157671, 0.2784215428561769, 0.1926352287329578, -0.0669673250149117, 1.1388704314392122, 0.3465093231430937, 0.2094567616921811, 0.1720969005461892, 0.2676321421661957, 0.1500411479668368, 3.9984018973988658, -0.2138490036006424, 0.8728157359803294, -0.1896787669039156, 0.5989335998352272, 0.3510583995690655, 0.8790082582519676, -0.0228922338096472, 0.5063990653866712, -0.0266032506605983, 0.1904831320712957, -0.1901002910679592, 2.2718817868368246, -0.2426201037490974, 1.826235900372144, -0.0423733098671633, 1.002985503371484, 0.6278745444598172, 0.6441616602105702, 0.0508426677647608, 0.4582934632251, -0.2466031511680648, 0.1367153785595589, -0.3601923256056968, 0.9142538903983477, -0.0169687742087221, 0.6923110699530127, -0.1202950021329139, 0.7920730404840743, 0.2774690586390891, 1.088045173531698, -0.2712885896060178, -0.4115092361222488, -0.2939686528536158, 0.9583394749123453, -0.3716690023821734]|514351.6562500000000000|      4.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | iterate success | actual_k=4
       3|[0.8016017582462474, 0.8824724057242871, -1.1382588090834664, -0.5847568474664107, 0.5988384814773259, -0.7690222441563068, 1.0484692444447061, -0.3501952996976565, -0.0935914689268174, 1.1788849345518777, 2.8696679902299684, -1.4896727359178694, 0.5204854929268974, 0.3732932522170407, 2.1369671174581617, 1.1912682913590102, 13.922878696631097, 0.2057551100027672, 11.475160821779754, 1.4697398302154057, 0.619179586437949, 0.1137136648685212, 0.3045484433136684, -0.115933141517572, 0.3951257719417268, 0.2460462092238277, 0.4021281198492734, -0.4703476486542462, 0.5794244155608437, 0.4096577390685114, 4.238836486352868, -0.757997376886241, 0.7422199361291534, -0.1182259322590409, 0.3234765442074472, 0.4683691650885594, 0.8496970129443264, 0.6572988013828933, 0.484203806420838, 0.0192173459232379, 0.2074602552260731, -0.4816078894926891, 2.2097589961500974, 0.1900331603493751, 2.3061300794932267, 0.3043695747888418, 1.4658295363865395, 0.25464918316535, 0.1365780469131886, -0.609203380069831, 0.2553106578297335, -1.2615367561760937, -0.3318702696894777, -0.7419219470157007, 1.909433813423134, -0.5142902213078018, 0.70633555323964, 0.281366796330437, 1.1546507098883758, -0.3999667410006479, 0.5973704686185435, -0.0140961305416456, 0.1894488044284774, -0.2032205086668978, 0.3313726053757008, -0.5395156582528557]|184887.2968750000000000|      8.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.8016017582462474, 0.8824724057242871, -1.1382588090834664, -0.5847568474664107, 0.5988384814773259, -0.7690222441563068, 1.0484692444447061, -0.3501952996976565, -0.0935914689268174, 1.1788849345518777, 2.8696679902299684, -1.4896727359178694, 0.5204854929268974, 0.3732932522170407, 2.1369671174581617, 1.1912682913590102, 13.922878696631097, 0.2057551100027672, 11.475160821779754, 1.4697398302154057, 0.619179586437949, 0.1137136648685212, 0.3045484433136684, -0.115933141517572, 0.3951257719417268, 0.2460462092238277, 0.4021281198492734, -0.4703476486542462, 0.5794244155608437, 0.4096577390685114, 4.238836486352868, -0.757997376886241, 0.7422199361291534, -0.1182259322590409, 0.3234765442074472, 0.4683691650885594, 0.8496970129443264, 0.6572988013828933, 0.484203806420838, 0.0192173459232379, 0.2074602552260731, -0.4816078894926891, 2.2097589961500974, 0.1900331603493751, 2.3061300794932267, 0.3043695747888418, 1.4658295363865395, 0.25464918316535, 0.1365780469131886, -0.609203380069831, 0.2553106578297335, -1.2615367561760937, -0.3318702696894777, -0.7419219470157007, 1.909433813423134, -0.5142902213078018, 0.70633555323964, 0.281366796330437, 1.1546507098883758, -0.3999667410006479, 0.5973704686185435, -0.0140961305416456, 0.1894488044284774, -0.2032205086668978, 0.3313726053757008, -0.5395156582528557]|184887.2968750000000000|      4.00000000|[182, 60, 1, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.8016017582462474, 0.8824724057242871, -1.1382588090834664, -0.5847568474664107, 0.5988384814773259, -0.7690222441563068, 1.0484692444447061, -0.3501952996976565, -0.0935914689268174, 1.1788849345518777, 2.8696679902299684, -1.4896727359178694, 0.5204854929268974, 0.3732932522170407, 2.1369671174581617, 1.1912682913590102, 13.922878696631097, 0.2057551100027672, 11.475160821779754, 1.4697398302154057, 0.619179586437949, 0.1137136648685212, 0.3045484433136684, -0.115933141517572, 0.3951257719417268, 0.2460462092238277, 0.4021281198492734, -0.4703476486542462, 0.5794244155608437, 0.4096577390685114, 4.238836486352868, -0.757997376886241, 0.7422199361291534, -0.1182259322590409, 0.3234765442074472, 0.4683691650885594, 0.8496970129443264, 0.6572988013828933, 0.484203806420838, 0.0192173459232379, 0.2074602552260731, -0.4816078894926891, 2.2097589961500974, 0.1900331603493751, 2.3061300794932267, 0.3043695747888418, 1.4658295363865395, 0.25464918316535, 0.1365780469131886, -0.609203380069831, 0.2553106578297335, -1.2615367561760937, -0.3318702696894777, -0.7419219470157007, 1.909433813423134, -0.5142902213078018, 0.70633555323964, 0.281366796330437, 1.1546507098883758, -0.3999667410006479, 0.5973704686185435, -0.0140961305416456, 0.1894488044284774, -0.2032205086668978, 0.3313726053757008, -0.5395156582528557]|184887.2968750000000000|      2.00000000|[268, 88, 3, 25]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.8016017582462474, 0.8824724057242871, -1.1382588090834664, -0.5847568474664107, 0.5988384814773259, -0.7690222441563068, 1.0484692444447061, -0.3501952996976565, -0.0935914689268174, 1.1788849345518777, 2.8696679902299684, -1.4896727359178694, 0.5204854929268974, 0.3732932522170407, 2.1369671174581617, 1.1912682913590102, 13.922878696631097, 0.2057551100027672, 11.475160821779754, 1.4697398302154057, 0.619179586437949, 0.1137136648685212, 0.3045484433136684, -0.115933141517572, 0.3951257719417268, 0.2460462092238277, 0.4021281198492734, -0.4703476486542462, 0.5794244155608437, 0.4096577390685114, 4.238836486352868, -0.757997376886241, 0.7422199361291534, -0.1182259322590409, 0.3234765442074472, 0.4683691650885594, 0.8496970129443264, 0.6572988013828933, 0.484203806420838, 0.0192173459232379, 0.2074602552260731, -0.4816078894926891, 2.2097589961500974, 0.1900331603493751, 2.3061300794932267, 0.3043695747888418, 1.4658295363865395, 0.25464918316535, 0.1365780469131886, -0.609203380069831, 0.2553106578297335, -1.2615367561760937, -0.3318702696894777, -0.7419219470157007, 1.909433813423134, -0.5142902213078018, 0.70633555323964, 0.281366796330437, 1.1546507098883758, -0.3999667410006479, 0.5973704686185435, -0.0140961305416456, 0.1894488044284774, -0.2032205086668978, 0.3313726053757008, -0.5395156582528557]|184887.2968750000000000|      1.00000000|[352, 116, 4, 33]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.8016017582462474, 0.8824724057242871, -1.1382588090834664, -0.5847568474664107, 0.5988384814773259, -0.7690222441563068, 1.0484692444447061, -0.3501952996976565, -0.0935914689268174, 1.1788849345518777, 2.8696679902299684, -1.4896727359178694, 0.5204854929268974, 0.3732932522170407, 2.1369671174581617, 1.1912682913590102, 13.922878696631097, 0.2057551100027672, 11.475160821779754, 1.4697398302154057, 0.619179586437949, 0.1137136648685212, 0.3045484433136684, -0.115933141517572, 0.3951257719417268, 0.2460462092238277, 0.4021281198492734, -0.4703476486542462, 0.5794244155608437, 0.4096577390685114, 4.238836486352868, -0.757997376886241, 0.7422199361291534, -0.1182259322590409, 0.3234765442074472, 0.4683691650885594, 0.8496970129443264, 0.6572988013828933, 0.484203806420838, 0.0192173459232379, 0.2074602552260731, -0.4816078894926891, 2.2097589961500974, 0.1900331603493751, 2.3061300794932267, 0.3043695747888418, 1.4658295363865395, 0.25464918316535, 0.1365780469131886, -0.609203380069831, 0.2553106578297335, -1.2615367561760937, -0.3318702696894777, -0.7419219470157007, 1.909433813423134, -0.5142902213078018, 0.70633555323964, 0.281366796330437, 1.1546507098883758, -0.3999667410006479, 0.5973704686185435, -0.0140961305416456, 0.1894488044284774, -0.2032205086668978, 0.3313726053757008, -0.5395156582528557]|184887.2968750000000000|      0.50000000|[438, 144, 5, 41]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.9040269675482536, 0.8471555239716223, -1.1451665465386316, -0.5631230744393634, 0.4833662972404715, -0.7557771830791952, 1.0812793878645466, -0.3509818919319565, -0.0414678587437495, 1.12078936005833, 2.859799009226805, -1.4902239685158178, 0.519147003872682, 0.3262274356254118, 2.213721779731277, 1.093816814659744, 13.810834492418232, 0.362806334918951, 11.514190949892214, 1.4855002942861866, 0.5945184206098061, 0.1476254676659888, 0.2695009622256282, -0.0118637964036704, 0.3589741802694669, 0.2701597555764315, 0.355960520054745, -0.4706031216969108, 0.5746509542066817, 0.3186896337839621, 4.2517472635802305, -0.8382077582528005, 0.757292225111631, -0.1038766359043115, 0.3175121258710634, 0.6277089995591987, 0.7823307448186544, 0.7596795661822491, 0.4381919685538354, 0.0376557980646742, 0.186485991454139, -0.4965019652715972, 2.1570294545860973, 0.2480950115573732, 2.3430849508530263, 0.1700578144670488, 1.3584018301441414, 0.2457809396346662, 0.1606459150952623, -0.6465217545163464, 0.3301707613723821, -1.2261067012722222, -0.2997255777015825, -0.6743397376126609, 1.9152943047211195, -0.508053735569485, 0.6818615073925571, 0.2500810341599092, 1.2411327908632117, -0.4513726718803326, 0.5655668902517991, -0.0980671607857002, 0.1378651925466064, -0.1908833907043183, 0.2431889890973774, -0.4993981866559183]|130169.0942956207290990|      1.00000000|[462, 152, 6, 44]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       9|[0.930209057788546, 0.7658305620790005, -1.1014088034457603, -0.3102954980816671, 0.4684711973702001, -0.724950437221717, 0.9704657803420189, -0.507447155062399, 0.0055475050303252, 1.0318532688286772, 2.882379224438781, -1.5075980071990287, 0.6410758096121085, 0.3889090664531093, 2.3748815473284663, 1.080139015086261, 13.695327575688712, 0.5669718849888974, 11.5562041811111, 1.455222752136084, 0.6455032699366151, 0.0774433364555746, 0.2265195549386987, 0.042149345096656, 0.3882406128186384, 0.5111674256152473, 0.4100721747624874, -0.551025003632966, 0.6243947595942763, 0.5337922744932253, 4.202195080051643, -0.5378987754664297, 0.5916523952492073, -0.0871815104950739, 0.3556583439455105, 0.7607793973790522, 0.5863457187328194, 1.0466664438228501, 0.5357099070266467, -0.1279909500058463, 0.0060999349003201, -0.4599344747893387, 2.1748603021208206, 0.3309815848857861, 2.0850853618126357, 0.2571310682616204, 1.362845971226045, 0.335883070831193, 0.0090180452188424, -0.7208963577938348, 0.3184432220494912, -1.4777788165168533, -0.2538995858797513, -0.7925444771086442, 1.8775339667005206, -0.3721594136643991, 0.82475331816868, 0.3526186805575745, 1.0853737238545131, -0.5802553289063546, 0.5795677396493956, -0.0839722712373397, 0.0986087736853265, -0.2677875146331172, 0.1642056056989242, -0.3920549721326362]|103707.4843750000000000|      2.00000000|[487, 160, 6, 46]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[0.930209057788546, 0.7658305620790005, -1.1014088034457603, -0.3102954980816671, 0.4684711973702001, -0.724950437221717, 0.9704657803420189, -0.507447155062399, 0.0055475050303252, 1.0318532688286772, 2.882379224438781, -1.5075980071990287, 0.6410758096121085, 0.3889090664531093, 2.3748815473284663, 1.080139015086261, 13.695327575688712, 0.5669718849888974, 11.5562041811111, 1.455222752136084, 0.6455032699366151, 0.0774433364555746, 0.2265195549386987, 0.042149345096656, 0.3882406128186384, 0.5111674256152473, 0.4100721747624874, -0.551025003632966, 0.6243947595942763, 0.5337922744932253, 4.202195080051643, -0.5378987754664297, 0.5916523952492073, -0.0871815104950739, 0.3556583439455105, 0.7607793973790522, 0.5863457187328194, 1.0466664438228501, 0.5357099070266467, -0.1279909500058463, 0.0060999349003201, -0.4599344747893387, 2.1748603021208206, 0.3309815848857861, 2.0850853618126357, 0.2571310682616204, 1.362845971226045, 0.335883070831193, 0.0090180452188424, -0.7208963577938348, 0.3184432220494912, -1.4777788165168533, -0.2538995858797513, -0.7925444771086442, 1.8775339667005206, -0.3721594136643991, 0.82475331816868, 0.3526186805575745, 1.0853737238545131, -0.5802553289063546, 0.5795677396493956, -0.0839722712373397, 0.0986087736853265, -0.2677875146331172, 0.1642056056989242, -0.3920549721326362]|103707.4843750000000000|      1.00000000|[571, 188, 6, 53]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
