k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1457448332276274, 1.0862472516081867, 0.7866447993016621, 1.070800693840542, 1.2062103299288285, 0.5894480137106448, 0.9185887445379379, 0.1614994042144308]|124952.5227891682443442|      2.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[1.1457448332276274, 1.0862472516081867, 0.7866447993016621, 1.070800693840542, 1.2062103299288285, 0.5894480137106448, 0.9185887445379379, 0.1614994042144308]|124952.5227891682443442|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[1.0042349408931026, 1.2987527431375179, 0.824949794129928, 1.3751698476017804, 1.2860486496817536, 0.9524173507965004, 0.5346009265512164, -0.5835784244206075]|13590.1084373068479181|      2.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=1
       4|[1.0042349408931026, 1.2987527431375179, 0.824949794129928, 1.3751698476017804, 1.2860486496817536, 0.9524173507965004, 0.5346009265512164, -0.5835784244206075]|13590.1084373068479181|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[1.0042349408931026, 1.2987527431375179, 0.824949794129928, 1.3751698476017804, 1.2860486496817536, 0.9524173507965004, 0.5346009265512164, -0.5835784244206075]|13590.1084373068479181|      0.50000000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[1.2855574997068397, 1.156483322591706, 0.9702850632100355, 1.3011196288170643, 1.2635747811007947, 1.0529967038346055, 0.7736831780598439, -0.34645050424585]|7300.2817321860457014|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
       7|[1.2855574997068397, 1.156483322591706, 0.9702850632100355, 1.3011196288170643, 1.2635747811007947, 1.0529967038346055, 0.7736831780598439, -0.34645050424585]|7300.2817321860457014|      0.50000000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[1.2855574997068397, 1.156483322591706, 0.9702850632100355, 1.3011196288170643, 1.2635747811007947, 1.0529967038346055, 0.7736831780598439, -0.34645050424585]|7300.2817321860457014|      0.25000000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[1.465685340986236, 1.1322347390405991, 1.0575556489138993, 1.2682689223949024, 1.308466191937034, 0.9376762033582222, 0.7184050876516836, -0.3954496784643488]|1470.2366102392172706|      0.50000000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate success | actual_k=1
      10|[1.465685340986236, 1.1322347390405991, 1.0575556489138993, 1.2682689223949024, 1.308466191937034, 0.9376762033582222, 0.7184050876516836, -0.3954496784643488]|1470.2366102392172706|      0.25000000|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[1.465685340986236, 1.1322347390405991, 1.0575556489138993, 1.2682689223949024, 1.308466191937034, 0.9376762033582222, 0.7184050876516836, -0.3954496784643488]|1470.2366102392172706|      0.12500000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[1.465685340986236, 1.1322347390405991, 1.0575556489138993, 1.2682689223949024, 1.308466191937034, 0.9376762033582222, 0.7184050876516836, -0.3954496784643488]|1470.2366102392172706|      0.06250000|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[1.4314587428535845, 1.1381108852454431, 1.067634757877599, 1.2582287104613128, 1.3278474447339415, 0.9171690497834584, 0.6963785269769092, -0.4303283382722549]|392.4791616921971809|      0.12500000|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      14|[1.4314587428535845, 1.1381108852454431, 1.067634757877599, 1.2582287104613128, 1.3278474447339415, 0.9171690497834584, 0.6963785269769092, -0.4303283382722549]|392.4791616921971809|      0.06250000|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[1.4314587428535845, 1.1381108852454431, 1.067634757877599, 1.2582287104613128, 1.3278474447339415, 0.9171690497834584, 0.6963785269769092, -0.4303283382722549]|392.4791616921971809|      0.03125000|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[1.4314587428535845, 1.1381108852454431, 1.067634757877599, 1.2582287104613128, 1.3278474447339415, 0.9171690497834584, 0.6963785269769092, -0.4303283382722549]|392.4791616921971809|      0.01562500|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[1.435147967385892, 1.1293217308676151, 1.0721166319758944, 1.2526375753076984, 1.3240082120376244, 0.9193595430990268, 0.6950649643797551, -0.4393099644933416]|341.5222631763529080|      0.03125000|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      18|[1.435147967385892, 1.1293217308676151, 1.0721166319758944, 1.2526375753076984, 1.3240082120376244, 0.9193595430990268, 0.6950649643797551, -0.4393099644933416]|341.5222631763529080|      0.01562500|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[1.435147967385892, 1.1293217308676151, 1.0721166319758944, 1.2526375753076984, 1.3240082120376244, 0.9193595430990268, 0.6950649643797551, -0.4393099644933416]|341.5222631763529080|      0.00781250|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[1.435147967385892, 1.1293217308676151, 1.0721166319758944, 1.2526375753076984, 1.3240082120376244, 0.9193595430990268, 0.6950649643797551, -0.4393099644933416]|341.5222631763529080|      0.00390625|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[1.4353851217184737, 1.1289293035876002, 1.0717921767710217, 1.2526392564254654, 1.323961478309834, 0.9176799992862008, 0.6930195322879149, -0.4421271314756072]|337.0818961085072942|      0.00781250|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      22|[1.4353851217184737, 1.1289293035876002, 1.0717921767710217, 1.2526392564254654, 1.323961478309834, 0.9176799992862008, 0.6930195322879149, -0.4421271314756072]|337.0818961085072942|      0.00390625|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[1.4353851217184737, 1.1289293035876002, 1.0717921767710217, 1.2526392564254654, 1.323961478309834, 0.9176799992862008, 0.6930195322879149, -0.4421271314756072]|337.0818961085072942|      0.00195312|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[1.4353854732097338, 1.1297206039824716, 1.071245008372502, 1.2519010199911267, 1.3238615011316708, 0.9168065734740304, 0.6930272556878339, -0.4408736456155329]|336.6390450513329711|      0.00390625|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
