k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[182, 12, 1, 4]                                                            |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[362, 24, 1, 7]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[542, 36, 1, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[723, 48, 2, 14]                                                           |  | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[903, 60, 2, 17]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.0186224741846215, 0.0205432169622004, 0.0128568446197435, 0.01551772308059, 0.4287964036223492, 0.0179579455387113, 0.8021052052827016, 0.0244590588742146, 0.2213015602261997, 0.0226050153657264, 2.6946604335188633, 0.0195384781523606, 0.8114020402130301, 0.0224557541294238, 2.263337907492703, 0.022748276473269, 14.351695733128052, 0.0368582115506075, 12.16251194921768, 0.0323160084446487, 0.2789447564386956, 0.0189733765056611, 0.241591642180277, 0.0222794285754825, 1.1596068999093043, 0.0158555961938842, 0.1745187338885384, 0.0193162267290498, 0.1186924258136675, 0.0230071365158126, 3.743661291059761, 0.0194963093115935, 0.8326310877038607, 0.0126119719678902, 0.1569745947560512, 0.0235672362054166, 0.3827837653712367, 0.0185900426688878, 0.9229579152586146, 0.0172180715064504, 0.260246126883955, 0.0151791214436849, 2.0714923076763823, 0.020084712455561, 1.944056034650686, 0.0201706680707704, 1.4880997048398954, 0.0258532261932258, 0.4854467366743838, 0.0237713636882578, 0.4892424090364502, 0.0206418283956161, 0.325665920038691, 0.0174589018369047, 0.837425141925552, 0.0173474975009131, 0.4617850857475637, 0.0234305004848264, 0.4871079448663825, 0.0187194392093545, 0.9878816261064046, 0.0182661296805224, -0.0194848084997273, 0.0224943082183176, 0.2667628498479914, 0.0207728410688125]|2421766.2500000000000000|      0.06250000|[1023, 68, 2, 19]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.0186224741846215, 0.0205432169622004, 0.0128568446197435, 0.01551772308059, 0.4287964036223492, 0.0179579455387113, 0.8021052052827016, 0.0244590588742146, 0.2213015602261997, 0.0226050153657264, 2.6946604335188633, 0.0195384781523606, 0.8114020402130301, 0.0224557541294238, 2.263337907492703, 0.022748276473269, 14.351695733128052, 0.0368582115506075, 12.16251194921768, 0.0323160084446487, 0.2789447564386956, 0.0189733765056611, 0.241591642180277, 0.0222794285754825, 1.1596068999093043, 0.0158555961938842, 0.1745187338885384, 0.0193162267290498, 0.1186924258136675, 0.0230071365158126, 3.743661291059761, 0.0194963093115935, 0.8326310877038607, 0.0126119719678902, 0.1569745947560512, 0.0235672362054166, 0.3827837653712367, 0.0185900426688878, 0.9229579152586146, 0.0172180715064504, 0.260246126883955, 0.0151791214436849, 2.0714923076763823, 0.020084712455561, 1.944056034650686, 0.0201706680707704, 1.4880997048398954, 0.0258532261932258, 0.4854467366743838, 0.0237713636882578, 0.4892424090364502, 0.0206418283956161, 0.325665920038691, 0.0174589018369047, 0.837425141925552, 0.0173474975009131, 0.4617850857475637, 0.0234305004848264, 0.4871079448663825, 0.0187194392093545, 0.9878816261064046, 0.0182661296805224, -0.0194848084997273, 0.0224943082183176, 0.2667628498479914, 0.0207728410688125]|2421766.2500000000000000|      0.03125000|[1203, 80, 2, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.016346842626206, 0.0215171187954547, 0.008188887711557, 0.0139567105006626, 0.4245180533394598, 0.017387099651571, 0.8038697312342895, 0.0241842484641294, 0.2210332257399247, 0.0195202601056857, 2.6962369405439026, 0.0218579666392316, 0.8102088264447463, 0.0156848700513222, 2.2640006403296224, 0.0218283644931073, 14.355054802269747, 0.0541818426369202, 12.159108704426242, 0.0477885079995135, 0.2783683622970261, 0.0234387547790512, 0.2394622746334114, 0.0258291806166409, 1.1578186601522817, 0.0180127596570748, 0.1774590708379244, 0.0188902677796351, 0.1157999676007841, 0.0251057558281323, 3.7431250293521496, 0.0228189679295419, 0.8299569417834575, 0.014242757504542, 0.1528540738896437, 0.0260502567470074, 0.3843267724948014, 0.0216771676573133, 0.9221064153736094, 0.01471671453831, 0.2577794333393382, 0.0166394892147886, 2.0698935140009738, 0.0176979133075157, 1.9441326934313554, 0.0235595761080098, 1.4862013756440482, 0.0264486970757346, 0.4791165042938231, 0.0242216696142351, 0.4901557195864349, 0.0204265425715452, 0.3221111548849415, 0.0173472930294203, 0.8414356011600769, 0.0181757158381788, 0.4635411002524869, 0.0246450291397526, 0.4888401264602283, 0.0153094987664654, 0.9915026459553189, 0.0147492307176419, -0.0155128136688648, 0.022789800525394, 0.2650435522072613, 0.0207766482634999]|1969290.5000000000000000|      0.06250000|[1323, 88, 2, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[1.016346842626206, 0.0215171187954547, 0.008188887711557, 0.0139567105006626, 0.4245180533394598, 0.017387099651571, 0.8038697312342895, 0.0241842484641294, 0.2210332257399247, 0.0195202601056857, 2.6962369405439026, 0.0218579666392316, 0.8102088264447463, 0.0156848700513222, 2.2640006403296224, 0.0218283644931073, 14.355054802269747, 0.0541818426369202, 12.159108704426242, 0.0477885079995135, 0.2783683622970261, 0.0234387547790512, 0.2394622746334114, 0.0258291806166409, 1.1578186601522817, 0.0180127596570748, 0.1774590708379244, 0.0188902677796351, 0.1157999676007841, 0.0251057558281323, 3.7431250293521496, 0.0228189679295419, 0.8299569417834575, 0.014242757504542, 0.1528540738896437, 0.0260502567470074, 0.3843267724948014, 0.0216771676573133, 0.9221064153736094, 0.01471671453831, 0.2577794333393382, 0.0166394892147886, 2.0698935140009738, 0.0176979133075157, 1.9441326934313554, 0.0235595761080098, 1.4862013756440482, 0.0264486970757346, 0.4791165042938231, 0.0242216696142351, 0.4901557195864349, 0.0204265425715452, 0.3221111548849415, 0.0173472930294203, 0.8414356011600769, 0.0181757158381788, 0.4635411002524869, 0.0246450291397526, 0.4888401264602283, 0.0153094987664654, 0.9915026459553189, 0.0147492307176419, -0.0155128136688648, 0.022789800525394, 0.2650435522072613, 0.0207766482634999]|1969290.5000000000000000|      0.03125000|[1503, 100, 2, 27]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[1.015509682210029, 0.0227616862587518, 0.0053141680559048, 0.0117669441860756, 0.4240879397066443, 0.0180618553736491, 0.8070270055033653, 0.0235159064066912, 0.2230017184530757, 0.0189375424160851, 2.690098211497376, 0.0215280334402952, 0.8074828582072782, 0.0150665721480706, 2.261559840844948, 0.0267937680858363, 14.35827663671208, 0.0630133958229321, 12.16263514942151, 0.0608824261489426, 0.2816114777007695, 0.0211316252679383, 0.2385685350157518, 0.0228138544600552, 1.1562011758753878, 0.0197383588424371, 0.1770485222690044, 0.0170553995513647, 0.1193541639992838, 0.0205400130765209, 3.743991184980956, 0.024889911868698, 0.829432090828419, 0.013435178235991, 0.1513971925037479, 0.0220536115557364, 0.3798891270978997, 0.0176345337902138, 0.9138968849480407, 0.01604902573677, 0.2516852606171791, 0.0197485707798121, 2.072833651544371, 0.025909215511335, 1.9419110929474517, 0.0276825547498149, 1.4814231728376757, 0.0318263813909393, 0.477345537708858, 0.0221418984790362, 0.495553199759057, 0.0207878278205595, 0.3151269911070235, 0.0181092476896981, 0.8406853684587665, 0.0180990860046555, 0.4650900648078706, 0.0284329475668782, 0.4930802732023594, 0.0118813675241, 0.9957152112505031, 0.0148414233011471, -0.0196033018549532, 0.0242571294052327, 0.261211616372835, 0.0251215762106243]|1796566.8750000000000000|      0.06250000|[1623, 108, 2, 29]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
