k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[62, 4, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       3|[119.98046303195443, -0.0240413472182714, 0.8559734925741133, 110.01014995511888, 0.1882109521128425, 0.8286600944793885, 100.00200489629017, 0.2663195449819161, 0.6908136559748844, 88.1181903851964, 0.3689208600332353, 0.7340096074158531, 85.96656377559786, 0.3424227066664989, 0.6294884768276504, 84.0637081798244, 0.4382259851409935, 0.5733834599839333, 79.97849941369044, 0.6539613386828486, 0.3630114976710997, 76.02074820197939, 0.9095509998411588, 0.1757523261974346, 886.3945577231555, 910.051430115658, 922.5000786463747, 926.4585656117546, 935.6437549505885, 952.8747490472563, 975.7397590995886]|2369.1544220922378372|      0.50000000|[93, 6, 3, 9]                                                              |  | used linear model with 33 points | iterate success | actual_k=1
       4|[119.98046303195443, -0.0240413472182714, 0.8559734925741133, 110.01014995511888, 0.1882109521128425, 0.8286600944793885, 100.00200489629017, 0.2663195449819161, 0.6908136559748844, 88.1181903851964, 0.3689208600332353, 0.7340096074158531, 85.96656377559786, 0.3424227066664989, 0.6294884768276504, 84.0637081798244, 0.4382259851409935, 0.5733834599839333, 79.97849941369044, 0.6539613386828486, 0.3630114976710997, 76.02074820197939, 0.9095509998411588, 0.1757523261974346, 886.3945577231555, 910.051430115658, 922.5000786463747, 926.4585656117546, 935.6437549505885, 952.8747490472563, 975.7397590995886]|2369.1544220922378372|      0.25000000|[124, 8, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=1
       5|[119.98046303195443, -0.0240413472182714, 0.8559734925741133, 110.01014995511888, 0.1882109521128425, 0.8286600944793885, 100.00200489629017, 0.2663195449819161, 0.6908136559748844, 88.1181903851964, 0.3689208600332353, 0.7340096074158531, 85.96656377559786, 0.3424227066664989, 0.6294884768276504, 84.0637081798244, 0.4382259851409935, 0.5733834599839333, 79.97849941369044, 0.6539613386828486, 0.3630114976710997, 76.02074820197939, 0.9095509998411588, 0.1757523261974346, 886.3945577231555, 910.051430115658, 922.5000786463747, 926.4585656117546, 935.6437549505885, 952.8747490472563, 975.7397590995886]|2369.1544220922378372|      0.12500000|[155, 10, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       6|[119.98087034627973, 0.0206511735838961, 0.8827959049672639, 109.99982232821422, 0.1104027461335996, 0.806691272185665, 99.99432292568957, 0.2831394111033513, 0.7030112405387561, 88.11860933729223, 0.3629794109267661, 0.720912043779266, 85.97405905092386, 0.3462518160265752, 0.6541086313684504, 84.0618054145223, 0.4372183086012811, 0.574925997017454, 79.9580372220747, 0.6348373105448639, 0.3461561738378476, 76.05038596751443, 0.9140112790130265, 0.2105251311355836, 886.3992707673169, 910.0331697566869, 922.5079296209595, 926.4400072628667, 935.6340500559872, 952.8845786597068, 975.7122936406058]|1377.0435067963742313|      0.25000000|[186, 12, 6, 18]                                                           |  | used linear model with 33 points | iterate success | actual_k=1
       7|[119.98087034627973, 0.0206511735838961, 0.8827959049672639, 109.99982232821422, 0.1104027461335996, 0.806691272185665, 99.99432292568957, 0.2831394111033513, 0.7030112405387561, 88.11860933729223, 0.3629794109267661, 0.720912043779266, 85.97405905092386, 0.3462518160265752, 0.6541086313684504, 84.0618054145223, 0.4372183086012811, 0.574925997017454, 79.9580372220747, 0.6348373105448639, 0.3461561738378476, 76.05038596751443, 0.9140112790130265, 0.2105251311355836, 886.3992707673169, 910.0331697566869, 922.5079296209595, 926.4400072628667, 935.6340500559872, 952.8845786597068, 975.7122936406058]|1377.0435067963742313|      0.12500000|[217, 14, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       8|[119.98087034627973, 0.0206511735838961, 0.8827959049672639, 109.99982232821422, 0.1104027461335996, 0.806691272185665, 99.99432292568957, 0.2831394111033513, 0.7030112405387561, 88.11860933729223, 0.3629794109267661, 0.720912043779266, 85.97405905092386, 0.3462518160265752, 0.6541086313684504, 84.0618054145223, 0.4372183086012811, 0.574925997017454, 79.9580372220747, 0.6348373105448639, 0.3461561738378476, 76.05038596751443, 0.9140112790130265, 0.2105251311355836, 886.3992707673169, 910.0331697566869, 922.5079296209595, 926.4400072628667, 935.6340500559872, 952.8845786597068, 975.7122936406058]|1377.0435067963742313|      0.06250000|[248, 16, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       9|[120.00610807483086, -0.0185540559466676, 0.8674383299089033, 110.0057653951308, 0.1187386296418288, 0.8143866658932858, 99.98759800146573, 0.2711046861303077, 0.6937339351358642, 88.1250322963965, 0.3728770322509045, 0.715966621913953, 85.97624516481125, 0.3579429621673353, 0.6625877577820911, 84.06801473314295, 0.4463575059784424, 0.5798872672781028, 79.95711833658973, 0.6292237693441267, 0.3528137889604817, 76.0589034485615, 0.9207413329042118, 0.2174261517020661, 886.4058124280026, 910.035294165702, 922.5043588506338, 926.4419818811209, 935.6481170606849, 952.8897920013653, 975.7134601065824]|572.8530741872377803|      0.12500000|[279, 18, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=1
      10|[120.0189241550462, -0.0250142779935849, 0.8439892903292029, 109.98902459324593, 0.0708385340723232, 0.7774033063820641, 99.97508767898734, 0.2546453293401763, 0.6881733193900901, 88.08894596129367, 0.3768422677965691, 0.7014119999768975, 85.9744371083112, 0.4129052108994415, 0.679245112746658, 84.09232236015833, 0.4268295757874445, 0.5826150697784209, 79.94678240723944, 0.6365121715566994, 0.3256924859964024, 76.03689419859191, 0.9089117146570271, 0.1946859021139287, 886.3793808042437, 910.009032972049, 922.5114240480113, 926.4255206749044, 935.6567354590284, 952.9099132601298, 975.734246388194]|420.1387215854580290|      0.25000000|[310, 20, 10, 30]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      11|[120.0189241550462, -0.0250142779935849, 0.8439892903292029, 109.98902459324593, 0.0708385340723232, 0.7774033063820641, 99.97508767898734, 0.2546453293401763, 0.6881733193900901, 88.08894596129367, 0.3768422677965691, 0.7014119999768975, 85.9744371083112, 0.4129052108994415, 0.679245112746658, 84.09232236015833, 0.4268295757874445, 0.5826150697784209, 79.94678240723944, 0.6365121715566994, 0.3256924859964024, 76.03689419859191, 0.9089117146570271, 0.1946859021139287, 886.3793808042437, 910.009032972049, 922.5114240480113, 926.4255206749044, 935.6567354590284, 952.9099132601298, 975.734246388194]|420.1387215854580290|      0.12500000|[341, 22, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
