k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3028352902633469, 0.3582509504684904, 1.1439969323253691, 0.1718735650657454, 0.910153669008835, 0.7443710276378506]|420.8253730660716201|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[0.8116908721994924, 1.3508012921439305, 1.61585868121844, -0.0307505138266719, 1.0181609179277582, -0.8306001539200634]|279.7438378536813843|      4.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[0.8116908721994924, 1.3508012921439305, 1.61585868121844, -0.0307505138266719, 1.0181609179277582, -0.8306001539200634]|279.7438378536813843|      2.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.8116908721994924, 1.3508012921439305, 1.61585868121844, -0.0307505138266719, 1.0181609179277582, -0.8306001539200634]|279.7438378536813843|      1.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.8116908721994924, 1.3508012921439305, 1.61585868121844, -0.0307505138266719, 1.0181609179277582, -0.8306001539200634]|279.7438378536813843|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.7813171592125749, 1.4301097271777419, 1.984644829650433, -0.0921244349710185, 1.1343567830427568, -0.5314076587766916]|196.2097977667321231|      1.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[0.7813171592125749, 1.4301097271777419, 1.984644829650433, -0.0921244349710185, 1.1343567830427568, -0.5314076587766916]|196.2097977667321231|      0.50000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.7813171592125749, 1.4301097271777419, 1.984644829650433, -0.0921244349710185, 1.1343567830427568, -0.5314076587766916]|196.2097977667321231|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.8256298324860332, 1.3125487724547078, 2.018698047416583, -0.1003283993216007, 0.9225364729276427, -0.5064870154581299]|171.7449484070603773|      0.50000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
      10|[0.8256298324860332, 1.3125487724547078, 2.018698047416583, -0.1003283993216007, 0.9225364729276427, -0.5064870154581299]|171.7449484070603773|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.8256298324860332, 1.3125487724547078, 2.018698047416583, -0.1003283993216007, 0.9225364729276427, -0.5064870154581299]|171.7449484070603773|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.7619767008135939, 1.3485563630066975, 1.993366710099199, -0.1547911649731076, 0.9975043801776241, -0.4741037537201347]|164.6277763646924654|      0.25000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[0.7619767008135939, 1.3485563630066975, 1.993366710099199, -0.1547911649731076, 0.9975043801776241, -0.4741037537201347]|164.6277763646924654|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.7619767008135939, 1.3485563630066975, 1.993366710099199, -0.1547911649731076, 0.9975043801776241, -0.4741037537201347]|164.6277763646924654|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.7484868465015541, 1.3336940296230542, 2.0160936352221372, -0.1689303312647843, 0.9733172216086902, -0.4271789512333124]|159.9216890333858885|      0.12500000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[0.7484868465015541, 1.3336940296230542, 2.0160936352221372, -0.1689303312647843, 0.9733172216086902, -0.4271789512333124]|159.9216890333858885|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[0.7318951009973691, 1.3191364541655386, 2.0200523737122436, -0.1707813761570944, 0.9934410445534082, -0.3724525887524537]|157.0544926025799271|      0.12500000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[0.6914227573364864, 1.2544748996224588, 2.062102883398058, -0.1969833420776664, 0.926097099119853, -0.3193877473490306]|153.1311665034945975|      0.25000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[0.6914227573364864, 1.2544748996224588, 2.062102883398058, -0.1969833420776664, 0.926097099119853, -0.3193877473490306]|153.1311665034945975|      0.12500000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.6404783289827116, 1.2253167409434969, 2.062335204304067, -0.1959867299164782, 1.0356745927803916, -0.3324718092730287]|151.3454896658107316|      0.25000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[0.6404783289827116, 1.2253167409434969, 2.062335204304067, -0.1959867299164782, 1.0356745927803916, -0.3324718092730287]|151.3454896658107316|      0.12500000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
