k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.4998521738148227, 1.500066870364649, -0.9999143617751715, 0.0137920115239284, 0.0190803372723384]|  0.1651672543814555|      0.00781250|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[0.4998521738148227, 1.500066870364649, -0.9999143617751715, 0.0137920115239284, 0.0190803372723384]|  0.1651672543814555|      0.00390625|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.4998521738148227, 1.500066870364649, -0.9999143617751715, 0.0137920115239284, 0.0190803372723384]|  0.1651672543814555|      0.00195312|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.4998521738148227, 1.500066870364649, -0.9999143617751715, 0.0137920115239284, 0.0190803372723384]|  0.1651672543814555|      0.00097656|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.4998521738148227, 1.500066870364649, -0.9999143617751715, 0.0137920115239284, 0.0190803372723384]|  0.1651672543814555|      0.00048828|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.4997060685534064, 1.5000583656058868, -0.9998625710063423, 0.0142545616635462, 0.0190994313910675]|  0.1597517027206156|      0.00097656|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.4997060685534064, 1.5000583656058868, -0.9998625710063423, 0.0142545616635462, 0.0190994313910675]|  0.1597517027206156|      0.00048828|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.4995506593801722, 1.5000952592399652, -0.9998639096975395, 0.0142689272502148, 0.0195606225288469]|  0.1567974848557004|      0.00097656|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[0.4985889304009543, 1.5000246202077425, -0.9998893538106365, 0.0144203484874817, 0.0195742614466404]|  0.1540107896839195|      0.00195312|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[0.4985889304009543, 1.5000246202077425, -0.9998893538106365, 0.0144203484874817, 0.0195742614466404]|  0.1540107896839195|      0.00097656|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.4985889304009543, 1.5000246202077425, -0.9998893538106365, 0.0144203484874817, 0.0195742614466404]|  0.1540107896839195|      0.00048828|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[0.4983610587007631, 1.4999772919737204, -0.999945382424218, 0.014451371740365, 0.0199987039726184]|  0.1508960762878806|      0.00097656|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[0.4979227653589984, 1.500176492812477, -0.999186968734004, 0.0145510560944943, 0.0203685201334976]|  0.1479869594722299|      0.00195312|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[0.4979227653589984, 1.500176492812477, -0.999186968734004, 0.0145510560944943, 0.0203685201334976]|  0.1479869594722299|      0.00097656|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[0.4979227653589984, 1.500176492812477, -0.999186968734004, 0.0145510560944943, 0.0203685201334976]|  0.1479869594722299|      0.00048828|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[0.4979227653589984, 1.500176492812477, -0.999186968734004, 0.0145510560944943, 0.0203685201334976]|  0.1479869594722299|      0.00024414|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[0.4978433680772572, 1.5001446648762669, -0.9991905893873764, 0.0147218895252879, 0.020520475813538]|  0.1466102379991044|      0.00048828|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
