k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[62, 4, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[93, 6, 3, 9]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[124, 8, 4, 12]                                                            |  | used linear model with 33 points | iterate failure | actual_k=1
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[155, 10, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[186, 12, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[217, 14, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[248, 16, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
       9|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00195312|[279, 18, 9, 27]                                                           |  | used linear model with 33 points | iterate failure | actual_k=1
      10|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00097656|[310, 20, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      11|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00048828|[341, 22, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      12|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00024414|[372, 24, 12, 36]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      13|[107.47000263246596, 0.0922104260022998, 0.9081159372072348, 102.39996067935839, 0.1818674031400347, 0.8180849039963148, 97.44002700572018, 0.283981505979311, 0.7159780888428114, 96.29999634586324, 0.3051313724376695, 0.6948778909112167, 93.98996229965304, 0.3565838932112751, 0.6434080431587077, 89.72001715302765, 0.467963661075094, 0.5319689246988036, 83.7099880670567, 0.657929468220221, 0.3420669574265913, 78.30998476535153, 0.876296699657472, 0.1236975474005207, 886.3700049390673, 910.0099910462668, 922.520006755867, 926.4599912542722, 935.5600101754806, 952.8299903513586, 975.7300250515092]|  0.9280832967478736|      0.00048828|[403, 26, 13, 39]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      14|[107.47003170605761, 0.0924544256943094, 0.9082545396701099, 102.39997874646836, 0.1819785563190389, 0.8180244288601528, 97.43990199181466, 0.2839374133370933, 0.7158816782323969, 96.29995484450981, 0.3051637275019147, 0.694888056629169, 93.98995992290686, 0.3565169732873052, 0.643455530060808, 89.72008163324743, 0.4677690557537337, 0.5319093381920179, 83.70992495891956, 0.6579441818972198, 0.342027453912477, 78.31009920402339, 0.876254082269443, 0.1236483059231797, 886.370074052533, 910.010044882067, 922.5199537000959, 926.4601003292818, 935.559970070496, 952.8300068249703, 975.7299107464235]|  0.7982192599467810|      0.00097656|[434, 28, 14, 42]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      15|[107.47008679285071, 0.0929202295625688, 0.9083009733017421, 102.40014992025668, 0.1818546086302941, 0.8178892059067354, 97.44000105168699, 0.2840233662666377, 0.7156264703866314, 96.3000138076784, 0.305237295849108, 0.6948406938024828, 93.98980482907523, 0.3562944932377187, 0.6434446000629293, 89.72000062573247, 0.4680055682144703, 0.5320422895946515, 83.70997193287967, 0.6577475429509176, 0.3420573606858189, 78.31001231527993, 0.8763556417632864, 0.1234927121977532, 886.3701355118133, 910.0103232875002, 922.5199121873475, 926.460024312221, 935.5602788067071, 952.8303884596157, 975.7299982524413]|  0.6415878750749684|      0.00195312|[465, 30, 15, 45]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
