k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[1.0056355970795527, 1.9481430424752122, 1.175763853405081, 0.8825131034144184, 1.0226176530879145, 1.1207121979648706]|  0.6920719962639842|      0.50000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[1.0056355970795527, 1.9481430424752122, 1.175763853405081, 0.8825131034144184, 1.0226176530879145, 1.1207121979648706]|  0.6920719962639842|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[1.0056355970795527, 1.9481430424752122, 1.175763853405081, 0.8825131034144184, 1.0226176530879145, 1.1207121979648706]|  0.6920719962639842|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[1.061034311625742, 1.9445387868051547, 1.119967784417678, 0.9098675035168328, 1.0709423390352883, 1.0410488313753747]|  0.5100524352883795|      0.25000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[1.061034311625742, 1.9445387868051547, 1.119967784417678, 0.9098675035168328, 1.0709423390352883, 1.0410488313753747]|  0.5100524352883795|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[1.1189872028660788, 1.9212812530936572, 1.1641941909716262, 0.8234066630518686, 1.1079310887721219, 1.0714779283857538]|  0.4332020054965004|      0.25000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[1.1189872028660788, 1.9212812530936572, 1.1641941909716262, 0.8234066630518686, 1.1079310887721219, 1.0714779283857538]|  0.4332020054965004|      0.12500000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[1.1189872028660788, 1.9212812530936572, 1.1641941909716262, 0.8234066630518686, 1.1079310887721219, 1.0714779283857538]|  0.4332020054965004|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[1.1612985535256255, 1.908919292211912, 1.1479202749353004, 0.8249353680287821, 1.1459725464598047, 1.0557028929355405]|  0.3902903660188734|      0.12500000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[1.1824517434922925, 1.9188703538105636, 1.1592714098174648, 0.7233006395371617, 1.213943513018003, 1.0556846238426414]|  0.3449713232811895|      0.25000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[1.1824517434922925, 1.9188703538105636, 1.1592714098174648, 0.7233006395371617, 1.213943513018003, 1.0556846238426414]|  0.3449713232811895|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[1.1824517434922925, 1.9188703538105636, 1.1592714098174648, 0.7233006395371617, 1.213943513018003, 1.0556846238426414]|  0.3449713232811895|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[1.1926584598790002, 1.890589384648376, 1.1615977134761895, 0.7265901116005034, 1.259818328777795, 1.0259940750486947]|  0.3347563200249484|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[1.3039099271399248, 1.856122204534783, 1.1768493963207807, 0.7518447800667788, 1.2452165961184862, 1.0572431041811516]|  0.3253765117385744|      0.25000000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[1.3039099271399248, 1.856122204534783, 1.1768493963207807, 0.7518447800667788, 1.2452165961184862, 1.0572431041811516]|  0.3253765117385744|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[1.3039099271399248, 1.856122204534783, 1.1768493963207807, 0.7518447800667788, 1.2452165961184862, 1.0572431041811516]|  0.3253765117385744|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[1.288382065450762, 1.8732206904991242, 1.211852013840043, 0.7204467142287498, 1.2448635367890053, 1.0913258104503192]|  0.3150018063541660|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[1.375280736874711, 1.9285716583064783, 1.2397479587959586, 0.6952369340679665, 1.2453968103712403, 1.0313600691800755]|  0.2996684631465537|      0.25000000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[1.375280736874711, 1.9285716583064783, 1.2397479587959586, 0.6952369340679665, 1.2453968103712403, 1.0313600691800755]|  0.2996684631465537|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[1.375280736874711, 1.9285716583064783, 1.2397479587959586, 0.6952369340679665, 1.2453968103712403, 1.0313600691800755]|  0.2996684631465537|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.4173676104793933, 1.9304128863988952, 1.228494751591414, 0.6950735121464522, 1.2705354731117355, 1.068413290440878]|  0.2960552860091103|      0.12500000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[1.4173676104793933, 1.9304128863988952, 1.228494751591414, 0.6950735121464522, 1.2705354731117355, 1.068413290440878]|  0.2960552860091103|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
