k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.21569881845268, -0.5985302928433153, -0.1256241002951676, 0.7867271522998613, 0.0735047424719915, 0.2147203977060174, -0.2856005320927014]|75844.3281250000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.21569881845268, -0.5985302928433153, -0.1256241002951676, 0.7867271522998613, 0.0735047424719915, 0.2147203977060174, -0.2856005320927014]|75844.3281250000000000|      1.00000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.285272843534413, -0.3585072593185649, -0.36041987357325, 0.4661197075816095, 0.2316399840340487, -0.5168442515464716, 0.1828400927400261]|39849.0429687500000000|      2.00000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[10.285272843534413, -0.3585072593185649, -0.36041987357325, 0.4661197075816095, 0.2316399840340487, -0.5168442515464716, 0.1828400927400261]|39849.0429687500000000|      1.00000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.285272843534413, -0.3585072593185649, -0.36041987357325, 0.4661197075816095, 0.2316399840340487, -0.5168442515464716, 0.1828400927400261]|39849.0429687500000000|      0.50000000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[10.285272843534413, -0.3585072593185649, -0.36041987357325, 0.4661197075816095, 0.2316399840340487, -0.5168442515464716, 0.1828400927400261]|39849.0429687500000000|      0.25000000|[158, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[10.285272843534413, -0.3585072593185649, -0.36041987357325, 0.4661197075816095, 0.2316399840340487, -0.5168442515464716, 0.1828400927400261]|39849.0429687500000000|      0.12500000|[185, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.282983160343354, -0.3359402795362698, -0.3573913936423521, 0.5119276106720082, 0.2347152073571754, -0.5177019901273688, 0.0688543024668583]|19121.7773437500000000|      0.25000000|[211, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[10.282983160343354, -0.3359402795362698, -0.3573913936423521, 0.5119276106720082, 0.2347152073571754, -0.5177019901273688, 0.0688543024668583]|19121.7773437500000000|      0.12500000|[237, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.282983160343354, -0.3359402795362698, -0.3573913936423521, 0.5119276106720082, 0.2347152073571754, -0.5177019901273688, 0.0688543024668583]|19121.7773437500000000|      0.06250000|[263, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
