k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[97, 32, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=16
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[194, 64, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=16
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[291, 96, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=16
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[388, 128, 4, 12]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[485, 160, 5, 15]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       6|[4.138470040089525, 0.0474470163862408, 0.178872755200005, 0.0206372211995466, 1.656583171026364, 0.0227619445088593, 1.1949138824140404, 0.0202484767516329, 0.2963730045721229, 0.0219316877432685, 0.3289274960746931, 0.0230604373204924, 0.081344518816403, 0.0223786407785967, 0.2550787167810281, 0.0157769994735221, 1.395939440152639, 0.0202948646814131, 1.172365343246539, 0.0227769629923416, 0.0907782869112985, 0.0214793783007097, 0.1274436743947993, 0.0189028636876566, 0.3037334929903594, 0.0220619475120223, 0.1095276524001478, 0.019050830769338, 0.1166466237865425, 0.0203272923319591, 0.5457672085963423, 0.0191104196094503, 0.0076900800317996, 0.0181872388374408, 0.0888984633045313, 0.0193036884756836, 0.1128822222653997, 0.0216471539394924, 0.0378309884068358, 0.0200399395071696, 0.0990357795627526, 0.0191120188166647, 0.2826028837375158, 0.0212772961039815, 0.4221873248918667, 0.0187965140600513, 0.161208179978268, 0.0190628972961654, 0.0742469076670808, 0.0202584306912473, 0.315023390685858, 0.0202737230518827, 0.140113089106977, 0.0185241359101071, 0.282551817044794, 0.0217552694326092, 0.0634694506516056, 0.0175311341663203, 0.1500782957272142, 0.0233756549407137, 0.1920935397645839, 0.0210181449909975, 0.1520096460044062, 0.0160062659167166, 0.389216230050451, 0.0226549242688008]|176179.7640386433340609|      0.06250000|[582, 192, 6, 18]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
       7|[4.138470040089525, 0.0474470163862408, 0.178872755200005, 0.0206372211995466, 1.656583171026364, 0.0227619445088593, 1.1949138824140404, 0.0202484767516329, 0.2963730045721229, 0.0219316877432685, 0.3289274960746931, 0.0230604373204924, 0.081344518816403, 0.0223786407785967, 0.2550787167810281, 0.0157769994735221, 1.395939440152639, 0.0202948646814131, 1.172365343246539, 0.0227769629923416, 0.0907782869112985, 0.0214793783007097, 0.1274436743947993, 0.0189028636876566, 0.3037334929903594, 0.0220619475120223, 0.1095276524001478, 0.019050830769338, 0.1166466237865425, 0.0203272923319591, 0.5457672085963423, 0.0191104196094503, 0.0076900800317996, 0.0181872388374408, 0.0888984633045313, 0.0193036884756836, 0.1128822222653997, 0.0216471539394924, 0.0378309884068358, 0.0200399395071696, 0.0990357795627526, 0.0191120188166647, 0.2826028837375158, 0.0212772961039815, 0.4221873248918667, 0.0187965140600513, 0.161208179978268, 0.0190628972961654, 0.0742469076670808, 0.0202584306912473, 0.315023390685858, 0.0202737230518827, 0.140113089106977, 0.0185241359101071, 0.282551817044794, 0.0217552694326092, 0.0634694506516056, 0.0175311341663203, 0.1500782957272142, 0.0233756549407137, 0.1920935397645839, 0.0210181449909975, 0.1520096460044062, 0.0160062659167166, 0.389216230050451, 0.0226549242688008]|176179.7640386433340609|      0.03125000|[679, 224, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       8|[4.136010740067371, 0.0662850679732812, 0.1812150173595904, 0.0200434702199975, 1.655208335705407, 0.0340794755342631, 1.1982896330971045, 0.029298497373899, 0.2959640122496249, 0.0220217652511707, 0.3293437325011463, 0.0219818848466212, 0.0837667522346397, 0.0199862288573247, 0.2508893070701688, 0.0161839355628991, 1.3954687136031656, 0.031725579534743, 1.173663010592321, 0.0295817854033405, 0.0911133385804266, 0.0203898468014578, 0.1306629541485791, 0.016861315427587, 0.3050012925175749, 0.0200504550948005, 0.1089712239078803, 0.0165045094901622, 0.1162377270956655, 0.0227438767588378, 0.5441995029545476, 0.0194598782969808, 0.0092226177393178, 0.0169789272652074, 0.0880816960788789, 0.020154841358025, 0.1153682382297482, 0.0221134039899075, 0.0363059120674732, 0.0248205562977323, 0.0970677910095965, 0.0198138053736234, 0.2806913921669091, 0.022019958506634, 0.4232669237289753, 0.0210327407907773, 0.1595704798478338, 0.0208294849305428, 0.0709956938199515, 0.0192880582544335, 0.3138754726967697, 0.0227987213351718, 0.1410398113720941, 0.0196584552386869, 0.2817657209326023, 0.0209994936380061, 0.0630623023210434, 0.0179546539550735, 0.1505205338004502, 0.0212806616277481, 0.1875332705956782, 0.0153420274015598, 0.1527637669024349, 0.0155862574033641, 0.3897508801558829, 0.0237219395242315]|143702.8514995655568782|      0.06250000|[776, 256, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
       9|[4.136010740067371, 0.0662850679732812, 0.1812150173595904, 0.0200434702199975, 1.655208335705407, 0.0340794755342631, 1.1982896330971045, 0.029298497373899, 0.2959640122496249, 0.0220217652511707, 0.3293437325011463, 0.0219818848466212, 0.0837667522346397, 0.0199862288573247, 0.2508893070701688, 0.0161839355628991, 1.3954687136031656, 0.031725579534743, 1.173663010592321, 0.0295817854033405, 0.0911133385804266, 0.0203898468014578, 0.1306629541485791, 0.016861315427587, 0.3050012925175749, 0.0200504550948005, 0.1089712239078803, 0.0165045094901622, 0.1162377270956655, 0.0227438767588378, 0.5441995029545476, 0.0194598782969808, 0.0092226177393178, 0.0169789272652074, 0.0880816960788789, 0.020154841358025, 0.1153682382297482, 0.0221134039899075, 0.0363059120674732, 0.0248205562977323, 0.0970677910095965, 0.0198138053736234, 0.2806913921669091, 0.022019958506634, 0.4232669237289753, 0.0210327407907773, 0.1595704798478338, 0.0208294849305428, 0.0709956938199515, 0.0192880582544335, 0.3138754726967697, 0.0227987213351718, 0.1410398113720941, 0.0196584552386869, 0.2817657209326023, 0.0209994936380061, 0.0630623023210434, 0.0179546539550735, 0.1505205338004502, 0.0212806616277481, 0.1875332705956782, 0.0153420274015598, 0.1527637669024349, 0.0155862574033641, 0.3897508801558829, 0.0237219395242315]|143702.8514995655568782|      0.03125000|[873, 288, 9, 27]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
      10|[4.13417149865642, 0.0887618130304573, 0.1818253983432421, 0.018678098455348, 1.6517476875878696, 0.0442203056358394, 1.1990643572233346, 0.0378305916132271, 0.2930298680527328, 0.0238947676440439, 0.3321972205590227, 0.0254743895050517, 0.0828659505376188, 0.0188219597217692, 0.2508293124138234, 0.0153093512398053, 1.3981019679816737, 0.0392534805851114, 1.172707184540376, 0.0329504889336285, 0.0909703752825336, 0.0213368468389899, 0.1326486088182497, 0.019711791443129, 0.3041516186484895, 0.0237019580928701, 0.1101053127810939, 0.017787651486721, 0.1176268548922168, 0.0222733577206677, 0.5437167199252219, 0.0221757855644364, 0.010246248462182, 0.0171632864680973, 0.090568822726679, 0.0203760923406163, 0.1135277880623237, 0.0224202706011521, 0.0318365684724191, 0.0206494527338035, 0.0960656403673343, 0.0194859106898847, 0.2809075909613152, 0.020365371844178, 0.4222527902403651, 0.0246695178347764, 0.1616617986407405, 0.021401836251118, 0.0732062154147206, 0.0195781342402318, 0.3119003430650445, 0.0260801260987347, 0.1393059957328874, 0.0200705640075593, 0.279776129469095, 0.0247427412140716, 0.0636941691906486, 0.0190454013033648, 0.1513437179995312, 0.0220814319115715, 0.1858877399845238, 0.0125783808153893, 0.152449540139016, 0.0162729742115993, 0.3896131437283117, 0.0227803771042186]|126015.8321025462646503|      0.06250000|[970, 320, 10, 30]                                                         |  | used linear model with 129 points | iterate success | actual_k=16
      11|[4.13417149865642, 0.0887618130304573, 0.1818253983432421, 0.018678098455348, 1.6517476875878696, 0.0442203056358394, 1.1990643572233346, 0.0378305916132271, 0.2930298680527328, 0.0238947676440439, 0.3321972205590227, 0.0254743895050517, 0.0828659505376188, 0.0188219597217692, 0.2508293124138234, 0.0153093512398053, 1.3981019679816737, 0.0392534805851114, 1.172707184540376, 0.0329504889336285, 0.0909703752825336, 0.0213368468389899, 0.1326486088182497, 0.019711791443129, 0.3041516186484895, 0.0237019580928701, 0.1101053127810939, 0.017787651486721, 0.1176268548922168, 0.0222733577206677, 0.5437167199252219, 0.0221757855644364, 0.010246248462182, 0.0171632864680973, 0.090568822726679, 0.0203760923406163, 0.1135277880623237, 0.0224202706011521, 0.0318365684724191, 0.0206494527338035, 0.0960656403673343, 0.0194859106898847, 0.2809075909613152, 0.020365371844178, 0.4222527902403651, 0.0246695178347764, 0.1616617986407405, 0.021401836251118, 0.0732062154147206, 0.0195781342402318, 0.3119003430650445, 0.0260801260987347, 0.1393059957328874, 0.0200705640075593, 0.279776129469095, 0.0247427412140716, 0.0636941691906486, 0.0190454013033648, 0.1513437179995312, 0.0220814319115715, 0.1858877399845238, 0.0125783808153893, 0.152449540139016, 0.0162729742115993, 0.3896131437283117, 0.0227803771042186]|126015.8321025462646503|      0.03125000|[1067, 352, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
