k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3958749089498165, 1.32912452833924, -0.0626550734985567, 1.6325327505490668, 0.8459150418482069, 1.0832250480926915, 0.481947998983371, 0.8214214351016178]|148.2948760986328125|      2.00000000|[10, 3, 0, 3]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       2|[0.3958749089498165, 1.32912452833924, -0.0626550734985567, 1.6325327505490668, 0.8459150418482069, 1.0832250480926915, 0.481947998983371, 0.8214214351016178]|148.2948760986328125|      1.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.6885046066160803, 1.4904744657825908, 0.002661712291585, 2.1907958690278386, 1.1695219647589725, 1.4869299185964, -0.0025127602076994, 1.0860131499208858]|115.6438064575195312|      2.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.6885046066160803, 1.4904744657825908, 0.002661712291585, 2.1907958690278386, 1.1695219647589725, 1.4869299185964, -0.0025127602076994, 1.0860131499208858]|115.6438064575195312|      1.00000000|[34, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.6885046066160803, 1.4904744657825908, 0.002661712291585, 2.1907958690278386, 1.1695219647589725, 1.4869299185964, -0.0025127602076994, 1.0860131499208858]|115.6438064575195312|      0.50000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.6885046066160803, 1.4904744657825908, 0.002661712291585, 2.1907958690278386, 1.1695219647589725, 1.4869299185964, -0.0025127602076994, 1.0860131499208858]|115.6438064575195312|      0.25000000|[52, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.6414679858877725, 1.482916369975876, 0.0058203860861401, 2.0428703476754215, 1.3395687590025545, 1.5584313646230499, 0.0451257385788918, 1.0408390552686178]| 95.0435256958007812|      0.50000000|[58, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.6414679858877725, 1.482916369975876, 0.0058203860861401, 2.0428703476754215, 1.3395687590025545, 1.5584313646230499, 0.0451257385788918, 1.0408390552686178]| 95.0435256958007812|      0.25000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.6414679858877725, 1.482916369975876, 0.0058203860861401, 2.0428703476754215, 1.3395687590025545, 1.5584313646230499, 0.0451257385788918, 1.0408390552686178]| 95.0435256958007812|      0.12500000|[77, 25, 2, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.613773904065483, 1.4914262856921794, -0.0211433922732573, 2.0162369081743305, 1.305449970419173, 1.5490073637291826, -0.0085036559495941, 0.9448170877887141]| 86.1734848022460938|      0.25000000|[84, 27, 2, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.4969572883470998, 1.4562126803388702, -0.1890964298249161, 1.9564330171036248, 1.2299399004955012, 1.5247282024920308, 0.0206227220668477, 0.8515992898449464]| 82.5451431274414062|      0.50000000|[90, 29, 2, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.4969572883470998, 1.4562126803388702, -0.1890964298249161, 1.9564330171036248, 1.2299399004955012, 1.5247282024920308, 0.0206227220668477, 0.8515992898449464]| 82.5451431274414062|      0.25000000|[99, 32, 2, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.4969572883470998, 1.4562126803388702, -0.1890964298249161, 1.9564330171036248, 1.2299399004955012, 1.5247282024920308, 0.0206227220668477, 0.8515992898449464]| 82.5451431274414062|      0.12500000|[108, 35, 2, 37]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.5023304982003012, 1.4287496008022376, -0.255589478002448, 1.9151007455213473, 1.1956682004765664, 1.5541303224132033, 0.0671647883811868, 0.9187336903657831]| 75.2288360595703125|      0.25000000|[114, 37, 2, 39]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
