k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|1687370.1489277461078018|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.7663438721427324, 1.240213968846204, -1.2310830174233418, 0.8589794927707919, -0.7824972373448854, 0.9850797542023084, -1.0436255162155494, 0.8749135468031007, -0.9383167275338717, 1.0633734132294717, -1.2199227362957863, 0.824182436339152, -0.8088212472956108, 1.1326241816258533, -1.2337694486099657, 0.6653145597760652, -0.6577380030747727, 1.2226241267212377, -1.3076545114138844, 0.7458617089077307, -0.847598291208181, 1.1231914249925934, -1.1680117781628845, 0.6804059230486916, -0.9776378927943412, 1.0891273174870317, -1.1240198136906299, 0.6955992768510176, -0.776819827801863, 1.2067969139467403, -1.3243752478881103, 0.7150337838757894, -0.8439980953085247, 1.2259236074036615, -1.1540011830316548, 0.8203323883311519, -0.7502313852171524, 1.0471255613571673, -1.2537525502953966, 0.8218813110627031, -0.7629456201708048, 1.183039207127753, -1.1316031241312963, 0.6119727440139956, -0.8612540631156483, 1.1205256912988586, -1.0463324420362208, 0.6575973876019112, -0.8209213847966774, 1.0675706117731651, -1.1002685294095196, 0.7383088650450991, -0.8624708017675777, 1.1507200751046105, -1.2218345041016088, 0.7066131191139232, -0.7325244690181721, 0.9982869429438306, -1.2579588537968087, 0.5654628733272555, -0.7968309518205614, 1.0376466367373496, -1.2571860759407294, 0.7421195664536236, -0.6828864165140708, 1.0833059841749517, -1.2837391253851684, 0.7940681952142997, -0.8056204326877839, 1.101104511284687, -1.2506614949351769, 0.5305749747066827, -0.7838211901027328, 1.2736124233460866, -1.1387288700699798, 0.7850387519975914, -0.8502864720003667, 1.0271042123123137, -1.1151282708188512, 0.7265689028397009, -0.8910651885031494, 1.1853965706002607, -1.3205727548654955, 0.6813353650645524, -0.7205033084151098, 1.0793618380772774, -1.3330424565469823, 0.7228975936943618, -0.7256730235631301, 1.0060289705462102, -1.1191399755471418, 0.7269664146071313, -0.8400539462646665, 0.9642081664395743, -1.0718249942458593, 0.7670715500266051, -0.7706794269199687, 1.095816738892392, -1.2043287712626525, 0.7962629369955635]|1476933.5000000000000000|      2.00000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[-0.8652123097100672, 1.024592438010284, -1.2257939021232902, 0.7875682731784146, -0.6531369641595559, 0.8414988062210379, -0.8700191190939829, 0.5040590575913939, -1.109469454093396, 0.9036476569287961, -1.2216049189268428, 1.1130712382979615, -0.561428694745681, 0.8435043766349419, -1.212230821722084, 0.8021961564411952, -0.614025794875254, 1.1342823492177134, -1.3113969971862764, 0.6292510511803862, -0.9051707740079568, 0.9223082724011131, -1.4062467967930463, 0.2894507840873882, -0.7040087107863082, 1.0380887142335373, -1.2450482299797165, 0.6890391186976428, -0.6644551892389446, 0.8599639785664991, -1.6658054859806386, 0.6145379410360964, -0.8767560437352762, 0.9432272422062652, -1.1120032544966953, 0.6436457096221195, -0.4327054015817139, 0.8329320455938077, -1.208311321172495, 0.554634910443103, -0.9316960575105768, 1.0153242638803517, -1.0920106034582855, 0.46156178194218, -0.990735775471693, 1.294131578844198, -1.0142999258448089, 0.4245581031076074, -0.914912064435899, 1.0034632469046367, -0.9511877195956341, 0.6917825664670012, -0.9479399680376193, 0.4991405374740622, -1.3035765653575295, 0.6438346470256271, -0.7884030176313112, 0.7580683609119226, -1.159419924413105, 0.4056124553580068, -0.7392986021504744, 0.6629799455215935, -1.2829157759083516, 0.5555383488234733, -0.4998015048784228, 0.6422062212785524, -1.3415011916565738, 0.3369266565448577, -0.6779959891394294, 0.8350476938533462, -1.2812722692001761, 0.4304366518699233, -0.8458660366713024, 1.094090230878881, -0.9769651605297803, 0.6380165024910064, -0.7384191608350928, 0.911856940507743, -1.1050074682106101, 0.4706094341149764, -1.0452952092270105, 1.2213769753183399, -1.1722818198077651, 0.2291207364625907, -0.7445333046277244, 1.1403605201136269, -1.4008039642368761, 0.3647384584911256, -0.4132241598923817, 0.9475639077513021, -0.8068764530952378, 0.8221157921747012, -0.8580257234612045, 0.8790943588384651, -0.8673858959519805, 0.8332054291066201, -0.9762107554377557, 0.8090891498321434, -1.0185260705978472, 0.8853149972438981]|1115201.8750000000000000|      4.00000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[-0.9011497538762143, 0.9626533120575932, -1.0017392328959986, 0.4012223811776023, -0.5592943158119197, 0.3445316012847384, -0.5792906016515814, 0.0471879057571569, -0.9606024963534352, 0.9563052014809397, -0.7682992849734525, 0.8753522314199749, -0.5407045693936883, 0.939763333627209, -1.152871072067451, -0.2261058818333761, -0.7411808233154971, 0.8039740386260121, -1.612849547467638, -0.0325899546268053, 0.0062817959056269, 0.2008628168232206, -0.748476047118979, 0.1125922390565329, -0.7819616291267382, 0.2599718249034835, -1.0279788191736685, 0.3317953617385656, -0.6956336771011599, 1.1937535623900635, -1.6600891140285006, 0.7026826231153972, -0.3209404178878766, 0.8827941036201085, -0.947948701307172, 0.7819426529814058, -0.5423778024864332, 0.667414707380831, -0.7610399287591885, -0.2780723776802647, -0.3317006329096294, 0.8850993934118216, -0.820858115941689, 0.1964157930418535, -1.0308169846914867, 0.75731934089229, -0.729336010027959, 0.6377928370087611, -0.0339543340089982, 0.2300495419395576, -0.9248298477968324, 0.1014747261416102, -0.7144013597603704, 0.1471615654966337, -1.9287629611566723, 0.4400999003224825, 0.2255919616163274, 0.845084955675426, -1.563474689816815, 0.0857056816014675, -0.7801153002870939, 0.4219082815188533, -1.4798541964216851, 0.4822800386637978, -0.3848008410689966, 1.1538516723172658, -0.6789880783049941, -0.2649056605294176, -0.4527626810023554, 0.7788348391389164, -1.3229621793862254, -0.2200555524172297, -1.4275625675202317, 1.065946355059359, -0.8644354314676869, 0.7152978673798005, -0.3093896153663665, 1.1046480328964703, -1.0164929665993279, 0.4314576574285796, -0.9315826282762415, 0.9450201070839843, -1.0013619616132767, 0.1231152596277132, -0.6847997305135939, 0.4406462368669564, -1.3238816722230364, -0.3561800915752828, -0.6758392585722746, 0.6422251506816705, -0.8418553046056507, 0.8149027841202073, -1.2675310002030855, 0.3269437302395314, -1.4809858929461008, 0.3638646042955429, -0.848875897400215, 0.828831291919473, -0.9613351285526881, 0.899538392314505]|746532.0625000000000000|      8.00000000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[0.7124270668212089, 0.6532518029422648, -0.6169397912031307, -0.4584520457704706, -0.902369652493082, -1.338470066508155, 0.5349984623514342, -0.1333469036838426, -0.7248273808582952, -0.9475393827898584, -0.9822344266800126, 0.8607848761539028, -1.954726915548513, 0.6004675017775074, -0.4594540047060555, -0.1076977292953502, -0.65564072661654, -0.4894956426633192, -0.7463287073844193, -0.2939491241263257, -0.1320409946792584, 0.2152836393374835, -0.4388677484181669, -0.3210960929019387, 0.1667629204519158, -0.5579617104838607, -1.6766053988429213, 0.1229093830424143, -0.7408952150905246, 0.6406198544095584, -1.5253273001510954, -0.2368744074141539, -1.3076841577643417, -0.5121764475726881, -0.4648915317416193, 0.1384084758788049, -0.8170127990874783, 1.4820757382978789, -1.5269977183233636, -0.1798772017703449, -0.2527780313570293, 0.4107631503353544, 0.1476529968864873, 0.3357503400364654, -2.306972429107015, 0.8094003860087857, -0.5399365987888938, 0.8769858660757459, -0.469810841759767, -1.3959829754023456, -2.5331410460946895, -0.1954368657629841, -1.011960660586262, -0.5224589136376874, -1.7603018360022045, -0.1032249259693454, -0.7133837042388516, 0.6476405816624825, -1.6563188179898707, -0.9308245801342167, -1.1350073057208176, -0.310659863381094, -0.5716082454464112, 1.0899604003132688, 0.5927419020932602, 0.9213327795170014, -0.7637202906583952, 0.2972578735914536, 0.8939857201608211, -0.3219157000404278, -2.1395422317277735, 0.3301306886384904, -0.2489053975950006, 0.5156728263534761, -0.1186604073095088, 0.3297416453004831, -1.1502614842353536, 0.1343944827945337, -1.7434938538047213, -0.5417548968779204, -0.4187252305888924, 1.6558572485981746, -0.4421946195949559, -0.633790679070344, -0.4875755467609294, -0.2158811172804163, -1.2766411325140368, 0.6579910213695999, -0.183336319166393, 0.2065092960459374, -1.1562745740118325, 0.8566769465655172, -0.8101113150993986, -0.6507418456044469, -1.7033813257994788, -0.5802552191312508, -1.1199640604889103, -2.0058599599931632, 0.0446641442176352, 0.6976321057239142]|551471.2500000000000000|     16.00000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[0.7124270668212089, 0.6532518029422648, -0.6169397912031307, -0.4584520457704706, -0.902369652493082, -1.338470066508155, 0.5349984623514342, -0.1333469036838426, -0.7248273808582952, -0.9475393827898584, -0.9822344266800126, 0.8607848761539028, -1.954726915548513, 0.6004675017775074, -0.4594540047060555, -0.1076977292953502, -0.65564072661654, -0.4894956426633192, -0.7463287073844193, -0.2939491241263257, -0.1320409946792584, 0.2152836393374835, -0.4388677484181669, -0.3210960929019387, 0.1667629204519158, -0.5579617104838607, -1.6766053988429213, 0.1229093830424143, -0.7408952150905246, 0.6406198544095584, -1.5253273001510954, -0.2368744074141539, -1.3076841577643417, -0.5121764475726881, -0.4648915317416193, 0.1384084758788049, -0.8170127990874783, 1.4820757382978789, -1.5269977183233636, -0.1798772017703449, -0.2527780313570293, 0.4107631503353544, 0.1476529968864873, 0.3357503400364654, -2.306972429107015, 0.8094003860087857, -0.5399365987888938, 0.8769858660757459, -0.469810841759767, -1.3959829754023456, -2.5331410460946895, -0.1954368657629841, -1.011960660586262, -0.5224589136376874, -1.7603018360022045, -0.1032249259693454, -0.7133837042388516, 0.6476405816624825, -1.6563188179898707, -0.9308245801342167, -1.1350073057208176, -0.310659863381094, -0.5716082454464112, 1.0899604003132688, 0.5927419020932602, 0.9213327795170014, -0.7637202906583952, 0.2972578735914536, 0.8939857201608211, -0.3219157000404278, -2.1395422317277735, 0.3301306886384904, -0.2489053975950006, 0.5156728263534761, -0.1186604073095088, 0.3297416453004831, -1.1502614842353536, 0.1343944827945337, -1.7434938538047213, -0.5417548968779204, -0.4187252305888924, 1.6558572485981746, -0.4421946195949559, -0.633790679070344, -0.4875755467609294, -0.2158811172804163, -1.2766411325140368, 0.6579910213695999, -0.183336319166393, 0.2065092960459374, -1.1562745740118325, 0.8566769465655172, -0.8101113150993986, -0.6507418456044469, -1.7033813257994788, -0.5802552191312508, -1.1199640604889103, -2.0058599599931632, 0.0446641442176352, 0.6976321057239142]|551471.2500000000000000|      8.00000000|[687, 0, 0, 11]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.8262240050505721, 0.971199105776599, -0.8894767414746889, -0.7518824476254077, -1.3073208507461436, -0.9558710956606988, 0.7697755996158074, -1.0826523113991218, 0.0937531281583865, -0.7886881188201544, -0.9199541192136406, 0.5788599254617127, -1.6249175343941658, 0.1611224015305674, -1.2520858812543239, 0.0963083725405979, -1.5986178536367937, -0.061002676520895, -1.664884009101057, -2.0832006847694586, -0.2954570476406287, -0.4283306148028631, -0.2032374835846118, -0.4700265782845378, -1.2984478047251864, -0.0174726826991201, -1.5050887116522385, -0.9236842834323097, -2.3107055344485072, 0.7647382666937064, -0.8765872483770238, -0.7892103508218813, -0.9891278708575243, -1.115012922372536, -0.7465999645698314, 0.1665100122693901, -1.592966635359892, 2.029988458262642, -1.286633605962374, -1.0826656651296258, 0.2423444961949914, 0.0436201252705243, -0.7890898788989144, -0.6324373674433492, -2.105870040095372, -0.6378703165986939, 0.1260972302595101, 1.4202069691875108, -0.9704469401412908, -1.3764912300758125, -1.6306999327852687, 0.6078757534877861, -0.1170354805779544, -1.5472690894552226, -1.0950587720877325, -0.3673532742740478, 0.1538142250319372, 0.5006616958172045, -2.394504434956941, -0.3597361623374035, -0.6900282475823881, -1.2043672828261442, -0.9004418802238594, -0.1084250888034601, 0.4101121865706647, -0.7845270490891922, -0.8998950416397032, 0.1129835816439627, 0.2554987695782451, -1.1201015227412485, -0.7066865338809025, -0.763456037740092, 1.168930444034488, -0.7538925009885092, -0.901598128683959, -1.5527493044410914, -1.2351217307751492, -0.094181594121772, -0.8036165150750122, -0.6926521956510137, -0.2789319348565865, 0.790635351754697, -1.7282433180014176, -1.089577656826778, -0.4672733764399138, -2.33038494836517, -1.1310922682295066, 0.038839120540931, -0.5969694711807964, -0.5881685150431317, -0.4736671899160869, -0.5742533520984306, -0.6184812570087406, -1.0144981571513902, -1.8610345944489963, -1.275461479957689, -0.4695778639805447, -1.4366821004947004, -0.8586957666557649, -1.1885760387060462]|348447.6250000000000000|     16.00000000|[812, 0, 0, 13]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[0.8262240050505721, 0.971199105776599, -0.8894767414746889, -0.7518824476254077, -1.3073208507461436, -0.9558710956606988, 0.7697755996158074, -1.0826523113991218, 0.0937531281583865, -0.7886881188201544, -0.9199541192136406, 0.5788599254617127, -1.6249175343941658, 0.1611224015305674, -1.2520858812543239, 0.0963083725405979, -1.5986178536367937, -0.061002676520895, -1.664884009101057, -2.0832006847694586, -0.2954570476406287, -0.4283306148028631, -0.2032374835846118, -0.4700265782845378, -1.2984478047251864, -0.0174726826991201, -1.5050887116522385, -0.9236842834323097, -2.3107055344485072, 0.7647382666937064, -0.8765872483770238, -0.7892103508218813, -0.9891278708575243, -1.115012922372536, -0.7465999645698314, 0.1665100122693901, -1.592966635359892, 2.029988458262642, -1.286633605962374, -1.0826656651296258, 0.2423444961949914, 0.0436201252705243, -0.7890898788989144, -0.6324373674433492, -2.105870040095372, -0.6378703165986939, 0.1260972302595101, 1.4202069691875108, -0.9704469401412908, -1.3764912300758125, -1.6306999327852687, 0.6078757534877861, -0.1170354805779544, -1.5472690894552226, -1.0950587720877325, -0.3673532742740478, 0.1538142250319372, 0.5006616958172045, -2.394504434956941, -0.3597361623374035, -0.6900282475823881, -1.2043672828261442, -0.9004418802238594, -0.1084250888034601, 0.4101121865706647, -0.7845270490891922, -0.8998950416397032, 0.1129835816439627, 0.2554987695782451, -1.1201015227412485, -0.7066865338809025, -0.763456037740092, 1.168930444034488, -0.7538925009885092, -0.901598128683959, -1.5527493044410914, -1.2351217307751492, -0.094181594121772, -0.8036165150750122, -0.6926521956510137, -0.2789319348565865, 0.790635351754697, -1.7282433180014176, -1.089577656826778, -0.4672733764399138, -2.33038494836517, -1.1310922682295066, 0.038839120540931, -0.5969694711807964, -0.5881685150431317, -0.4736671899160869, -0.5742533520984306, -0.6184812570087406, -1.0144981571513902, -1.8610345944489963, -1.275461479957689, -0.4695778639805447, -1.4366821004947004, -0.8586957666557649, -1.1885760387060462]|348447.6250000000000000|      8.00000000|[998, 0, 0, 16]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.8609932524386179, 1.719450931887851, -1.3134389429029845, -0.4792465747240869, -2.032400408192654, -0.6662132704206531, 0.1422619142141313, -1.3187213432995046, -0.3861386070315776, -1.1933748980384584, -1.443389572698039, 0.6858781141477973, -1.954561068248329, -0.20637272244583, -1.8334890786328213, -0.6257740433385977, -1.4881906869578554, -0.8924058414475367, -1.3542642248177577, -0.4392712711310962, -0.4030150699045623, 0.1940120032409585, -0.0272767812615278, -0.7181667210520203, -0.080796031289261, -0.843522880628932, -0.5678771104926312, -0.9723238501887066, -0.9051664236877697, -2.055029514247976, -1.12107731146473, -0.853758124596544, -0.0718113955861631, -0.9292239917358674, -1.1307737355754253, 0.4874226552560927, -0.8167314482744795, 0.6118465865371905, -1.255285726479167, -1.3314721439640973, 0.5770335488095688, 0.0783177553403997, -0.140948792175313, -1.5430294936684907, -0.9257168303111216, -0.5933105180944427, -0.4246037000659346, -0.3367111716110402, -0.6077623036685902, 0.0355087850804541, -1.6242775588204799, 0.2992705786278726, -1.0762761547374895, -1.4517080628877186, -1.1654623194130518, -0.5978758626573106, 0.5424282334955102, -1.0854094489568125, -1.1980181001167018, -1.422990049043018, -0.23663766220587, -0.6305604154172895, 0.1059491388753542, -0.7525761155138457, 0.2223875252639853, -1.4486115109257485, 0.1151447505840565, -0.9225965046370396, 0.3718153656790413, -1.636204042096479, -1.365878766548731, 0.1516387497726607, 1.1037170289379257, -0.665823691851471, -0.2203876232879192, -1.636604876378519, -1.6876116037811622, -1.6646018583138764, -1.8921457550640275, -1.4482587160066083, -0.8893394128272254, 0.2761780016307946, -1.543195240888773, -0.6728219549583958, 0.6482514199504497, -0.676015998335818, -1.1652889378701647, -1.8257685404599737, -1.2150330901580666, -1.5205065251862293, -0.4482428825856021, -0.5332478162594486, -1.0184020806601437, -1.2522804135442138, -0.9256964084044697, -1.7167887878581363, -0.0945439279812418, -0.239064913755016, -1.6820602609257205, -2.097170361476614]|185102.4062500000000000|     16.00000000|[1123, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[0.8609932524386179, 1.719450931887851, -1.3134389429029845, -0.4792465747240869, -2.032400408192654, -0.6662132704206531, 0.1422619142141313, -1.3187213432995046, -0.3861386070315776, -1.1933748980384584, -1.443389572698039, 0.6858781141477973, -1.954561068248329, -0.20637272244583, -1.8334890786328213, -0.6257740433385977, -1.4881906869578554, -0.8924058414475367, -1.3542642248177577, -0.4392712711310962, -0.4030150699045623, 0.1940120032409585, -0.0272767812615278, -0.7181667210520203, -0.080796031289261, -0.843522880628932, -0.5678771104926312, -0.9723238501887066, -0.9051664236877697, -2.055029514247976, -1.12107731146473, -0.853758124596544, -0.0718113955861631, -0.9292239917358674, -1.1307737355754253, 0.4874226552560927, -0.8167314482744795, 0.6118465865371905, -1.255285726479167, -1.3314721439640973, 0.5770335488095688, 0.0783177553403997, -0.140948792175313, -1.5430294936684907, -0.9257168303111216, -0.5933105180944427, -0.4246037000659346, -0.3367111716110402, -0.6077623036685902, 0.0355087850804541, -1.6242775588204799, 0.2992705786278726, -1.0762761547374895, -1.4517080628877186, -1.1654623194130518, -0.5978758626573106, 0.5424282334955102, -1.0854094489568125, -1.1980181001167018, -1.422990049043018, -0.23663766220587, -0.6305604154172895, 0.1059491388753542, -0.7525761155138457, 0.2223875252639853, -1.4486115109257485, 0.1151447505840565, -0.9225965046370396, 0.3718153656790413, -1.636204042096479, -1.365878766548731, 0.1516387497726607, 1.1037170289379257, -0.665823691851471, -0.2203876232879192, -1.636604876378519, -1.6876116037811622, -1.6646018583138764, -1.8921457550640275, -1.4482587160066083, -0.8893394128272254, 0.2761780016307946, -1.543195240888773, -0.6728219549583958, 0.6482514199504497, -0.676015998335818, -1.1652889378701647, -1.8257685404599737, -1.2150330901580666, -1.5205065251862293, -0.4482428825856021, -0.5332478162594486, -1.0184020806601437, -1.2522804135442138, -0.9256964084044697, -1.7167887878581363, -0.0945439279812418, -0.239064913755016, -1.6820602609257205, -2.097170361476614]|185102.4062500000000000|      8.00000000|[1309, 0, 0, 21]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.8609932524386179, 1.719450931887851, -1.3134389429029845, -0.4792465747240869, -2.032400408192654, -0.6662132704206531, 0.1422619142141313, -1.3187213432995046, -0.3861386070315776, -1.1933748980384584, -1.443389572698039, 0.6858781141477973, -1.954561068248329, -0.20637272244583, -1.8334890786328213, -0.6257740433385977, -1.4881906869578554, -0.8924058414475367, -1.3542642248177577, -0.4392712711310962, -0.4030150699045623, 0.1940120032409585, -0.0272767812615278, -0.7181667210520203, -0.080796031289261, -0.843522880628932, -0.5678771104926312, -0.9723238501887066, -0.9051664236877697, -2.055029514247976, -1.12107731146473, -0.853758124596544, -0.0718113955861631, -0.9292239917358674, -1.1307737355754253, 0.4874226552560927, -0.8167314482744795, 0.6118465865371905, -1.255285726479167, -1.3314721439640973, 0.5770335488095688, 0.0783177553403997, -0.140948792175313, -1.5430294936684907, -0.9257168303111216, -0.5933105180944427, -0.4246037000659346, -0.3367111716110402, -0.6077623036685902, 0.0355087850804541, -1.6242775588204799, 0.2992705786278726, -1.0762761547374895, -1.4517080628877186, -1.1654623194130518, -0.5978758626573106, 0.5424282334955102, -1.0854094489568125, -1.1980181001167018, -1.422990049043018, -0.23663766220587, -0.6305604154172895, 0.1059491388753542, -0.7525761155138457, 0.2223875252639853, -1.4486115109257485, 0.1151447505840565, -0.9225965046370396, 0.3718153656790413, -1.636204042096479, -1.365878766548731, 0.1516387497726607, 1.1037170289379257, -0.665823691851471, -0.2203876232879192, -1.636604876378519, -1.6876116037811622, -1.6646018583138764, -1.8921457550640275, -1.4482587160066083, -0.8893394128272254, 0.2761780016307946, -1.543195240888773, -0.6728219549583958, 0.6482514199504497, -0.676015998335818, -1.1652889378701647, -1.8257685404599737, -1.2150330901580666, -1.5205065251862293, -0.4482428825856021, -0.5332478162594486, -1.0184020806601437, -1.2522804135442138, -0.9256964084044697, -1.7167887878581363, -0.0945439279812418, -0.239064913755016, -1.6820602609257205, -2.097170361476614]|185102.4062500000000000|      4.00000000|[1495, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 126 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
