k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[85, 28, 0, 7]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[170, 56, 1, 15]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[256, 84, 3, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[340, 112, 3, 31]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[425, 140, 4, 39]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.0177030513484344, 0.0241294313638404, 0.0199967435996173, 0.0159184856051382, 0.4311717311340534, 0.0219096077008514, 0.7994033475290528, 0.0167733053315518, 0.2168262553884874, 0.0154084936973513, 2.691936636179213, 0.0146880915728345, 0.8107474004259861, 0.0211068784072727, 2.263953186095146, 0.021811535064455, 14.353185943659447, 0.0235298611359394, 12.160090708375556, 0.0335555014629421, 0.2722406235785405, 0.0194558218960344, 0.2422318424124132, 0.019938733959023, 1.173768280973244, 0.0238746270093569, 0.1839088066084141, 0.0156522072235531, 0.1140239184492799, 0.0249340989363942, 3.75108115075609, 0.0153376003091395, 0.8336402556399027, 0.0164193829759826, 0.1571916495121747, 0.0187216051536156, 0.3866850262724306, 0.0178149034343689, 0.9235601943894564, 0.0232073450402423, 0.25848449283328, 0.0264221367634631, 2.0698696171218134, 0.0205115937634034, 1.9432725521467507, 0.0187778833366973, 1.4825939097216705, 0.0176834431359488, 0.4849695031456536, 0.0271231806888557, 0.4932812164501193, 0.0163067310703284, 0.3294121621622169, 0.0231472166787257, 0.8406162492998737, 0.0221532215984118, 0.4527689847007155, 0.02364284871736, 0.4932342080271142, 0.0218970021822924, 0.9868377972147279, 0.0214681971007064, -0.0157451349425835, 0.0250855870534942, 0.2635586540564006, 0.0150760115453155]|2913091.3502796911634505|      0.06250000|[449, 148, 5, 42]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       7|[1.0177030513484344, 0.0241294313638404, 0.0199967435996173, 0.0159184856051382, 0.4311717311340534, 0.0219096077008514, 0.7994033475290528, 0.0167733053315518, 0.2168262553884874, 0.0154084936973513, 2.691936636179213, 0.0146880915728345, 0.8107474004259861, 0.0211068784072727, 2.263953186095146, 0.021811535064455, 14.353185943659447, 0.0235298611359394, 12.160090708375556, 0.0335555014629421, 0.2722406235785405, 0.0194558218960344, 0.2422318424124132, 0.019938733959023, 1.173768280973244, 0.0238746270093569, 0.1839088066084141, 0.0156522072235531, 0.1140239184492799, 0.0249340989363942, 3.75108115075609, 0.0153376003091395, 0.8336402556399027, 0.0164193829759826, 0.1571916495121747, 0.0187216051536156, 0.3866850262724306, 0.0178149034343689, 0.9235601943894564, 0.0232073450402423, 0.25848449283328, 0.0264221367634631, 2.0698696171218134, 0.0205115937634034, 1.9432725521467507, 0.0187778833366973, 1.4825939097216705, 0.0176834431359488, 0.4849695031456536, 0.0271231806888557, 0.4932812164501193, 0.0163067310703284, 0.3294121621622169, 0.0231472166787257, 0.8406162492998737, 0.0221532215984118, 0.4527689847007155, 0.02364284871736, 0.4932342080271142, 0.0218970021822924, 0.9868377972147279, 0.0214681971007064, -0.0157451349425835, 0.0250855870534942, 0.2635586540564006, 0.0150760115453155]|2913091.3502796911634505|      0.03125000|[534, 176, 5, 49]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.0249384417254472, 0.022101884708019, 0.0189616218851659, 0.0153969964060923, 0.4296502342466627, 0.0253550876712176, 0.8051440527918063, 0.0153223147686412, 0.2134092211994258, 0.0219569212523523, 2.690192722332932, 0.0162096193013505, 0.8086188885000029, 0.0197160189836641, 2.2660830820999793, 0.0138214299367993, 14.35114837948479, 0.0363702092502707, 12.1643092834183, 0.0381756472649618, 0.2791441603323856, 0.0215280787106367, 0.2442945829730557, 0.0176745313228033, 1.1702478124987314, 0.026482962794307, 0.1813071860141149, 0.0067858310980698, 0.1155073494389351, 0.0240057462367382, 3.7498147593264055, 0.0167903901256888, 0.8323272320246481, 0.0204202290911551, 0.1559076917296151, 0.0135067018835639, 0.3898345886441614, 0.018965994191038, 0.9293243523669148, 0.0204299211191446, 0.2631794845997857, 0.0273870839767867, 2.0709995218552786, 0.023335508087943, 1.9470810796969913, 0.0216951454597917, 1.4775576341794336, 0.0190561407694822, 0.4858973887563133, 0.0213866648185826, 0.493789918750705, 0.0207023189984964, 0.3238636075643913, 0.0194481202008084, 0.8370315522939791, 0.0226611642496944, 0.4554018818181583, 0.0178894747720038, 0.4945989867804093, 0.0237863954607339, 0.9865809728939637, 0.0249731920090241, -0.0149214169826279, 0.024276985393864, 0.262270113285014, 0.0160303294320034]|2368118.2500000000000000|      0.06250000|[558, 184, 5, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[1.0249384417254472, 0.022101884708019, 0.0189616218851659, 0.0153969964060923, 0.4296502342466627, 0.0253550876712176, 0.8051440527918063, 0.0153223147686412, 0.2134092211994258, 0.0219569212523523, 2.690192722332932, 0.0162096193013505, 0.8086188885000029, 0.0197160189836641, 2.2660830820999793, 0.0138214299367993, 14.35114837948479, 0.0363702092502707, 12.1643092834183, 0.0381756472649618, 0.2791441603323856, 0.0215280787106367, 0.2442945829730557, 0.0176745313228033, 1.1702478124987314, 0.026482962794307, 0.1813071860141149, 0.0067858310980698, 0.1155073494389351, 0.0240057462367382, 3.7498147593264055, 0.0167903901256888, 0.8323272320246481, 0.0204202290911551, 0.1559076917296151, 0.0135067018835639, 0.3898345886441614, 0.018965994191038, 0.9293243523669148, 0.0204299211191446, 0.2631794845997857, 0.0273870839767867, 2.0709995218552786, 0.023335508087943, 1.9470810796969913, 0.0216951454597917, 1.4775576341794336, 0.0190561407694822, 0.4858973887563133, 0.0213866648185826, 0.493789918750705, 0.0207023189984964, 0.3238636075643913, 0.0194481202008084, 0.8370315522939791, 0.0226611642496944, 0.4554018818181583, 0.0178894747720038, 0.4945989867804093, 0.0237863954607339, 0.9865809728939637, 0.0249731920090241, -0.0149214169826279, 0.024276985393864, 0.262270113285014, 0.0160303294320034]|2368118.2500000000000000|      0.03125000|[643, 212, 6, 59]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[1.0248579895222538, 0.02809809407006, 0.0226381054300345, 0.0121433533293916, 0.431643563033111, 0.0261210363360248, 0.8044135313181876, 0.0140469104591204, 0.2099671474264579, 0.0233007080384878, 2.69502077609463, 0.0211189420266651, 0.8101526331733656, 0.0213419841303047, 2.265835987936747, 0.0179591770418557, 14.35122182023373, 0.0436879360485196, 12.1636285501132, 0.049492554094226, 0.2866531094183581, 0.0249496564926189, 0.246270266126288, 0.0140569383052815, 1.172385564070316, 0.0305744076406123, 0.1793516031139848, 0.0131536854199991, 0.1113788040843554, 0.0271441110555083, 3.7482103556943676, 0.0154530958002315, 0.8406035189957053, 0.0198941606668157, 0.157397999193699, 0.0141248132597902, 0.3934402051942954, 0.0166201763647608, 0.9186156758006937, 0.0201501476351787, 0.2575761789493079, 0.0325887188727013, 2.071869552227747, 0.0280777387363379, 1.9503685807040274, 0.0212245786083817, 1.4760642142481804, 0.0201070671364901, 0.4869845500383983, 0.0212426100125178, 0.493502319224587, 0.0181342361096018, 0.3239802268043732, 0.0177239095689491, 0.8329961619287476, 0.0178452550158356, 0.4518198176271068, 0.0193681238706042, 0.5007536586925332, 0.0241562447116944, 0.9888545556072885, 0.0254345475606027, -0.0111856702604096, 0.0229153777080307, 0.2592577562587851, 0.0213293915716266]|2113084.7500000000000000|      0.06250000|[667, 220, 6, 61]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[1.0248579895222538, 0.02809809407006, 0.0226381054300345, 0.0121433533293916, 0.431643563033111, 0.0261210363360248, 0.8044135313181876, 0.0140469104591204, 0.2099671474264579, 0.0233007080384878, 2.69502077609463, 0.0211189420266651, 0.8101526331733656, 0.0213419841303047, 2.265835987936747, 0.0179591770418557, 14.35122182023373, 0.0436879360485196, 12.1636285501132, 0.049492554094226, 0.2866531094183581, 0.0249496564926189, 0.246270266126288, 0.0140569383052815, 1.172385564070316, 0.0305744076406123, 0.1793516031139848, 0.0131536854199991, 0.1113788040843554, 0.0271441110555083, 3.7482103556943676, 0.0154530958002315, 0.8406035189957053, 0.0198941606668157, 0.157397999193699, 0.0141248132597902, 0.3934402051942954, 0.0166201763647608, 0.9186156758006937, 0.0201501476351787, 0.2575761789493079, 0.0325887188727013, 2.071869552227747, 0.0280777387363379, 1.9503685807040274, 0.0212245786083817, 1.4760642142481804, 0.0201070671364901, 0.4869845500383983, 0.0212426100125178, 0.493502319224587, 0.0181342361096018, 0.3239802268043732, 0.0177239095689491, 0.8329961619287476, 0.0178452550158356, 0.4518198176271068, 0.0193681238706042, 0.5007536586925332, 0.0241562447116944, 0.9888545556072885, 0.0254345475606027, -0.0111856702604096, 0.0229153777080307, 0.2592577562587851, 0.0213293915716266]|2113084.7500000000000000|      0.03125000|[754, 248, 9, 71]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[1.0196501247892507, 0.0239387504423064, 0.0211137236818176, 0.0106059794237588, 0.4361162382909212, 0.0303280247970024, 0.800705115302067, 0.0124578665462516, 0.212821241711193, 0.0297710356518982, 2.6925650220684396, 0.0280971498499236, 0.8069259525836925, 0.0212508527905473, 2.265200423083937, 0.0243597728769823, 14.35195108790015, 0.0543758781402398, 12.165107933638575, 0.0513971925320671, 0.2859346106006903, 0.027020100951717, 0.2500710615158536, 0.0125949145891359, 1.1770892465560727, 0.0358103072163372, 0.1767569856227809, 0.0157713287507564, 0.1196763378892387, 0.0314999404706025, 3.7570689406980033, 0.0221127587362709, 0.8426683435969192, 0.0187230664726972, 0.1551460380492252, 0.0177056732241824, 0.3923730267188307, 0.0144959490123919, 0.9174552573976792, 0.0179326503466591, 0.2585123826704241, 0.0309493592745641, 2.0716823191940814, 0.0320823059290728, 1.9497637883542671, 0.0195434867546223, 1.4771476635359115, 0.0199719365979812, 0.4843193908406803, 0.0143907265307671, 0.4986027821248938, 0.0146453131203073, 0.3237679079699852, 0.0144787556845385, 0.8268630986610472, 0.0159987520678812, 0.4477458270737257, 0.0162276831287048, 0.501474698551496, 0.0191514588622395, 0.9887701109314939, 0.0250493649813261, -0.0167273774705334, 0.024955574123054, 0.2566749458967736, 0.0192857178024079]|1925728.7035039162728935|      0.06250000|[778, 256, 10, 74]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
