k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.25000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.12500000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.06250000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.03125000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.017829629519983, -0.0241422822656448, 0.9912927031642372]                    |938.3150099185036197|      0.06250000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[0.017829629519983, -0.0241422822656448, 0.9912927031642372]                    |938.3150099185036197|      0.03125000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.017829629519983, -0.0241422822656448, 0.9912927031642372]                    |938.3150099185036197|      0.01562500|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.017829629519983, -0.0241422822656448, 0.9912927031642372]                    |938.3150099185036197|      0.00781250|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.0169157644108506, -0.0163920569018709, 0.9909266244527197]                   |933.8568127436257100|      0.01562500|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.0169157644108506, -0.0163920569018709, 0.9909266244527197]                   |933.8568127436257100|      0.00781250|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0169157644108506, -0.0163920569018709, 0.9909266244527197]                   |933.8568127436257100|      0.00390625|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.0161334903465071, -0.0202064886748894, 0.9912379869420185]                   |932.9466287541770271|      0.00781250|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[0.0161334903465071, -0.0202064886748894, 0.9912379869420185]                   |932.9466287541770271|      0.00390625|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[0.0161334903465071, -0.0202064886748894, 0.9912379869420185]                   |932.9466287541770271|      0.00195312|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
