k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[1.0968859680814704, -1.2209521373953294, -1.1651959684915638, -1.1320130543385578, -1.1918484489344876, -1.0792264560467275, -1.207402014652381, -1.2226865652845014, -1.1052891194814236, -1.0173996617826273]|  0.2028318256245106|      1.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[1.0968859680814704, -1.2209521373953294, -1.1651959684915638, -1.1320130543385578, -1.1918484489344876, -1.0792264560467275, -1.207402014652381, -1.2226865652845014, -1.1052891194814236, -1.0173996617826273]|  0.2028318256245106|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[1.0968859680814704, -1.2209521373953294, -1.1651959684915638, -1.1320130543385578, -1.1918484489344876, -1.0792264560467275, -1.207402014652381, -1.2226865652845014, -1.1052891194814236, -1.0173996617826273]|  0.2028318256245106|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[1.0968859680814704, -1.2209521373953294, -1.1651959684915638, -1.1320130543385578, -1.1918484489344876, -1.0792264560467275, -1.207402014652381, -1.2226865652845014, -1.1052891194814236, -1.0173996617826273]|  0.2028318256245106|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[1.0947565724793253, -1.2073995859671627, -1.1562432299291074, -1.1048839512359585, -1.1955764935168511, -1.0926734522262334, -1.1278531603837545, -1.1905720895472123, -1.1581423559040793, -1.0827686901591937]|  0.0191199087264646|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[1.0947565724793253, -1.2073995859671627, -1.1562432299291074, -1.1048839512359585, -1.1955764935168511, -1.0926734522262334, -1.1278531603837545, -1.1905720895472123, -1.1581423559040793, -1.0827686901591937]|  0.0191199087264646|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[1.0947565724793253, -1.2073995859671627, -1.1562432299291074, -1.1048839512359585, -1.1955764935168511, -1.0926734522262334, -1.1278531603837545, -1.1905720895472123, -1.1581423559040793, -1.0827686901591937]|  0.0191199087264646|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[1.0981198161588674, -1.1735530347659373, -1.1251454808353154, -1.1097289245330928, -1.171396511708095, -1.0983718077797167, -1.143618458270045, -1.1677177171870148, -1.1391215392516776, -1.0797679230985189]|  0.0026280034181418|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
