k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.68702667404989, 36.15632446935705, 269.29038249075705]                      |231811.0937500000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[100.06863520510869, 36.458090165549294, 267.876135224008]                      |225215.3906250000000000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[102.81151939936025, 37.11968223336746, 265.04084295816926]                     |212307.7343750000000000|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[108.38864223883056, 38.60657014902756, 259.5014508290884]                      |187641.3906250000000000|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[120.1190264076845, 40.067294242956734, 248.71885502044773]                     |142974.0468750000000000|     32.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[141.76787858587062, 50.906307736517384, 227.79415703329732]                    |72567.0156250000000000|     64.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[182.6451196584656, 56.04712759590221, 178.81841677889884]                      |2603.9296875000000000|    128.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[182.6451196584656, 56.04712759590221, 178.81841677889884]                      |2603.9296875000000000|     64.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[182.6451196584656, 56.04712759590221, 178.81841677889884]                      |2603.9296875000000000|     32.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[182.6451196584656, 56.04712759590221, 178.81841677889884]                      |2603.9296875000000000|     16.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[195.4775182890273, 56.11988347373454, 169.26204445627562]                      |231.8959503173828125|     32.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[195.4775182890273, 56.11988347373454, 169.26204445627562]                      |231.8959503173828125|     16.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[195.4775182890273, 56.11988347373454, 169.26204445627562]                      |231.8959503173828125|      8.00000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[195.4775182890273, 56.11988347373454, 169.26204445627562]                      |231.8959503173828125|      4.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[195.4775182890273, 56.11988347373454, 169.26204445627562]                      |231.8959503173828125|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
