k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[2.4480607831e-06, -1.4100254853e-06, 0.0100002092276574, 0.000371882788313, 99999.99999848017, 0.0979805760470769, 0.0001671787597833, 99999.99999980506]|3357.3031436082997061|      0.00000763|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[2.4480607831e-06, -1.4100254853e-06, 0.0100002092276574, 0.000371882788313, 99999.99999848017, 0.0979805760470769, 0.0001671787597833, 99999.99999980506]|3357.3031436082997061|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[2.4480607831e-06, -1.4100254853e-06, 0.0100002092276574, 0.000371882788313, 99999.99999848017, 0.0979805760470769, 0.0001671787597833, 99999.99999980506]|3357.3031436082997061|      0.00000191|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[2.4882801789e-06, -1.4412076038e-06, 0.0100003103953116, 0.0003722352635985, 99999.9999986788, 0.0979803707005132, 0.0001653412496883, 99999.99999959806]|3354.3620547452287610|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[2.4882801789e-06, -1.4412076038e-06, 0.0100003103953116, 0.0003722352635985, 99999.9999986788, 0.0979803707005132, 0.0001653412496883, 99999.99999959806]|3354.3620547452287610|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[2.4882801789e-06, -1.4412076038e-06, 0.0100003103953116, 0.0003722352635985, 99999.9999986788, 0.0979803707005132, 0.0001653412496883, 99999.99999959806]|3354.3620547452287610|      0.00000095|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[2.4882801789e-06, -1.4412076038e-06, 0.0100003103953116, 0.0003722352635985, 99999.9999986788, 0.0979803707005132, 0.0001653412496883, 99999.99999959806]|3354.3620547452287610|      0.00000048|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[2.500301122e-06, -1.4304673443e-06, 0.0100002812653031, 0.0003723951465696, 99999.99999863408, 0.0979804092953697, 0.0001657843412928, 99999.99999956835]|3354.1167259672397449|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[2.500301122e-06, -1.4304673443e-06, 0.0100002812653031, 0.0003723951465696, 99999.99999863408, 0.0979804092953697, 0.0001657843412928, 99999.99999956835]|3354.1167259672397449|      0.00000048|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[2.5616456504e-06, -1.4202493066e-06, 0.0100002664491665, 0.0003727578443406, 99999.99999885655, 0.0979802177945394, 0.0001657096953874, 99999.99999956989]|3354.0670402749437926|      0.00000095|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[2.5616456504e-06, -1.4202493066e-06, 0.0100002664491665, 0.0003727578443406, 99999.99999885655, 0.0979802177945394, 0.0001657096953874, 99999.99999956989]|3354.0670402749437926|      0.00000048|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[2.5616456504e-06, -1.4202493066e-06, 0.0100002664491665, 0.0003727578443406, 99999.99999885655, 0.0979802177945394, 0.0001657096953874, 99999.99999956989]|3354.0670402749437926|      0.00000024|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[2.5616456504e-06, -1.4202493066e-06, 0.0100002664491665, 0.0003727578443406, 99999.99999885655, 0.0979802177945394, 0.0001657096953874, 99999.99999956989]|3354.0670402749437926|      0.00000012|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[2.6082414263e-06, -1.4432512699e-06, 0.0100002460571495, 0.0003726818038714, 99999.99999890386, 0.0979802437987671, 0.0001657586564854, 99999.99999956894]|3354.0644951796148234|      0.00000024|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[2.6082414263e-06, -1.4432512699e-06, 0.0100002460571495, 0.0003726818038714, 99999.99999890386, 0.0979802437987671, 0.0001657586564854, 99999.99999956894]|3354.0644951796148234|      0.00000012|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[2.677056795e-06, -1.4446107737e-06, 0.0100002317162507, 0.0003726714978909, 99999.99999884193, 0.0979802811257984, 0.0001656995761528, 99999.99999954793]|3354.0575018139229542|      0.00000024|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[2.677056795e-06, -1.4446107737e-06, 0.0100002317162507, 0.0003726714978909, 99999.99999884193, 0.0979802811257984, 0.0001656995761528, 99999.99999954793]|3354.0575018139229542|      0.00000012|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[2.7491753513e-06, -1.4360266075e-06, 0.0100002620198308, 0.000372722834158, 99999.99999877674, 0.0979802666998957, 0.0001656987776277, 99999.99999957831]|3354.0518751155968857|      0.00000024|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[2.7491753513e-06, -1.4360266075e-06, 0.0100002620198308, 0.000372722834158, 99999.99999877674, 0.0979802666998957, 0.0001656987776277, 99999.99999957831]|3354.0518751155968857|      0.00000012|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[2.8036033037e-06, -1.4608890705e-06, 0.0100002985795403, 0.0003727737254738, 99999.99999872122, 0.0979802382573448, 0.0001657146070954, 99999.99999962894]|3354.0495187826713845|      0.00000024|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[2.8036033037e-06, -1.4608890705e-06, 0.0100002985795403, 0.0003727737254738, 99999.99999872122, 0.0979802382573448, 0.0001657146070954, 99999.99999962894]|3354.0495187826713845|      0.00000012|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[2.8434307831e-06, -1.4533144882e-06, 0.0100003453561686, 0.0003727499524308, 99999.99999870152, 0.0979803153985954, 0.0001657525114533, 99999.99999958379]|3354.0456049163303760|      0.00000024|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
