k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-500.0, -700.0]                                                                |  6.5525197919342713|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.50000000|[4, 1, 0, 1]                                                               |  | used linear model with 5 points | actual_k=1
       2|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.25000000|[7, 2, 0, 2]                                                               |  | used linear model with 5 points | actual_k=1
       3|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.12500000|[10, 3, 0, 3]                                                              |  | used linear model with 5 points | actual_k=1
       4|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.06250000|[13, 4, 0, 4]                                                              |  | used linear model with 5 points | actual_k=1
       5|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.03125000|[16, 5, 0, 5]                                                              |  | used linear model with 5 points | actual_k=1
       6|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.01562500|[19, 6, 0, 6]                                                              |  | used linear model with 5 points | actual_k=1
       7|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.00781250|[22, 7, 0, 7]                                                              |  | used linear model with 5 points | actual_k=1
       8|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.00390625|[25, 8, 0, 8]                                                              |  | used linear model with 5 points | actual_k=1
       9|[-500.0, -700.0]                                                                |  6.5525197919342713|      0.00195312|[28, 9, 0, 9]                                                              |  | used linear model with 5 points | actual_k=1
      10|[-499.9994669390326, -699.9981210260058]                                        |  6.5525164192640704|      0.00390625|[31, 10, 1, 11]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[-499.9994669390326, -699.9981210260058]                                        |  6.5525164192640704|      0.00195312|[35, 11, 1, 12]                                                            |  | used linear model with 5 points | actual_k=1
      12|[-499.99883758494894, -699.996272077466]                                        |  6.5525130682928916|      0.00390625|[38, 12, 2, 14]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      13|[-499.99883758494894, -699.996272077466]                                        |  6.5525130682928916|      0.00195312|[42, 13, 2, 15]                                                            |  | used linear model with 5 points | actual_k=1
      14|[-499.99806926063417, -699.9944764229856]                                       |  6.5525097606493308|      0.00390625|[45, 14, 3, 17]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      15|[-499.99806926063417, -699.9944764229856]                                       |  6.5525097606493308|      0.00195312|[49, 15, 3, 18]                                                            |  | used linear model with 5 points | actual_k=1
      16|[-499.9973662293107, -699.992654214374]                                         |  6.5525064803024842|      0.00390625|[52, 16, 4, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
