k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[999.9965473109351, 1000.000922835551, 399.99849183739957, 39.99690727531441, 0.6975291372974022, 0.3049148400868265, 0.0162425430481517]|2539327.0722703752107918|      0.03125000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[999.9988391187934, 1000.0016654633883, 399.9968306154497, 39.99801817577284, 0.6919402218110816, 0.3143111243836917, -0.0128648224722766]|1576977.0221778752747923|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[999.9988391187934, 1000.0016654633883, 399.9968306154497, 39.99801817577284, 0.6919402218110816, 0.3143111243836917, -0.0128648224722766]|1576977.0221778752747923|      0.03125000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[1000.0021906450406, 1000.002070392271, 399.99618227070283, 40.00101849794346, 0.6913630871224831, 0.3138917023069426, -0.0437716909815315]|1409376.7341606148984283|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      11|[1000.0021906450406, 1000.002070392271, 399.99618227070283, 40.00101849794346, 0.6913630871224831, 0.3138917023069426, -0.0437716909815315]|1409376.7341606148984283|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1000.0035195826342, 1000.0008414764934, 399.9929822936198, 39.99907999130442, 0.7123191245729142, 0.292610695659148, -0.0519724092424483]|1322252.3697511490900069|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
