k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 2.0]                                                                      |  2.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6294628401717703, 1.2229694131870432]                                        | -0.5892652123189146|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.6294628401717703, 1.2229694131870432]                                        | -0.5892652123189146|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.6294628401717703, 1.2229694131870432]                                        | -0.5892652123189146|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[1.127563725983564, 1.2665068402298358]                                         | -0.8780808102851263|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[1.127563725983564, 1.2665068402298358]                                         | -0.8780808102851263|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.127563725983564, 1.2665068402298358]                                         | -0.8780808102851263|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.9659273582880877, 1.0757879774023411]                                        | -0.9908129042016527|      0.50000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[0.9659273582880877, 1.0757879774023411]                                        | -0.9908129042016527|      0.25000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.9659273582880877, 1.0757879774023411]                                        | -0.9908129042016527|      0.12500000|[36, 9, 8, 17]                                                             |  | used linear model with 5 points | actual_k=1
      10|[0.9659273582880877, 1.0757879774023411]                                        | -0.9908129042016527|      0.06250000|[39, 10, 9, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.026734083301495, 1.0613383340453633]                                         | -0.9940743679976018|      0.12500000|[43, 11, 10, 21]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
