k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[4.067494474178089, 0.0645569062050098, 4.070127771902631, 0.1633385161013934, 0.0167930443071525, 0.1565494821069923, 1.1583722311798346, 0.0193945888767436, 1.1583123328575735, 0.270227785281745, 0.0167838617072842, 0.2563822510620135, 0.3047865796177591, 0.0182643406680997, 0.3117257070054988, 0.0664717384755914, 0.016444117378691, 0.0816353650176306, 0.2244028068446334, 0.0117776010484895, 0.2234659297821705, 1.3668500643351382, 0.0181661851923632, 1.3641819896993224, 0.2579834254398002, 0.0188680311760588, 0.2558230147728759, 1.1602704627499645, 0.0201908927271879, 1.1591193539804425, 0.0471313335161452, 0.0227359883905011, 0.0396697541792025, 0.1264724505728243, 0.0171252594597981, 0.1193240774877641, 0.2956725612234347, 0.017134722611213, 0.2936124936487617, 0.0891384070302574, 0.016931519555682, 0.0849521842423427, 0.1080018113254845, 0.0233963500142175, 0.1042531883633038, 0.538637158457732, 0.0200248137542484, 0.5409094798927613, 0.0099437063869722, 0.0227848548689807, 0.0007071685923142, 0.0869219080050142, 0.0189558864867666, 0.0856232821750849, 0.0960920284270526, 0.0276137864712397, 0.1065460280137544, 0.0185230537071223, 0.0216536119683949, 0.0225418098400933, 0.0998412211446565, 0.0249504325304739, 0.0940945924995001, 0.2699459624967515, 0.0169768358983736, 0.2781609621058275, 0.395031851195159, 0.0269909831309856, 0.3949542849537456, 0.1264126317800929, 0.0246891675417986, 0.1315198598288541, 0.0295729630901766, 0.0180928008502811, 0.0355074139985771, 0.2895411387683829, 0.0190308886274551, 0.2921151497532896, 0.0886404110476404, 0.0243501779742999, 0.0919976868043398, 0.2654985198127806, 0.0142158655989967, 0.2803321811246332, 0.0570384411556515, 0.01872709621283, 0.0587677397780918, 0.1516995695737786, 0.0206505843634982, 0.1475691956244466, 0.1689105158392529, 0.0232630825557718, 0.1726584974589336, 0.1405103915498682, 0.0231964836481972, 0.1448953828232382, 0.3855106307904645, 0.0138391428598385, 0.3849104163333082]|46207.9315330277677276|      0.12500000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       6|[4.066755371188234, 0.1575649354614255, 4.07405603650931, 0.1765996187920354, 0.0095710579948779, 0.1613972177682761, 1.1576929970416194, 0.0056882712925753, 1.1582560931176558, 0.2705761845212274, 0.0160349194964593, 0.2594319691575167, 0.3071756622331747, 0.0238313848046642, 0.3210094837716436, 0.0720863462887708, 0.0290110092783266, 0.1056685254736535, 0.225875873028627, 0.0178571571905413, 0.2168743564013658, 1.3701477354039708, 0.0065121944869463, 1.3729526620734416, 0.2703563704005267, 0.0252301525122361, 0.2539140184748804, 1.1779149846681631, 0.0191147260172192, 1.149464893634128, 0.0458690942368771, 0.0257572325547721, 0.0422256115793649, 0.1327625960404666, 0.0033132119624356, 0.1210364482249953, 0.2862052325986841, 0.0071911108106679, 0.2897634395916982, 0.0836824696870016, 0.024979252920093, 0.1008530269517722, 0.1119381343071413, 0.0425757323549372, 0.1082515023275062, 0.5271787686587491, 0.038306074721069, 0.5234849491874908, 0.0163666820700012, 0.0248849946297136, -0.0120934334968799, 0.0936019886216898, 0.0181403995970972, 0.0878459344969249, 0.0941512217666043, 0.0337050950116771, 0.1110598344991223, 0.0108340972191911, 0.0043113144271041, 0.0291994855185966, 0.0947456205039081, 0.0249302707221552, 0.0903039673721761, 0.2651098060504611, 0.0060910778990509, 0.2892461116977809, 0.3915936857825878, 0.0322915235213185, 0.4043951982425554, 0.1335809588108166, 0.0376588813729524, 0.1235271490272592, 0.0419629906427172, 0.0302955087752176, 0.0287124652664972, 0.2928745018901786, 0.0212086737705606, 0.2925334161212501, 0.0717364491474254, 0.0268638127329368, 0.0805406602179998, 0.2701349831040829, 0.0198902439740417, 0.2901774483017251, 0.0681939273409818, 0.0169324756435741, 0.0565818393817605, 0.1548980128626255, 0.0250703893201008, 0.1459083767911105, 0.1698645849979557, 0.0278540044397446, 0.1787256522149901, 0.1325678833309998, 0.021664898006708, 0.1408990880330922, 0.3818365922581299, 0.0141044399303989, 0.3912257459129471]|18513.1640015363336715|      0.25000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[4.027486314234212, 0.3467797004086602, 4.075454939394453, 0.1746231232161705, 0.0232338268829929, 0.1703407497201976, 1.1726653828057325, -0.0182508569338407, 1.1520636516041747, 0.2620574784010807, -0.0181741749439578, 0.2712683568318051, 0.3168745200760483, 0.0325388732930248, 0.3039920293185883, 0.0719735644192519, 0.0598810225938788, 0.1032711782164946, 0.2527690770061365, 0.0042839994351443, 0.2205312947728131, 1.3707918163422745, -0.01828158457981, 1.3816541654489107, 0.2973316708883411, 0.0102679389758219, 0.2480654261134968, 1.189481337707043, 0.0145124745910884, 1.1417603714188433, 0.0620845090024487, 0.0273863937825313, 0.0424237799969741, 0.1261740914737102, 0.0168668555765401, 0.1326889348441044, 0.2616185177369776, -0.0219137504219277, 0.2550136937665171, 0.1072346909530782, 0.0409472387090926, 0.1084464031216238, 0.1280867328565243, 0.0295955290999254, 0.0988733587454055, 0.5196616640837853, 0.0163238405645167, 0.5229218869214565, -0.0109896171243281, 0.0178444050314509, -0.0135283853864869, 0.1149987910653492, 0.0378753840855342, 0.073155285799635, 0.0821979126993249, 0.028957028291522, 0.1112217042460546, 0.0046847778941247, -0.0179820725882958, 0.0173835540450209, 0.0933686160506682, 0.0098609061448032, 0.0953844342182256, 0.260209768220555, 0.0323872828062825, 0.2743879566246842, 0.3952421444037986, 0.0392728539351176, 0.4344056621537675, 0.1130778297394183, 0.0326556117341592, 0.1438727566534621, 0.0447092925234964, 0.0079332227449575, 0.0527062191451634, 0.3123068141751598, 0.0163319373835622, 0.2985254701460239, 0.0674086202305834, 0.0034091400043423, 0.0762117582035934, 0.2548437251229068, 0.0320564769979775, 0.3000901179478595, 0.0733814004932579, 0.0487575318874864, 0.0557352010906414, 0.131049891590091, 0.0390005595596983, 0.1481028093955145, 0.1489759789914879, 0.0308975473527344, 0.164826591896479, 0.1250058380245432, 0.0353466161869278, 0.1521660873303368, 0.3931694189079502, 0.0554498642215801, 0.3750391332927456]|7906.3476148731660942|      0.50000000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[3.9539501118087395, 0.7411911808194662, 4.121893841262085, 0.1922212369457021, 0.0333092003417044, 0.1682463553756269, 1.2060236656329122, -0.0402007997501423, 1.1366873649586666, 0.2796788613479335, -0.0716956967436802, 0.3031828533365278, 0.3338212777076117, 0.0281267430481232, 0.3548319325428001, 0.1003956733906767, 0.0917800514984083, 0.1089119451107811, 0.2794243501712859, -0.0329372236554147, 0.2428597783448615, 1.3439617930771628, -0.0230032506589464, 1.2795132793671435, 0.3055775765308693, 0.0496330580521405, 0.2287385664705604, 1.2062188712961033, 0.0308835038032215, 1.146425428155566, 0.0558257807995341, 0.0113074056701717, 0.1099919759012499, 0.101366034363425, -0.0332807252203669, 0.1409843592502996, 0.3007052855939138, -0.0296307300323112, 0.2380551431434792, 0.1225509781391085, 0.0550562576288647, 0.0980558671501664, 0.093026044197228, 0.0066010949743334, 0.1254758408872249, 0.4854737021097102, 0.0320736615610025, 0.5712887924638564, -0.0064559574993926, 0.0292903721125744, -0.0620155127506339, 0.1214390356710234, 0.0552799294307916, 0.0313193818560281, 0.0993685709020168, 0.0100261176864358, 0.1186141210222275, -0.0146237954715163, -0.0025584693018881, 0.0054971043318452, 0.1556792098482775, 0.0031945738264111, 0.1031472651855486, 0.2400874814483471, 0.0257958841595463, 0.2483533378602592, 0.413435622237758, 0.0202184875451491, 0.4564368678259104, 0.1706675857885822, 0.1047782032416666, 0.1169930485622235, 0.0237957515507541, -0.0076272203026345, 0.051221233825386, 0.3413243271745872, 0.0432136031531613, 0.3285779853122647, 0.0680323955680649, -0.0591721197868139, 0.0402611811387399, 0.2936899760374855, 0.0325587242859129, 0.2803660685149183, 0.0753206781964792, 0.0517556453421307, 0.0473257329486706, 0.1042639674965324, 0.0935569288955974, 0.175660952949752, 0.178626464724956, 0.0522428981330981, 0.1840540625211217, 0.0818755931745919, 0.0704669155303845, 0.1579103948945638, 0.4080792237007823, 0.0697623547495746, 0.3432158479371002]|3244.5207293405073870|      1.00000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[3.621682831651909, 1.4351158026737547, 4.136001537432083, 0.2164883596998856, 0.0876093686368278, 0.1108113177924356, 1.2643995402313704, -0.0588856498216803, 1.220032851141589, 0.2722927313228138, -0.1018587090823364, 0.3465742821916284, 0.3256415956461602, 0.0350842839412852, 0.3832946981697495, 0.2135979558186028, 0.1196021809211809, 0.1190837705411799, 0.1630009546195257, -0.0160641843024345, 0.2047088290641361, 1.3657854742701574, -0.122162073383071, 1.3234816126020104, 0.2779795051893373, 0.1871145755447918, 0.2319073263306338, 1.229665068187011, -0.0332279230130745, 1.172340909782526, 0.070417723657781, 0.0750282269347137, 0.1143294693271042, -0.03996822583806, 0.1384448187044532, 0.1741388866838789, 0.2809731670915485, -0.0699010728082159, 0.2572940363789509, 0.2863882442599611, -0.041971387502179, 0.0960176319807209, 0.1856572336410019, 0.0122954984293699, 0.0553494612921978, 0.4279077689271784, -0.0433224184223753, 0.574709569161233, 0.0522501893137525, -0.0307574157782493, -0.0406394969840554, 0.1966057646606048, 0.0743930200424522, 0.0506623927866814, 0.0833100024307005, 0.0419811403201792, 0.2188087559492445, -0.0296116631389643, 0.0849895609496263, 0.0705577899286078, 0.1964358141067986, 0.0111952084314812, 0.182823730652405, 0.4172340603655648, 0.0715225427685239, 0.196483553956653, 0.4956583622844575, -0.0334284289931755, 0.3496910247726975, 0.1717463491469305, 0.1685724218456648, 0.1532311204536374, -0.0543429413379642, 0.0259471921157916, 0.1153523781913746, 0.340938934059625, 0.1909268258451113, 0.338319916640724, 0.046141375415353, -0.0715907487209857, 0.0659835636040812, 0.2401237010700751, 0.0011820249372101, 0.1682406477252789, 0.03119456792735, 0.0310166620675964, 0.0540935130824134, 0.1975204764425207, 0.1810920874303437, 0.1787733119251677, 0.1984359174937295, 0.1142213378986373, 0.2216373131502586, 0.0533342326462401, 0.0926141269619699, 0.1633082227902877, 0.5195131352776314, -0.0118141163515838, 0.3216359466352655]|1234.0948439901978873|      2.00000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[2.94546580964926, 2.180292289182436, 4.013735807026846, 0.1615605703831157, 0.0441040586693991, -0.0094026359478626, 1.0351807464892562, 0.0868942549560876, 0.6057327940634527, 0.5677921096153511, -0.3849677421539812, 0.4343497611063126, 0.5090941606007044, -0.0734634202716928, 0.4682639977760195, 0.1630639835248743, 0.0642961349375805, 0.1986209864857763, 0.1829484236900549, 0.0118569064850127, 0.3402801471102119, 1.2559975458340304, 0.1292926262578767, 0.8896817270537567, 0.3346950254209906, 0.1350615604992005, 0.3822093933702718, 1.1881701703024687, 0.2429754072608564, 1.2810968836191323, 0.0656878605331134, 0.1349884947162484, 0.1026004356866591, -0.3331727692766181, 0.1265101158593139, -0.1331933139198796, -0.0601542601162568, -0.3199214055432511, 0.3659181602489727, 0.1895209174517107, -0.0296105416694862, -0.0399500586143398, 0.1747995031836593, -0.0250825654476633, 0.029305393202742, 0.1800773773499686, -0.4355899445543029, 0.6733809553851224, -0.0892776138236474, -0.0013567838359014, 0.1686080341017914, 0.2336619457733734, 0.1318181764802661, 0.1772069402299008, 0.0247974336039009, 0.2174878151492041, -0.0640572125482529, 0.0925251834752973, 0.1288173850293594, 0.024640043151009, 0.3282619352110911, -0.2622343904536713, 0.1322531887700794, 0.5454499865872388, 0.0182827186749952, 0.3327936231201842, 0.3430749898629446, -0.0740690768376924, 0.5956693207649886, -0.0486892195552043, 0.1632143124627727, 0.3042427839597774, 0.1106350068976693, 0.0090734427019211, 0.2323040707600039, 0.4917221583151189, 0.2500222567943396, 0.4856589677973974, 0.1000104498578144, 0.1517568872857273, 0.0733138223833609, 0.3028916435198116, 0.0376750601730942, -0.1218335090568413, -0.1798964116326646, 0.0109383417666005, -0.0075740121026342, 0.2230243275070792, 0.3106399642945025, 0.2203820351779946, 0.3262757123160647, -0.0857264375037757, 0.4190154400759464, 0.033547873859885, -0.1160680359342324, -0.1946563442267888, 0.2232154956310546, -0.2723701888662577, 0.3382312680093926]|560.5431137531019203|      4.00000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[2.94546580964926, 2.180292289182436, 4.013735807026846, 0.1615605703831157, 0.0441040586693991, -0.0094026359478626, 1.0351807464892562, 0.0868942549560876, 0.6057327940634527, 0.5677921096153511, -0.3849677421539812, 0.4343497611063126, 0.5090941606007044, -0.0734634202716928, 0.4682639977760195, 0.1630639835248743, 0.0642961349375805, 0.1986209864857763, 0.1829484236900549, 0.0118569064850127, 0.3402801471102119, 1.2559975458340304, 0.1292926262578767, 0.8896817270537567, 0.3346950254209906, 0.1350615604992005, 0.3822093933702718, 1.1881701703024687, 0.2429754072608564, 1.2810968836191323, 0.0656878605331134, 0.1349884947162484, 0.1026004356866591, -0.3331727692766181, 0.1265101158593139, -0.1331933139198796, -0.0601542601162568, -0.3199214055432511, 0.3659181602489727, 0.1895209174517107, -0.0296105416694862, -0.0399500586143398, 0.1747995031836593, -0.0250825654476633, 0.029305393202742, 0.1800773773499686, -0.4355899445543029, 0.6733809553851224, -0.0892776138236474, -0.0013567838359014, 0.1686080341017914, 0.2336619457733734, 0.1318181764802661, 0.1772069402299008, 0.0247974336039009, 0.2174878151492041, -0.0640572125482529, 0.0925251834752973, 0.1288173850293594, 0.024640043151009, 0.3282619352110911, -0.2622343904536713, 0.1322531887700794, 0.5454499865872388, 0.0182827186749952, 0.3327936231201842, 0.3430749898629446, -0.0740690768376924, 0.5956693207649886, -0.0486892195552043, 0.1632143124627727, 0.3042427839597774, 0.1106350068976693, 0.0090734427019211, 0.2323040707600039, 0.4917221583151189, 0.2500222567943396, 0.4856589677973974, 0.1000104498578144, 0.1517568872857273, 0.0733138223833609, 0.3028916435198116, 0.0376750601730942, -0.1218335090568413, -0.1798964116326646, 0.0109383417666005, -0.0075740121026342, 0.2230243275070792, 0.3106399642945025, 0.2203820351779946, 0.3262757123160647, -0.0857264375037757, 0.4190154400759464, 0.033547873859885, -0.1160680359342324, -0.1946563442267888, 0.2232154956310546, -0.2723701888662577, 0.3382312680093926]|560.5431137531019203|      2.00000000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
