k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.06250000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.03125000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.01562500|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00781250|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00390625|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00195312|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00097656|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00048828|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00024414|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00012207|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00006104|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.0, 0.0, 1.0, 0.05, 17.06794, 8.0, 13642.3]                                   | 37.1342671014830401|      0.00003052|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00006104|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00003052|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00001526|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00000763|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00000381|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00000191|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-1.793615371e-07, 3.05089288203e-05, 0.9999999985597269, 0.050000672994638, 17.06793987723132, 7.999999893365918, 13642.29999987233]| 27.5003067803179562|      0.00000095|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-6.21537436e-08, 2.96338842609e-05, 1.000000039791232, 0.0500008732082222, 17.06793983390512, 7.999999930126413, 13642.299999580713]| 27.4948421734784887|      0.00000191|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[-6.21537436e-08, 2.96338842609e-05, 1.000000039791232, 0.0500008732082222, 17.06793983390512, 7.999999930126413, 13642.299999580713]| 27.4948421734784887|      0.00000095|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-6.21537436e-08, 2.96338842609e-05, 1.000000039791232, 0.0500008732082222, 17.06793983390512, 7.999999930126413, 13642.299999580713]| 27.4948421734784887|      0.00000048|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-6.21537436e-08, 2.96338842609e-05, 1.000000039791232, 0.0500008732082222, 17.06793983390512, 7.999999930126413, 13642.299999580713]| 27.4948421734784887|      0.00000024|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-6.4408898e-08, 2.98721530256e-05, 1.000000038876558, 0.0500008802286722, 17.0679398333784, 7.9999999288254955, 13642.29999957694]| 27.4946786797502760|      0.00000048|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-6.4408898e-08, 2.98721530256e-05, 1.000000038876558, 0.0500008802286722, 17.0679398333784, 7.9999999288254955, 13642.29999957694]| 27.4946786797502760|      0.00000024|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-6.4408898e-08, 2.98721530256e-05, 1.000000038876558, 0.0500008802286722, 17.0679398333784, 7.9999999288254955, 13642.29999957694]| 27.4946786797502760|      0.00000012|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-5.83816919e-08, 2.97535876426e-05, 1.0000000362382477, 0.0500008842082306, 17.06793983330954, 7.999999928583664, 13642.299999586632]| 27.4946054693662134|      0.00000024|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-5.83816919e-08, 2.97535876426e-05, 1.0000000362382477, 0.0500008842082306, 17.06793983330954, 7.999999928583664, 13642.299999586632]| 27.4946054693662134|      0.00000012|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-5.83816919e-08, 2.97535876426e-05, 1.0000000362382477, 0.0500008842082306, 17.06793983330954, 7.999999928583664, 13642.299999586632]| 27.4946054693662134|      0.00000006|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-5.83816919e-08, 2.97535876426e-05, 1.0000000362382477, 0.0500008842082306, 17.06793983330954, 7.999999928583664, 13642.299999586632]| 27.4946054693662134|      0.00000003|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-5.86214661e-08, 2.97833404307e-05, 1.0000000359312353, 0.0500008851160348, 17.06793983204559, 7.999999928562787, 13642.299999587245]| 27.4945950396187406|      0.00000006|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-5.86214661e-08, 2.97833404307e-05, 1.0000000359312353, 0.0500008851160348, 17.06793983204559, 7.999999928562787, 13642.299999587245]| 27.4945950396187406|      0.00000003|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
