k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0]                                                            | 13.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8832238006604046, -0.1260700708268379, 0.4477112046263186, 0.0598057893581934]|  9.6922750473022461|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.8832238006604046, -0.1260700708268379, 0.4477112046263186, 0.0598057893581934]|  9.6922750473022461|      1.00000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.7005767208252381, -0.7292848633091076, 0.6297159037392438, -0.6949433397297919]|  8.5717449188232422|      2.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.7005767208252381, -0.7292848633091076, 0.6297159037392438, -0.6949433397297919]|  8.5717449188232422|      1.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.7005767208252381, -0.7292848633091076, 0.6297159037392438, -0.6949433397297919]|  8.5717449188232422|      0.50000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.0836338985393463, -0.8392136108265551, 0.3348446815175921, -0.7600112379320297]|  8.1257963180541992|      1.00000000|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.5020117226749923, 0.0307018454515232, 0.583913242992127, -0.8385729772523327]|  6.7549562454223633|      2.00000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[1.5020117226749923, 0.0307018454515232, 0.583913242992127, -0.8385729772523327]|  6.7549562454223633|      1.00000000|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.5020117226749923, 0.0307018454515232, 0.583913242992127, -0.8385729772523327]|  6.7549562454223633|      0.50000000|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.5020117226749923, 0.0307018454515232, 0.583913242992127, -0.8385729772523327]|  6.7549562454223633|      0.25000000|[61, 20, 1, 21]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.4578950525313603, -0.0246221310951802, 0.3441633517606053, -0.8349720483483815]|  6.0009331703186035|      0.50000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[1.4578950525313603, -0.0246221310951802, 0.3441633517606053, -0.8349720483483815]|  6.0009331703186035|      0.25000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.5535379165426635, -0.055204880085019, 0.1152742062199737, -0.8401582879899199]|  5.7962322235107422|      0.50000000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.5535379165426635, -0.055204880085019, 0.1152742062199737, -0.8401582879899199]|  5.7962322235107422|      0.25000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.5535379165426635, -0.055204880085019, 0.1152742062199737, -0.8401582879899199]|  5.7962322235107422|      0.12500000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.5535379165426635, -0.055204880085019, 0.1152742062199737, -0.8401582879899199]|  5.7962322235107422|      0.06250000|[98, 32, 1, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.5006678654987016, -0.0395431380284039, 0.1380348558548048, -0.8215123670804723]|  5.7688380233175147|      0.12500000|[104, 34, 2, 36]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      18|[1.5006678654987016, -0.0395431380284039, 0.1380348558548048, -0.8215123670804723]|  5.7688380233175147|      0.06250000|[111, 36, 2, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.5006678654987016, -0.0395431380284039, 0.1380348558548048, -0.8215123670804723]|  5.7688380233175147|      0.03125000|[117, 38, 2, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
