k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0008279059254965, 0.1053854232465395, 1.9062881173800144, -0.0082670931052676, -0.0306830892017514, 1.9207822638518428, 0.2176810027727902, 0.0078377925235079, 1.943390582686787, 0.9971104721652017, 0.2497864348807107, 2.1826066859675426, 0.2819396826886811, -0.1330312519436815, 2.1828351657044562, 2.7898375432837743, -0.0120196458675388, 2.064321696230906, 0.9462472994058994, 0.1990670272099948, 2.2827904569702673, 2.211671970977633, 0.0072227702392691, 2.508339055437557, 14.258917893895763, 0.0832561361561638, 2.5874352096492332, 12.100886413338975, 0.0585830342463299, 2.763434266253744, 0.2170114764527815, 0.0054461476198523, 2.818585239482051, 0.4149188758080485, -0.0520337923215716, 3.1488605670410568, 1.0916178229098303, -0.0542800310242429, 2.968045228168681, 0.1297778637143263, 0.0693837824100266, 3.094224711277718, 0.2576036348556402, -0.0392193615662825, 3.311853610272311, 3.656421390220848, -0.0483805935161712, 3.370063893961427, 0.790388220480558, 0.0396247635195628, 3.7960220829401714, -0.0191950511456145, 0.1331586354117008, 3.746892852418193, 0.3893816456393518, -0.1099554669249972, 3.8222613639935763, 0.7768795830212268, 0.0239439989216943, 4.08991789185993, 0.2669278930189721, -0.1274310762713657, 4.162567471278645, 2.075591286197977, 0.024603954193871, 4.188288172388923, 1.8420391506076375, -0.0506229449023424, 4.5893851899542355, 1.5514932020697838, -0.0162344753113151, 4.494117432727189, 0.4636738611319522, -0.0198108399747669, 4.753114155454024, 0.6265349811462149, -0.1155623156413741, 4.862884329544102, 0.4860841516094166, -0.0644179872731503, 4.7975234551290535, 0.7527556311852112, -0.0255807419992666, 4.958150181361615, 0.5399234015272681, 0.0964254249418152, 5.369880049564838, 0.482040943393706, -0.0305900015310429, 5.430950251007168, 0.7911029112743099, -0.1699161027864579, 2.602895485536898, -0.0266075296479313, 0.003463259261648, 3.8583597874347264, 0.280029525110895, 0.1644338952372308, 5.305139778397977]|1625786.7500000000000000|      2.00000000|[47, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | iterate success | actual_k=4
       2|[1.0008279059254965, 0.1053854232465395, 1.9062881173800144, -0.0082670931052676, -0.0306830892017514, 1.9207822638518428, 0.2176810027727902, 0.0078377925235079, 1.943390582686787, 0.9971104721652017, 0.2497864348807107, 2.1826066859675426, 0.2819396826886811, -0.1330312519436815, 2.1828351657044562, 2.7898375432837743, -0.0120196458675388, 2.064321696230906, 0.9462472994058994, 0.1990670272099948, 2.2827904569702673, 2.211671970977633, 0.0072227702392691, 2.508339055437557, 14.258917893895763, 0.0832561361561638, 2.5874352096492332, 12.100886413338975, 0.0585830342463299, 2.763434266253744, 0.2170114764527815, 0.0054461476198523, 2.818585239482051, 0.4149188758080485, -0.0520337923215716, 3.1488605670410568, 1.0916178229098303, -0.0542800310242429, 2.968045228168681, 0.1297778637143263, 0.0693837824100266, 3.094224711277718, 0.2576036348556402, -0.0392193615662825, 3.311853610272311, 3.656421390220848, -0.0483805935161712, 3.370063893961427, 0.790388220480558, 0.0396247635195628, 3.7960220829401714, -0.0191950511456145, 0.1331586354117008, 3.746892852418193, 0.3893816456393518, -0.1099554669249972, 3.8222613639935763, 0.7768795830212268, 0.0239439989216943, 4.08991789185993, 0.2669278930189721, -0.1274310762713657, 4.162567471278645, 2.075591286197977, 0.024603954193871, 4.188288172388923, 1.8420391506076375, -0.0506229449023424, 4.5893851899542355, 1.5514932020697838, -0.0162344753113151, 4.494117432727189, 0.4636738611319522, -0.0198108399747669, 4.753114155454024, 0.6265349811462149, -0.1155623156413741, 4.862884329544102, 0.4860841516094166, -0.0644179872731503, 4.7975234551290535, 0.7527556311852112, -0.0255807419992666, 4.958150181361615, 0.5399234015272681, 0.0964254249418152, 5.369880049564838, 0.482040943393706, -0.0305900015310429, 5.430950251007168, 0.7911029112743099, -0.1699161027864579, 2.602895485536898, -0.0266075296479313, 0.003463259261648, 3.8583597874347264, 0.280029525110895, 0.1644338952372308, 5.305139778397977]|1625786.7500000000000000|      1.00000000|[160, 56, 1, 15]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 80 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[1.0008279059254965, 0.1053854232465395, 1.9062881173800144, -0.0082670931052676, -0.0306830892017514, 1.9207822638518428, 0.2176810027727902, 0.0078377925235079, 1.943390582686787, 0.9971104721652017, 0.2497864348807107, 2.1826066859675426, 0.2819396826886811, -0.1330312519436815, 2.1828351657044562, 2.7898375432837743, -0.0120196458675388, 2.064321696230906, 0.9462472994058994, 0.1990670272099948, 2.2827904569702673, 2.211671970977633, 0.0072227702392691, 2.508339055437557, 14.258917893895763, 0.0832561361561638, 2.5874352096492332, 12.100886413338975, 0.0585830342463299, 2.763434266253744, 0.2170114764527815, 0.0054461476198523, 2.818585239482051, 0.4149188758080485, -0.0520337923215716, 3.1488605670410568, 1.0916178229098303, -0.0542800310242429, 2.968045228168681, 0.1297778637143263, 0.0693837824100266, 3.094224711277718, 0.2576036348556402, -0.0392193615662825, 3.311853610272311, 3.656421390220848, -0.0483805935161712, 3.370063893961427, 0.790388220480558, 0.0396247635195628, 3.7960220829401714, -0.0191950511456145, 0.1331586354117008, 3.746892852418193, 0.3893816456393518, -0.1099554669249972, 3.8222613639935763, 0.7768795830212268, 0.0239439989216943, 4.08991789185993, 0.2669278930189721, -0.1274310762713657, 4.162567471278645, 2.075591286197977, 0.024603954193871, 4.188288172388923, 1.8420391506076375, -0.0506229449023424, 4.5893851899542355, 1.5514932020697838, -0.0162344753113151, 4.494117432727189, 0.4636738611319522, -0.0198108399747669, 4.753114155454024, 0.6265349811462149, -0.1155623156413741, 4.862884329544102, 0.4860841516094166, -0.0644179872731503, 4.7975234551290535, 0.7527556311852112, -0.0255807419992666, 4.958150181361615, 0.5399234015272681, 0.0964254249418152, 5.369880049564838, 0.482040943393706, -0.0305900015310429, 5.430950251007168, 0.7911029112743099, -0.1699161027864579, 2.602895485536898, -0.0266075296479313, 0.003463259261648, 3.8583597874347264, 0.280029525110895, 0.1644338952372308, 5.305139778397977]|1625786.7500000000000000|      0.50000000|[280, 100, 1, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 80 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 101 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.9148219679947541, 0.1112554423300305, 1.8737200541646355, 0.0194453897727151, -0.0285652797948249, 1.9026007085971501, 0.214073234432847, 0.0621645490870173, 1.8971213821748443, 1.0269052538037038, 0.1661356555073879, 2.1868057697100203, 0.2602058315526651, -0.2580402672647347, 2.1598417839909625, 2.733927795348349, 0.029760701783462, 2.014649380607959, 0.9326015042164828, 0.147300271691794, 2.2250097185850293, 2.1976198606339437, -0.0547628958315628, 2.4267069526032423, 14.29027895861979, 0.1062790246360802, 2.5420845207621134, 12.072170390997973, 0.1159604934721163, 2.7927759806387575, 0.223139608975385, 0.0544297767317759, 2.818063498855626, 0.4684077979439707, -0.0955797787300931, 3.1097789205196817, 1.146186203537591, 0.0198316055625533, 2.865157656889462, 0.1318274792694481, 0.0368093729237396, 3.0938298896217407, 0.199818665153665, -0.0368040331980951, 3.2426478518203528, 3.723067185540788, -0.1803590054429512, 3.387719961515823, 0.767801828923974, 0.0725624294793871, 3.822769814507614, -0.0556266618223316, 0.1451649615134797, 3.766724093611405, 0.4210620972074653, -0.0913072894096483, 3.7827287279003787, 0.7459496070738724, -0.0524965107968287, 4.064672492046041, 0.3265346465607368, -0.1288173956840897, 4.152401389309713, 2.0421659678893764, -0.0235515884026031, 4.22306033568468, 1.871465267583642, -0.0306706481300965, 4.601005366746928, 1.4994799969485635, -0.0158831163711335, 4.5103653844497416, 0.4484890278464075, -0.1690063760806644, 4.710669998114174, 0.6791932087583693, -0.1266956488011235, 4.844046030736574, 0.6029856622078812, -0.0602507979383336, 4.77811413941629, 0.7125596943911476, 0.026327824875076, 4.938558075846995, 0.4988516800274415, 0.2174989815474466, 5.372223744363586, 0.523913642391905, -0.1369665348647206, 5.473228879238134, 0.8217102437618664, -0.1442443257257884, 2.5781373584951237, -0.0329458507689077, 0.0703511670381039, 3.8846046811079478, 0.274554466854876, 0.2371542923024648, 5.342424956631755]|896107.7500000000000000|      1.00000000|[323, 116, 1, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | iterate success | actual_k=4
       5|[0.8722513489450378, 0.1162174738544388, 1.8672025699873134, 0.0321439045911977, 0.1317325206486303, 1.939812177246523, 0.2883860838035772, 0.1209036876825168, 1.9057647389302146, 0.7325483315243888, 0.168279265618555, 2.3101950846418027, 0.2530328169523633, -0.2758861141586902, 2.145055266102537, 2.825918839714252, -0.0169111558753348, 2.0611185266179595, 0.717923517557372, 0.2428335990318917, 2.30550812029557, 2.077786557867853, -0.0520804164652903, 2.360412640402019, 14.220049800519124, 0.2419774134298468, 2.45378171601657, 11.918067076876294, 0.2568206541387015, 2.8592911998659156, 0.2367375647215552, -0.1139243902877089, 2.951938765447492, 0.292782703763252, -0.0095857972282952, 3.1645875201057856, 1.064874775284204, -0.1019302476695127, 2.8714965999963096, 0.0245721356031357, 0.0541323140301384, 3.1130003491767666, 0.1908797467706137, 0.0137662387139277, 3.206507522980698, 3.8296122068006975, -0.2508103236314427, 3.5466776445266257, 0.7343967973064992, 0.0236773726121364, 3.8895693720538116, -0.0332702208842438, 0.1440989579426377, 3.7162123584394564, 0.2594879459238062, -0.20647997028982, 3.810044932558245, 0.9121718042437338, -0.1994329809452766, 4.145385156120425, 0.3710288155283114, -0.1147524368701261, 4.02123497321464, 2.116799756316288, 0.128924876849172, 4.262406407496811, 1.7897062630897629, 0.0603824339527606, 4.764297981132048, 1.6003156739085156, 0.0837416403057896, 4.513716928169942, 0.3821969604416902, -0.406498330757596, 4.655711980087081, 0.7265865486449441, -0.0728670569072558, 4.808221090705927, 0.5521853598557248, -0.0116668219842927, 4.954394490726845, 0.6822231363370362, -0.1464719488469895, 4.809492655804938, 0.7088765304933073, 0.1446961467263388, 5.358973674763244, 0.5412466301042702, -0.2319354165536929, 5.630165846541779, 0.7935957325821608, -0.1748837241933993, 2.5404227837404707, 0.0323141300042981, 0.2655416268345433, 3.827431302222665, 0.3565162034949995, 0.2773052172313261, 5.25652268772503]|290752.7187500000000000|      2.00000000|[346, 124, 1, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[0.8722513489450378, 0.1162174738544388, 1.8672025699873134, 0.0321439045911977, 0.1317325206486303, 1.939812177246523, 0.2883860838035772, 0.1209036876825168, 1.9057647389302146, 0.7325483315243888, 0.168279265618555, 2.3101950846418027, 0.2530328169523633, -0.2758861141586902, 2.145055266102537, 2.825918839714252, -0.0169111558753348, 2.0611185266179595, 0.717923517557372, 0.2428335990318917, 2.30550812029557, 2.077786557867853, -0.0520804164652903, 2.360412640402019, 14.220049800519124, 0.2419774134298468, 2.45378171601657, 11.918067076876294, 0.2568206541387015, 2.8592911998659156, 0.2367375647215552, -0.1139243902877089, 2.951938765447492, 0.292782703763252, -0.0095857972282952, 3.1645875201057856, 1.064874775284204, -0.1019302476695127, 2.8714965999963096, 0.0245721356031357, 0.0541323140301384, 3.1130003491767666, 0.1908797467706137, 0.0137662387139277, 3.206507522980698, 3.8296122068006975, -0.2508103236314427, 3.5466776445266257, 0.7343967973064992, 0.0236773726121364, 3.8895693720538116, -0.0332702208842438, 0.1440989579426377, 3.7162123584394564, 0.2594879459238062, -0.20647997028982, 3.810044932558245, 0.9121718042437338, -0.1994329809452766, 4.145385156120425, 0.3710288155283114, -0.1147524368701261, 4.02123497321464, 2.116799756316288, 0.128924876849172, 4.262406407496811, 1.7897062630897629, 0.0603824339527606, 4.764297981132048, 1.6003156739085156, 0.0837416403057896, 4.513716928169942, 0.3821969604416902, -0.406498330757596, 4.655711980087081, 0.7265865486449441, -0.0728670569072558, 4.808221090705927, 0.5521853598557248, -0.0116668219842927, 4.954394490726845, 0.6822231363370362, -0.1464719488469895, 4.809492655804938, 0.7088765304933073, 0.1446961467263388, 5.358973674763244, 0.5412466301042702, -0.2319354165536929, 5.630165846541779, 0.7935957325821608, -0.1748837241933993, 2.5404227837404707, 0.0323141300042981, 0.2655416268345433, 3.827431302222665, 0.3565162034949995, 0.2773052172313261, 5.25652268772503]|290752.7187500000000000|      1.00000000|[464, 168, 1, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.9599057198538201, 0.3698614461815699, 1.8088751288361438, -0.005719441836699, 0.0157040133484618, 1.9773066080075272, 0.3531656807812418, 0.1494244919502491, 1.912974944783261, 0.7882725359704856, 0.0792670201421495, 2.4990229555460095, 0.2376924319786959, -0.1819859609581834, 2.2727198489234643, 2.8431103626209255, -0.1993953654772458, 1.981193940187515, 0.7977053975394552, 0.1686418211534161, 2.296179005012826, 2.225140193158143, -0.0514874715551286, 2.3333735072842057, 14.208703274647512, 0.4346618321555608, 2.1903043495467203, 11.910998943662783, 0.3849783993581878, 2.8973862999786975, 0.2448031404501416, -0.0744811796889765, 2.8921572919069654, 0.106782466131377, -0.0564896517395024, 3.2067055483811813, 1.017365506042316, -0.223846098662778, 2.7566202727289393, 0.0808466108401034, 0.1294870572552165, 3.193150557080037, 0.2043221104256653, -0.0840015939868836, 3.1892225322048673, 3.880457884185153, -0.2513192009944248, 3.4547140333533632, 0.6993734597047762, -0.0669207008134171, 3.8412506248384286, 0.057074655027936, 0.1460346355316958, 3.685350269135387, 0.3265112990541185, -0.0669852951717513, 3.9454879612435176, 0.914143790095237, -0.3263567886171509, 4.155867546934831, 0.3478786906378734, 0.053165022408646, 4.227017416880751, 2.2199896967721515, -0.0997429242394841, 4.233440359060419, 1.7565436080904397, 0.0094708367300016, 4.647438345234777, 1.587328977837035, 0.0862177192080314, 4.4715306678470546, 0.4626089209082037, -0.3017948139104898, 4.590852669700292, 0.7196734098686173, -0.0427655099626895, 4.664535611066759, 0.6263394930825537, 0.129378240722725, 4.92492458935785, 0.8790255211597661, -0.0654349317801653, 4.791179251483999, 0.5910374442974767, 0.3143352307758253, 5.502196848825533, 0.4487240976117132, -0.2475920292251127, 5.795097587659608, 0.8056476347729497, -0.0870050185943908, 2.6236630511747405, 0.0723953692343276, 0.0671106556397476, 3.8855451101021203, 0.3241929907163967, 0.1859018535905593, 5.183526204789669]|141703.5937500000000000|      2.00000000|[519, 188, 1, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | iterate success | actual_k=4
       8|[0.9599057198538201, 0.3698614461815699, 1.8088751288361438, -0.005719441836699, 0.0157040133484618, 1.9773066080075272, 0.3531656807812418, 0.1494244919502491, 1.912974944783261, 0.7882725359704856, 0.0792670201421495, 2.4990229555460095, 0.2376924319786959, -0.1819859609581834, 2.2727198489234643, 2.8431103626209255, -0.1993953654772458, 1.981193940187515, 0.7977053975394552, 0.1686418211534161, 2.296179005012826, 2.225140193158143, -0.0514874715551286, 2.3333735072842057, 14.208703274647512, 0.4346618321555608, 2.1903043495467203, 11.910998943662783, 0.3849783993581878, 2.8973862999786975, 0.2448031404501416, -0.0744811796889765, 2.8921572919069654, 0.106782466131377, -0.0564896517395024, 3.2067055483811813, 1.017365506042316, -0.223846098662778, 2.7566202727289393, 0.0808466108401034, 0.1294870572552165, 3.193150557080037, 0.2043221104256653, -0.0840015939868836, 3.1892225322048673, 3.880457884185153, -0.2513192009944248, 3.4547140333533632, 0.6993734597047762, -0.0669207008134171, 3.8412506248384286, 0.057074655027936, 0.1460346355316958, 3.685350269135387, 0.3265112990541185, -0.0669852951717513, 3.9454879612435176, 0.914143790095237, -0.3263567886171509, 4.155867546934831, 0.3478786906378734, 0.053165022408646, 4.227017416880751, 2.2199896967721515, -0.0997429242394841, 4.233440359060419, 1.7565436080904397, 0.0094708367300016, 4.647438345234777, 1.587328977837035, 0.0862177192080314, 4.4715306678470546, 0.4626089209082037, -0.3017948139104898, 4.590852669700292, 0.7196734098686173, -0.0427655099626895, 4.664535611066759, 0.6263394930825537, 0.129378240722725, 4.92492458935785, 0.8790255211597661, -0.0654349317801653, 4.791179251483999, 0.5910374442974767, 0.3143352307758253, 5.502196848825533, 0.4487240976117132, -0.2475920292251127, 5.795097587659608, 0.8056476347729497, -0.0870050185943908, 2.6236630511747405, 0.0723953692343276, 0.0671106556397476, 3.8855451101021203, 0.3241929907163967, 0.1859018535905593, 5.183526204789669]|141703.5937500000000000|      1.00000000|[638, 232, 1, 59]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[0.9599057198538201, 0.3698614461815699, 1.8088751288361438, -0.005719441836699, 0.0157040133484618, 1.9773066080075272, 0.3531656807812418, 0.1494244919502491, 1.912974944783261, 0.7882725359704856, 0.0792670201421495, 2.4990229555460095, 0.2376924319786959, -0.1819859609581834, 2.2727198489234643, 2.8431103626209255, -0.1993953654772458, 1.981193940187515, 0.7977053975394552, 0.1686418211534161, 2.296179005012826, 2.225140193158143, -0.0514874715551286, 2.3333735072842057, 14.208703274647512, 0.4346618321555608, 2.1903043495467203, 11.910998943662783, 0.3849783993581878, 2.8973862999786975, 0.2448031404501416, -0.0744811796889765, 2.8921572919069654, 0.106782466131377, -0.0564896517395024, 3.2067055483811813, 1.017365506042316, -0.223846098662778, 2.7566202727289393, 0.0808466108401034, 0.1294870572552165, 3.193150557080037, 0.2043221104256653, -0.0840015939868836, 3.1892225322048673, 3.880457884185153, -0.2513192009944248, 3.4547140333533632, 0.6993734597047762, -0.0669207008134171, 3.8412506248384286, 0.057074655027936, 0.1460346355316958, 3.685350269135387, 0.3265112990541185, -0.0669852951717513, 3.9454879612435176, 0.914143790095237, -0.3263567886171509, 4.155867546934831, 0.3478786906378734, 0.053165022408646, 4.227017416880751, 2.2199896967721515, -0.0997429242394841, 4.233440359060419, 1.7565436080904397, 0.0094708367300016, 4.647438345234777, 1.587328977837035, 0.0862177192080314, 4.4715306678470546, 0.4626089209082037, -0.3017948139104898, 4.590852669700292, 0.7196734098686173, -0.0427655099626895, 4.664535611066759, 0.6263394930825537, 0.129378240722725, 4.92492458935785, 0.8790255211597661, -0.0654349317801653, 4.791179251483999, 0.5910374442974767, 0.3143352307758253, 5.502196848825533, 0.4487240976117132, -0.2475920292251127, 5.795097587659608, 0.8056476347729497, -0.0870050185943908, 2.6236630511747405, 0.0723953692343276, 0.0671106556397476, 3.8855451101021203, 0.3241929907163967, 0.1859018535905593, 5.183526204789669]|141703.5937500000000000|      0.50000000|[758, 276, 1, 70]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.9599057198538201, 0.3698614461815699, 1.8088751288361438, -0.005719441836699, 0.0157040133484618, 1.9773066080075272, 0.3531656807812418, 0.1494244919502491, 1.912974944783261, 0.7882725359704856, 0.0792670201421495, 2.4990229555460095, 0.2376924319786959, -0.1819859609581834, 2.2727198489234643, 2.8431103626209255, -0.1993953654772458, 1.981193940187515, 0.7977053975394552, 0.1686418211534161, 2.296179005012826, 2.225140193158143, -0.0514874715551286, 2.3333735072842057, 14.208703274647512, 0.4346618321555608, 2.1903043495467203, 11.910998943662783, 0.3849783993581878, 2.8973862999786975, 0.2448031404501416, -0.0744811796889765, 2.8921572919069654, 0.106782466131377, -0.0564896517395024, 3.2067055483811813, 1.017365506042316, -0.223846098662778, 2.7566202727289393, 0.0808466108401034, 0.1294870572552165, 3.193150557080037, 0.2043221104256653, -0.0840015939868836, 3.1892225322048673, 3.880457884185153, -0.2513192009944248, 3.4547140333533632, 0.6993734597047762, -0.0669207008134171, 3.8412506248384286, 0.057074655027936, 0.1460346355316958, 3.685350269135387, 0.3265112990541185, -0.0669852951717513, 3.9454879612435176, 0.914143790095237, -0.3263567886171509, 4.155867546934831, 0.3478786906378734, 0.053165022408646, 4.227017416880751, 2.2199896967721515, -0.0997429242394841, 4.233440359060419, 1.7565436080904397, 0.0094708367300016, 4.647438345234777, 1.587328977837035, 0.0862177192080314, 4.4715306678470546, 0.4626089209082037, -0.3017948139104898, 4.590852669700292, 0.7196734098686173, -0.0427655099626895, 4.664535611066759, 0.6263394930825537, 0.129378240722725, 4.92492458935785, 0.8790255211597661, -0.0654349317801653, 4.791179251483999, 0.5910374442974767, 0.3143352307758253, 5.502196848825533, 0.4487240976117132, -0.2475920292251127, 5.795097587659608, 0.8056476347729497, -0.0870050185943908, 2.6236630511747405, 0.0723953692343276, 0.0671106556397476, 3.8855451101021203, 0.3241929907163967, 0.1859018535905593, 5.183526204789669]|141703.5937500000000000|      0.25000000|[876, 320, 1, 81]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 67 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
