k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[99.98228341682311, 0.1399261389870632, 0.2166383294680339, 0.9200514773910567, 100.00623270260643, 0.0335922802594118, 0.2221015393901228, 0.7666172478065911, 99.96345758326845, -0.0103454739399506, 0.2480810667696209, 0.7716112741622828, 99.98929358546685, 0.1824050114747803, 0.3611198441975114, 0.6002798163312033, 100.0533330816695, 0.2351068538477791, 0.4183167510803485, 0.2587190244512017, 99.98430668492588, 0.6337615692207978, 0.6065308189807935, 0.0065066713629285, 300.01384925724045, 299.9740240492939, 299.9935381294598, 299.98449999628497, 299.9554253235503]|456.9917571843604378|      0.50000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       4|[99.98228341682311, 0.1399261389870632, 0.2166383294680339, 0.9200514773910567, 100.00623270260643, 0.0335922802594118, 0.2221015393901228, 0.7666172478065911, 99.96345758326845, -0.0103454739399506, 0.2480810667696209, 0.7716112741622828, 99.98929358546685, 0.1824050114747803, 0.3611198441975114, 0.6002798163312033, 100.0533330816695, 0.2351068538477791, 0.4183167510803485, 0.2587190244512017, 99.98430668492588, 0.6337615692207978, 0.6065308189807935, 0.0065066713629285, 300.01384925724045, 299.9740240492939, 299.9935381294598, 299.98449999628497, 299.9554253235503]|456.9917571843604378|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[99.98228341682311, 0.1399261389870632, 0.2166383294680339, 0.9200514773910567, 100.00623270260643, 0.0335922802594118, 0.2221015393901228, 0.7666172478065911, 99.96345758326845, -0.0103454739399506, 0.2480810667696209, 0.7716112741622828, 99.98929358546685, 0.1824050114747803, 0.3611198441975114, 0.6002798163312033, 100.0533330816695, 0.2351068538477791, 0.4183167510803485, 0.2587190244512017, 99.98430668492588, 0.6337615692207978, 0.6065308189807935, 0.0065066713629285, 300.01384925724045, 299.9740240492939, 299.9935381294598, 299.98449999628497, 299.9554253235503]|456.9917571843604378|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[99.97887447785217, 0.161743507989907, 0.2289903940810496, 0.9223068664198761, 99.99616846563318, 0.0501917129857528, 0.2464706507315332, 0.7503964645714881, 99.95287767503137, 0.0477146991728219, 0.2596693832236514, 0.7698774020614929, 99.99521803069202, 0.1159671461278046, 0.3185752271363493, 0.5635194026770833, 100.05500452228108, 0.2230479921473536, 0.4492565840878182, 0.278044788027011, 99.9718012112098, 0.6441812274531642, 0.6075750362888452, 0.011425650010151, 300.02698607841717, 299.9766267803009, 299.9966522009208, 299.96090004643094, 299.9556051034163]|232.5020932710821171|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[99.97887447785217, 0.161743507989907, 0.2289903940810496, 0.9223068664198761, 99.99616846563318, 0.0501917129857528, 0.2464706507315332, 0.7503964645714881, 99.95287767503137, 0.0477146991728219, 0.2596693832236514, 0.7698774020614929, 99.99521803069202, 0.1159671461278046, 0.3185752271363493, 0.5635194026770833, 100.05500452228108, 0.2230479921473536, 0.4492565840878182, 0.278044788027011, 99.9718012112098, 0.6441812274531642, 0.6075750362888452, 0.011425650010151, 300.02698607841717, 299.9766267803009, 299.9966522009208, 299.96090004643094, 299.9556051034163]|232.5020932710821171|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[99.96492898304663, 0.1939309843568602, 0.2445790353355728, 0.9332861821278734, 100.00739894555299, 0.1173946206846319, 0.3104906345314165, 0.7537790767395107, 99.95934899362355, 0.0454129081723164, 0.2408356925838749, 0.7334572063647242, 99.97858876042915, 0.1168866238471677, 0.3145969009397029, 0.5651381001797131, 100.07395717053872, 0.2114965623455489, 0.4221494539643532, 0.292749415649975, 99.98099449141868, 0.6633409728536113, 0.5957627041394551, 0.0326742467236387, 300.033944485599, 299.9759784034118, 300.01581748685686, 299.96859712359856, 299.9384953641728]|183.6980494967747291|      0.25000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       9|[99.96492898304663, 0.1939309843568602, 0.2445790353355728, 0.9332861821278734, 100.00739894555299, 0.1173946206846319, 0.3104906345314165, 0.7537790767395107, 99.95934899362355, 0.0454129081723164, 0.2408356925838749, 0.7334572063647242, 99.97858876042915, 0.1168866238471677, 0.3145969009397029, 0.5651381001797131, 100.07395717053872, 0.2114965623455489, 0.4221494539643532, 0.292749415649975, 99.98099449141868, 0.6633409728536113, 0.5957627041394551, 0.0326742467236387, 300.033944485599, 299.9759784034118, 300.01581748685686, 299.96859712359856, 299.9384953641728]|183.6980494967747291|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[99.95908733256894, 0.2564149624096524, 0.2577421954867455, 0.9497488573826809, 100.02365591579256, 0.1077314244469536, 0.3158668252215803, 0.7384309235293193, 99.95747102458145, 0.0950095963998458, 0.2662030879151054, 0.7533445995018784, 99.97092435938539, 0.1066174776653374, 0.2655407973327568, 0.5543494296664057, 100.10081855875039, 0.1948262574324518, 0.4294834305017346, 0.3003061986863099, 99.9611662036175, 0.6575628560892735, 0.6085306008927812, 0.0236428791155844, 300.05774731254746, 299.9694114950495, 299.9816211053771, 299.9412069789787, 299.94944834179756]|135.4352622190315856|      0.25000000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      11|[99.95908733256894, 0.2564149624096524, 0.2577421954867455, 0.9497488573826809, 100.02365591579256, 0.1077314244469536, 0.3158668252215803, 0.7384309235293193, 99.95747102458145, 0.0950095963998458, 0.2662030879151054, 0.7533445995018784, 99.97092435938539, 0.1066174776653374, 0.2655407973327568, 0.5543494296664057, 100.10081855875039, 0.1948262574324518, 0.4294834305017346, 0.3003061986863099, 99.9611662036175, 0.6575628560892735, 0.6085306008927812, 0.0236428791155844, 300.05774731254746, 299.9694114950495, 299.9816211053771, 299.9412069789787, 299.94944834179756]|135.4352622190315856|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
