k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 1, 3]                                                               |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[14, 4, 1, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9501430648106491, 1.0084564731291807]                                       |2506.0739746093750000|      0.50000000|[20, 6, 1, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[-0.9501430648106491, 1.0084564731291807]                                       |2506.0739746093750000|      0.25000000|[26, 8, 2, 10]                                                             |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9501430648106491, 1.0084564731291807]                                       |2506.0739746093750000|      0.12500000|[33, 10, 2, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.8294917590065914, 0.9757721893252522]                                       |635.5469360351562500|      0.25000000|[39, 12, 2, 14]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.5976050515066592, 0.8823454539394918]                                       | 28.5000012084005903|      0.50000000|[45, 14, 3, 17]                                                            |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[-0.5976050515066592, 0.8823454539394918]                                       | 28.5000012084005903|      0.25000000|[52, 16, 3, 19]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.5976050515066592, 0.8823454539394918]                                       | 28.5000012084005903|      0.12500000|[58, 18, 3, 21]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
