k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9109448381131584, 0.7871956442650052, 0.8269459296442025, 1.0392433246519095, 0.9294668151193568, 0.9959649822896475, 0.9807207934930582, 0.8964761128453942, 0.8758554789666531, 0.907251621903066, 0.9113276096470697, 0.9359096489856045, 1.8790790088769596, 0.9733285068565192, 0.9009783615566924, 0.8802840751319665, 0.8620243460190119, 0.9737960298798871, 1.0481514344028386, 1.0041067621036757, 0.9936605612498541, 0.9134323757595045, 0.9456303011813785, 0.8182120705929656, 0.9974944790674023]|  4.3226995468139648|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[0.9109448381131584, 0.7871956442650052, 0.8269459296442025, 1.0392433246519095, 0.9294668151193568, 0.9959649822896475, 0.9807207934930582, 0.8964761128453942, 0.8758554789666531, 0.907251621903066, 0.9113276096470697, 0.9359096489856045, 1.8790790088769596, 0.9733285068565192, 0.9009783615566924, 0.8802840751319665, 0.8620243460190119, 0.9737960298798871, 1.0481514344028386, 1.0041067621036757, 0.9936605612498541, 0.9134323757595045, 0.9456303011813785, 0.8182120705929656, 0.9974944790674023]|  4.3226995468139648|      1.00000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.9109448381131584, 0.7871956442650052, 0.8269459296442025, 1.0392433246519095, 0.9294668151193568, 0.9959649822896475, 0.9807207934930582, 0.8964761128453942, 0.8758554789666531, 0.907251621903066, 0.9113276096470697, 0.9359096489856045, 1.8790790088769596, 0.9733285068565192, 0.9009783615566924, 0.8802840751319665, 0.8620243460190119, 0.9737960298798871, 1.0481514344028386, 1.0041067621036757, 0.9936605612498541, 0.9134323757595045, 0.9456303011813785, 0.8182120705929656, 0.9974944790674023]|  4.3226995468139648|      0.50000000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.9022158407415458, 0.8064494187264533, 0.7889050348137767, 1.022566242276311, 0.9566936675995891, 1.0770109458654042, 0.873214503073672, 0.9262953269669207, 0.9058658387963893, 0.997354934736448, 1.055930089729434, 0.6711292006185132, 1.8315671910712328, 1.0980583134368873, 1.0260281746470414, 0.920600999751616, 0.8087300752246545, 1.0532509281533964, 0.9443772849485802, 1.150350370433177, 0.9141377152335529, 0.9497030516249784, 0.9288218352861147, 0.8284492136682893, 0.7886420692943097]|  3.6788117885589600|      1.00000000|[470, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[0.9022158407415458, 0.8064494187264533, 0.7889050348137767, 1.022566242276311, 0.9566936675995891, 1.0770109458654042, 0.873214503073672, 0.9262953269669207, 0.9058658387963893, 0.997354934736448, 1.055930089729434, 0.6711292006185132, 1.8315671910712328, 1.0980583134368873, 1.0260281746470414, 0.920600999751616, 0.8087300752246545, 1.0532509281533964, 0.9443772849485802, 1.150350370433177, 0.9141377152335529, 0.9497030516249784, 0.9288218352861147, 0.8284492136682893, 0.7886420692943097]|  3.6788117885589600|      0.50000000|[587, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[1.0634912200780173, 0.597943898346126, 0.7905725903049948, 1.0057024815026392, 0.885550076090602, 1.0094860284040041, 0.9616714867238191, 0.8629504351628237, 0.9207023960295585, 0.8701268048633742, 0.9838678230888969, 0.7897833620505349, 1.7992731372428816, 0.8348717091968733, 1.0931138265301554, 0.8526252052097182, 0.7021319272256774, 1.0044796383347798, 0.8777515383999556, 1.0646716113730756, 0.9409136524477167, 0.9220125051821522, 0.8896035013630553, 0.7769160820705109, 0.6770132041560524]|  2.7767903804779053|      1.00000000|[704, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.0634912200780173, 0.597943898346126, 0.7905725903049948, 1.0057024815026392, 0.885550076090602, 1.0094860284040041, 0.9616714867238191, 0.8629504351628237, 0.9207023960295585, 0.8701268048633742, 0.9838678230888969, 0.7897833620505349, 1.7992731372428816, 0.8348717091968733, 1.0931138265301554, 0.8526252052097182, 0.7021319272256774, 1.0044796383347798, 0.8777515383999556, 1.0646716113730756, 0.9409136524477167, 0.9220125051821522, 0.8896035013630553, 0.7769160820705109, 0.6770132041560524]|  2.7767903804779053|      0.50000000|[822, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[1.0634912200780173, 0.597943898346126, 0.7905725903049948, 1.0057024815026392, 0.885550076090602, 1.0094860284040041, 0.9616714867238191, 0.8629504351628237, 0.9207023960295585, 0.8701268048633742, 0.9838678230888969, 0.7897833620505349, 1.7992731372428816, 0.8348717091968733, 1.0931138265301554, 0.8526252052097182, 0.7021319272256774, 1.0044796383347798, 0.8777515383999556, 1.0646716113730756, 0.9409136524477167, 0.9220125051821522, 0.8896035013630553, 0.7769160820705109, 0.6770132041560524]|  2.7767903804779053|      0.25000000|[939, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[1.0892681668702249, 0.6135135194513988, 0.7897863475916991, 0.9484348670864718, 0.8219645569980254, 1.0246272988962821, 0.9874976009013368, 0.8931000557233315, 0.931611378155195, 0.8889151744265453, 0.984598320003408, 0.6794386312237499, 1.8314139012249104, 0.881640794444697, 1.1208049159241567, 0.8785756583404097, 0.8342700041740271, 1.0699661803999365, 0.7992852183177136, 1.0008383818492523, 0.9112556114283746, 0.9248410350747999, 0.9158414072379667, 0.7554641310255378, 0.6432692199369697]|  2.3672559261322021|      0.50000000|[1056, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
