k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.85161828393376, 3.529618362063722, 0.3023276007576778, 40.048700728585025, -0.5770527472247471, -1.1613281754588332, 25.387650295758352, -0.625339072323726, 0.7953704002889945]|960.1339111328125000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[10.85161828393376, 3.529618362063722, 0.3023276007576778, 40.048700728585025, -0.5770527472247471, -1.1613281754588332, 25.387650295758352, -0.625339072323726, 0.7953704002889945]|960.1339111328125000|      1.00000000|[19, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.85161828393376, 3.529618362063722, 0.3023276007576778, 40.048700728585025, -0.5770527472247471, -1.1613281754588332, 25.387650295758352, -0.625339072323726, 0.7953704002889945]|960.1339111328125000|      0.50000000|[31, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[11.010522643859769, 3.5394722429616046, 0.3859229204712817, 40.209828512919124, -0.737591090816001, -1.0915452826691112, 25.56428764185325, -0.6541767561203969, 0.4361665735638479]|953.2579956054687500|      1.00000000|[37, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[10.871981940618637, 3.523156123914192, 0.4549805027944578, 40.91811532154773, -1.063555229275334, -1.4316665251570355, 25.843824932238707, -0.2739304139501527, 0.6077406049558696]|933.3394775390625000|      2.00000000|[47, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
       6|[10.871981940618637, 3.523156123914192, 0.4549805027944578, 40.91811532154773, -1.063555229275334, -1.4316665251570355, 25.843824932238707, -0.2739304139501527, 0.6077406049558696]|933.3394775390625000|      1.00000000|[59, 0, 0, 23]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.871981940618637, 3.523156123914192, 0.4549805027944578, 40.91811532154773, -1.063555229275334, -1.4316665251570355, 25.843824932238707, -0.2739304139501527, 0.6077406049558696]|933.3394775390625000|      0.50000000|[71, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.769122675385079, 3.439804691207809, 0.6309940027166265, 40.98493378531426, -1.225599363222077, -1.2199421024486659, 26.188376687971406, -0.3011348866384846, 0.6882733482095179]|896.9140014648437500|      1.00000000|[77, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[10.769122675385079, 3.439804691207809, 0.6309940027166265, 40.98493378531426, -1.225599363222077, -1.2199421024486659, 26.188376687971406, -0.3011348866384846, 0.6882733482095179]|896.9140014648437500|      0.50000000|[89, 0, 0, 35]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.769122675385079, 3.439804691207809, 0.6309940027166265, 40.98493378531426, -1.225599363222077, -1.2199421024486659, 26.188376687971406, -0.3011348866384846, 0.6882733482095179]|896.9140014648437500|      0.25000000|[101, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
