k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[4.137660959394827, 0.0470119494657448, 0.1749405505817719, 0.0186264765517713, 1.6574786357048215, 0.023957708281266, 1.190414496173297, 0.0222386570592502, 0.2951847362262875, 0.0162585709446721, 0.328222235402632, 0.0192640711409029, 0.0821754846572146, 0.0208084626523496, 0.2530640343699557, 0.0191140319780654, 1.3991991450611956, 0.0162543439008089, 1.1734700596974863, 0.0229834062535397, 0.0885570090703596, 0.0194743416861223, 0.1282583294961778, 0.0215980852018777, 0.3065387833902156, 0.0208504098105127, 0.1059621129110917, 0.0202966372939143, 0.1164039716332834, 0.0231886538102586, 0.5439388105546699, 0.0202474608365237, 0.0066988633969036, 0.0211360600158719, 0.0923997025955633, 0.0198705902917071, 0.1104272338867747, 0.0167966892563651, 0.0427290870154431, 0.0189794595315324, 0.0979844793964725, 0.0215750746923299, 0.2838522596224332, 0.0177358097239538, 0.4239490411376245, 0.0172127098552908, 0.1611332683720007, 0.0226559097729028, 0.0666686288685506, 0.0225095834731893, 0.3145987691069593, 0.0187421433716044, 0.1429159622758595, 0.0214707454550085, 0.284762778560145, 0.0210075797261239, 0.0610472085313441, 0.0190131006711609, 0.1497251055760278, 0.0196725639806505, 0.1923438214752507, 0.020993022263993, 0.1542544116685312, 0.0174369539856622, 0.3893455355603602, 0.0188272382729116]|178639.5174332376045641|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[4.137660959394827, 0.0470119494657448, 0.1749405505817719, 0.0186264765517713, 1.6574786357048215, 0.023957708281266, 1.190414496173297, 0.0222386570592502, 0.2951847362262875, 0.0162585709446721, 0.328222235402632, 0.0192640711409029, 0.0821754846572146, 0.0208084626523496, 0.2530640343699557, 0.0191140319780654, 1.3991991450611956, 0.0162543439008089, 1.1734700596974863, 0.0229834062535397, 0.0885570090703596, 0.0194743416861223, 0.1282583294961778, 0.0215980852018777, 0.3065387833902156, 0.0208504098105127, 0.1059621129110917, 0.0202966372939143, 0.1164039716332834, 0.0231886538102586, 0.5439388105546699, 0.0202474608365237, 0.0066988633969036, 0.0211360600158719, 0.0923997025955633, 0.0198705902917071, 0.1104272338867747, 0.0167966892563651, 0.0427290870154431, 0.0189794595315324, 0.0979844793964725, 0.0215750746923299, 0.2838522596224332, 0.0177358097239538, 0.4239490411376245, 0.0172127098552908, 0.1611332683720007, 0.0226559097729028, 0.0666686288685506, 0.0225095834731893, 0.3145987691069593, 0.0187421433716044, 0.1429159622758595, 0.0214707454550085, 0.284762778560145, 0.0210075797261239, 0.0610472085313441, 0.0190131006711609, 0.1497251055760278, 0.0196725639806505, 0.1923438214752507, 0.020993022263993, 0.1542544116685312, 0.0174369539856622, 0.3893455355603602, 0.0188272382729116]|178639.5174332376045641|      0.03125000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[4.137772854151064, 0.0607087483810762, 0.1691020603591178, 0.0192727037756484, 1.6564329892964218, 0.0298892930318563, 1.1878440231857037, 0.0243829194508, 0.2920534257399634, 0.0137004592929818, 0.3323261184943883, 0.0180639383838928, 0.0810686027256033, 0.0229753940811915, 0.2535820316239146, 0.0209631903670983, 1.4032512743501555, 0.0342724932035321, 1.1722832592283023, 0.0272947219925762, 0.0876902696884313, 0.019032482073436, 0.1266120045797991, 0.0251007997881805, 0.310672578958043, 0.0190553736888371, 0.1057858924539368, 0.0239630886360232, 0.1151826270577962, 0.0247713423128558, 0.5401242910130167, 0.0193612063252637, 0.006552675222173, 0.0200299843637837, 0.09505659232344, 0.0184470853873011, 0.1110710714136973, 0.0152177115845741, 0.0407424905252862, 0.0196279857584388, 0.0977473789489921, 0.0264014346925655, 0.2854228522228532, 0.0169682671680456, 0.4249393681481993, 0.0191218097020354, 0.1602212977445402, 0.0220185681939371, 0.0667448359707767, 0.0228299246878048, 0.3131276787796257, 0.0190506906065309, 0.1400759707633122, 0.0148650055515752, 0.2860232561767062, 0.0156935562696048, 0.0594205695224811, 0.017545346913837, 0.1423698568715501, 0.0225157404111565, 0.1938581179066368, 0.0200430445906483, 0.1561788272901072, 0.015222432878543, 0.393793825842743, 0.019340154290234]|151239.9460365324921440|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[4.137772854151064, 0.0607087483810762, 0.1691020603591178, 0.0192727037756484, 1.6564329892964218, 0.0298892930318563, 1.1878440231857037, 0.0243829194508, 0.2920534257399634, 0.0137004592929818, 0.3323261184943883, 0.0180639383838928, 0.0810686027256033, 0.0229753940811915, 0.2535820316239146, 0.0209631903670983, 1.4032512743501555, 0.0342724932035321, 1.1722832592283023, 0.0272947219925762, 0.0876902696884313, 0.019032482073436, 0.1266120045797991, 0.0251007997881805, 0.310672578958043, 0.0190553736888371, 0.1057858924539368, 0.0239630886360232, 0.1151826270577962, 0.0247713423128558, 0.5401242910130167, 0.0193612063252637, 0.006552675222173, 0.0200299843637837, 0.09505659232344, 0.0184470853873011, 0.1110710714136973, 0.0152177115845741, 0.0407424905252862, 0.0196279857584388, 0.0977473789489921, 0.0264014346925655, 0.2854228522228532, 0.0169682671680456, 0.4249393681481993, 0.0191218097020354, 0.1602212977445402, 0.0220185681939371, 0.0667448359707767, 0.0228299246878048, 0.3131276787796257, 0.0190506906065309, 0.1400759707633122, 0.0148650055515752, 0.2860232561767062, 0.0156935562696048, 0.0594205695224811, 0.017545346913837, 0.1423698568715501, 0.0225157404111565, 0.1938581179066368, 0.0200430445906483, 0.1561788272901072, 0.015222432878543, 0.393793825842743, 0.019340154290234]|151239.9460365324921440|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[4.134703257532207, 0.0769774567046407, 0.1684321335077003, 0.0192054305174387, 1.6566148216409808, 0.0464598556849245, 1.1883116411712242, 0.0343365138603526, 0.2915014204933975, 0.0147129773219074, 0.3325242614699276, 0.0204412264042862, 0.0805985850110377, 0.0216767147777992, 0.2533730498316359, 0.0230658898318426, 1.400729755775989, 0.0397666495690988, 1.1724531522012402, 0.0367282528675339, 0.0875160167340138, 0.0159489990634483, 0.1272770539268996, 0.0242109355904859, 0.3097798720553209, 0.021474918584152, 0.104561780624783, 0.0241527876783121, 0.111897008603894, 0.0234765117850882, 0.5411687742547857, 0.0235943888609572, 0.0060383890374729, 0.0243129052613038, 0.0918466027632309, 0.0189109611826405, 0.1110411988635326, 0.0140390118518917, 0.038656117778873, 0.0191506125541773, 0.0966154122544747, 0.0260457252750508, 0.2848738191071606, 0.0235236743306229, 0.424143161126148, 0.0208622282974839, 0.1612696710004183, 0.0216337948221234, 0.066025579467983, 0.0233704497690064, 0.3138683222485694, 0.0222464880142827, 0.1411267292142959, 0.0153189956300124, 0.2870939326535987, 0.0194386167766215, 0.0630374077989272, 0.0190443361547437, 0.1418969693721693, 0.0208463975679088, 0.1933474612865634, 0.0211717849837111, 0.1551630416634706, 0.0138559832581038, 0.3941776281688786, 0.0210849984177664]|129994.6302228401327739|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[4.134703257532207, 0.0769774567046407, 0.1684321335077003, 0.0192054305174387, 1.6566148216409808, 0.0464598556849245, 1.1883116411712242, 0.0343365138603526, 0.2915014204933975, 0.0147129773219074, 0.3325242614699276, 0.0204412264042862, 0.0805985850110377, 0.0216767147777992, 0.2533730498316359, 0.0230658898318426, 1.400729755775989, 0.0397666495690988, 1.1724531522012402, 0.0367282528675339, 0.0875160167340138, 0.0159489990634483, 0.1272770539268996, 0.0242109355904859, 0.3097798720553209, 0.021474918584152, 0.104561780624783, 0.0241527876783121, 0.111897008603894, 0.0234765117850882, 0.5411687742547857, 0.0235943888609572, 0.0060383890374729, 0.0243129052613038, 0.0918466027632309, 0.0189109611826405, 0.1110411988635326, 0.0140390118518917, 0.038656117778873, 0.0191506125541773, 0.0966154122544747, 0.0260457252750508, 0.2848738191071606, 0.0235236743306229, 0.424143161126148, 0.0208622282974839, 0.1612696710004183, 0.0216337948221234, 0.066025579467983, 0.0233704497690064, 0.3138683222485694, 0.0222464880142827, 0.1411267292142959, 0.0153189956300124, 0.2870939326535987, 0.0194386167766215, 0.0630374077989272, 0.0190443361547437, 0.1418969693721693, 0.0208463975679088, 0.1933474612865634, 0.0211717849837111, 0.1551630416634706, 0.0138559832581038, 0.3941776281688786, 0.0210849984177664]|129994.6302228401327739|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
