k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9998290329770079, 0.98150933164373]                                          |999995998208.0000000000000000|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[3.999531602107641, 0.9470182456598589]                                         |999992000512.0000000000000000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[7.999456913340323, 0.9225743392591611]                                         |999984005120.0000000000000000|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[15.999455848836163, 0.9184473469612751]                                        |999968014336.0000000000000000|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[31.999448558444463, 0.9031734318998597]                                        |999936032768.0000000000000000|     32.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[63.99564369703711, 0.4097196315293258]                                         |999872004096.0000000000000000|     64.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[126.7992946008745, -11.906993937800907]                                        |999748730880.0000000000000000|    128.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[126.7992946008745, -11.906993937800907]                                        |999748730880.0000000000000000|     64.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[184.58646251079114, 15.600154677624532]                                        |999639154688.0000000000000000|    128.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[184.58646251079114, 15.600154677624532]                                        |999639154688.0000000000000000|     64.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
