k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404945974|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.12430699387455, 39.08822446074926, 41.03523116587704, 38.90321087676568]    |851.9683837890625000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[22.582135000261207, 38.703807059657315, 40.28994491763303, 39.86158304457457]  |735.5394897460937500|      4.00000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[21.755187761536913, 35.425295754529046, 39.51691157171522, 37.86911188227096]  |611.6683959960937500|      8.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[16.419729388904695, 31.55472208873619, 43.84826838159577, 39.20735387723338]   |236.6925354003906250|     16.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[11.963616047203978, 20.93782551403085, 37.38168824207988, 48.241063099205576]  | 59.6364669799804688|     32.00000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[11.963616047203978, 20.93782551403085, 37.38168824207988, 48.241063099205576]  | 59.6364669799804688|     16.00000000|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|     32.00000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|     16.00000000|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|      8.00000000|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|      4.00000000|[61, 20, 1, 21]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
      11|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|      2.00000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|      1.00000000|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[6.385162914829061, 8.143648164206006, 44.953157595063104, 50.20644815765118]   |  1.9069095849990845|      0.50000000|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[5.994962410557809, 7.838054186189714, 44.99848063487075, 50.254424288479264]   |  1.5087251663208008|      1.00000000|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[5.610439272290489, 6.920830124107141, 44.94544222630433, 50.16482014074861]    |  1.0050710439682007|      2.00000000|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[5.610439272290489, 6.920830124107141, 44.94544222630433, 50.16482014074861]    |  1.0050710439682007|      1.00000000|[98, 32, 1, 33]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[4.8012873756935335, 6.469776146565072, 45.02209989044798, 50.533530216695915]  |  0.5679106323711214|      2.00000000|[104, 34, 2, 36]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      18|[4.8012873756935335, 6.469776146565072, 45.02209989044798, 50.533530216695915]  |  0.5679106323711214|      1.00000000|[111, 36, 2, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[4.8012873756935335, 6.469776146565072, 45.02209989044798, 50.533530216695915]  |  0.5679106323711214|      0.50000000|[117, 38, 2, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
